,CPSF3L (54973)
ACH-000310,-2.11980438165
ACH-000311,-1.7258981164900002
ACH-000312,-1.45945393463
ACH-000315,-1.54253896421
ACH-000316,-1.38313636092
ACH-000317,-1.3673805780300001
ACH-000318,-1.4328764823500002
ACH-000319,-1.7578389215099999
ACH-000320,-1.6347537243299999
ACH-000322,-2.09665117936
ACH-000323,-1.85504639662
ACH-000324,-1.57665426822
ACH-000329,-1.77749327286
ACH-000330,-2.15197445476
ACH-000331,-1.35506435303
ACH-000332,-1.7228428580200001
ACH-000334,-1.6365314090399998
ACH-000335,-1.5296988831799998
ACH-000336,-1.7526647557900004
ACH-000337,-1.84277929991
ACH-000339,-1.7863242401599997
ACH-000341,-1.4503145136200002
ACH-000348,-1.6709258921599999
ACH-000350,-1.7646547104400003
ACH-000352,-1.66533031634
ACH-000356,-1.5962657038999999
ACH-000361,-1.71614565104
ACH-000362,-1.74578694945
ACH-000363,-1.76128391123
ACH-000364,-1.6551589052899998
ACH-000365,-1.63520095183
ACH-000366,-1.81197491659
ACH-000368,-1.65209217898
ACH-000374,-1.68850478433
ACH-000375,-1.8876982323599998
ACH-000376,-1.5077024521399998
ACH-000381,-1.6141482161200003
ACH-000383,-2.19491696817
ACH-000387,-1.38962782073
ACH-000389,-1.3716015164200002
ACH-000390,-1.9388684212
ACH-000393,-1.72631013192
ACH-000395,-1.76221386768
ACH-000397,-1.63777881795
ACH-000401,-1.22718565143
ACH-000402,-1.6574471659299999
ACH-000403,-1.92493231594
ACH-000404,-1.51041655046
ACH-000406,-1.55766422609
ACH-000407,-1.4127411463100001
ACH-000408,-1.19511846729
ACH-000410,-1.6653904128600001
ACH-000411,-1.6204545865399997
ACH-000414,-1.62282456131
ACH-000415,-1.52433820347
ACH-000416,-1.6314916016799998
ACH-000420,-1.5367119175200001
ACH-000421,-1.34164088961
ACH-000424,-1.62818699059
ACH-000425,-1.71818891656
ACH-000426,-1.7584111760299999
ACH-000427,-1.70761647438
ACH-000433,-1.75833828279
ACH-000436,-1.53732315503
ACH-000444,-1.69530543921
ACH-000445,-1.4499083688299998
ACH-000448,-1.61727442314
ACH-000450,-1.51086537438
ACH-000452,-1.52345057527
ACH-000454,-1.5011896838799998
ACH-000458,-1.3699722612600003
ACH-000459,-1.90050671811
ACH-000460,-1.58701913555
ACH-000461,-1.5273138996899998
ACH-000463,-1.56867182178
ACH-000464,-1.7670330714099998
ACH-000466,-1.69814578354
ACH-000467,-1.47776946211
ACH-000468,-1.7918567524000002
ACH-000469,-1.6581222813999998
ACH-000470,-2.0310851726099997
ACH-000471,-1.7722357275799998
ACH-000472,-1.8952667746
ACH-000473,-1.73958797449
ACH-000475,-1.6501106928600002
ACH-000476,-1.5301156104799998
ACH-000477,-1.5214466059099998
ACH-000480,-1.55399092653
ACH-000481,-1.74559147875
ACH-000483,-1.74755300033
ACH-000484,-1.4345811262600001
ACH-000485,-1.78906720686
ACH-000486,-1.4626956712099999
ACH-000487,-1.6527799429299999
ACH-000488,-1.47695008689
ACH-000490,-1.8231437253
ACH-000491,-1.6167927936000002
ACH-000495,-1.51774767393
ACH-000496,-1.3503829437000001
ACH-000499,-1.44469295166
ACH-000500,-1.6970470874399999
ACH-000502,-1.65086327054
ACH-000503,-1.86808536436
ACH-000505,-1.6924257440200001
ACH-000507,-1.67974502794
ACH-000510,-1.5100309870299997
ACH-000511,-1.50368342154
ACH-000512,-1.41829821607
ACH-000516,-1.7769148129599996
ACH-000517,-1.7861545083700001
ACH-000518,-1.5959760804799998
ACH-000520,-1.44692320692
ACH-000521,-1.4398260947100001
ACH-000522,-1.7131191398899999
ACH-000524,-1.67929374182
ACH-000527,-1.66049226511
ACH-000528,-1.49625740637
ACH-000537,-1.62324627333
ACH-000541,-1.8762847573700001
ACH-000542,-1.4745650514500002
ACH-000544,-1.42764384963
ACH-000545,-1.40712885947
ACH-000547,-1.6038186305500002
ACH-000548,-1.5094922386399998
ACH-000549,-1.21246740377
ACH-000550,-1.59391961774
ACH-000552,-1.7531041117099997
ACH-000556,-1.51753615503
ACH-000557,-1.6320635580899998
ACH-000570,-1.68576604
ACH-000571,-1.9827919948400003
ACH-000573,-1.6394185561599999
ACH-000576,-1.61670039486
ACH-000580,-1.64933177826
ACH-000584,-1.8568253498599998
ACH-000585,-1.59947951976
ACH-000588,-1.6160794870200001
ACH-000589,-1.72584491812
ACH-000591,-1.55392059498
ACH-000593,-1.53585954579
ACH-000600,-1.6463578890000001
ACH-000601,-1.6469448677399998
ACH-000604,-1.4535513090099998
ACH-000605,-1.92948664157
ACH-000606,-1.2815945767299999
ACH-000608,-2.37720125398
ACH-000614,-1.4082008108000001
ACH-000616,-1.52540513865
ACH-000618,-1.5416602669100001
ACH-000619,-1.5139868803100003
ACH-000620,-1.45781243111
ACH-000621,-1.7924339325099998
ACH-000622,-2.00202541255
ACH-000623,-1.56388845222
ACH-000624,-1.6386566561200002
ACH-000627,-1.63964809871
ACH-000630,-1.6004102825
ACH-000632,-1.4515332118900002
ACH-000633,-1.5448333697999999
ACH-000637,-1.6998618062900002
ACH-000638,-1.4308417194
ACH-000646,-1.49136058292
ACH-000647,-1.68247530632
ACH-000648,-1.81382637808
ACH-000649,-1.61642808519
ACH-000651,-1.62613373066
ACH-000652,-1.60893178514
ACH-000653,-1.8021433225
ACH-000657,-1.6197835542399999
ACH-000658,-1.5707186661800001
ACH-000661,-1.50664739616
ACH-000662,-1.52114664211
ACH-000663,-1.4495380059
ACH-000665,-1.4129802719100002
ACH-000671,-1.52031678879
ACH-000673,-1.8669713506799999
ACH-000676,-1.29525036143
ACH-000677,-1.56226024245
ACH-000681,-1.6237745314899998
ACH-000682,-1.53308304155
ACH-000683,-1.77361482692
ACH-000684,-1.29060227901
ACH-000688,-2.2740063731299998
ACH-000693,-1.79877327855
ACH-000694,-1.62294851146
ACH-000695,-1.7502778362400002
ACH-000696,-1.54975878433
ACH-000697,-1.69515566581
ACH-000699,-1.8015565412599999
ACH-000701,-1.6970950466699999
ACH-000706,-1.65439079506
ACH-000711,-1.58957072372
ACH-000713,-1.58779643882
ACH-000714,-1.8287979182499998
ACH-000718,-1.9421345723299999
ACH-000720,-1.57714729245
ACH-000721,-1.6539883399200002
ACH-000724,-1.47488131761
ACH-000725,-1.9501301091900003
ACH-000732,-1.55908193398
ACH-000734,-1.6929292044600002
ACH-000735,-1.6666730438600001
ACH-000736,-1.7317852216499998
ACH-000738,-1.6575228982799999
ACH-000746,-1.70371237898
ACH-000747,-1.26726571509
ACH-000748,-1.49369550325
ACH-000753,-1.38824483912
ACH-000756,-1.7145032626299999
ACH-000757,-1.5285429877899999
ACH-000758,-1.59006630724
ACH-000760,-1.30058855436
ACH-000763,-1.46470004414
ACH-000764,-1.7375899111200002
ACH-000765,-1.4014758085799999
ACH-000766,-1.47055481726
ACH-000767,-1.6571552631
ACH-000768,-1.3307710097399998
ACH-000769,-1.8294984431799999
ACH-000770,-1.63088541146
ACH-000771,-1.51805153092
ACH-000773,-1.74906615942
ACH-000776,-1.7868932242400002
ACH-000777,-1.5839529731400002
ACH-000778,-1.68067139885
ACH-000781,-1.52573580609
ACH-000782,-1.31865362572
ACH-000783,-1.9439641281
ACH-000784,-1.70019635015
ACH-000785,-1.71968699039
ACH-000787,-1.6172725441100002
ACH-000788,-1.64827634815
ACH-000791,-1.79590662814
ACH-000792,-1.45051764697
ACH-000794,-1.54133339676
ACH-000796,-1.53926280976
ACH-000799,-1.6211100834
ACH-000800,-1.26918740043
ACH-000802,-1.8062771901299999
ACH-000804,-1.89442470502
ACH-000805,-1.7857766853400001
ACH-000809,-1.60318495441
ACH-000810,-1.32701049301
ACH-000811,-1.8319408010799998
ACH-000817,-1.50555335574
ACH-000819,-1.61212191002
ACH-000820,-1.41068040556
ACH-000821,-1.5770426882100002
ACH-000822,-2.02341617465
ACH-000823,-1.34154645725
ACH-000824,-1.58847072843
ACH-000827,-1.46654820043
ACH-000829,-1.85412473311
ACH-000831,-1.47621077787
ACH-000832,-1.6449060919999998
ACH-000833,-1.4669881631000001
ACH-000834,-1.49180232781
ACH-000835,-1.7189852131999999
ACH-000836,-1.7407679826099998
ACH-000837,-1.49907199526
ACH-000838,-1.55725881641
ACH-000839,-1.4262325481799998
ACH-000840,-1.49834454648
ACH-000841,-1.57791928685
ACH-000843,-1.51529409537
ACH-000846,-1.77394845565
ACH-000847,-1.60546016259
ACH-000848,-1.6405694124599999
ACH-000849,-1.62760154681
ACH-000851,-1.50222331719
ACH-000855,-1.6146268197600002
ACH-000856,-1.6325202287600002
ACH-000858,-1.62148480692
ACH-000859,-1.45254889331
ACH-000861,-1.6371320455200002
ACH-000862,-1.57267120076
ACH-000865,-1.58634595809
ACH-000866,-1.62374911148
ACH-000867,-1.5919410152700002
ACH-000869,-1.92899818501
ACH-000872,-1.55676260669
ACH-000873,-1.61721753163
ACH-000876,-1.7195261765099998
ACH-000878,-1.2745532501999999
ACH-000880,-2.0935421792
ACH-000881,-1.67732673361
ACH-000882,-1.5914123301899998
ACH-000884,-1.23586272039
ACH-000885,-1.7240225299400003
ACH-000887,-1.50815535227
ACH-000888,-1.7394449364200002
ACH-000889,-1.53176136025
ACH-000890,-1.49113939654
ACH-000896,-1.6816728825799998
ACH-000898,-1.6179573795200002
ACH-000900,-1.76531161988
ACH-000901,-1.8033499533300001
ACH-000905,-1.5287453573199998
ACH-000906,-1.5579184760299998
ACH-000907,-1.9204899220400002
ACH-000910,-1.83904133281
ACH-000911,-1.64297816902
ACH-000912,-1.40668255905
ACH-000913,-1.5257744815399998
ACH-000915,-1.7936899941900002
ACH-000916,-1.4019556444299999
ACH-000917,-1.5336260739899998
ACH-000921,-1.54969466093
ACH-000924,-1.33170438963
ACH-000926,-1.7925140267
ACH-000928,-1.7662492113900004
ACH-000929,-1.65497332874
ACH-000932,-1.6417914903200002
ACH-000935,-1.82783605404
ACH-000936,-1.59602711743
ACH-000937,-1.80639504012
ACH-000938,-1.43326458509
ACH-000939,-1.9307135497299999
ACH-000941,-1.64931083463
ACH-000943,-1.58774372419
ACH-000946,-1.61825346654
ACH-000947,-1.69340023683
ACH-000948,-1.34033390457
ACH-000950,-1.53912159646
ACH-000953,-1.7855812620099998
ACH-000957,-1.56621865248
ACH-000958,-1.44574279519
ACH-000960,-1.7017182528900001
ACH-000963,-1.2409285807100001
ACH-000968,-1.3931466185699999
ACH-000969,-1.59308700754
ACH-000973,-1.6437789988
ACH-000974,-1.70948540368
ACH-000975,-1.6702422195200002
ACH-000976,-1.42460578266
ACH-000978,-1.30734397636
ACH-000980,-1.75935094892
ACH-000984,-1.46698892377
ACH-000986,-1.6360732500100001
ACH-000988,-1.51411730438
ACH-000993,-1.7789112888
ACH-000994,-1.8846928972499999
ACH-000996,-1.4716388114200003
ACH-001001,-1.4316641490200002
ACH-001020,-1.5268158167299999
ACH-001028,-1.73971473927
ACH-001031,-1.6915722600999998
ACH-001038,-1.53323319243
ACH-001048,-1.4892826679700002
ACH-001050,-1.4753464324
ACH-001053,-1.61126750516
ACH-001054,-1.46092595294
ACH-001061,-1.55158860861
ACH-001067,-1.8630744551599998
ACH-001075,-1.73079585027
ACH-001096,-1.38739577206
ACH-001128,-2.08800624518
ACH-001134,-1.47654799556
ACH-001151,-1.6009758103799998
ACH-001163,-1.5386210172600001
ACH-001164,-1.47027743618
ACH-001173,-1.54735724545
ACH-001183,-1.8650520697599997
ACH-001184,-1.53950534854
ACH-001190,-1.55995901526
ACH-001192,-1.5796047784
ACH-001193,-1.67671513924
ACH-001196,-1.72207119075
ACH-001197,-1.8682092013599998
ACH-001205,-1.6068456365500001
ACH-001211,-1.6100784865200002
ACH-001212,-2.03866915497
ACH-001228,-1.4554494847400001
ACH-001232,-1.54713328801
ACH-001239,-1.6122224220899999
ACH-001274,-1.6765026652700001
ACH-001275,-1.42681965618
ACH-001277,-1.60545549512
ACH-001278,-1.7639194061400003
ACH-001280,-1.9458787819
ACH-001283,-1.70377687884
ACH-001289,-1.58442397211
ACH-001295,-1.7652415951599998
ACH-001300,-1.7296896537
ACH-001301,-1.65615849176
ACH-001302,-2.10740882157
ACH-001303,-2.12372407189
ACH-001306,-1.71172414217
ACH-001318,-1.4712051596899998
ACH-001322,-1.77422227185
ACH-001328,-1.53924383405
ACH-001332,-1.3785608757499999
ACH-001333,-1.8959789154900002
ACH-001336,-1.50147552186
ACH-001340,-1.64168410916
ACH-001346,-1.31567662551
ACH-001353,-1.63652829597
ACH-001354,-1.43661832709
ACH-001367,-1.6234467215200001
ACH-001368,-1.5950703670299997
ACH-001374,-1.6910983955399999
ACH-001375,-1.45572815293
ACH-001377,-1.73482938522
ACH-001380,-1.6531391231700001
ACH-001391,-2.16149020705
ACH-001407,-1.50078623416
ACH-001408,-1.5878741259399998
ACH-001413,-1.59664572664
ACH-001430,-1.8492951514099998
ACH-001431,-1.5634721880200002
ACH-001450,-1.4095425776600001
ACH-001496,-1.66095090386
ACH-001500,-1.4959787549099999
ACH-001521,-1.69100238271
ACH-001523,-1.32450606981
ACH-001532,-1.65308090313
ACH-001536,-1.70175806146
ACH-001550,-1.7954019011000002
ACH-001552,-1.5720222517200002
ACH-001554,-1.6454248790500001
ACH-001645,-1.68145444623
ACH-001654,-1.63697601122
ACH-001715,-1.76617539855
ACH-001735,-1.4429843793700001
ACH-001736,-1.6903592728
ACH-001737,-1.93006092151
ACH-001740,-1.52680762784
ACH-001745,-1.6216889542
ACH-001750,-1.51401003021
ACH-001765,-1.6918168199799999
ACH-001956,-1.77657720569
ACH-001957,-1.86080240438
