,KEL (3792)
ACH-000004,0.0790178537502
ACH-000007,0.257128210048
ACH-000009,0.046248280250199995
ACH-000011,0.349576800177
ACH-000012,0.18638909513399998
ACH-000013,0.13408825155600002
ACH-000014,-0.232628043152
ACH-000015,0.29262642158700003
ACH-000017,0.254541473902
ACH-000018,-0.0810657552169
ACH-000019,0.358134422222
ACH-000021,-0.08247331153319999
ACH-000022,-0.00644172513105
ACH-000025,0.389574805886
ACH-000028,0.376218591751
ACH-000030,0.338973562635
ACH-000035,0.130972394229
ACH-000036,0.257923906873
ACH-000037,-0.011173281736299999
ACH-000039,0.12124653858699999
ACH-000040,0.153358287073
ACH-000041,0.0991845783787
ACH-000042,0.206025923635
ACH-000045,0.107068844855
ACH-000047,0.05792849708409999
ACH-000052,0.32407150387600003
ACH-000053,0.19332734841600002
ACH-000054,0.22415948426899998
ACH-000055,0.250629606718
ACH-000060,0.077710921379
ACH-000067,0.27062272708
ACH-000070,0.0925353076599
ACH-000075,0.071208719061
ACH-000078,0.263796020385
ACH-000082,0.0809218417848
ACH-000085,0.312961248482
ACH-000086,0.326913720117
ACH-000087,-0.00647744155142
ACH-000092,0.37223795024499995
ACH-000095,0.148680211704
ACH-000097,0.24040318640500002
ACH-000098,0.204660250953
ACH-000099,0.225398437582
ACH-000108,0.292544670424
ACH-000113,0.142568929798
ACH-000115,0.179609386965
ACH-000116,0.252642754334
ACH-000118,0.236594661923
ACH-000120,0.167729495672
ACH-000123,0.18004034161899998
ACH-000127,0.206390602496
ACH-000128,0.150356518819
ACH-000132,0.0505655896452
ACH-000133,0.136726208632
ACH-000137,0.243092248609
ACH-000138,0.193163275775
ACH-000142,0.170592579581
ACH-000143,0.24371140197799998
ACH-000146,0.147782184749
ACH-000148,0.157217944378
ACH-000150,0.261690802931
ACH-000152,0.21381875591699998
ACH-000153,0.28356139716400003
ACH-000159,0.110977476996
ACH-000160,0.417373957611
ACH-000163,0.147150183045
ACH-000167,0.106507304452
ACH-000168,0.0198472437886
ACH-000169,0.23438307558899998
ACH-000178,0.214144558184
ACH-000182,0.0427608716139
ACH-000183,-0.0235144461831
ACH-000188,0.337167007416
ACH-000189,0.0024913817636100003
ACH-000190,0.250669243465
ACH-000198,0.126503935895
ACH-000204,0.284886532832
ACH-000206,0.47868477393200004
ACH-000207,0.291465073641
ACH-000211,0.137912054626
ACH-000215,0.152718014662
ACH-000221,0.183716593151
