,DDN (23109)
ACH-000004,-0.736709240976
ACH-000007,-0.668106749198
ACH-000009,-0.457966990028
ACH-000011,-0.721323433158
ACH-000012,-0.522501871621
ACH-000013,-0.433437699598
ACH-000014,-0.457238456069
ACH-000015,-0.489256249024
ACH-000017,-0.525390619148
ACH-000018,-0.45175264445299995
ACH-000019,-0.493432420177
ACH-000021,-0.617121850324
ACH-000022,-0.45060999955700004
ACH-000025,-0.367925367648
ACH-000028,-0.739946304092
ACH-000030,-0.616933389887
ACH-000035,-0.592447500665
ACH-000036,-0.48144127554399996
ACH-000037,-0.69079236161
ACH-000039,-0.7393261049459999
ACH-000040,-0.671220602105
ACH-000041,-0.328062686095
ACH-000042,-0.462708779726
ACH-000045,-0.453431600868
ACH-000047,-0.524081373599
ACH-000052,-0.780488338971
ACH-000053,-0.420425778988
ACH-000054,-0.5670057286300001
ACH-000055,-0.686663404891
ACH-000060,-0.482218875765
ACH-000067,-0.706491827012
ACH-000070,-0.391341914833
ACH-000075,-0.642647179206
ACH-000078,-0.719555279597
ACH-000082,-0.546749867334
ACH-000085,-0.460577334913
ACH-000086,-0.719478827673
ACH-000087,-0.24103316464400001
ACH-000092,-0.302592290759
ACH-000095,-0.61914816823
ACH-000097,-0.551331696564
ACH-000098,-0.307773814647
ACH-000099,-0.458402064247
ACH-000108,-0.4858904286
ACH-000113,-0.496869791304
ACH-000115,-0.601374976322
ACH-000116,-0.5154724946729999
ACH-000118,-0.5903050514370001
ACH-000120,-0.615357821994
ACH-000123,-0.5560966960589999
ACH-000127,-0.510982273246
ACH-000128,-0.602790870301
ACH-000132,-0.479125857908
ACH-000133,-0.597385910224
ACH-000137,-0.48994105023400003
ACH-000138,-0.576581850577
ACH-000142,-0.541543320282
ACH-000143,-0.474791696714
ACH-000146,-0.14636147067
ACH-000148,-0.511197921665
ACH-000150,-0.205754217791
ACH-000152,-0.455270268721
ACH-000153,-0.752103861869
ACH-000159,-0.592964008239
ACH-000160,-0.531043217292
ACH-000163,-0.693501285108
ACH-000167,-0.8124046945010001
ACH-000168,-0.278149223841
ACH-000169,-0.535992963306
ACH-000178,-0.700749651861
