,ODF1 (4956)
ACH-000004,-0.32793947309599997
ACH-000007,0.0064894740578899995
ACH-000009,-0.09510642127530002
ACH-000011,-0.148841277741
ACH-000012,-0.52372404787
ACH-000013,-0.169930716408
ACH-000014,-0.04788608916730001
ACH-000015,-0.204235388396
ACH-000017,-0.306564768153
ACH-000018,-0.448258920388
ACH-000019,-0.41807671717399997
ACH-000021,-0.186103697413
ACH-000022,-0.035222815712800004
ACH-000025,-0.051549148298199995
ACH-000028,-0.29370383388
ACH-000030,-0.222530362702
ACH-000035,-0.211719906489
ACH-000036,-0.124331739538
ACH-000037,-0.33195178902100003
ACH-000039,-0.34374002696999995
ACH-000040,-0.29031729243099996
ACH-000041,-0.255094011857
ACH-000042,-0.30726657788199996
ACH-000045,0.005238476083470001
ACH-000047,-0.574268311796
ACH-000052,-0.150251640345
ACH-000053,-0.21263124472199998
ACH-000054,-0.0349607265836
ACH-000055,-0.506455770269
ACH-000060,-0.0751554016184
ACH-000067,-0.167047146707
ACH-000070,-0.0951405572579
ACH-000075,-0.380411621888
ACH-000078,-0.232505638579
ACH-000082,-0.227469597879
ACH-000085,-0.119216861994
ACH-000086,-0.054518138840100004
ACH-000087,-0.162266949344
ACH-000092,-0.19795430656399998
ACH-000095,0.060183908383
ACH-000097,-0.148116823539
ACH-000098,-0.192359868964
ACH-000099,-0.134494808224
ACH-000108,-0.0638726445412
ACH-000113,-0.17314428189
ACH-000115,-0.200615096408
ACH-000116,-0.21162802986200002
ACH-000118,-0.200107470022
ACH-000120,-0.17800544218400002
ACH-000123,-0.20779825780000002
ACH-000127,-0.173535339692
ACH-000128,0.10211290744200001
ACH-000132,0.0206515732321
ACH-000133,-0.04576578146980001
ACH-000137,-0.144980660545
ACH-000138,-0.09493687082180001
ACH-000142,-0.29952170756900004
ACH-000143,-0.246768027975
ACH-000146,-0.21965138582
ACH-000148,-0.102099916162
ACH-000150,-0.331206763624
ACH-000152,-0.161694837438
ACH-000153,0.0015726638095699998
ACH-000159,-0.237638302844
ACH-000160,-0.0653741530451
ACH-000163,-0.27886417600900004
ACH-000167,-0.381380278394
ACH-000168,-0.262467846252
ACH-000169,0.0323617593915
ACH-000178,-0.233735841657
ACH-000182,-0.175196775804
ACH-000183,-0.18077038399599998
ACH-000188,-0.111227560643
ACH-000189,-0.102373385322
ACH-000190,-0.344979012708
ACH-000198,-0.14615647339500001
ACH-000204,-0.316154116541
ACH-000206,-0.167899274729
ACH-000207,-0.16850949889000003
ACH-000211,-0.111731986027
ACH-000215,-0.203077738712
ACH-000221,-0.12418207086899999
ACH-000222,-0.255396664888
ACH-000223,-0.24669613313299998
ACH-000226,-0.18290539947099999
ACH-000227,-0.321418752927
ACH-000228,-0.25894585890099997
ACH-000231,-0.255850320647
ACH-000232,-0.113655733625
ACH-000233,-0.182846679242
ACH-000234,-0.084035916165
ACH-000235,-0.182121208649
ACH-000237,-0.189696043272
ACH-000238,-0.0590891914755
ACH-000243,-0.18396450573399997
ACH-000244,-0.379644439287
ACH-000246,-0.289547725824
ACH-000248,-0.212049770027
ACH-000250,-0.22493413081099997
ACH-000251,-0.224614384921
ACH-000253,-0.20429949526799998
ACH-000255,0.0136652648465
ACH-000256,-0.368961110733
ACH-000257,-0.398545856315
ACH-000258,-0.29441615884399996
ACH-000259,-0.042160350506800004
ACH-000260,-0.143939067676
ACH-000261,-0.198829701349
ACH-000262,0.112366866513
ACH-000263,-0.209711595328
ACH-000264,-0.16506113134000003
ACH-000265,-0.041817313536900005
ACH-000266,-0.15130146181600002
ACH-000272,-0.10366438251
ACH-000273,-0.198033458873
ACH-000274,-0.239249334459
ACH-000277,-0.194732981511
ACH-000278,-0.193582201537
ACH-000279,-0.328210059511
ACH-000280,-0.203684439406
ACH-000281,-0.16849445674600003
ACH-000288,-0.101133207193
ACH-000291,-0.20557956114599998
ACH-000293,-0.0318461763694
ACH-000294,-0.15901837705299998
ACH-000295,-0.17009240629
ACH-000296,-0.129017082469
ACH-000302,-0.292392004761
ACH-000304,-0.143434283514
