,SFMBT2 (57713)
ACH-000004,-0.145824790408
ACH-000007,-0.119984086954
ACH-000009,-0.2907918621
ACH-000011,-0.07420888597980001
ACH-000012,0.058040985631800004
ACH-000013,-0.014590099431200002
ACH-000014,-0.37892861184500004
ACH-000015,0.012343656912799999
ACH-000017,-0.08548862486539999
ACH-000018,-0.211392218258
ACH-000019,0.021746165745099997
ACH-000021,-0.175730343948
ACH-000022,-0.103539042282
ACH-000025,-0.17289097068300002
ACH-000028,-0.0671407004406
ACH-000030,-0.0539147981183
ACH-000035,-0.20147180193300002
ACH-000036,-0.0928963027585
ACH-000037,0.00116413467906
ACH-000039,-0.22259514607500003
ACH-000040,-0.2351125721
ACH-000041,-0.0752132281658
ACH-000042,-0.13206445036599998
ACH-000045,-0.297894942815
ACH-000047,-0.141692709048
ACH-000052,0.11213340457
ACH-000053,0.0281887374728
ACH-000054,-0.277332345664
ACH-000055,-0.26461985795299997
ACH-000060,-0.155743984013
ACH-000067,-0.212558632327
ACH-000070,-0.09121590913760001
ACH-000075,-0.129361243644
ACH-000078,-0.22971168364999997
ACH-000082,0.00534861388172
ACH-000085,-0.0799835258049
ACH-000086,-0.0983972576458
ACH-000087,0.0538644117122
ACH-000092,-0.216545753803
ACH-000095,-0.169468402517
ACH-000097,-0.0205377672242
ACH-000098,-0.268689945606
ACH-000099,-0.07908031904839999
ACH-000108,-0.05568146594600001
ACH-000113,-0.183376501189
ACH-000115,-0.163835786978
ACH-000116,-0.058779185996199995
ACH-000118,-0.13396568865
ACH-000120,0.058349632019100005
ACH-000123,-0.143496049022
ACH-000127,-0.100851472821
ACH-000128,-0.17211465140299997
ACH-000132,0.022178044599900002
ACH-000133,-0.168983202555
ACH-000137,-0.0241114680563
ACH-000138,-0.186795164798
ACH-000142,0.0265375629754
ACH-000143,-0.109350360314
ACH-000146,0.008126894890270001
ACH-000148,-0.243063590655
ACH-000150,-0.17722129076200002
ACH-000152,-0.0901583922766
ACH-000153,0.09185243377630001
ACH-000159,-0.029102462521900005
ACH-000160,0.448976538056
ACH-000163,0.0776041956757
ACH-000167,1.10602880355
ACH-000168,-0.463653125071
ACH-000169,0.0798135000696
ACH-000178,-0.130339037864
ACH-000182,-0.07950516035189999
ACH-000183,-0.29362373684500004
ACH-000188,-0.13082114464000003
ACH-000189,-0.16939129679099998
ACH-000190,0.49042633355
ACH-000198,-0.245466469545
ACH-000204,-0.306618624118
ACH-000206,-0.0758928643314
ACH-000207,-0.276958353002
ACH-000211,-0.0733012903495
ACH-000215,-3.71831441547e-05
ACH-000221,-0.115249156729
ACH-000222,-0.062295852425800005
ACH-000223,-0.028888399521499998
ACH-000226,-0.31700634362700003
ACH-000227,-0.242615449535
ACH-000228,0.0137164933072
ACH-000231,-0.0411639408275
ACH-000232,-0.09991575948439999
ACH-000233,-0.178660281911
ACH-000234,-0.0159872241277
ACH-000235,-0.169407099889
ACH-000237,-0.15067076529999998
ACH-000238,0.06554367329409999
ACH-000243,-0.022186077737099998
ACH-000244,-0.22037959649099997
ACH-000246,-0.115192374437
ACH-000248,0.204331397446
ACH-000250,-0.188199238932
ACH-000251,-0.111775932046
ACH-000253,0.028905261335999997
ACH-000255,-0.00421238118762
ACH-000256,0.141248961734
ACH-000257,-0.0563111147793
ACH-000258,-0.020000353404599998
ACH-000259,-0.140976019019
ACH-000260,0.0288137311595
ACH-000261,-0.162362406884
ACH-000262,-0.107989521149
ACH-000263,0.07786637882410001
ACH-000264,-0.029644562552799996
ACH-000265,-0.149312166425
ACH-000266,-0.109694350216
ACH-000272,-0.26939986778
ACH-000273,-0.035289559679699996
ACH-000274,-0.151888231778
ACH-000277,-0.269469590923
ACH-000278,0.10991955813899999
ACH-000279,-0.027429812535
ACH-000280,-0.007376483534300001
ACH-000281,-0.287915763667
ACH-000288,-0.22051636723499998
ACH-000291,-0.154100172754
ACH-000293,-0.0611391031214
ACH-000294,0.030441362459400004
ACH-000295,-0.11864449665400001
ACH-000296,0.06781193372569999
ACH-000302,-0.133746951833
ACH-000304,-0.16768424677000002
ACH-000307,-0.18115805142799998
ACH-000308,-0.120084066297
ACH-000310,-0.154932348157
ACH-000311,-0.33610630960500004
ACH-000312,-0.0747539766264
ACH-000315,0.164804897965
ACH-000316,-0.0763724975155
ACH-000317,-0.18294595950399997
ACH-000318,-0.0387633823001
ACH-000319,-0.224442927443
ACH-000320,-0.0627942434007
ACH-000322,-0.259662896845
ACH-000323,-0.026939382716
ACH-000324,-0.07860166311099999
ACH-000329,-0.09319711277039999
ACH-000330,-0.008898281816649999
ACH-000331,-0.260466285849
ACH-000332,-0.20536769821400003
ACH-000334,-0.09263403413389999
ACH-000335,0.119919525351
ACH-000336,-0.451533788434
ACH-000337,0.0922882893848
ACH-000339,-0.0485894012909
ACH-000341,0.142082665493
ACH-000348,0.0038813324052699998
ACH-000350,-0.364721848792
ACH-000352,-0.34260414002899997
ACH-000356,-0.07651569233189999
ACH-000361,-0.14760877432299999
ACH-000362,-0.375257400483
ACH-000363,0.00682445170409
ACH-000364,0.126175334259
ACH-000365,-0.11949153177300001
ACH-000366,-0.20800090918400002
ACH-000368,-0.108121923528
ACH-000374,-0.116234402486
ACH-000375,-0.0456313163531
ACH-000376,-0.220758423577
ACH-000381,-0.178963970029
ACH-000383,-0.0771357330221
ACH-000387,-0.13075228634199998
ACH-000389,-0.0909892179656
ACH-000390,0.006331302652060001
ACH-000393,-0.040498434666800004
ACH-000395,-0.0567365342495
ACH-000397,-0.179288223214
ACH-000401,-0.0895196987874
ACH-000402,-0.48893491849799997
ACH-000403,-0.141152725342
ACH-000404,-0.249900427111
ACH-000406,0.0170389892711
ACH-000407,-0.180874518374
ACH-000408,0.0231453445705
ACH-000410,-0.172990112462
ACH-000411,-0.17538706191599998
ACH-000414,-0.0844969240074
ACH-000415,-0.122206606546
ACH-000416,-0.08593312279349999
ACH-000420,-0.141729809205
ACH-000421,-0.0669211600852
ACH-000424,-0.11029386484999999
ACH-000425,-0.0998999298567
ACH-000426,-0.27684277416700004
ACH-000427,-0.27628417179299997
ACH-000433,-0.168698880878
ACH-000436,-0.414764588285
ACH-000444,0.0301060693765
ACH-000445,-0.305853631554
ACH-000448,-0.180114765574
ACH-000450,-0.523476407469
ACH-000452,-0.00729679229374
ACH-000454,-0.0320892521865
ACH-000458,0.058207971165
ACH-000459,0.0334767687142
ACH-000460,-0.0446279222704
ACH-000461,-0.18318229412099998
ACH-000463,-0.140817964288
ACH-000464,-0.355685338855
ACH-000466,-0.0985716581854
ACH-000467,0.134556016641
ACH-000468,-0.09760818540010001
ACH-000469,0.10877180863500001
ACH-000470,-0.180520312831
ACH-000471,-0.21063985211599998
ACH-000472,-0.14162646875999998
ACH-000473,-0.07922605627839999
ACH-000475,-0.0615249394458
ACH-000476,-0.0676155149387
ACH-000477,-0.173069618906
ACH-000480,0.0936955192147
ACH-000481,-0.298321566006
ACH-000483,0.0559323061885
ACH-000484,-0.129720695809
ACH-000485,-0.130749557503
ACH-000486,-0.11412107418600001
ACH-000487,-0.148130781402
ACH-000488,-0.046772031162
ACH-000490,-0.123646983296
ACH-000491,0.210819135636
ACH-000495,-0.154921600736
ACH-000496,0.00922132813926
ACH-000499,0.08631169296880001
ACH-000500,-0.241754674476
ACH-000502,-0.105216843145
ACH-000503,0.110013151748
ACH-000505,-0.155212074227
ACH-000507,0.0339396453108
ACH-000510,-0.0936452768699
ACH-000511,-0.220499336414
ACH-000512,-0.116454764036
ACH-000516,-0.143076924545
ACH-000517,-0.09881546976819999
ACH-000518,-0.10119901765799999
ACH-000520,-0.0236549540963
ACH-000521,-0.268755239924
ACH-000522,-0.028806165260200002
ACH-000524,-0.0788565679158
ACH-000527,-0.115054025693
ACH-000528,0.07693361529889998
ACH-000537,-0.138424179941
ACH-000541,-0.227971988383
ACH-000542,-0.0992575165892
ACH-000544,0.12157428409900001
ACH-000545,-0.0975642679569
ACH-000547,-0.0907075292069
ACH-000548,-0.0693476874882
ACH-000549,0.22375190657400001
ACH-000550,-0.11078662818499999
ACH-000552,-0.0399350243365
ACH-000556,-0.0767149246601
ACH-000557,-0.32181092147
ACH-000570,-0.274936450121
ACH-000571,-0.06044064670580001
ACH-000573,0.05751051292790001
ACH-000576,-0.08667125869169999
ACH-000580,-0.245810020475
ACH-000584,-0.0196161697194
ACH-000585,-0.00350907941297
ACH-000588,-0.288640381312
ACH-000589,-0.17992582916299998
ACH-000591,0.021791229963
ACH-000593,-0.0433868301713
ACH-000600,-0.128078755797
ACH-000601,-0.0749433000169
ACH-000604,-0.538971886106
ACH-000605,-0.167965630205
ACH-000606,-0.0960494370046
ACH-000608,-0.217447384816
ACH-000614,-0.0102751127652
ACH-000616,-0.131325021001
ACH-000618,-0.031973903524899996
ACH-000619,-0.19747339552999998
ACH-000620,-0.0639777037593
ACH-000621,-0.187308650663
ACH-000622,-0.19056270217399998
ACH-000623,-0.159595920053
ACH-000624,-0.0597521198071
ACH-000627,-0.0272625724345
ACH-000630,-0.07628423460419999
ACH-000632,-0.10146546644200001
ACH-000633,-0.117128356105
ACH-000637,0.04318295153519999
ACH-000638,-0.11154962517200001
ACH-000646,-0.232828348347
ACH-000647,-0.0736609270003
ACH-000648,-0.0739429456829
ACH-000649,-0.172311930518
ACH-000651,0.08727514175909999
ACH-000652,-0.131517793011
ACH-000653,-0.17538805962499998
ACH-000657,-0.147110195407
ACH-000658,-0.0241622799951
ACH-000661,-0.0780779392182
ACH-000662,-0.33764578239299997
ACH-000663,-0.05739757347709999
ACH-000665,-0.0411443232146
ACH-000671,0.0189060421281
ACH-000673,-0.20423307726
ACH-000676,0.033243912697400006
ACH-000677,-0.163945320747
ACH-000681,-0.24390892595
ACH-000682,-0.140597336303
ACH-000683,0.046882312056099995
ACH-000684,-0.264659649508
ACH-000688,-0.04370773042830001
ACH-000693,-0.0318971279234
ACH-000694,-0.0200251092747
ACH-000695,0.105411946506
ACH-000696,-0.138388292504
ACH-000697,0.221508025295
ACH-000699,-0.025125570573999997
ACH-000701,-0.056424719001900006
ACH-000706,-0.0521763743325
ACH-000711,-0.04055836112280001
ACH-000713,0.0495479118139
ACH-000714,-0.415195655858
ACH-000718,-0.045372885409500005
ACH-000720,0.069199433283
ACH-000721,-0.0361460941549
ACH-000724,0.129019363037
ACH-000725,-0.22685009681200002
ACH-000732,-0.023006722760799996
ACH-000734,-0.085150196261
ACH-000735,-0.0942591266502
ACH-000736,0.0177378884276
ACH-000738,-0.198162727457
ACH-000746,-0.122658803194
ACH-000747,-0.14639174618200002
ACH-000748,-0.105786848572
ACH-000753,-0.0504465199196
ACH-000756,-0.168946134964
ACH-000757,-0.0570334333326
ACH-000758,-0.133344971161
ACH-000760,-0.039552722736199995
ACH-000763,-0.352539073868
ACH-000764,-0.12470725526799999
ACH-000765,-0.06362723341280001
ACH-000766,-0.21129566264000002
ACH-000767,-0.132685269691
ACH-000768,-0.0319853987879
ACH-000769,0.082319381486
ACH-000770,-0.12041230542199999
ACH-000771,-0.0485511037266
ACH-000773,-0.16160331169199998
ACH-000776,-0.167367701855
ACH-000777,-0.085659452064
ACH-000778,-0.244729140378
ACH-000781,-0.08933004558119999
ACH-000782,-0.15222424375399998
ACH-000783,-0.16580796324799998
ACH-000784,-0.0452051351609
ACH-000785,-0.0220584425339
ACH-000787,-0.07841695808289999
ACH-000788,-0.0401699860114
ACH-000791,-0.305132636285
ACH-000792,-0.133945812984
ACH-000794,-0.0143653035821
ACH-000796,-0.280662186114
ACH-000799,-0.23108148895999997
ACH-000800,0.0690109918232
ACH-000802,-0.06394954756
ACH-000804,-0.12445555008300001
ACH-000805,0.00469172855437
ACH-000809,-0.0385113221397
ACH-000810,-0.39647243949
ACH-000811,-0.05664773874699999
ACH-000817,-0.296397460944
ACH-000819,-0.021340160402700002
ACH-000820,0.17568235239100002
ACH-000821,0.0117228726613
ACH-000822,-0.140913602681
ACH-000823,-0.0031124019673000004
ACH-000824,-0.114563075674
ACH-000827,-0.10193825765799999
ACH-000829,-0.238066499887
ACH-000831,-0.0240043497841
ACH-000832,-0.159305680235
ACH-000833,0.161016405987
ACH-000834,-0.0865895204168
ACH-000835,-0.07487079413350001
ACH-000836,0.324898048068
ACH-000837,0.039465047356300006
ACH-000838,-0.13741900215299999
ACH-000839,-0.161567687758
ACH-000840,0.0339711487442
ACH-000841,0.040640768188400005
ACH-000843,0.0232470817113
ACH-000846,-0.0960078019832
ACH-000847,-0.0988446306155
ACH-000848,-0.0261974821795
ACH-000849,-0.139137558312
ACH-000851,-0.00197057828964
ACH-000855,0.0518685613515
ACH-000856,-0.0651515860845
ACH-000858,0.0024511468177800004
ACH-000859,0.0399860309854
ACH-000861,0.0538324532421
ACH-000862,-0.122179806
ACH-000865,-0.029084720989099998
ACH-000866,-0.078425747539
ACH-000867,-0.171481596917
ACH-000869,-0.238981066908
ACH-000872,-0.0033655379542
ACH-000873,0.0677976670403
ACH-000876,-0.14676234506400002
ACH-000878,-0.0153609763519
ACH-000880,0.0539477553487
ACH-000881,-0.0819622857055
ACH-000882,-0.12446604494899999
ACH-000884,-0.049871912842100005
ACH-000885,-0.298001705678
ACH-000887,-0.096293745613
ACH-000888,-0.102558470024
ACH-000889,-0.3096801822
ACH-000890,0.0866459084565
ACH-000896,-0.11278067656099999
ACH-000898,-0.044528387240300005
ACH-000900,-0.00534138554143
ACH-000901,-0.0359221812979
ACH-000905,-0.15038007480499999
ACH-000906,-0.009403541881280002
ACH-000907,0.0373263677496
ACH-000910,-0.0357516100134
ACH-000911,-0.0786692825837
ACH-000912,-0.0706004391213
ACH-000913,-0.0199701660009
ACH-000915,0.143860292172
ACH-000916,-0.14408742108300002
ACH-000917,-0.059304368955
ACH-000921,-0.18045585615200002
ACH-000924,0.0261704671294
ACH-000926,-0.219464414012
ACH-000928,-0.09457219228
ACH-000929,0.011650633925900001
ACH-000932,-0.26123767455200003
ACH-000935,-0.329245495186
ACH-000936,0.0234174024877
ACH-000937,-0.045457616258500005
ACH-000938,-0.00862415321592
ACH-000939,0.39825542733499997
ACH-000941,-0.141034247138
ACH-000943,-0.0674250630375
ACH-000946,-0.22462440757100002
ACH-000947,-0.31537357978
ACH-000948,-0.22662241736900002
ACH-000950,-0.29713153568100004
ACH-000953,-0.17553656910300003
ACH-000957,0.060294374703599996
ACH-000958,-0.188670409619
ACH-000960,-0.17536131158799997
ACH-000963,-0.0167896597167
ACH-000968,0.0274456342466
ACH-000969,-0.040102105031800006
ACH-000973,-0.145229531078
ACH-000974,-0.111126762324
ACH-000975,-0.0694465582169
ACH-000976,-0.135006464351
ACH-000978,-0.314864066655
ACH-000980,-0.0579299054053
ACH-000984,-0.07318675558780001
ACH-000986,-0.0193545948406
ACH-000988,-0.107174250634
ACH-000993,-0.0851179373559
ACH-000994,-0.0363375707133
ACH-000996,-0.208620913492
ACH-001001,-0.152886015325
ACH-001020,0.400442271665
ACH-001028,-0.059571795241199994
ACH-001031,-0.35399700339400003
ACH-001038,0.00453757337772
ACH-001048,-0.12163324388699999
ACH-001050,-0.051741701586800005
ACH-001053,-0.09574049467700001
ACH-001054,0.045961224295800004
ACH-001061,-0.10228982111300002
ACH-001067,0.04452495800430001
ACH-001075,-0.23305736484200001
ACH-001096,-0.206991945444
ACH-001128,1.32168497926
ACH-001134,-0.136940690916
ACH-001151,-0.0948871143388
ACH-001163,0.0876758060764
ACH-001164,-0.00672185343064
ACH-001173,-0.10916929199999999
ACH-001183,-0.16344637296199999
ACH-001184,-0.0230398937871
ACH-001190,0.0331211418383
ACH-001192,-8.55863576521e-05
ACH-001193,0.171548889402
ACH-001196,-0.010992363161799999
ACH-001197,-0.012643396238
ACH-001205,-0.500695835413
ACH-001211,0.140573654474
ACH-001212,0.06874024737489999
ACH-001228,0.0488711159068
ACH-001232,0.112922914059
ACH-001239,-0.14771689445800001
ACH-001274,-0.0266600556943
ACH-001275,-0.196555136811
ACH-001277,0.14819028228599998
ACH-001278,-0.147658272238
ACH-001280,-0.352257381966
ACH-001283,-0.042471269665
ACH-001289,-0.219102194987
ACH-001295,-0.37837889928999996
ACH-001300,-0.103744089659
ACH-001301,-0.141339083458
ACH-001302,0.00019269149944199998
ACH-001303,-0.183838706474
ACH-001306,0.0578037043086
ACH-001318,0.135863844426
ACH-001322,-0.119520213528
ACH-001328,-0.142005305931
ACH-001332,-0.211435253726
ACH-001333,0.143319088714
ACH-001336,-0.0587420050294
ACH-001340,-0.19523610821899998
ACH-001346,-0.254944725466
ACH-001353,-0.07291208890639998
ACH-001354,-0.417417407609
ACH-001367,-0.132999127896
ACH-001368,-0.064690198472
ACH-001374,-0.36271853202200005
ACH-001375,-0.0765800435472
ACH-001377,-0.169539558403
ACH-001380,-0.0723078160307
ACH-001391,-0.19000918589699997
ACH-001407,-0.234981304786
ACH-001408,-0.0770146370175
ACH-001413,-0.17881803724800002
ACH-001430,-0.0808020749105
ACH-001431,0.215197458422
ACH-001450,0.0896602304382
ACH-001496,0.10651966258199999
ACH-001500,0.08474992336860002
ACH-001521,0.022386122045999997
ACH-001523,0.134204178878
ACH-001532,-0.24331933388799998
ACH-001536,-0.165336129686
ACH-001550,0.340907715323
ACH-001552,-0.09510276275660001
ACH-001554,-0.11790843164699999
ACH-001645,-0.175730394855
ACH-001654,-0.0732277112982
ACH-001715,0.103241292719
ACH-001735,-0.0656255603908
ACH-001736,0.0680121520269
ACH-001737,-0.275497117299
ACH-001740,0.110554170329
ACH-001745,-0.073815261593
ACH-001750,-0.0138001267159
ACH-001765,0.0656017975311
ACH-001956,-0.0698129712336
ACH-001957,-0.079039198882
