,OAZ3 (51686)
ACH-000004,-0.183850796096
ACH-000007,0.167566416168
ACH-000009,-0.027583393355600002
ACH-000011,0.273343149429
ACH-000012,0.17323765765299998
ACH-000013,-0.023315325041400003
ACH-000014,0.0983784998598
ACH-000015,0.0759532516287
ACH-000017,0.138103902152
ACH-000018,0.29530302208299997
ACH-000019,-0.377217286284
ACH-000021,0.0800790986703
ACH-000022,0.0784754809798
ACH-000025,-0.0560469784473
ACH-000028,-0.170592477119
ACH-000030,0.0675139764677
ACH-000035,-0.0842970791629
ACH-000036,0.198894823431
ACH-000037,-0.0662901439454
ACH-000039,-0.048324501960199995
ACH-000040,-0.0186174715875
ACH-000041,0.149323969437
ACH-000042,0.21759719509
ACH-000045,-0.16109961261800002
ACH-000047,0.0234495394499
ACH-000052,-0.045176334607999996
ACH-000053,-0.0639710639249
ACH-000054,-0.0950788704542
ACH-000055,0.0395173645565
ACH-000060,0.12019227951099999
ACH-000067,0.0739694022184
ACH-000070,0.260636763481
ACH-000075,0.0701196830561
ACH-000078,0.0503712052733
ACH-000082,-0.0960434438943
ACH-000085,0.151195223572
ACH-000086,-0.0602272787673
ACH-000087,0.08017168804330001
ACH-000092,0.148283004709
ACH-000095,-0.00664821477463
ACH-000097,-0.160670093289
ACH-000098,0.0982332871895
ACH-000099,0.234307263745
ACH-000108,0.18507837382
ACH-000113,0.047192592422
ACH-000115,-0.129291274383
ACH-000116,0.0422222479904
ACH-000118,0.0708169921275
ACH-000120,0.105647034891
ACH-000123,-0.0292035953692
ACH-000127,0.10436012428
ACH-000128,0.0129917378776
ACH-000132,0.14346742951199998
ACH-000133,0.0198398377518
ACH-000137,0.112813457939
ACH-000138,0.183920321789
ACH-000142,-0.0114486664377
ACH-000143,-0.031326949729400005
ACH-000146,-0.0216839032352
ACH-000148,0.08207889247899999
ACH-000150,0.139125190756
ACH-000152,0.0747746272222
ACH-000153,0.139129852008
ACH-000159,-0.0125794516738
ACH-000160,-0.05141205759340001
ACH-000163,0.0423683754746
ACH-000167,0.06654070066000001
ACH-000168,0.059090748023199996
ACH-000169,0.019461997098999997
ACH-000178,-0.008960593275330001
ACH-000182,-0.111332500352
ACH-000183,0.185747720341
ACH-000188,-0.0165018368021
ACH-000189,-0.00796878422208
ACH-000190,0.208254389758
ACH-000198,0.153844232145
ACH-000204,-0.0969658567393
ACH-000206,0.0535655440221
ACH-000207,0.327824796144
ACH-000211,0.12418774280099999
ACH-000215,-0.09413318531670001
ACH-000221,0.0299006200667
ACH-000222,0.18443789472
ACH-000223,0.018691290050400003
ACH-000226,0.011066871160600001
ACH-000227,0.139349327684
ACH-000228,-0.028712561318799998
ACH-000231,-0.0123365030572
ACH-000232,0.0374250273465
ACH-000233,0.155883081164
ACH-000234,0.13663901447000001
ACH-000235,-0.0266275501983
ACH-000237,0.12417557001700001
ACH-000238,0.190394235095
ACH-000243,0.0468169057264
ACH-000244,0.18937302700800002
ACH-000246,0.0453550126401
ACH-000248,0.246421158897
ACH-000250,0.025566702453200002
ACH-000251,-0.240814409929
ACH-000253,0.0266055114734
ACH-000255,0.04750369252140001
ACH-000256,0.179616530031
ACH-000257,-0.119968568667
ACH-000258,0.0808331582843
ACH-000259,0.042626818900100005
ACH-000260,0.0682220098467
ACH-000261,0.0469759230654
ACH-000262,0.268994120516
ACH-000263,-0.12860282865800002
ACH-000264,-0.0351476007936
ACH-000265,0.198023885651
ACH-000266,0.0621235305468
ACH-000272,-0.0121661371167
ACH-000273,6.04571697842e-05
ACH-000274,-0.00449957513043
ACH-000277,-0.121323127169
ACH-000278,-0.0906050113403
ACH-000279,0.22616010934099998
ACH-000280,0.19865305571800002
ACH-000281,0.373545684286
ACH-000288,0.0194411211053
ACH-000291,0.0717800331273
ACH-000293,0.0793187065359
ACH-000294,0.125458525021
ACH-000295,0.268457188553
ACH-000296,0.114637190935
ACH-000302,-0.0572692642593
ACH-000304,0.115762324459
ACH-000307,0.225433912234
ACH-000308,-0.0161192205206
ACH-000310,0.00187821161123
ACH-000311,0.059291263097599994
ACH-000312,0.106687201737
ACH-000315,0.24126121958900001
ACH-000316,0.0894613366872
ACH-000317,0.27405849656500003
ACH-000318,0.027486878982700004
ACH-000319,-0.0781565168282
ACH-000320,-0.130265882349
