,CALML5 (51806)
ACH-000004,-0.11688749705
ACH-000007,-0.08892565771469998
ACH-000009,-0.060346931258300006
ACH-000011,-0.286820218896
ACH-000012,-0.179783950399
ACH-000013,-0.0653848534857
ACH-000014,-0.0668928001329
ACH-000015,-0.0680758530537
ACH-000017,-0.08210855644069999
ACH-000018,0.0843440796328
ACH-000019,0.290313890501
ACH-000021,-0.209042778296
ACH-000022,-0.168206350698
ACH-000025,-0.110848297764
ACH-000028,0.173948028691
ACH-000030,-0.124506025921
ACH-000035,-0.197613546307
ACH-000036,-0.267719551291
ACH-000037,-0.08417858886520001
ACH-000039,0.0689909375203
ACH-000040,-0.0219372317881
ACH-000041,-0.16440630528
ACH-000042,-0.09127190058010001
ACH-000045,0.0750547044494
ACH-000047,0.024620958872199998
ACH-000052,0.134762358196
ACH-000053,-0.100585836416
ACH-000054,0.0248555705469
ACH-000055,0.179529433474
ACH-000060,-0.09156857729810002
ACH-000067,-0.134166401913
ACH-000070,-0.26813879926899997
ACH-000075,-0.0964206551908
ACH-000078,-0.044591993575599995
ACH-000082,-0.17213245533399998
ACH-000085,0.19784897833099999
ACH-000086,-0.0010630587702100001
ACH-000087,0.0268833521375
ACH-000092,-0.099469408336
ACH-000095,-0.0520077361734
ACH-000097,-0.0522268914105
ACH-000098,-0.158174843231
ACH-000099,-0.202504863141
ACH-000108,-0.22703771824400001
ACH-000113,-0.0849489787863
ACH-000115,-0.122532492335
ACH-000116,-0.10595989857999999
ACH-000118,-0.14419344572
ACH-000120,0.00485777096384
ACH-000123,0.032870113854799994
ACH-000127,-0.0697512776476
ACH-000128,0.178184410389
ACH-000132,-0.335570085416
ACH-000133,-0.150965649167
ACH-000137,0.0103576311593
ACH-000138,-0.110746110559
ACH-000142,-0.108308549521
ACH-000143,0.0409611546727
ACH-000146,-0.023021925795100002
ACH-000148,-0.119002199061
ACH-000150,-0.210924649279
ACH-000152,0.048005686848599995
ACH-000153,0.19685965020799998
ACH-000159,-0.0249223610318
ACH-000160,0.0364017791673
ACH-000163,-0.0692544786722
ACH-000167,0.334730124085
ACH-000168,-0.348425849515
ACH-000169,-0.010031405158
ACH-000178,0.016903396669000002
ACH-000182,0.0082759615479
ACH-000183,-0.0240254477558
ACH-000188,-0.15269706659600002
ACH-000189,-0.0238079758654
ACH-000190,0.193265796658
ACH-000198,-0.09976615322010002
ACH-000204,0.083632396908
ACH-000206,-0.171245988032
ACH-000207,-0.483264393178
ACH-000211,-0.12706999627999999
ACH-000215,-0.10299880024800001
ACH-000221,-0.12509651549599998
ACH-000222,-0.16879174364799998
ACH-000223,-0.168333027188
ACH-000226,0.0380291810916
ACH-000227,-0.395153982848
ACH-000228,-0.08775738911049999
ACH-000231,-0.0690408116972
ACH-000232,-0.14092782113
ACH-000233,-0.18873367519099998
ACH-000234,0.09013984350700001
ACH-000235,-0.151651139114
ACH-000237,-0.169564384722
ACH-000238,-0.012296438243799999
ACH-000243,-0.0882522339909
ACH-000244,0.12643154887
ACH-000246,-0.007683907957839999
ACH-000248,-0.103522511781
ACH-000250,-0.295342098978
ACH-000251,-0.0469988911546
ACH-000253,-0.119003918751
ACH-000255,0.0635494169314
ACH-000256,0.0592760087742
ACH-000257,-0.227727911899
ACH-000258,-0.405048693779
ACH-000259,-0.304086261231
ACH-000260,-0.08912094205610001
ACH-000261,-0.0581781306037
ACH-000262,0.0495799998431
ACH-000263,-0.0736932819292
ACH-000264,-0.129955183247
ACH-000265,-0.0193815541472
ACH-000266,-0.165932864437
ACH-000272,-0.08693965587670001
ACH-000273,0.029866907823900002
ACH-000274,-0.131581455678
ACH-000277,0.059929375141900006
ACH-000278,-0.027385248181500003
ACH-000279,-0.100088910406
ACH-000280,-0.0849140273659
ACH-000281,-0.28172590956099997
ACH-000288,-0.245222756999
ACH-000291,0.127152555246
ACH-000293,0.062438834711
ACH-000294,-0.09331284564400001
ACH-000295,-0.21262733970800002
ACH-000296,-0.171148042506
ACH-000302,-0.0709738532563
ACH-000304,-0.06108286105769999
ACH-000307,-0.0838468449251
ACH-000308,-0.0685445784658
ACH-000310,-0.251992366768
ACH-000311,-0.394515998721
ACH-000312,-0.067746884337
ACH-000315,-0.34647020880400003
ACH-000316,-0.0679513249207
ACH-000317,-0.022448774046299996
ACH-000318,-0.08796679123130001
ACH-000319,0.171728029121
ACH-000320,-0.13422312004200002
ACH-000322,0.056203518913599995
ACH-000323,-0.15844818445699999
ACH-000324,-0.232197826281
ACH-000329,-0.04866267995569999
ACH-000330,-0.07051682663060001
ACH-000331,0.0072995085258000005
ACH-000332,-0.154150033823
ACH-000334,-0.170369889985
ACH-000335,-0.09175362583510001
ACH-000336,0.04195068882090001
ACH-000337,-0.104380324769
ACH-000339,-0.0065381123104400005
ACH-000341,-0.11169582757999999
ACH-000348,-0.0681998312534
ACH-000350,0.14806951694700002
ACH-000352,-0.0396324396319
ACH-000356,0.22358513811900002
ACH-000361,-0.053674585972
ACH-000362,-0.13964922984
ACH-000363,-0.15557943120999998
ACH-000364,-0.0915884632394
