,DAPP1 (27071)
ACH-000004,-0.0103941048864
ACH-000007,0.00894873230397
ACH-000009,-0.0852816360784
ACH-000011,0.0236816521665
ACH-000012,-0.0691933569582
ACH-000013,-0.010907970434299998
ACH-000014,0.07497647102
ACH-000015,-0.18418446630899998
ACH-000017,0.013061171081999999
ACH-000018,0.131453831529
ACH-000019,-0.08747457888360001
ACH-000021,-0.142719582426
ACH-000022,-0.09526990060830001
ACH-000025,0.0380159790639
ACH-000028,-0.023562328633500003
ACH-000030,-0.050653476630800005
ACH-000035,-0.00103748553366
ACH-000036,-0.07884566018849999
ACH-000037,-0.0100091708708
ACH-000039,-0.259036598609
ACH-000040,0.10633079522399999
ACH-000041,-0.180790296583
ACH-000042,-0.10902479091299999
ACH-000045,0.200869933147
ACH-000047,0.0293840533318
ACH-000052,0.07624424221460001
ACH-000053,-0.0590082166264
ACH-000054,0.0681735473856
ACH-000055,-0.0722801264044
ACH-000060,0.0490626452503
ACH-000067,-0.141569173933
ACH-000070,-0.00746791700502
ACH-000075,0.09460160095489999
ACH-000078,-0.21329781768599998
ACH-000082,0.0424066520725
ACH-000085,-0.160530837156
ACH-000086,-0.012000574069100002
ACH-000087,0.028473398731900003
ACH-000092,-0.154839065221
ACH-000095,-0.11241295638399999
ACH-000097,-0.0583334113244
ACH-000098,0.0106620589039
ACH-000099,-0.11074686691199999
ACH-000108,-0.22881507291099998
ACH-000113,0.0015943462451199998
ACH-000115,0.12825494945399998
ACH-000116,-0.137885113368
ACH-000118,-0.05656504166450001
ACH-000120,0.00475279448624
ACH-000123,-0.057094625875000006
ACH-000127,-0.0748610742046
ACH-000128,-0.0529083599199
ACH-000132,-0.07621256875419999
ACH-000133,-0.0611184900261
ACH-000137,-0.128710834328
ACH-000138,-0.0601354351058
ACH-000142,-0.0710489693664
ACH-000143,0.265860408858
ACH-000146,-0.11033251477700001
ACH-000148,0.010598189255899998
ACH-000150,-0.0947330076565
ACH-000152,-0.0486398610568
ACH-000153,-0.0162643155152
ACH-000159,-0.0524359796026
ACH-000160,0.09668204260430001
ACH-000163,-0.08648510513180001
ACH-000167,-0.0587981682503
ACH-000168,-0.10646353262700001
ACH-000169,-0.044692851713800004
ACH-000178,-0.12878614612
ACH-000182,-0.0412634256874
ACH-000183,-0.17862039929499998
ACH-000188,0.062004019619800003
ACH-000189,-0.123092154126
ACH-000190,0.164330143082
ACH-000198,-0.007795422061010001
ACH-000204,-0.0514261745314
ACH-000206,-0.021747919079299998
ACH-000207,0.07647462762
ACH-000211,-0.127686849843
ACH-000215,-0.0695166241126
ACH-000221,-0.04826377915030001
ACH-000222,-0.31038690930199997
ACH-000223,-0.0648294724389
ACH-000226,-0.07349643240960001
ACH-000227,0.10348133484
ACH-000228,0.142747216994
ACH-000231,-0.021152697444700004
ACH-000232,-0.10782005202299999
ACH-000233,0.0626504321308
ACH-000234,-0.0365400731974
ACH-000235,-0.0110104851301
ACH-000237,0.00984277506975
ACH-000238,0.004919829020149999
ACH-000243,-0.154119237355
ACH-000244,-0.279398773545
ACH-000246,0.08350316115419999
ACH-000248,0.0379409608954
ACH-000250,-0.056050853745599996
ACH-000251,-0.180642594017
ACH-000253,0.0466737668822
ACH-000255,-0.012582452839299998
ACH-000256,0.102255563421
ACH-000257,0.285050181853
ACH-000258,-0.366497562824
ACH-000259,-0.059586714453099994
ACH-000260,-0.0835563072752
ACH-000261,0.00321155546487
ACH-000262,0.06272075439619999
ACH-000263,-0.000679937756775
ACH-000264,-0.17102167205200003
ACH-000265,-0.30975486187
ACH-000266,-0.109322686949
ACH-000272,-0.195611878193
ACH-000273,-0.0634434500491
ACH-000274,0.0136203028089
ACH-000277,0.12649590442800002
ACH-000278,0.078246039567
ACH-000279,-0.00487084975686
ACH-000280,-0.129790767876
ACH-000281,-0.11263005742799999
ACH-000288,0.151153145312
ACH-000291,0.13292554117900002
ACH-000293,0.217477303633
ACH-000294,-0.046202556962
ACH-000295,-0.112591804356
ACH-000296,-0.0030023828000799997
ACH-000302,0.0120296466385
ACH-000304,0.125673057553
ACH-000307,-0.0546555896018
ACH-000308,-0.014640145914000001
ACH-000310,-0.135432977771
ACH-000311,-0.211646374619
ACH-000312,-0.0923213120446
ACH-000315,-0.09535371818289999
ACH-000316,-0.115852715717
ACH-000317,-0.256911452016
ACH-000318,0.0679717300651
ACH-000319,-0.0236209074603
ACH-000320,-0.366901304634
ACH-000322,0.09017135201089999
ACH-000323,-0.206000872425
ACH-000324,-0.15664435041400002
ACH-000329,0.04089904466969999
ACH-000330,-0.293800182793
ACH-000331,0.0891867796318
ACH-000332,-0.00924349436587
ACH-000334,0.202966186074
ACH-000335,0.06457572936099999
ACH-000336,-0.0059555754197100005
ACH-000337,-0.0726105831158
ACH-000339,0.0557053174118
ACH-000341,0.110381956349
ACH-000348,0.036000671510099995
ACH-000350,0.125940026695
ACH-000352,0.0490111898262
ACH-000356,-0.16117105077500002
ACH-000361,-0.29962759397100003
ACH-000362,-0.0598992802641
ACH-000363,0.160010348519
ACH-000364,-0.0729631716561
ACH-000365,0.0708189503157
ACH-000366,-0.07051960129410001
ACH-000368,0.19985236981899998
ACH-000374,-0.34037325767300003
ACH-000375,0.020380315848900002
ACH-000376,0.0108556369399
ACH-000381,-0.0608161647581
ACH-000383,0.0207139649783
ACH-000387,-0.146366859761
ACH-000389,0.0216519949801
ACH-000390,-0.024773082167599998
ACH-000393,-0.0118969168949
ACH-000395,0.00214338688775
ACH-000397,0.054169573583
ACH-000401,-0.0750140416168
ACH-000402,0.10277286165300001
ACH-000403,-0.0035447004788600003
ACH-000404,0.0061972270324
ACH-000406,-0.00885254841735
ACH-000407,-0.034558561957
ACH-000408,-0.17582483296100002
ACH-000410,0.015261073070200002
ACH-000411,-0.09042923622230001
ACH-000414,0.043143560435699994
ACH-000415,-0.153757710885
ACH-000416,-0.129783546461
ACH-000420,0.0686908038135
ACH-000421,-0.107179534701
ACH-000424,-0.08536716718779999
ACH-000425,-0.132033131941
ACH-000426,-0.120698958072
ACH-000427,-0.07678150365
ACH-000433,-0.23291357721
ACH-000436,-0.131565982134
ACH-000444,-0.153989752315
ACH-000445,-0.145070924938
ACH-000448,-0.111979377465
ACH-000450,-0.051667923718
ACH-000452,-0.0872727341194
ACH-000454,-0.19595360630300002
ACH-000458,-0.00120372587287
