,EXOC6B (23233)
ACH-000458,-0.146963330336
ACH-000459,0.0835026134189
ACH-000460,-0.328886571548
ACH-000461,0.0910912641295
ACH-000463,-0.156818249392
ACH-000464,-0.7376913869220001
ACH-000466,-0.272672794747
ACH-000467,-0.102877121961
ACH-000468,0.106960636808
ACH-000469,-0.175854216313
ACH-000470,-0.197445247824
ACH-000471,-0.06417891895819999
ACH-000472,-0.114440008543
ACH-000473,0.018770061941099998
ACH-000475,-0.0905800532425
ACH-000476,0.015401929480700002
ACH-000477,0.187570170484
ACH-000480,-0.00780573933469
ACH-000481,-0.0144765000037
ACH-000483,-0.218749559906
ACH-000484,-0.48326896196900004
ACH-000485,-0.04512612531909999
ACH-000486,-0.35401943111999995
ACH-000487,-0.0427939557345
ACH-000488,-0.052870102886
ACH-000490,-0.0318888459452
ACH-000491,-0.154936201562
ACH-000495,-0.450163863379
ACH-000496,-0.123852873859
ACH-000499,0.12212528169399998
ACH-000500,-0.09040342651760001
ACH-000502,-0.0333138631709
ACH-000503,-0.305378287936
ACH-000505,-0.107640046783
ACH-000507,-0.182923529519
ACH-000510,-0.148149640241
ACH-000511,-0.25408797083900003
ACH-000512,0.0352542193336
ACH-000516,-0.229044484093
ACH-000517,-0.0815483878129
ACH-000518,-0.415097282052
ACH-000520,0.0571326762259
ACH-000521,-0.144270690811
ACH-000522,-0.156232006423
ACH-000524,-0.033313904843
ACH-000527,-0.12450300250299999
ACH-000528,-0.13191788232
ACH-000537,0.005992146423629999
ACH-000541,-0.130812308513
ACH-000542,-0.09941623877810002
ACH-000544,-0.184057864163
ACH-000545,-0.18881622017400002
ACH-000547,-0.20472188801600003
ACH-000548,-0.215098591985
ACH-000549,-0.13845825493799999
ACH-000550,0.0510069007707
ACH-000552,-0.197306994489
ACH-000556,-0.096192095138
ACH-000557,-0.011592517272299999
ACH-000570,-0.138094411473
ACH-000571,-0.00235268127517
ACH-000573,-0.139340858131
ACH-000576,-0.0341292274989
ACH-000580,0.10181246615299999
ACH-000584,-0.0408851126188
ACH-000585,-0.17690887009300002
ACH-000588,0.0711459348512
ACH-000589,-0.27736718756400003
ACH-000591,-0.152390617894
ACH-000593,-0.0159904247117
ACH-000600,-0.332225710517
ACH-000601,-0.17071244371599997
ACH-000604,0.0427793264237
ACH-000605,-0.111685261373
ACH-000606,-0.118807980082
ACH-000608,-0.0676440919448
ACH-000614,-0.205320419186
ACH-000616,-0.08622707132110001
ACH-000618,-0.174117852295
ACH-000619,-0.132703675879
ACH-000620,-0.062494356485699995
ACH-000621,-0.23209303098200001
ACH-000622,-0.09098954384430001
ACH-000623,-0.142414234748
ACH-000624,-0.18645590553199998
ACH-000627,-0.168459330926
ACH-000630,-0.19335194110399997
ACH-000632,-0.144162441631
ACH-000633,-0.237960713514
ACH-000637,-0.0706441729172
ACH-000638,-0.16061832799200002
ACH-000646,-0.0850509544008
ACH-000647,-0.017641786710400002
ACH-000648,-0.04801994963930001
ACH-000649,-0.205157588957
ACH-000651,-0.0685431469801
ACH-000652,0.0649917754796
ACH-000653,-0.122394560157
ACH-000657,-0.107072419047
ACH-000658,-0.120632563116
ACH-000661,-0.112567542894
ACH-000662,-0.10107853332999998
ACH-000663,-0.139013630619
ACH-000665,-0.173138682078
ACH-000671,-0.18930889646899998
ACH-000673,-0.50716772297
ACH-000676,-0.0111731180323
ACH-000677,0.09460388785289998
ACH-000681,-0.0838824124031
ACH-000682,-0.200878536352
ACH-000683,-0.0964500530514
ACH-000684,-0.08354081178289999
ACH-000688,-0.25738237095
ACH-000693,-0.20473256285
ACH-000694,-0.105451976623
ACH-000695,-0.30542190583900003
ACH-000696,-0.08703604071860001
ACH-000697,-0.346182130827
ACH-000699,-0.0543576291492
ACH-000701,-0.136209961411
ACH-000706,-0.0418021951623
ACH-000711,-0.197394229435
ACH-000713,-0.116942419036
ACH-000714,-0.0922337363304
ACH-000718,0.007277678860290001
ACH-000720,-0.133366460306
ACH-000721,-0.319589135362
ACH-000724,-0.305484567075
ACH-000725,-0.17428869833299998
ACH-000732,-0.166684166352
ACH-000734,-0.109443592237
ACH-000735,-0.040004558177
ACH-000736,-0.215675397648
ACH-000738,-0.133230154311
ACH-000746,-0.16988351048300002
ACH-000747,-0.169304207359
ACH-000748,-0.09286810177989999
ACH-000753,0.051074051068599996
ACH-000756,-0.241998125639
ACH-000757,0.0201791952073
ACH-000758,-0.203361893076
ACH-000760,-0.0444159653584
ACH-000763,0.039765756740800004
ACH-000764,-0.107501652329
ACH-000765,0.101272774987
ACH-000766,-0.306035295961
ACH-000767,-0.224336788206
ACH-000768,-0.189729161122
ACH-000769,-0.297176826794
ACH-000770,-0.10051955478499999
ACH-000771,-0.0764598492107
ACH-000773,0.0515063172779
ACH-000776,-0.18310836109700002
ACH-000777,-0.244023922487
ACH-000778,-0.148667147399
ACH-000781,-0.139232718555
ACH-000782,-0.0871371787226
ACH-000783,-0.0139919691576
ACH-000784,-0.0217778834559
ACH-000785,-0.273687396485
ACH-000787,-0.195368455644
ACH-000788,-0.06896028990960001
ACH-000791,-0.0632815441548
ACH-000792,-0.281549507636
ACH-000794,-0.23246660278
ACH-000796,-0.0625752423909
ACH-000799,-0.401164395646
ACH-000800,-0.195498821726
ACH-000802,-0.07633433566219999
ACH-000804,-0.10322341393500001
ACH-000805,-0.18569901957600002
ACH-000809,-0.137040395259
ACH-000810,0.0247823045639
ACH-000811,-0.00612047718446
ACH-000817,-0.121188354846
ACH-000819,-0.20030617766
ACH-000820,-0.263600512896
ACH-000821,-0.258273940098
ACH-000822,-0.265979495004
ACH-000823,-0.19015583675500003
ACH-000824,-0.08057999651169999
ACH-000827,-0.07313615802989999
ACH-000829,-0.0363909595502
ACH-000831,-0.192494175509
ACH-000832,-0.21359726546500002
ACH-000833,-0.159779631481
ACH-000834,-0.16604084968399999
ACH-000835,-0.167926893061
ACH-000836,-0.287843625567
ACH-000837,-0.081714642738
ACH-000838,-0.108970954553
ACH-000839,-0.11424848939400001
ACH-000840,-0.18005560008299998
ACH-000841,-0.246171970687
ACH-000843,-0.00159955369118
ACH-000846,-0.222767660449
ACH-000847,-0.23198934866
ACH-000848,-0.0961034658865
ACH-000849,0.0120206971781
ACH-000851,-0.303363565009
ACH-000855,-0.265067088856
ACH-000856,-0.0200774773452
ACH-000858,-0.127048565928
ACH-000859,-0.245185939164
ACH-000861,-0.17616759362300002
ACH-000862,-0.0257353239971
ACH-000865,-0.17280977857700003
ACH-000866,-0.0682179637836
ACH-000867,-0.113770555626
ACH-000869,-0.162323128103
ACH-000872,-0.07771510431860001
ACH-000873,-0.110886750235
ACH-000876,-0.237098852707
ACH-000878,-0.07956390928389999
ACH-000880,-0.18033972907600002
ACH-000881,0.00565063768883
ACH-000882,-0.144733738156
ACH-000884,0.0300845029915
ACH-000885,-0.246999586138
ACH-000887,0.0113089420467
ACH-000888,-0.0714711017958
ACH-000889,-0.101489639407
ACH-000890,-0.04217113282269999
ACH-000896,-0.302514363823
ACH-000898,-0.163113707354
ACH-000900,-0.0969189663538
ACH-000901,-0.257802759391
ACH-000905,-0.169171765916
ACH-000906,0.00151555367302
ACH-000907,-0.375027602143
ACH-000910,-0.118816199867
ACH-000911,-0.156303276799
ACH-000912,-0.120870388336
ACH-000913,-0.0992686909173
ACH-000915,-0.108776695353
ACH-000916,0.09235834458069998
ACH-000917,0.0608066462507
ACH-000921,-0.0430758253318
ACH-000924,-0.143590084101
ACH-000926,-0.12056988464400001
ACH-000928,-0.125919604363
ACH-000929,0.019590194664200002
ACH-000932,-0.10025478113399999
ACH-000935,-0.28268592129299996
ACH-000936,-0.247139422032
ACH-000937,-0.019542679935
ACH-000938,-0.0421508152874
ACH-000939,-0.356353067738
ACH-000941,-0.16217158186300001
ACH-000943,-0.146552721686
ACH-000946,-0.134724897398
ACH-000947,-0.09823466916660001
ACH-000948,-0.181770744844
ACH-000950,-0.335878894192
ACH-000953,-0.09363566047560001
ACH-000957,-0.25879092632899997
ACH-000958,-0.149232410286
ACH-000960,-0.10507924477700001
ACH-000963,-0.234257068855
ACH-000968,-0.0238190324487
ACH-000969,-0.230579040904
ACH-000973,-0.0636685152133
ACH-000974,-0.166032195905
ACH-000975,-0.277747339132
ACH-000976,0.0253789914677
ACH-000978,-0.14388938081
ACH-000980,-0.0225147949145
ACH-000984,-0.176239197034
ACH-000986,-0.263913692049
ACH-000988,-0.015596984837400001
ACH-000993,-0.17432565142499998
ACH-000994,-0.243995201002
ACH-000996,-0.263380627612
ACH-001001,-0.306231449342
ACH-001020,-0.0680989138423
ACH-001028,-0.12714631811899998
ACH-001031,-0.185451377969
ACH-001038,-0.212917956308
ACH-001048,-0.0800143986102
ACH-001050,-0.286154463227
ACH-001053,-0.24109947010000002
ACH-001054,-0.165883418234
ACH-001061,-0.0975247958137
ACH-001067,0.00378358833644
ACH-001075,-0.127936965276
ACH-001096,0.0206773941907
ACH-001128,-0.00447717113258
ACH-001134,0.175193574432
ACH-001151,-0.142104973733
ACH-001163,-0.16484880346300002
ACH-001164,-0.217973977075
ACH-001173,-0.199702397944
ACH-001183,-0.153740163786
ACH-001184,-0.24966492330499998
ACH-001190,-0.23111772753600002
ACH-001192,-0.010366664445
ACH-001193,-0.412621448671
ACH-001196,-0.0193150599128
ACH-001197,-0.334219204411
ACH-001205,-0.501063738378
ACH-001211,-0.0239374945808
ACH-001212,-0.302495691856
ACH-001228,-0.205089869027
ACH-001232,-0.148828601072
ACH-001239,0.0200822572863
ACH-001274,-0.0980977600582
ACH-001275,0.0975940915041
ACH-001277,0.0392406016811
ACH-001278,-0.23736138316799998
ACH-001280,-0.024600301654099998
ACH-001283,-0.0750541938758
ACH-001289,-0.0835493854197
ACH-001295,-0.263443032916
ACH-001300,-0.0097600321392
ACH-001301,-0.19356411101399998
ACH-001302,0.21106778295899997
ACH-001303,-0.207495302465
ACH-001306,-0.0898381935875
ACH-001318,-0.10908010396
ACH-001322,-0.26302298033300003
ACH-001328,-0.132015118965
ACH-001332,0.0424336900741
ACH-001333,0.061896488093300006
ACH-001336,-0.120471705011
ACH-001340,-0.163956284561
ACH-001346,-0.09863334368799999
ACH-001353,-0.21670408091200002
ACH-001354,-0.199880985729
ACH-001367,-0.257760077548
ACH-001368,-0.228403386437
ACH-001374,-0.0778327283836
ACH-001375,-0.0802907516462
ACH-001377,-0.19198121054499998
ACH-001380,-0.261481564758
ACH-001391,-0.160738644761
ACH-001407,-0.241794213657
ACH-001408,-0.092919608652
ACH-001413,-0.252897033832
ACH-001430,-0.0130088062078
ACH-001431,-0.16059870240000002
ACH-001450,-0.17771261440900002
ACH-001496,-0.17458009808699998
ACH-001500,-0.268723150323
ACH-001521,0.023449490296499998
ACH-001523,-0.205592418506
ACH-001532,-0.128820321069
ACH-001536,-0.0629932354935
ACH-001550,-0.20759364125799998
ACH-001552,-0.216391038144
ACH-001554,-0.20512600725000002
ACH-001645,-0.16557442476700002
ACH-001654,0.0318236803827
ACH-001715,-0.199104225022
ACH-001735,-0.14201240380400001
ACH-001736,-0.018637148444799998
ACH-001737,-0.049912646521
ACH-001740,-0.23231795731
ACH-001745,-0.441226583642
ACH-001750,-0.0195939836364
ACH-001765,-0.14354195362400002
ACH-001956,-0.00971450726844
ACH-001957,0.0877264471566
