,ASIC5 (51802)
ACH-000004,0.08578385892860001
ACH-000007,0.00349487057253
ACH-000009,0.195365139441
ACH-000011,0.100049002712
ACH-000012,0.0892509294677
ACH-000013,0.0951696470738
ACH-000014,0.234155063933
ACH-000015,0.0990402156307
ACH-000017,0.118330633974
ACH-000018,0.09109594594149999
ACH-000019,0.15468421851199998
ACH-000021,0.19191872787
ACH-000022,0.189453807042
ACH-000025,0.15578657219699998
ACH-000028,0.17547021900899998
ACH-000030,0.015492562081200001
ACH-000035,0.21184254480599998
ACH-000036,0.142435369017
ACH-000037,0.0901178930956
ACH-000039,0.19663243478700002
ACH-000040,-0.0199308241351
ACH-000041,0.0837152552561
ACH-000042,0.102247674119
ACH-000045,0.25765895461399996
ACH-000047,0.0630320894647
ACH-000052,0.136936714504
ACH-000053,0.0875278772273
ACH-000054,0.127344933463
ACH-000055,0.025771304164400002
ACH-000060,0.19567404030699997
ACH-000067,0.155245122917
ACH-000070,0.02354135881
ACH-000075,-0.107405146729
ACH-000078,-0.09502785871210001
ACH-000082,0.0835355961972
ACH-000085,0.136475399863
ACH-000086,0.143284934905
ACH-000087,0.151726158001
ACH-000092,0.03642269883080001
ACH-000095,0.0442575212797
ACH-000097,-0.029774302469200004
ACH-000098,0.15350643133300002
ACH-000099,0.14361288849099998
ACH-000108,0.14281469935000002
ACH-000113,0.159348142675
ACH-000115,0.10940753643899999
ACH-000116,0.220374890547
ACH-000118,0.025781623486900003
ACH-000120,0.158322413704
ACH-000123,0.0458356937039
ACH-000127,0.10069126777899999
ACH-000128,0.010389567148600001
ACH-000132,0.124791870841
ACH-000133,0.247559378678
ACH-000137,0.07691368471389999
ACH-000138,0.188293913558
ACH-000142,-0.0196863401349
ACH-000143,0.291654195718
ACH-000146,0.20968726590599998
ACH-000148,0.0773743256751
ACH-000150,0.162184898985
ACH-000152,0.11444830099000002
ACH-000153,-0.114296823213
ACH-000159,0.279942616978
ACH-000160,0.122879436467
ACH-000163,0.0875951545498
ACH-000167,0.519745318601
ACH-000168,0.08175159274239999
ACH-000169,0.100303221571
ACH-000178,0.112321063118
ACH-000182,0.12465364018200001
ACH-000183,0.0742118216538
ACH-000188,0.117554941218
ACH-000189,0.006805612664380001
ACH-000190,0.09445760555410002
ACH-000198,0.082540622443
ACH-000204,0.0268770283104
ACH-000206,0.057032157596899995
ACH-000207,0.313187124002
ACH-000211,0.038889406432099996
ACH-000215,-0.0496726111045
ACH-000221,0.0809113943837
ACH-000222,0.311713708923
ACH-000223,0.21689433654399998
ACH-000226,0.0960531509829
ACH-000227,-0.0075044545273
ACH-000228,0.21920771557799998
ACH-000231,0.0631559905863
ACH-000232,0.0948238971043
ACH-000233,0.331373174441
ACH-000234,-0.068068194132
ACH-000235,0.107194538
ACH-000237,0.153233652385
ACH-000238,0.24933340724199998
ACH-000243,0.0284631773857
ACH-000244,0.29177855216299997
ACH-000246,0.0934691505151
ACH-000248,0.010010285604600001
ACH-000250,0.0329299065318
ACH-000251,0.20185640955899997
ACH-000253,0.157605839818
ACH-000255,0.161671195155
ACH-000256,0.09341685452680001
ACH-000257,-0.00353662639193
ACH-000258,-0.042086002776600004
ACH-000259,0.059938449345899994
ACH-000260,0.023807785148099996
ACH-000261,0.08343264289989999
ACH-000262,0.128095942525
ACH-000263,0.143661078051
ACH-000264,0.139065182156
ACH-000265,0.127065193376
ACH-000266,0.126463070314
ACH-000272,0.10330878302000002
ACH-000273,0.221155948385
ACH-000274,0.168884099739
ACH-000277,0.116464327463
ACH-000278,0.12461760371
ACH-000279,0.190851049177
ACH-000280,0.16874668954100003
ACH-000281,0.22371736445300003
ACH-000288,0.059541337905800004
ACH-000291,0.245546918831
ACH-000293,-0.00286243601272
ACH-000294,0.020300323031400003
ACH-000295,0.231885011114
ACH-000296,0.0279075077702
ACH-000302,0.20031252539799999
ACH-000304,0.350281963307
ACH-000307,0.0860715553631
ACH-000308,0.101018497651
ACH-000310,0.0162941909097
ACH-000311,0.0692480177375
ACH-000312,0.139576170506
ACH-000315,-0.062295414178599996
ACH-000316,0.133608991799
ACH-000317,0.07895767476160001
ACH-000318,0.209266758847
ACH-000319,0.0380237985572
ACH-000320,0.169840399435
ACH-000322,0.0576246505028
ACH-000323,0.201973090003
ACH-000324,0.0871788667515
ACH-000329,0.32709717073899996
ACH-000330,0.166373080316
ACH-000331,0.147130749493
ACH-000332,0.212879924073
ACH-000334,-0.161051368519
ACH-000335,-0.0663391014803
ACH-000336,0.31633279632
ACH-000337,-0.0658958969466
ACH-000339,0.162183413141
ACH-000341,0.0443946664316
ACH-000348,-0.00370676531081
ACH-000350,0.0282564358445
ACH-000352,0.035190910197699994
ACH-000356,0.16617698545499998
ACH-000361,0.140191620988
ACH-000362,0.133803321092
ACH-000363,-0.0706484514025
ACH-000364,0.04254051113269999
ACH-000365,0.143115006241
ACH-000366,0.21309327044
ACH-000368,0.152452013219
ACH-000374,-0.122179772835
ACH-000375,0.0346464750784
ACH-000376,0.0723779821194
ACH-000381,0.204167497311
ACH-000383,0.0605529998355
