,BAHD1 (22893)
ACH-000004,-0.0477841548812
ACH-000007,-0.0677936651747
ACH-000009,-0.145053630158
ACH-000011,0.0844011809521
ACH-000012,-0.171235004155
ACH-000013,0.06317876599790001
ACH-000014,-0.20698300865
ACH-000015,-0.0302088702477
ACH-000017,-0.09630193015689999
ACH-000018,0.07355406969560001
ACH-000019,0.00267796011146
ACH-000021,-0.05448192379049999
ACH-000022,-0.0380240737261
ACH-000025,-0.0656492731233
ACH-000028,0.153752797572
ACH-000030,-0.0346110453738
ACH-000035,-0.259360852735
ACH-000036,-0.0453153387435
ACH-000037,-0.12182109867999999
ACH-000039,-0.153216971109
ACH-000040,0.0674805586967
ACH-000041,0.109291136614
ACH-000042,0.0341992034344
ACH-000045,0.18411570921599998
ACH-000047,-8.15264065447e-05
ACH-000052,-0.124857239106
ACH-000053,-0.121052013904
ACH-000054,-0.0998432752896
ACH-000055,0.036509833291
ACH-000060,-0.0750296181197
ACH-000067,-0.0917950802698
ACH-000070,-0.304574367223
ACH-000075,-0.09213741946380001
ACH-000078,-0.18825181215700001
ACH-000082,-0.064135661239
ACH-000085,-0.0741856109337
ACH-000086,-0.0538046260594
ACH-000087,0.0796966138338
ACH-000092,-0.23833370623000003
ACH-000095,-0.134123801874
ACH-000097,-0.012619242880299999
ACH-000098,0.0262867591499
ACH-000099,0.0225239598389
ACH-000108,-0.10961578484300001
ACH-000113,-0.256759276875
ACH-000115,-0.06465501034519999
ACH-000116,-0.119911586086
ACH-000118,-0.0474371637976
ACH-000120,-0.259700521313
ACH-000123,-0.0718535414184
ACH-000127,0.10605270944299999
ACH-000128,-0.0832942864046
ACH-000132,-0.290838569062
ACH-000133,-0.24211563934500002
ACH-000137,-0.0155575283507
ACH-000138,0.011865680290899999
ACH-000142,-0.100801700807
ACH-000143,-0.24126243192
ACH-000146,-0.100887769575
ACH-000148,0.023388560238299997
ACH-000150,-0.0771151332352
ACH-000152,0.08622673207119999
ACH-000153,-0.0161087148064
ACH-000159,0.124756072719
ACH-000160,0.1029712905
ACH-000163,0.061211781262099994
ACH-000167,0.317099714672
ACH-000168,-0.015273677760999999
ACH-000169,-0.144353614481
ACH-000178,0.016276690756899997
ACH-000182,0.0168332208947
ACH-000183,-0.12029822474600001
ACH-000188,-0.0433783910961
ACH-000189,0.0197144175993
ACH-000190,0.38043888071099996
ACH-000198,-0.34452044350500005
ACH-000204,0.019953145692
ACH-000206,-0.026855109904299998
ACH-000207,-0.473801329339
ACH-000211,-0.0882000374214
ACH-000215,-0.021054245534200003
ACH-000221,0.0692913059959
ACH-000222,-0.0147901606943
ACH-000223,-0.216934353241
ACH-000226,-0.252911659126
ACH-000227,-0.25054313243799997
ACH-000228,-0.157162647815
ACH-000231,-0.225469105636
ACH-000232,-0.179006304623
ACH-000233,-0.165082019467
ACH-000234,-0.0717205634655
ACH-000235,-0.00567805354694
ACH-000237,-0.0110962541977
ACH-000238,-0.120462293408
ACH-000243,-0.18680560311500002
ACH-000244,-0.320946268168
ACH-000246,0.14160517586500002
ACH-000248,-0.21474635095699998
ACH-000250,0.000235321718788
ACH-000251,0.0855387467419
ACH-000253,-0.157280199886
ACH-000255,-0.0291453799524
ACH-000256,0.11081335476700001
ACH-000257,0.024560653769900003
ACH-000258,0.151494653649
ACH-000259,-0.146889242937
ACH-000260,-0.260420354832
ACH-000261,-0.206876442258
ACH-000262,0.10865080107200001
ACH-000263,-0.197435754401
ACH-000264,0.027776165238900002
ACH-000265,-0.112747930295
ACH-000266,-0.110419286852
ACH-000272,-0.293857018772
ACH-000273,-0.11316263092
ACH-000274,0.00539755791321
ACH-000277,0.26028681422
ACH-000278,0.0268762299877
ACH-000279,-0.031819719564900005
ACH-000280,-0.278884979524
ACH-000281,-0.12379081381899999
ACH-000288,-0.0749551798828
ACH-000291,-0.0582533339018
ACH-000293,-0.04398961533480001
ACH-000294,0.234421095293
ACH-000295,-0.0605745157533
ACH-000296,-0.324182015135
ACH-000302,-0.206888977989
ACH-000304,0.20365122814199998
ACH-000307,-0.205792772907
ACH-000308,-0.023505620463400004
ACH-000310,-0.06954763857910001
ACH-000311,0.10998251888800001
ACH-000312,-0.0701088912305
ACH-000315,-0.144819527362
ACH-000316,-0.0347045215469
ACH-000317,0.0672695603541
ACH-000318,-0.145442946151
ACH-000319,-0.25699290839
ACH-000320,-0.180510533782
ACH-000322,-0.165302632047
ACH-000323,-0.11071956095
ACH-000324,-0.0333027709881
ACH-000329,-0.00224628241408
ACH-000330,-0.058025187329
ACH-000331,-0.0783002711867
ACH-000332,0.00490374278165
ACH-000334,-0.11120223883500001
ACH-000335,-0.45240867693899994
ACH-000336,-0.367090667018
ACH-000337,-0.031601378206700004
ACH-000339,-0.12797972290100001
ACH-000341,-0.240945988873
ACH-000348,-0.195166535005
ACH-000350,-0.18132550939599998
ACH-000352,-0.0178845015487
ACH-000356,-0.15482013776599998
ACH-000361,-0.029609638498200003
ACH-000362,-0.0229001123745
ACH-000363,-0.21891441984499999
ACH-000364,-0.182005960652
ACH-000365,-0.11489818172499999
ACH-000366,0.029576004654099996
ACH-000368,-0.0702372812817
ACH-000374,-0.092225467852
ACH-000375,-0.104826785418
ACH-000376,-0.0302134607654
ACH-000381,-0.0613893937171
ACH-000383,-0.11029631828
ACH-000387,0.0365947708313
ACH-000389,-0.0905836300532
ACH-000390,-0.0960844752793
ACH-000393,-0.12408763112500001
ACH-000395,-0.057257908978900006
ACH-000397,0.22219988075199998
ACH-000401,-0.0402922970128
