,IP6K1 (9807)
ACH-000004,0.06635131413800001
ACH-000007,0.224163753701
ACH-000009,-0.0545785810334
ACH-000011,0.0831751522105
ACH-000012,-0.00900407672185
ACH-000013,0.00429625809779
ACH-000014,0.0964879074723
ACH-000015,-0.014631087493499999
ACH-000017,-0.007734669123869999
ACH-000018,0.010098485917799998
ACH-000019,-0.165417789002
ACH-000021,0.0176007533858
ACH-000022,-0.055285123286
ACH-000025,0.08536271259889999
ACH-000028,0.06977350733030001
ACH-000030,-0.0249397526425
ACH-000035,-0.06675782012459999
ACH-000036,-0.0352774593883
ACH-000037,-0.0508562693809
ACH-000039,-0.268867843059
ACH-000040,-0.039468361169199995
ACH-000041,-0.10184474866599999
ACH-000042,0.0792315480772
ACH-000045,-0.039876169771300006
ACH-000047,0.0619468509172
ACH-000052,-0.0124593836004
ACH-000053,0.0725289162353
ACH-000054,0.0239447859077
ACH-000055,0.100605955342
ACH-000060,0.0537459791378
ACH-000067,-0.0414634048483
ACH-000070,-0.20190553160799998
ACH-000075,-0.118490231856
ACH-000078,0.129254259127
ACH-000082,0.0635005216021
ACH-000085,-0.136793444913
ACH-000086,-0.0769263358648
ACH-000087,0.138727967072
ACH-000092,0.198901680746
ACH-000095,0.051319948519800006
ACH-000097,-0.216761062241
ACH-000098,-0.084290918844
ACH-000099,-0.06724253751659999
ACH-000108,-0.08841145892560001
ACH-000113,0.21135698036800002
ACH-000115,-0.043402975359899995
ACH-000116,0.00489056658037
ACH-000118,-0.110508182408
ACH-000120,0.22420948317699999
ACH-000123,0.0204604769141
ACH-000127,-0.035937473372800004
ACH-000128,0.0014654341508900002
ACH-000132,0.08217502146769999
ACH-000133,-0.008948041853450002
ACH-000137,-0.022385682611700004
ACH-000138,0.016773393581600002
ACH-000142,-0.007776085668770001
ACH-000143,0.123954720255
ACH-000146,0.0125806920646
ACH-000148,0.015596276389899999
ACH-000150,-0.146591099683
ACH-000152,0.019744898639400002
ACH-000153,-0.137944675397
ACH-000159,0.0029701022139
ACH-000160,0.0249248409467
ACH-000163,-0.19717114586399997
ACH-000167,-0.360069021276
ACH-000168,0.270312007416
ACH-000169,-0.165043959398
ACH-000178,0.0198734122585
ACH-000182,0.100371680973
ACH-000183,-0.151337857293
ACH-000188,-0.09432976607660001
ACH-000189,0.29640731709
ACH-000190,-0.128415236243
ACH-000198,-0.221784625952
ACH-000204,0.15849333209799998
ACH-000206,-0.07218982276000001
ACH-000207,-0.19856363587
ACH-000211,-0.302972852625
ACH-000215,0.04204679785709999
ACH-000221,-0.035264788282
ACH-000222,0.41446625097499995
ACH-000223,-0.009767987649090001
ACH-000226,-0.014620430221899999
ACH-000227,0.026898598702
ACH-000228,-0.0646690253578
ACH-000231,0.0023617274025700004
ACH-000232,0.0333275657549
ACH-000233,-0.00162576716412
ACH-000234,0.00034957961314799996
ACH-000235,0.0672131391462
ACH-000237,-0.103602151796
ACH-000238,-0.15051583843
ACH-000243,0.0204767050113
ACH-000244,0.0127097923851
ACH-000246,-0.00157808446468
ACH-000248,-0.0237736327839
ACH-000250,8.16656614118e-05
ACH-000251,-0.0412050615141
ACH-000253,-0.025275269962400003
ACH-000255,-0.0175796810436
ACH-000256,0.105744650264
ACH-000257,-0.0387584967405
ACH-000258,-0.048130010143300005
ACH-000259,0.0363888014026
