,LRTM1 (57408)
ACH-000004,-0.231353004472
ACH-000007,-0.288275874956
ACH-000009,-0.08988374328439999
ACH-000011,-0.028521719235700002
ACH-000012,-0.0423905560425
ACH-000013,-0.051038464636199994
ACH-000014,0.0570646028226
ACH-000015,-0.210016784154
ACH-000017,-0.0720309382629
ACH-000018,-0.07416123218119999
ACH-000019,0.18092118586599998
ACH-000021,-0.0560186713394
ACH-000022,-0.0474046251427
ACH-000025,-0.228218541924
ACH-000028,-0.16039732926300002
ACH-000030,-0.0744715316929
ACH-000035,0.021051356809400002
ACH-000036,-0.014524622706799998
ACH-000037,0.0250809733878
ACH-000039,-0.05479117645409999
ACH-000040,-0.05263815953169999
ACH-000041,-0.20627929628
ACH-000042,-0.130021928223
ACH-000045,-0.08408134749289999
ACH-000047,0.09236894778270001
ACH-000052,-0.162557000137
ACH-000053,-0.0857452666152
ACH-000054,-0.111919678587
ACH-000055,-0.017472122884099998
ACH-000060,-0.192198342863
ACH-000067,0.035923711862599995
ACH-000070,0.0333146247349
ACH-000075,-0.09025944856200001
ACH-000078,0.0642813605991
ACH-000082,-0.0240304003049
ACH-000085,-0.22345499996100002
ACH-000086,-0.027586208032400004
ACH-000087,-0.186540798041
ACH-000092,0.021027777214500002
ACH-000095,-0.0852539934969
ACH-000097,-0.00860647272387
ACH-000098,-0.0607064849317
ACH-000099,-0.0580138701006
ACH-000108,-0.10646194566299999
ACH-000113,-0.12150627574100001
ACH-000115,0.205958231142
ACH-000116,-0.0354796716953
ACH-000118,-0.25390598283000004
ACH-000120,-0.230556475231
ACH-000123,-0.12070901478599999
ACH-000127,-0.101729595569
ACH-000128,-0.166195023976
ACH-000132,-0.14407992043099999
ACH-000133,-0.00179344705983
ACH-000137,0.012126565058600002
ACH-000138,-0.0924616878081
ACH-000142,-0.0577177651906
ACH-000143,0.021028469055
ACH-000146,-0.0954241645915
ACH-000148,-0.113811540678
ACH-000150,-0.247004218683
ACH-000152,-0.04916918697869999
ACH-000153,-0.272436925415
ACH-000159,-0.06555014214510001
ACH-000160,0.0388005630545
ACH-000163,-0.0277224709749
ACH-000167,0.130139332777
ACH-000168,-0.012605991500799997
ACH-000169,-0.07282969076189999
ACH-000178,0.0664151899515
ACH-000182,-0.0118823412053
ACH-000183,-0.0910004912768
ACH-000188,-0.12114481804000002
ACH-000189,-0.0479887507032
ACH-000190,-0.084047361226
ACH-000198,-0.10967309725800001
ACH-000204,-0.442647503649
ACH-000206,-0.0573758718439
ACH-000207,0.013419994302900001
ACH-000211,-0.16934664377
ACH-000215,-0.0663463273364
ACH-000221,-0.152269207862
ACH-000222,-0.0107705819236
ACH-000223,-0.196345396109
ACH-000226,0.0531626726833
ACH-000227,-0.152550631336
ACH-000228,-0.0957818094644
ACH-000231,-0.09749315732069999
ACH-000232,-0.15770740989499998
ACH-000233,-0.00520060488634
ACH-000234,-0.117434978933
ACH-000235,-0.112888287891
ACH-000237,-0.13611068327099998
ACH-000238,0.00723301766384
ACH-000243,-0.082942532566
ACH-000244,-0.15708321225400002
ACH-000246,-0.0806151986498
ACH-000248,0.049069390438
ACH-000250,-0.05933167863199999
ACH-000251,0.021002134194799998
ACH-000253,-0.0833587092284
ACH-000255,-0.05133193668819999
ACH-000256,0.0762914363562
ACH-000257,0.0679509943181
ACH-000258,-0.356470512492
ACH-000259,-0.126913999439
ACH-000260,-0.0583593825239
ACH-000261,0.00879965102905
ACH-000262,-0.17853401963799997
ACH-000263,0.11454725185999999
ACH-000264,-0.0242771532138
ACH-000265,-0.157480445906
ACH-000266,-0.194882798935
ACH-000272,-0.150825739886
ACH-000273,0.0520122416029
ACH-000274,-0.112340336438
ACH-000277,-0.07955262292439999
ACH-000278,-0.0988693048616
ACH-000279,-0.08433370927860001
ACH-000280,-0.05156198475650001
ACH-000281,-0.0035682972250799996
ACH-000288,-0.0221443370191
ACH-000291,-0.153674034086
ACH-000293,0.0951480754779
ACH-000294,-0.132802434967
ACH-000295,-0.181465227883
ACH-000296,-0.190834309349
ACH-000302,-0.11227552136600001
ACH-000304,0.0780784266671
ACH-000307,-0.259096490671
ACH-000308,-0.10737747073899999
ACH-000310,-0.122784830996
ACH-000311,-0.120019595105
ACH-000312,0.0389431522586
ACH-000315,-0.27959970210900004
ACH-000316,-0.22559670062800002
ACH-000317,-0.0907686239773
ACH-000318,-0.132296151776
ACH-000319,-0.206215254205
ACH-000320,-0.0149325188411
ACH-000322,-0.011438253928700001
ACH-000323,-0.0769844350923
ACH-000324,0.040388546031699994
ACH-000329,-0.0745463537874
ACH-000330,-0.0007757908547629999
ACH-000331,-0.0781469332696
ACH-000332,-0.127550196468
ACH-000334,-0.09669441253910001
ACH-000335,-0.0935870516933
ACH-000336,0.0628816562888
ACH-000337,0.01215902551
ACH-000339,-0.16882202712699998
ACH-000341,0.0714745187998
ACH-000348,-0.0586162995269
ACH-000350,-0.0277477506746
ACH-000352,-0.06229039344619999
ACH-000356,-0.194577153298
ACH-000361,-0.210554098952
ACH-000362,-0.0792268296923
ACH-000363,0.0863936746724
ACH-000364,-0.132381085815
ACH-000365,-0.0351957336994
ACH-000366,-0.119803336527
ACH-000368,-0.048450895239199994
ACH-000374,-0.16773024621899998
ACH-000375,-0.00215548494167
ACH-000376,-0.0402891614483
ACH-000381,-0.124682435178
ACH-000383,-0.0784564539941
ACH-000387,-0.0914599745521
ACH-000389,0.011121031286799999
ACH-000390,-0.12854147344699998
ACH-000393,-0.30098518118400003
ACH-000395,-0.19266414835700002
ACH-000397,-0.117123941188
ACH-000401,0.009100344328049998
ACH-000402,-0.158564956877
