,PDS5A (23244)
ACH-000004,-0.31958479126999995
ACH-000007,-0.137404482583
ACH-000009,-0.13120644095
ACH-000011,-1.22813834491
ACH-000012,-0.21482126464499998
ACH-000013,-0.455752528023
ACH-000014,0.043669978561500004
ACH-000015,-0.283515600302
ACH-000017,0.04455475775500001
ACH-000018,-0.211908966858
ACH-000019,-0.48640706889300006
ACH-000021,-0.35611568949
ACH-000022,-0.302435417666
ACH-000025,-0.8794070153550001
ACH-000028,-0.29611984187199997
ACH-000030,-0.565441707517
ACH-000035,-0.33024755721099996
ACH-000036,-0.149180472689
ACH-000037,-0.45948873774899995
ACH-000039,0.0732854901215
ACH-000040,-0.662562024637
ACH-000041,-0.38300540295
ACH-000042,-0.412321574151
ACH-000045,-0.89802321059
ACH-000047,-0.619416008231
ACH-000052,0.08040391350939999
ACH-000053,-0.15022729168500001
ACH-000054,-0.281877600931
ACH-000055,-0.35978920289399996
ACH-000060,-1.0361500252299998
ACH-000067,-0.311907597423
ACH-000070,-0.443868505352
ACH-000075,-0.402148121696
ACH-000078,-0.095498383161
ACH-000082,-0.44830712096299996
ACH-000085,-0.307341136222
ACH-000086,-0.043900593316400005
ACH-000087,-0.78032196818
ACH-000092,-0.24885535558699998
ACH-000095,-0.274853631158
ACH-000097,-0.537171955864
ACH-000098,-0.6884142550679999
ACH-000099,-0.12291860622999999
ACH-000108,-0.39966832501500005
ACH-000113,-1.02012691425
ACH-000115,-0.445917877519
ACH-000116,-0.623836265277
ACH-000118,-0.561364069081
ACH-000120,-0.429133960708
ACH-000123,-1.0390518376
ACH-000127,-0.43724985941699995
ACH-000128,-0.409272124231
ACH-000132,-0.346598072977
ACH-000133,-0.702826815926
ACH-000137,-0.380419363693
ACH-000138,-0.05387834941880001
ACH-000142,-0.593261973945
ACH-000143,0.483145699537
ACH-000146,-0.326583246714
ACH-000148,-0.7970087963879999
ACH-000150,-0.7299957841570001
ACH-000152,-0.382589881651
ACH-000153,-0.7523132605230001
ACH-000159,-0.256000604114
ACH-000160,0.299555805842
ACH-000163,-0.21148767095899998
ACH-000167,0.24416258817400002
ACH-000168,-1.55750687491
ACH-000169,-0.566905276415
ACH-000178,-0.457300640436
ACH-000182,-0.15920268092700002
ACH-000183,-0.867435181815
ACH-000188,-0.699614531356
ACH-000189,-0.45904292495800003
ACH-000190,0.10980991947100001
ACH-000198,-0.910241808803
ACH-000204,-0.319594938178
ACH-000206,-0.556930384144
ACH-000207,0.030022840047
ACH-000211,-0.532264262084
ACH-000215,-0.361042279639
ACH-000221,-0.394209585177
ACH-000222,-0.7976337427920001
ACH-000223,-0.15970960740999998
ACH-000226,-0.255991389068
ACH-000227,-0.443065013631
ACH-000228,-0.416534429539
ACH-000231,-0.414960486254
ACH-000232,-0.640555172507
ACH-000233,-0.371456589354
ACH-000234,0.0102590436005
ACH-000235,-0.5883232389940001
ACH-000237,-0.350414818079
ACH-000238,-0.518949302431
ACH-000243,-0.138240991857
ACH-000244,-0.6716649170829999
ACH-000246,-0.466052448091
ACH-000248,-0.47751329482199995
ACH-000250,-0.585144891173
ACH-000251,-0.522230273302
ACH-000253,-0.203236756494
ACH-000255,-0.123760237301
ACH-000256,-0.6760096821179999
ACH-000257,-0.779663618596
ACH-000258,-0.522453513076
ACH-000259,-0.0552708827795
ACH-000260,-0.212006373365
ACH-000261,-0.550225783836
ACH-000262,-0.644344290042
ACH-000263,-0.0476127727731
ACH-000264,-0.685681008506
ACH-000265,-0.6889915373409999
ACH-000266,-0.298472033937
ACH-000272,-0.418220435642
ACH-000273,-0.47884937614699996
ACH-000274,-0.520095464526
ACH-000277,-0.288219643871
ACH-000278,-0.611004975694
ACH-000279,-0.472700565676
ACH-000280,-0.627261164879
ACH-000281,-0.808008986328
ACH-000288,-0.30574694831
ACH-000291,-0.23416667309300002
ACH-000293,-0.9569022365909999
ACH-000294,-0.566834425291
ACH-000295,-0.709109219893
ACH-000296,-0.690358011234
ACH-000302,-0.9113354724250001
ACH-000304,-0.885525390591
ACH-000307,-0.0476881612459
ACH-000308,-0.415957587061
ACH-000310,-0.39883135856799995
ACH-000311,-0.339871423105
ACH-000312,-0.456791058383
ACH-000315,-0.249295583463
ACH-000316,-0.7488123352480001
ACH-000317,-0.747417165522
ACH-000318,-0.771821604855
ACH-000319,-0.61178678051
ACH-000320,-0.634835290267
ACH-000322,-0.46847113550700004
ACH-000323,-0.826555556928
ACH-000324,-0.398691910345
ACH-000329,-0.41308772549199996
ACH-000330,-0.192852064214
ACH-000331,-0.162533402124
ACH-000332,0.117128708264
ACH-000334,-0.32985335904
ACH-000335,-0.327382503542
ACH-000336,-0.175043759802
ACH-000337,-0.38372971885799995
ACH-000339,-0.401895826705
ACH-000341,0.0228867370258
ACH-000348,-0.7613661783460001
ACH-000350,-0.09471013185560001
ACH-000352,-0.278761173061
ACH-000356,-0.728144380609
ACH-000361,-0.396223330826
ACH-000362,-1.22730436788
ACH-000363,-0.21557923911999996
ACH-000364,-0.43380764936099997
ACH-000365,-0.0915387399771
ACH-000366,-0.428542334098
ACH-000368,-0.9925202716220001
ACH-000374,0.0488478521798
ACH-000375,-0.391879636397
ACH-000376,-0.603237114966
ACH-000381,-0.219790252815
ACH-000383,-0.127382300899
ACH-000387,-0.38663742583000005
ACH-000389,-0.445651450478
ACH-000390,-0.481002643904
ACH-000393,-0.362274388157
ACH-000395,-0.176148809601
ACH-000397,-0.687051775183
ACH-000401,-0.9503756328569999
ACH-000402,0.257827691438
ACH-000403,-0.739583817558
ACH-000404,-1.2065287988200002
ACH-000406,-0.5638538905780001
ACH-000407,-0.655736184049
ACH-000408,-0.651507423379
ACH-000410,-0.224329542421
ACH-000411,-0.197775768848
ACH-000414,-0.572279901694
ACH-000415,-0.30248646428599996
ACH-000416,-0.15397501027899999
ACH-000420,-1.2199947039499999
ACH-000421,-0.568422582207
ACH-000424,-0.31474460569400003
ACH-000425,-0.6723474401899999
ACH-000426,-1.28606091572
ACH-000427,-0.048094343345800004
ACH-000433,-0.7448398179029999
ACH-000436,-0.8577899842929999
ACH-000444,-0.200751185749
ACH-000445,-0.583842627032
ACH-000448,-0.658154620541
ACH-000450,-1.1913329293200001
ACH-000452,-0.339470661563
ACH-000454,-0.364606661965
ACH-000458,-0.39188522446699997
ACH-000459,-0.644995280203
ACH-000460,-0.42516997273100005
ACH-000461,-0.26737049543200003
ACH-000463,-0.534095437348
ACH-000464,-0.367648969067
ACH-000466,-1.65572262583
ACH-000467,-0.247856514625
ACH-000468,-1.38538666473
ACH-000469,-0.5726497631790001
ACH-000470,-0.36510958641900004
ACH-000471,-0.224668030646
ACH-000472,-0.270256044912
ACH-000473,-0.12820407497199998
ACH-000475,-0.19239570892000002
ACH-000476,-0.6857065494750001
ACH-000477,-0.974469439428
ACH-000480,-0.522671831467
ACH-000481,-0.246135615777
ACH-000483,-0.49853472179700004
ACH-000484,-1.8241824051700002
ACH-000485,-0.289463341908
ACH-000486,-0.43535819720799995
ACH-000487,-0.821067144067
ACH-000488,-0.234207444595
ACH-000490,-0.516063714779
ACH-000491,-0.126927769015
ACH-000495,-0.460631788887
ACH-000496,0.251587490755
ACH-000499,-0.516961375072
ACH-000500,-0.0797874096502
ACH-000502,-0.504113589261
ACH-000503,-0.526188126791
ACH-000505,-0.680330277859
ACH-000507,-0.7111225067270001
ACH-000510,-0.43381349022200005
ACH-000511,-1.02314891799
ACH-000512,-0.33992182196000004
ACH-000516,-0.59744124408
ACH-000517,-0.544340351225
ACH-000518,-0.271725481609
ACH-000520,-0.35041226988799995
ACH-000521,-0.651944233554
ACH-000522,-0.38105170451
ACH-000524,-0.279423210321
ACH-000527,-0.806007841785
ACH-000528,-0.470301092412
ACH-000537,-0.7495221552789999
ACH-000541,0.155682122076
ACH-000542,-0.690017146946
ACH-000544,0.211559327434
ACH-000545,-0.228034364518
ACH-000547,-0.421976096991
ACH-000548,-0.7009279420260001
ACH-000549,-0.22205553463799999
ACH-000550,-0.411193828074
ACH-000552,-0.0561882495747
ACH-000556,-0.534657606614
ACH-000557,-1.3776774805899998
ACH-000570,-0.613406383991
ACH-000571,-0.5796307351810001
ACH-000573,-0.480077401612
ACH-000576,-0.14510263740999998
ACH-000580,-1.17304430834
ACH-000584,-0.454600781145
ACH-000585,0.0565968650299
ACH-000588,-0.492707461082
ACH-000589,-0.613040560834
ACH-000591,0.0449458019226
ACH-000593,0.025412165334900004
ACH-000600,-0.618795065846
ACH-000601,-0.41481441506399996
ACH-000604,-0.127607409911
ACH-000605,-0.306984417119
ACH-000606,-0.07301276781789999
ACH-000608,-0.307861037858
ACH-000614,-1.17225068661
ACH-000616,-0.728652316893
ACH-000618,-0.0784856640394
ACH-000619,-0.372290933587
ACH-000620,-0.658159238638
ACH-000621,-0.340768853657
ACH-000622,-0.137209240564
ACH-000623,-0.263741259911
ACH-000624,-0.35432789674599996
ACH-000627,-0.757424807744
ACH-000630,-0.899884831304
ACH-000632,-0.967905377677
ACH-000633,-0.498233851227
ACH-000637,-0.131575944415
ACH-000638,-0.603796180007
ACH-000646,-0.6361904056759999
ACH-000647,-0.37639080359800003
ACH-000648,0.0619243408952
ACH-000649,-0.55905993833
ACH-000651,-0.35149788278099997
ACH-000652,-0.14681219587000002
ACH-000653,-0.480802001464
ACH-000657,-0.349692670031
ACH-000658,-0.32670899849
ACH-000661,-0.9167838168770001
ACH-000662,0.20146221695799998
ACH-000663,0.181236971598
ACH-000665,-0.36546477828100005
ACH-000671,-0.106147107405
ACH-000673,-0.564662900707
ACH-000676,-0.620752187219
ACH-000677,-0.434886226017
ACH-000681,-0.651434969221
ACH-000682,-0.0276709183679
ACH-000683,-0.0607026144585
ACH-000684,-1.1212997877600002
ACH-000688,-0.564620138074
ACH-000693,-0.395288985787
ACH-000694,0.116982838946
ACH-000695,-0.231725208817
ACH-000696,-0.554470358532
ACH-000697,-0.05057145265219999
ACH-000699,-0.635627888284
ACH-000701,-0.5107742500460001
ACH-000706,-1.16904959093
ACH-000711,-0.532114002784
ACH-000713,-0.45616754546300003
ACH-000714,-0.607115136201
ACH-000718,-0.7262255775049999
ACH-000720,-0.491478043067
ACH-000721,-0.321773266751
ACH-000724,-0.708017685382
ACH-000725,-0.0496584053973
ACH-000732,-0.30470807014400003
ACH-000734,-0.64683954436
ACH-000735,-0.20600355862599998
ACH-000736,-0.35812290722900003
ACH-000738,-0.37573400864600004
ACH-000746,-0.619778964571
ACH-000747,-0.575541126797
ACH-000748,-0.33900613262699997
ACH-000753,-0.0195191041602
ACH-000756,-0.403401641077
ACH-000757,-0.14148427857
ACH-000758,-0.21596977804
ACH-000760,-0.0376374089866
ACH-000763,-0.594278688841
ACH-000764,-0.260479576438
ACH-000765,-0.404539624502
ACH-000766,-0.690953190354
ACH-000767,-0.340877155225
ACH-000768,-0.816008980315
ACH-000769,-0.446867430405
ACH-000770,-0.9310915016600001
ACH-000771,-0.202241724532
ACH-000773,-0.273468521604
ACH-000776,-0.468367094682
ACH-000777,-0.634780463414
ACH-000778,-0.20057504851
ACH-000781,-0.26888930797
ACH-000782,-0.46387878196599996
ACH-000783,-0.18925964207600002
ACH-000784,-0.430756649708
ACH-000785,-0.19883738184900002
ACH-000787,-0.41093325614
ACH-000788,-0.402144567981
ACH-000791,-0.423316513231
ACH-000792,-0.763086840277
ACH-000794,0.0411790668733
ACH-000796,-0.291022688876
ACH-000799,-0.125781295706
ACH-000800,-0.82830283791
ACH-000802,-0.473519934268
ACH-000804,-0.51987300408
ACH-000805,-1.25374538325
ACH-000809,-0.416088082639
ACH-000810,-1.03370582845
ACH-000811,-0.139587733184
ACH-000817,0.407298522954
ACH-000819,-0.275775271901
ACH-000820,-0.37261541146899996
ACH-000821,-0.538721560507
ACH-000822,-0.308306158495
ACH-000823,0.05752098310980001
ACH-000824,-0.510694466928
ACH-000827,-0.10025115890599999
ACH-000829,-0.38074131978299997
ACH-000831,-0.34887221733900003
ACH-000832,-0.38707242316699997
ACH-000833,-0.416846438482
ACH-000834,-0.382176058402
ACH-000835,-0.526894227051
ACH-000836,-0.253414441291
ACH-000837,-0.237374580987
ACH-000838,-0.430255360773
ACH-000839,-0.207503532755
ACH-000840,-1.55966459481
ACH-000841,-0.7513541074860001
ACH-000843,-0.6734938587129999
ACH-000846,-0.51231761829
ACH-000847,-0.407035193723
ACH-000848,-0.339991352204
ACH-000849,-0.222748033583
ACH-000851,-0.7886505993199999
ACH-000855,-0.214331355963
ACH-000856,-1.27619006253
ACH-000858,-0.35126113811899995
ACH-000859,-0.592583000884
ACH-000861,-0.571581959216
ACH-000862,-0.333744054326
ACH-000865,-0.282596339099
ACH-000866,-0.41368609935
ACH-000867,-0.7319693894789999
ACH-000869,-0.0850699062391
ACH-000872,-0.0899739894223
ACH-000873,-0.538575078996
ACH-000876,-0.8278721337
ACH-000878,-0.7909961303899999
ACH-000880,-0.5627126121630001
ACH-000881,-0.204916213223
ACH-000882,-0.41991899409
ACH-000884,-0.5520529705030001
ACH-000885,-0.476995869658
ACH-000887,-0.39713006181999994
ACH-000888,-0.525843796284
ACH-000889,-0.528121285771
ACH-000890,-0.34512142203100005
ACH-000896,-1.09492978018
