,PDS5A (23244)
ACH-000898,0.110912841591
ACH-000900,-0.54312653033
ACH-000901,-0.547004528004
ACH-000905,-0.700891300004
ACH-000906,-0.662996343107
ACH-000907,-0.46643230776999994
ACH-000910,-0.438549871418
ACH-000911,-1.25229379135
ACH-000912,-0.872068677739
ACH-000913,-0.32766806384799996
ACH-000915,-0.935753269156
ACH-000916,-0.49602517345200003
ACH-000917,-0.20687864197500003
ACH-000921,-0.7069683668179999
ACH-000924,-0.43016995533
ACH-000926,-0.5376267237919999
ACH-000928,-0.595802680102
ACH-000929,0.0556411753862
ACH-000932,-0.520406189236
ACH-000935,-0.778428918113
ACH-000936,-0.134357019924
ACH-000937,-0.46199561396600003
ACH-000938,-0.34783497113300005
ACH-000939,-0.0699183413139
ACH-000941,-0.0747099634556
ACH-000943,-0.37120388287600004
ACH-000946,-0.620567083993
ACH-000947,-1.05327744176
ACH-000948,-0.40498430216200004
ACH-000950,-0.419074038829
ACH-000953,-0.521756878114
ACH-000957,-0.610297776409
ACH-000958,-0.487031455698
ACH-000960,-0.44285629141599997
ACH-000963,-0.725898919859
ACH-000968,-0.165977250326
ACH-000969,-0.338112448451
ACH-000973,-0.40900085247
ACH-000974,-0.590573059631
ACH-000975,-0.727676786866
ACH-000976,-0.37727046453199997
ACH-000978,-1.50082862104
ACH-000980,-0.20068181762899998
ACH-000984,-0.181318613524
ACH-000986,0.0400150690056
ACH-000988,-0.7643808874420001
ACH-000993,-0.589566751547
ACH-000994,-0.278454587471
ACH-000996,-0.35244836506300004
ACH-001001,-0.155046114517
ACH-001020,-0.388351383036
ACH-001028,-0.167426559343
ACH-001031,-0.865962629612
ACH-001038,-0.785649448254
ACH-001048,-0.376015217508
ACH-001050,-0.69613508037
ACH-001053,-0.413770803746
ACH-001054,-0.282379055832
ACH-001061,-0.38716977372100003
ACH-001067,-0.775457978334
ACH-001075,0.137333218486
ACH-001096,-0.671549779664
ACH-001128,0.581483234521
ACH-001134,-0.376560474639
ACH-001151,-0.208395612075
ACH-001163,-0.525068082718
ACH-001164,-0.431031838354
ACH-001173,-0.35648140322
ACH-001183,-0.209897532252
ACH-001184,-0.743367522291
ACH-001190,-0.471966342689
ACH-001192,-0.414122229053
ACH-001193,0.0126629198952
ACH-001196,-0.26734481293
ACH-001197,-0.401660574265
ACH-001205,-0.7365486944149999
ACH-001211,-0.330292681125
ACH-001212,-1.15693130113
ACH-001228,-0.890254114081
ACH-001232,-0.257115581506
ACH-001239,-0.7922403848430001
ACH-001274,-0.687706926549
ACH-001275,-0.18217240729000003
ACH-001277,-0.414695558904
ACH-001278,-0.7641839508130001
ACH-001280,-0.24863287871
ACH-001283,-0.264373669602
ACH-001289,-0.622967112042
ACH-001295,-0.699912879196
ACH-001300,-0.753445564879
ACH-001301,-0.412737168934
ACH-001302,0.41002671717
ACH-001303,-0.451997472892
ACH-001306,-0.272115982363
ACH-001318,-0.122688446876
ACH-001322,-0.836351844004
ACH-001328,-0.26785285706
ACH-001332,-0.159428987869
ACH-001333,-0.6818778932009999
ACH-001336,-0.54791726461
ACH-001340,-1.06932909407
ACH-001346,-0.482869671663
ACH-001353,-0.8062539574400001
ACH-001354,-1.21110308402
ACH-001367,-0.495915985483
ACH-001368,-0.661354693821
ACH-001374,-0.163785828347
ACH-001375,-0.08442375403960001
ACH-001377,-0.6285529079659999
ACH-001380,-0.17508342845600003
ACH-001391,-0.050182120178899996
ACH-001407,-0.766534243031
ACH-001408,-0.355709712041
ACH-001413,-0.39192656645400004
ACH-001430,-0.0813844708068
ACH-001431,-0.750711255187
ACH-001450,-0.06604703361219999
ACH-001496,0.09686047670369999
ACH-001500,-0.679687078872
ACH-001521,-0.624930019257
ACH-001523,-0.521614845491
ACH-001532,-0.821048889384
ACH-001536,-0.213291210167
ACH-001550,0.248261252778
ACH-001552,-0.199578500225
ACH-001554,-0.63311661908
ACH-001645,-0.157784297595
ACH-001654,-0.42427430424400003
ACH-001715,-0.304620229571
ACH-001735,-0.261648404633
ACH-001736,-0.824351580792
ACH-001737,-1.3141182679899999
ACH-001740,-0.0700587444198
ACH-001745,-0.246977546301
ACH-001750,-0.6510835048899999
ACH-001765,-0.217278794631
ACH-001956,-0.192472892121
ACH-001957,-0.0646050812617
