,MUC5B (727897)
ACH-000004,-0.0367680388615
ACH-000007,-0.09326747642269999
ACH-000009,-0.24506773331099999
ACH-000011,-0.0773254983403
ACH-000012,-0.131704451467
ACH-000013,0.116458519876
ACH-000014,-0.0195802224729
ACH-000015,0.0583961245782
ACH-000017,0.00470283261426
ACH-000018,-0.31730789340599996
ACH-000019,-0.044914089963199996
ACH-000021,-0.096860982554
ACH-000022,-0.0931168654864
ACH-000025,-0.123733897413
ACH-000028,-0.08585567299039999
ACH-000030,-0.10457856214700001
ACH-000035,-0.0107619679788
ACH-000036,-0.42265553371500003
ACH-000037,-0.135699669336
ACH-000039,-0.28300654233399997
ACH-000040,-0.0206748008953
ACH-000041,-0.21837595728
ACH-000042,0.0113711775859
ACH-000045,0.0395095299046
ACH-000047,-0.060878826150599995
ACH-000052,0.0829859287136
ACH-000053,0.048879289010699996
ACH-000054,0.130866817633
ACH-000055,-0.12341641989299999
ACH-000060,0.00943610775101
ACH-000067,-0.116388241066
ACH-000070,-0.033229137064299995
ACH-000075,0.181633622895
ACH-000078,-0.0646555017417
ACH-000082,-0.0213789676135
ACH-000085,-0.07149240410260001
ACH-000086,-0.0496768080248
ACH-000087,-0.144074402705
ACH-000092,-0.0538522826516
ACH-000095,-0.166690803828
ACH-000097,-0.11614214949400001
ACH-000098,0.00802888150534
ACH-000099,-0.0539415977509
ACH-000108,0.0728075562544
ACH-000113,0.0344432416089
ACH-000115,-0.389396190105
ACH-000116,-0.149520187312
ACH-000118,0.104179729441
ACH-000120,0.0471234990542
ACH-000123,-0.10077182553200001
ACH-000127,-0.0371911799515
ACH-000128,-0.222724042217
ACH-000132,-0.205856656246
ACH-000133,-0.0377983010886
ACH-000137,0.011808372083700001
ACH-000138,0.0956873193305
ACH-000142,-0.22922643049400002
ACH-000143,-0.0182208564858
ACH-000146,0.0642602110727
ACH-000148,-0.15522565546800002
ACH-000150,0.0313513614931
ACH-000152,-0.0032050241299799997
ACH-000153,0.012487192666100001
ACH-000159,0.00153604073478
ACH-000160,-0.11612361668299999
ACH-000163,0.040955820609499996
ACH-000167,-0.139410370002
ACH-000168,0.142612679188
ACH-000169,-0.159323075403
ACH-000178,-0.11104855327600001
ACH-000182,0.0029554229154899994
ACH-000183,0.0141266526841
ACH-000188,-0.00336923759013
ACH-000189,0.238441226283
ACH-000190,-0.21765822804999999
ACH-000198,-0.06364029007090001
ACH-000204,-0.0186060856545
ACH-000206,-0.0704292403121
ACH-000207,-0.21689929948000003
ACH-000211,0.04656496440190001
ACH-000215,-0.172097880184
ACH-000221,-0.121936852007
ACH-000222,-0.035050152426499996
ACH-000223,0.07713728472310001
ACH-000226,-0.194130912441
ACH-000227,-0.20984306459899998
ACH-000228,-0.112520146022
ACH-000231,-0.0338202876116
ACH-000232,-0.169530832667
ACH-000233,-0.063394963215
ACH-000234,-0.0291643814238
ACH-000235,-0.0348731047756
ACH-000237,-0.074261584637
ACH-000238,-0.383908523454
ACH-000243,0.162527920789
ACH-000244,0.200585017388
ACH-000246,-0.053932757095800005
ACH-000248,0.04059240122669999
ACH-000250,-0.0805158572808
ACH-000251,0.121224757669
ACH-000253,-0.019924128780900004
ACH-000255,0.165312948132
ACH-000256,-0.234429606649
ACH-000257,-0.137840948423
ACH-000258,0.154860562066
ACH-000259,-0.0942687400227
ACH-000260,-0.164770941644
ACH-000261,-0.147228605702
ACH-000262,-0.296351255478
ACH-000263,-0.242814765507
ACH-000264,-0.186389348409
ACH-000265,0.197891126697
ACH-000266,-0.0415462218082
ACH-000272,0.047529468997900004
ACH-000273,-0.0501003623896
ACH-000274,-0.16161377048699999
ACH-000277,-0.126363703948
ACH-000278,-0.00773904375823
ACH-000279,-0.12374252793099999
ACH-000280,-0.13093954292
ACH-000281,-0.241591441068
ACH-000288,-0.135640897165
ACH-000291,-0.21199931721
ACH-000293,0.08199214370889998
ACH-000294,-0.207004377762
ACH-000295,-0.292163675869
ACH-000296,0.0651320501884
ACH-000302,-0.00177528543993
ACH-000304,0.0317744560154
ACH-000307,-0.228713483568
ACH-000308,-0.00435327136165
ACH-000310,-0.318881555202
ACH-000311,0.107293109741
ACH-000312,0.0345432271902
ACH-000315,-0.17953899467700002
ACH-000316,-0.439412855473
ACH-000317,0.22591080595
ACH-000318,-0.052176101316099996
ACH-000319,-0.233026020277
ACH-000320,-0.143140746176
ACH-000322,0.0489873620192
ACH-000323,-0.0578640115431
ACH-000324,-0.207977805605
ACH-000329,-0.100434304763
ACH-000330,-0.06162369210080001
ACH-000331,0.0666517279465
ACH-000332,-0.0393682674246
ACH-000334,-0.0674715148584
ACH-000335,-0.052047322044400005
ACH-000336,0.188293835183
ACH-000337,-0.04320995354690001
ACH-000339,0.029134890754299998
ACH-000341,-0.30471234388
ACH-000348,0.00700293651387
ACH-000350,0.0368146689555
ACH-000352,-0.054198557309
ACH-000356,-0.0618184593059
ACH-000361,0.08476207092319998
ACH-000362,0.0419807073269
ACH-000363,-0.0617582196186
ACH-000364,-0.217971434546
ACH-000365,-0.12231777689099999
ACH-000366,-0.304002924014
ACH-000368,-0.131296359253
ACH-000374,-0.041093035075
ACH-000375,0.060911470257699996
ACH-000376,-0.0151652399627
ACH-000381,-0.18507514460299998
ACH-000383,-0.12097176332599999
ACH-000387,-0.208234875666
ACH-000389,-0.21573708475499997
ACH-000390,0.0553741584217
ACH-000393,-0.33860875429799997
ACH-000395,-0.273766386045
ACH-000397,-0.28305180074299996
ACH-000401,-0.054475787621400006
ACH-000402,-0.131164950525
ACH-000403,-0.136992178343
ACH-000404,0.36447347231700006
ACH-000406,-0.08313324770880001
ACH-000407,0.033451095458299995
ACH-000408,0.057135818855
ACH-000410,0.0173483709808
ACH-000411,-0.0924921529558
ACH-000414,-0.0175662543512
ACH-000415,-0.117668485188
ACH-000416,-0.0009651792414030001
ACH-000420,-0.0173531753042
ACH-000421,-0.147466606579
ACH-000424,-0.0136756464095
ACH-000425,0.0667486005979
ACH-000426,-0.025750559781400003
ACH-000427,-0.270734114476
ACH-000433,0.11086451847
ACH-000436,-0.0741612038501
ACH-000444,-0.0657900155808
ACH-000445,-0.00306243562597
ACH-000448,0.010298850234799999
ACH-000450,0.0712542740499
ACH-000452,-0.179211434648
ACH-000454,-0.0900066512114
ACH-000458,-0.0266883039654
ACH-000459,0.0318591814688
ACH-000460,-0.058915458164400004
ACH-000461,-0.136895747447
ACH-000463,-0.234543327386
ACH-000464,0.0121381822028
ACH-000466,-0.403419367135
ACH-000467,0.0454446406054
ACH-000468,-0.0793837902407
ACH-000469,-0.0805604918154
ACH-000470,-0.119677976461
ACH-000471,-0.169286461099
ACH-000472,0.037844382889300004
ACH-000473,-0.0861965320538
ACH-000475,-0.13675607657
ACH-000476,-0.08235413973889999
ACH-000477,0.157312334172
ACH-000480,0.165814585144
ACH-000481,-0.252529901138
ACH-000483,0.033685330225400004
ACH-000484,-0.140431900712
ACH-000485,-0.005412032005160001
ACH-000486,-0.0785206582982
ACH-000487,0.139197545614
ACH-000488,-0.0164677474854
ACH-000490,-0.06211506882330001
ACH-000491,-0.08476645428349999
ACH-000495,-0.0604774257979
ACH-000496,-0.023289944335500003
ACH-000499,-0.0180683469513
ACH-000500,0.152691143039
ACH-000502,-0.048720493113599994
ACH-000503,0.134213836172
ACH-000505,-0.0382241801508
ACH-000507,-0.164626421957
ACH-000510,-0.0864882555269
ACH-000511,0.10362672696799999
ACH-000512,-0.10122627543
ACH-000516,0.04675505268519999
ACH-000517,-0.120099584388
ACH-000518,0.0083194088791
ACH-000520,-0.481058418509
ACH-000521,0.138591324081
ACH-000522,-0.11779925529400001
ACH-000524,-0.278312007071
ACH-000527,0.0335187825128
ACH-000528,-0.147888607317
ACH-000537,0.0244064722615
ACH-000541,0.04344012282219999
ACH-000542,-0.0130336493811
ACH-000544,-0.23734191485199999
ACH-000545,0.0168841303561
ACH-000547,-0.145032505463
ACH-000548,0.203628092007
ACH-000549,-0.0275259740788
ACH-000550,-0.0551110733928
