,NAP1L4 (4676)
ACH-000004,0.044098719205800004
ACH-000007,-0.185476395165
ACH-000009,-0.104421635525
ACH-000011,-0.41828933385300004
ACH-000012,-0.32281424446199997
ACH-000013,-0.313265371105
ACH-000014,-0.281855104937
ACH-000015,-0.06665172612369999
ACH-000017,-0.0961228762067
ACH-000018,-0.130566133674
ACH-000019,-0.504413764563
ACH-000021,-0.255484428706
ACH-000022,-0.06477300972740001
ACH-000025,-0.23801702523
ACH-000028,-0.322917237133
ACH-000030,-0.09495374631470001
ACH-000035,-0.350546797161
ACH-000036,-0.269763047649
ACH-000037,-0.140037188535
ACH-000039,-0.301519395232
ACH-000040,-0.330270227317
ACH-000041,-0.338558415556
ACH-000042,-0.390226051792
ACH-000045,-0.0848420815226
ACH-000047,-0.22596078540999998
ACH-000052,-0.264941680188
ACH-000053,-0.0740965522632
ACH-000054,-0.172695504967
ACH-000055,-0.14355283374299999
ACH-000060,-0.123087120514
ACH-000067,-0.19484613745700002
ACH-000070,-0.278561579083
ACH-000075,0.021605714648799998
ACH-000078,-0.45542968124899996
ACH-000082,-0.215883754188
ACH-000085,-0.16308011091299998
ACH-000086,-0.40145616840000004
ACH-000087,0.0193424008862
ACH-000092,-0.322888868705
ACH-000095,-0.205072525821
ACH-000097,-0.327818616107
ACH-000098,-0.24491077126400002
ACH-000099,-0.357907706843
ACH-000108,-0.322344247953
ACH-000113,-0.190443893651
ACH-000115,-0.140794693897
ACH-000116,-0.19245551155699997
ACH-000118,-0.0724688000068
ACH-000120,-0.30874851016800003
ACH-000123,-0.352090389817
ACH-000127,-0.27000212985399996
ACH-000128,-0.09201830014460001
ACH-000132,-0.09324397300000001
ACH-000133,-0.222268493132
ACH-000137,-0.384160832183
ACH-000138,-0.292401904815
ACH-000142,0.0122559411274
ACH-000143,-0.230873442352
ACH-000146,-0.030174111535099996
ACH-000148,-0.272198927357
ACH-000150,-0.152988619292
ACH-000152,-0.08538764192250001
ACH-000153,0.00393309062345
ACH-000159,-0.036267748040800005
ACH-000160,0.0922739190733
ACH-000163,-0.0489429602399
