,ATP6AP1L (92270)
ACH-000004,0.0887002518492
ACH-000007,0.227655019446
ACH-000009,0.12037899878200001
ACH-000011,-0.03762132019080001
ACH-000012,-0.0943408845043
ACH-000013,0.10607854381699999
ACH-000014,0.040275911775699995
ACH-000015,-0.24436411184
ACH-000017,0.063232032954
ACH-000018,-0.017589415101
ACH-000019,-0.11430864503100001
ACH-000021,-0.164422844184
ACH-000022,0.061307128238900006
ACH-000025,0.182791523789
ACH-000028,-0.036689664196000005
ACH-000030,-0.023976120132299997
ACH-000035,0.0026840307610599998
ACH-000036,-0.114004428175
ACH-000037,0.280280428441
ACH-000039,-0.0079366778242
ACH-000040,0.007706186065040001
ACH-000041,-0.0879729034635
ACH-000042,-0.17912891642099998
ACH-000045,-0.174016615432
ACH-000047,0.0829243331932
ACH-000052,-0.248120649829
ACH-000053,-0.156862550065
ACH-000054,0.00663045486644
ACH-000055,-0.015649437491600002
ACH-000060,0.107634933793
ACH-000067,-0.17455160966400002
ACH-000070,0.145858439441
ACH-000075,0.10386321159499999
ACH-000078,-0.206815752704
ACH-000082,-0.051656694463300006
ACH-000085,0.069989876144
ACH-000086,-0.10286448811599999
ACH-000087,-0.14821917680299998
ACH-000092,-0.0870562727716
ACH-000095,-0.012472927521799999
ACH-000097,-0.0314493974145
ACH-000098,-0.194859533119
ACH-000099,-0.0324728939304
ACH-000108,-0.0136266163194
ACH-000113,0.0510835426458
ACH-000115,0.157286624927
ACH-000116,-0.0980411027567
ACH-000118,-0.129523420836
ACH-000120,0.0999632763687
ACH-000123,-0.0947503196655
ACH-000127,-0.00512597472262
ACH-000128,-0.00997921038482
ACH-000132,-0.0766886875223
ACH-000133,0.050504411788
ACH-000137,-0.0352119201087
ACH-000138,-0.142388993265
ACH-000142,0.116101059474
ACH-000143,-0.0783541453095
ACH-000146,-0.0281750157584
ACH-000148,-0.024849432530799995
ACH-000150,0.081382999765
ACH-000152,0.041982925174099996
ACH-000153,-0.08927700078510001
ACH-000159,-0.158128637119
ACH-000160,-0.046523340961
ACH-000163,0.00909607751391
ACH-000167,0.13877918144600002
ACH-000168,-0.212811551105
ACH-000169,0.00631574247568
ACH-000178,0.0272785990897
ACH-000182,-0.11735628458599999
ACH-000183,-0.0798911518867
ACH-000188,-0.11541676669999999
ACH-000189,0.0015178996966099998
ACH-000190,-0.298362466296
ACH-000198,0.00652682450433
ACH-000204,-0.058850951434899997
ACH-000206,0.0991430526083
ACH-000207,0.0766420442338
ACH-000211,-0.027131758455199998
ACH-000215,-0.0461205783643
ACH-000221,0.143806168635
ACH-000222,-0.20055705788800002
ACH-000223,0.0793109817084
ACH-000226,-0.10492476077299999
ACH-000227,0.0403782514018
ACH-000228,-0.19455724432500002
ACH-000231,-0.178540398892
ACH-000232,-0.12474240187899999
ACH-000233,-0.0198256575968
ACH-000234,-0.0010138483239900001
ACH-000235,-0.0539186580382
ACH-000237,0.00218897333603
ACH-000238,0.0107576903551
ACH-000243,-0.0884435313666
ACH-000244,0.11905188752999998
ACH-000246,0.000309921461773
ACH-000248,0.14045128183
ACH-000250,0.0450422219051
ACH-000251,0.0028877793022500002
ACH-000253,0.0271543937469
ACH-000255,0.00787370319832
ACH-000256,-0.0177295752764
ACH-000257,-0.175383639758
ACH-000258,-0.165858515623
ACH-000259,-0.190590321881
ACH-000260,-0.09741030951810001
ACH-000261,-0.113786553266
ACH-000262,-0.039453040805699995
ACH-000263,-0.0337325694247
ACH-000264,-0.10243795204
ACH-000265,-0.0680387966857
ACH-000266,-0.17155492858399998
ACH-000272,-0.0242388714793
ACH-000273,-0.0350426224762
ACH-000274,-0.0443481117801
ACH-000277,0.101699934502
ACH-000278,-0.0921551797923
ACH-000279,-0.0232385010604
ACH-000280,0.008992049959770002
ACH-000281,0.104357084519
ACH-000288,-0.06805200718360001
ACH-000291,0.0341009448566
ACH-000293,-0.049380184551999995
ACH-000294,0.0422203619869
ACH-000295,-0.0793092106671
ACH-000296,0.23528118132
ACH-000302,0.040803937074800005
ACH-000304,0.169296588803
ACH-000307,0.0167537997314
ACH-000308,-0.0228317216362
ACH-000310,-0.11227607578299999
ACH-000311,-0.09053429220560001
ACH-000312,-0.194018869617
ACH-000315,-0.069230661903
ACH-000316,-0.050970075516999995
ACH-000317,0.016418217173399998
ACH-000318,0.0652860050411
ACH-000319,-0.218483366856
ACH-000320,0.140469654776
ACH-000322,-0.155992226092
ACH-000323,0.0311374851664
ACH-000324,0.0916943725053
ACH-000329,-0.056584306312999995
ACH-000330,0.098615155033
ACH-000331,-0.126435365883
ACH-000332,-0.048918128283599996
ACH-000334,0.11998476986500001
ACH-000335,-0.247213303252
ACH-000336,0.050693306223699997
ACH-000337,0.186885708019
ACH-000339,0.004262320133
ACH-000341,-0.0964001748508
ACH-000348,0.014859373308899998
ACH-000350,-0.08669129950930002
ACH-000352,0.0988450761815
ACH-000356,-0.084691084073
ACH-000361,-0.194191096649
ACH-000362,0.050417749410000004
ACH-000363,0.032553104521
ACH-000364,0.0417492208954
ACH-000365,0.04082368560480001
ACH-000366,-0.0395682444455
ACH-000368,-0.328374608605
ACH-000374,-0.0313113631469
ACH-000375,0.0530548690199
ACH-000376,-0.0276763257116
ACH-000381,0.0150258335919
ACH-000383,0.00752943206228
ACH-000387,0.0452361244498
ACH-000389,0.226476973673
ACH-000390,0.0528486873486
ACH-000393,-0.18337965274300003
ACH-000395,-0.105276514748
ACH-000397,0.0792509336087
ACH-000401,-0.00338681107087
ACH-000402,0.290110880033
ACH-000403,0.0661824818216
ACH-000404,0.304180270915
ACH-000406,-0.0405809912776
ACH-000407,-0.08097969228060001
ACH-000408,-0.06324702790140001
ACH-000410,-0.0483667696263
ACH-000411,0.0791053464194
ACH-000414,-0.0600983894326
ACH-000415,-0.0312630741265
ACH-000416,-0.046593218372
ACH-000420,0.07751905179539999
ACH-000421,0.00256449471714
ACH-000424,-0.16209794845699999
ACH-000425,-0.0266628488424
ACH-000426,0.12674902246300002
ACH-000427,-0.016734461794
ACH-000433,-0.0683090240593
ACH-000436,-0.27593054931899996
ACH-000444,-0.09854058102260001
ACH-000445,-0.0238727530803
ACH-000448,0.0216444941891
ACH-000450,0.242968755514
ACH-000452,0.054034235515
ACH-000454,-0.05923795455230001
ACH-000458,0.168812273848
ACH-000459,0.17196464589000002
ACH-000460,-0.039434507233300005
ACH-000461,-0.0523100899487
ACH-000463,-0.10208653566999999
ACH-000464,0.039432012965699995
ACH-000466,0.120087330309
ACH-000467,-0.130209880607
ACH-000468,-0.271552455173
ACH-000469,-0.0169610113192
ACH-000470,-0.0373179590925
ACH-000471,-0.0169855802418
ACH-000472,-0.0163112281724
ACH-000473,0.0576929490635
ACH-000475,0.0555576171622
ACH-000476,-0.14692032032
ACH-000477,0.0222140745701
ACH-000480,-0.013320011051399998
ACH-000481,0.0621001715695
ACH-000483,-0.301453617121
ACH-000484,-0.31121107161899997
ACH-000485,0.0216618147608
ACH-000486,0.025886951601499997
ACH-000487,0.027892112720499997
ACH-000488,-0.071925233865
ACH-000490,-0.006838442301910001
ACH-000491,-0.0911399400111
ACH-000495,-0.0933679879638
ACH-000496,-0.0009308476629719999
ACH-000499,-0.0441709764475
ACH-000500,-0.38251655011600005
ACH-000502,-0.0171733125158
ACH-000503,0.121046474853
