,SHC3 (53358)
ACH-000004,0.13863340568399998
ACH-000007,-0.08274430170699999
ACH-000009,-0.224967031095
ACH-000011,-0.0322764524706
ACH-000012,-0.0884559677645
ACH-000013,-0.0969612731126
ACH-000014,-0.0331112419122
ACH-000015,-0.143293068739
ACH-000017,0.0734449401694
ACH-000018,0.0139808635515
ACH-000019,-0.03980034896
ACH-000021,-0.112793795937
ACH-000022,-0.0595047431831
ACH-000025,-0.058709319425599996
ACH-000028,-0.010339981226799999
ACH-000030,-0.0539964791182
ACH-000035,-0.06672357956740001
ACH-000036,-0.014157403726299998
ACH-000037,-0.058661607582199994
ACH-000039,0.014555733242600002
ACH-000040,-0.11719948263499999
ACH-000041,-0.21262035091899997
ACH-000042,-0.0317713440784
ACH-000045,0.0845699651897
ACH-000047,-0.11270850459000001
ACH-000052,-0.06176836803500001
ACH-000053,-0.022874742549099998
ACH-000054,-0.102401718512
ACH-000055,0.022944574621
ACH-000060,-0.163395951001
ACH-000067,0.036190173426800004
ACH-000070,-0.13179790196399999
ACH-000075,-0.15752955179199998
ACH-000078,-0.205050994672
ACH-000082,-0.00159644700586
ACH-000085,-0.118534455678
ACH-000086,-0.00967763789415
ACH-000087,-0.206002894172
ACH-000092,0.038434432024300004
ACH-000095,0.006317673870229999
ACH-000097,-0.20803968384100002
ACH-000098,0.019543716144599998
ACH-000099,-0.136657501045
ACH-000108,-0.073386135824
ACH-000113,-0.024077187474799998
ACH-000115,-0.0361656836537
ACH-000116,0.0291517543639
ACH-000118,-0.0414943711804
ACH-000120,-0.0457685034143
ACH-000123,-0.12431413439099999
ACH-000127,-0.06874301412860001
ACH-000128,0.0066353814187299996
ACH-000132,-0.0971222934323
ACH-000133,-0.103816945277
ACH-000137,-0.0617831428797
ACH-000138,-0.0487623786893
ACH-000142,-0.025011318363799998
ACH-000143,-0.12362898137
ACH-000146,-0.136167698607
ACH-000148,-0.13466262679500002
ACH-000150,-0.08134658237489999
ACH-000152,-0.042089190478800005
ACH-000153,-0.07631655420660001
ACH-000159,-0.120236945851
ACH-000160,-0.012549559730200001
ACH-000163,-0.133431529622
ACH-000167,-0.0237762366642
ACH-000168,-0.00981704837575
ACH-000169,-0.0354920073402
