,PLGRKT (55848)
ACH-000004,-0.0209387589343
ACH-000007,0.374773882825
ACH-000009,0.219045571287
ACH-000011,0.221053318108
ACH-000012,0.0927398366375
ACH-000013,0.0695964068005
ACH-000014,0.284693923176
ACH-000015,0.172116445127
ACH-000017,0.224243131812
ACH-000018,0.202035443479
ACH-000019,0.10879235012599998
ACH-000021,0.0900854173832
ACH-000022,0.178272657917
ACH-000025,0.171715957622
ACH-000028,0.151801293751
ACH-000030,0.157267726958
ACH-000035,0.190933495453
ACH-000036,0.118577589989
ACH-000037,0.15923500023
ACH-000039,0.28149002156999997
ACH-000040,0.062911576484
ACH-000041,0.133681490017
ACH-000042,0.0916978540488
ACH-000045,0.313684004741
ACH-000047,0.150363231234
ACH-000052,0.286683001612
ACH-000053,0.14137828713300002
ACH-000054,0.142168531775
ACH-000055,0.141576418588
ACH-000060,0.148120243262
ACH-000067,0.154609268541
ACH-000070,0.0770867987071
ACH-000075,0.293364649518
ACH-000078,0.246212201094
ACH-000082,0.145740018135
ACH-000085,0.205036747863
ACH-000086,0.220138575753
ACH-000087,0.12302792113199999
ACH-000092,0.25030621898899996
ACH-000095,0.19840003716
ACH-000097,0.183216907797
ACH-000098,0.176251893431
ACH-000099,0.209507407955
ACH-000108,0.127887477848
ACH-000113,0.19440009912200001
ACH-000115,0.200118922971
ACH-000116,0.194407671873
ACH-000118,0.11557922204900001
ACH-000120,0.225700698158
ACH-000123,0.233966071083
ACH-000127,0.161403308734
ACH-000128,0.171224126875
ACH-000132,-0.0674875736164
ACH-000133,0.17834700157000002
ACH-000137,0.12446399058
ACH-000138,0.0393758005331
ACH-000142,0.139485897942
ACH-000143,0.128016502723
ACH-000146,0.20101284775800002
ACH-000148,0.234375274526
ACH-000150,0.17564479319499998
ACH-000152,0.247320174267
ACH-000153,0.388749485986
ACH-000159,0.144982625427
ACH-000160,-0.0194861207343
ACH-000163,0.245311129043
ACH-000167,-0.0567846403116
ACH-000168,0.183154554179
ACH-000169,0.102509451535
ACH-000178,0.34177701742899996
ACH-000182,0.151000363739
ACH-000183,0.204445000969
ACH-000188,0.33857916684600003
ACH-000189,0.157282257676
ACH-000190,0.14795393957800002
ACH-000198,0.0809597879477
ACH-000204,0.245341590733
ACH-000206,0.320912307705
ACH-000207,0.110924102138
ACH-000211,0.11889923417
ACH-000215,0.242761224062
ACH-000221,0.23296948993799999
ACH-000222,0.283521662736
ACH-000223,0.18251768241
ACH-000226,0.188712370261
ACH-000227,0.0770396414889
ACH-000228,0.132866587951
ACH-000231,0.277286744865
ACH-000232,0.25547378889600003
ACH-000233,0.188351118117
ACH-000234,0.21873377980300002
ACH-000235,0.08305212353239999
ACH-000237,0.20506851664
ACH-000238,0.262573945827
ACH-000243,0.029293519377200004
ACH-000244,0.320689898337
ACH-000246,0.09744408484089999
ACH-000248,0.242445577035
ACH-000250,0.165751315907
ACH-000251,0.202194063002
ACH-000253,0.12039027028799999
ACH-000255,0.15070752955800001
ACH-000256,0.230575514541
ACH-000257,0.22058856138099997
ACH-000258,0.0879506839
ACH-000259,0.08868416324999999
ACH-000260,0.09886703422250001
ACH-000261,0.10479324591
ACH-000262,0.162618131264
ACH-000263,0.056349736773199995
ACH-000264,0.171285274969
ACH-000265,0.0120564714411
ACH-000266,0.0809599286768
ACH-000272,0.026138442308900004
ACH-000273,0.137977697326
ACH-000274,0.0493803392392
ACH-000277,0.17039946598900002
ACH-000278,0.1688696121
ACH-000279,0.214888772077
ACH-000280,0.19971628436900002
ACH-000281,0.08933220431050001
ACH-000288,0.292348491119
ACH-000291,0.209262345185
ACH-000293,0.167094826701
ACH-000294,0.19110025967
ACH-000295,0.279183735313
ACH-000296,0.23138368470100001
ACH-000302,0.235855886425
ACH-000304,0.0715313355932
ACH-000307,0.178579723734
ACH-000308,0.09249261748950001
ACH-000310,0.139702773743
ACH-000311,0.151929806083
ACH-000312,0.07349554578760001
ACH-000315,-0.0663398584629
ACH-000316,0.321137885046
ACH-000317,0.272413475152
ACH-000318,0.10232244007099998
ACH-000319,0.273891354182
ACH-000320,-0.15971464298000002
ACH-000322,0.16352128168500002
ACH-000323,0.103107970836
ACH-000324,0.310723122919
ACH-000329,0.139692975128
ACH-000330,0.218019907493
ACH-000331,0.177082192462
ACH-000332,0.11905063556800001
ACH-000334,0.221990178312
ACH-000335,0.136428363841
ACH-000336,0.310153365801
ACH-000337,0.0100481490536
ACH-000339,0.145470851582
ACH-000341,-0.144875099375
ACH-000348,0.06478619257349999
ACH-000350,0.0680467432213
ACH-000352,-0.037809562656199995
ACH-000356,0.26591181856
ACH-000361,0.0870885977755
ACH-000362,0.163110420212
ACH-000363,0.143913520996
ACH-000364,0.24150931770300002
ACH-000365,0.13583587530400001
ACH-000366,0.0996054778358
ACH-000368,0.222137308519
ACH-000374,0.0924194934884
ACH-000375,0.0525453487804
ACH-000376,0.0797654043832
ACH-000381,0.0279012008036
ACH-000383,0.187523165298
