,NPNT (255743)
ACH-000004,-0.102465325276
ACH-000007,-0.241930372637
ACH-000009,-0.024923114811700002
ACH-000011,-0.038386623877500005
ACH-000012,0.0258751670762
ACH-000013,0.10198141879799999
ACH-000014,0.00376446436239
ACH-000015,-0.0966494738522
ACH-000017,0.022363177611599998
ACH-000018,-0.0811912292792
ACH-000019,-0.141438213646
ACH-000021,-0.19682132397799998
ACH-000022,-0.197467825074
ACH-000025,-0.197790847454
ACH-000028,0.0222622152116
ACH-000030,0.044739662396300006
ACH-000035,-0.0954503070525
ACH-000036,0.06358436265390001
ACH-000037,0.0199775796038
ACH-000039,-0.057156863037599995
ACH-000040,0.0919284788003
ACH-000041,-0.47198631671700003
ACH-000042,0.010637599968700001
ACH-000045,-0.0754235767833
ACH-000047,0.0208753089844
ACH-000052,0.08558877878910001
ACH-000053,0.0360668620456
ACH-000054,0.17598283168099998
ACH-000055,-0.031686800159900004
ACH-000060,-0.208902505011
ACH-000067,0.011175492771
ACH-000070,-0.20484774076200002
ACH-000075,0.00357363571404
ACH-000078,0.107200021407
ACH-000082,0.078297501608
ACH-000085,0.0881961538049
ACH-000086,-0.0294169808489
ACH-000087,0.0551529858148
ACH-000092,-0.0337675932901
ACH-000095,-0.006624373209890001
ACH-000097,0.134978335836
ACH-000098,-0.103116655209
ACH-000099,-0.012595103036
ACH-000108,-0.196760366403
ACH-000113,0.014502613803399999
ACH-000115,0.09984453682880001
ACH-000116,0.0374215195659
ACH-000118,0.144256897415
ACH-000120,-0.114868866479
ACH-000123,0.0380615360688
ACH-000127,0.04339223273850001
ACH-000128,0.0361870225959
ACH-000132,-0.030547272661799997
ACH-000133,-0.106008853247
ACH-000137,0.140995532693
ACH-000138,0.011104497680500001
ACH-000142,0.0139011174633
ACH-000143,-0.12744409632099998
ACH-000146,-0.00340428247324
ACH-000148,-0.00483748240087
ACH-000150,0.0913226620935
ACH-000152,-0.0625393188106
ACH-000153,-0.455719683128
ACH-000159,-0.117001805157
ACH-000160,0.06269098564690001
ACH-000163,0.00110581950825
ACH-000167,0.10221964566700001
ACH-000168,0.144770343414
ACH-000169,-0.015260714724900001
ACH-000178,0.0374824119301
ACH-000182,0.0738583970005
ACH-000183,-0.16536630535900002
ACH-000188,0.0064348525009600005
ACH-000189,0.169931928939
ACH-000190,-0.0318137334774
ACH-000198,0.0272627298819
ACH-000204,-0.08836937487600001
ACH-000206,-0.0357983850339
ACH-000207,-0.17160173486299998
ACH-000211,-0.0483350779214
ACH-000215,-0.11796312513
ACH-000221,-0.147087670911
ACH-000222,-0.101443021837
ACH-000223,-0.11408757559499999
ACH-000226,-0.0712656815788
ACH-000227,0.08331802808189999
ACH-000228,-0.10197283409800001
ACH-000231,0.131960451046
ACH-000232,-0.21208934255399997
ACH-000233,0.034746334800499996
ACH-000234,0.20128053943799998
ACH-000235,-0.00278116379328
ACH-000237,-0.041680049407099996
ACH-000238,0.0676145894351
ACH-000243,-0.05303494710440001
ACH-000244,-0.09750388102510002
ACH-000246,0.0650545545371
ACH-000248,0.0858218984462
ACH-000250,-0.008851219814870002
ACH-000251,-0.0666836911509
ACH-000253,0.0418124735522
ACH-000255,-0.023144309604199997
ACH-000256,0.09829569367480001
ACH-000257,0.0630293817266
ACH-000258,0.19287383482099998
ACH-000259,0.036340351381300005
ACH-000260,-0.029126641916099996
ACH-000261,-0.041423016819
ACH-000262,0.110402218564
ACH-000263,-0.40247821385300003
ACH-000264,-0.0798847309737
ACH-000265,-0.14954341621099998
ACH-000266,-0.0111956559713
ACH-000272,-0.0970804208912
ACH-000273,0.0164535093393
ACH-000274,-0.116753829682
ACH-000277,0.044730889166900004
ACH-000278,-0.00406902919767
ACH-000279,-0.14398868493
ACH-000280,0.0511997068285
ACH-000281,-0.0661919922578
ACH-000288,0.0775809116147
ACH-000291,-0.0473873365041
ACH-000293,0.102767824571
ACH-000294,0.114456501586
ACH-000295,0.0181100610924
ACH-000296,-0.0979278660843
ACH-000302,0.0459048566477
ACH-000304,-0.464545380427
ACH-000307,-0.0801894288457
ACH-000308,-0.0287600501499
ACH-000310,0.0864469851318
ACH-000311,-0.08054617489410001
ACH-000312,0.00692491128591
ACH-000315,-0.09043622260060001
ACH-000316,-0.137140050943
ACH-000317,-0.128019559117
ACH-000318,-0.0583277006532
ACH-000319,-0.0029483583307499998
ACH-000320,-0.0725604511618
ACH-000322,0.0737359887556
ACH-000323,-0.0146093550802
ACH-000324,0.151763523276
ACH-000329,0.026379480450400002
ACH-000330,-0.0544857392189
ACH-000331,0.01382857211
ACH-000332,0.042585448140599995
ACH-000334,0.0997977149192
ACH-000335,-0.0558445324474
ACH-000336,-0.037220916838599995
ACH-000337,-0.135088347198
ACH-000339,-0.05707220910540001
ACH-000341,-0.128442428804
ACH-000348,0.0611667391632
ACH-000350,0.19437071682799997
ACH-000352,-0.175151768292
ACH-000356,-0.011829037811399998
ACH-000361,-0.144195591598
ACH-000362,0.112415622093
ACH-000363,0.033780707082799996
ACH-000364,-0.155570178407
ACH-000365,0.022735029615500002
ACH-000366,-0.0919949810819
ACH-000368,0.0587271897377
ACH-000374,-0.10298105148
ACH-000375,-0.154802509602
ACH-000376,-0.17950069324
ACH-000381,-0.126932485893
ACH-000383,0.031065014594099997
ACH-000387,-0.0334262828665
ACH-000389,0.0433146546365
ACH-000390,-0.0852127159134
ACH-000393,-0.108622376285
ACH-000395,0.08206421238480001
ACH-000397,0.122664495907
ACH-000401,0.21285758232000002
ACH-000402,-0.285290912528
ACH-000403,0.164480816478
ACH-000404,-0.13686194242
ACH-000406,-0.00850630921859
ACH-000407,0.0514727316649
ACH-000408,-0.12695601807600002
ACH-000410,-0.0804733077943
ACH-000411,-0.0449233372259
ACH-000414,-0.00542140797528
ACH-000415,-0.125956974911
ACH-000416,-0.0326533816539
ACH-000420,-0.021388074643200004
ACH-000421,0.0405411458632
ACH-000424,0.07323152953489999
ACH-000425,-0.00604052554057
ACH-000426,0.180098762979
ACH-000427,-0.035040977747
ACH-000433,-0.0269944027697
ACH-000436,-0.0335652384231
ACH-000444,-0.241904245785
ACH-000445,-0.106362481523
ACH-000448,0.0624141591262
ACH-000450,0.0097326540822
ACH-000452,0.027983415367900003
ACH-000454,-0.112086799618
ACH-000458,0.07702011413439999
ACH-000459,0.25786053927200003
ACH-000460,-0.010802426736299999
ACH-000461,0.0412914110104
ACH-000463,0.180898880989
ACH-000464,0.0735170972606
ACH-000466,0.051095005384400004
ACH-000467,0.0427572315923
ACH-000468,-0.22276952454399998
ACH-000469,-0.0138429271989
ACH-000470,0.0954482029194
ACH-000471,-0.0180259535423
ACH-000472,-0.0319513737538
ACH-000473,0.0705211161976
ACH-000475,-0.10959115865800001
ACH-000476,0.00483383374762
ACH-000477,-0.164568071537
ACH-000480,0.0510622433698
ACH-000481,0.060090117305199996
ACH-000483,-0.057926613067800004
ACH-000484,-0.191343193936
ACH-000485,0.0109733087109
ACH-000486,0.0014512335681300002
ACH-000487,0.08411949898260002
ACH-000488,0.0471202491608
ACH-000490,-0.0606404076831
ACH-000491,-0.0784567203185
ACH-000495,-0.020878666773599997
ACH-000496,-0.0481137070514
ACH-000499,-0.0672830116088
ACH-000500,-0.560784016242
ACH-000502,0.01732606912
ACH-000503,0.209688231624
ACH-000505,-0.13439340920999998
ACH-000507,-0.0145836372063
ACH-000510,-0.233580520793
ACH-000511,0.0594572596896
ACH-000512,-0.216217354033
ACH-000516,-0.019759633938
ACH-000517,-0.00331535426951
ACH-000518,0.22376143601799997
ACH-000520,-0.243808949745
ACH-000521,-0.0192188403212
ACH-000522,0.0545243589662
ACH-000524,-0.0026245507507700002
ACH-000527,0.036675282783900004
ACH-000528,0.03738267368269999
ACH-000537,-0.22785226788600002
ACH-000541,0.012877984621899999
ACH-000542,-0.053618880499300005
ACH-000544,-0.104432911932
ACH-000545,0.16860146458
ACH-000547,-0.0186888688096
ACH-000548,-0.09039567451889999
ACH-000549,0.027485431192
ACH-000550,0.0803881329128
ACH-000552,0.08272897929760001
ACH-000556,0.0335789371984
ACH-000557,-0.031803006137
ACH-000570,-0.037077882597400004
ACH-000571,0.166716779142
ACH-000573,-0.0108781416413
ACH-000576,0.10275152981499999
ACH-000580,0.00910991914368
ACH-000584,0.0341248802717
ACH-000585,0.0244024832864
ACH-000588,0.0362129712944
ACH-000589,0.0442232888371
ACH-000591,0.10883244303400001
ACH-000593,0.143286512086
ACH-000600,-0.060475914427399996
ACH-000601,-0.0895178237827
ACH-000604,0.103446896556
ACH-000605,-0.060594186206
ACH-000606,-0.045460805713400006
ACH-000608,-0.0122694791336
