,LITAF (9516)
ACH-000004,0.0555430531379
ACH-000007,-0.0943972219529
ACH-000009,-0.0450966831515
ACH-000011,0.0153101276321
ACH-000012,-0.044870298264699994
ACH-000013,-0.137733482076
ACH-000014,-0.194502649237
ACH-000015,-0.21151664231199999
ACH-000017,-0.021743904402099997
ACH-000018,-0.150241486308
ACH-000019,-0.230488094523
ACH-000021,-0.21107368664099999
ACH-000022,-0.140128568813
ACH-000025,-0.13218290187999998
ACH-000028,-0.00819044485144
ACH-000030,0.09819468944010001
ACH-000035,-0.22619821584000002
ACH-000036,-0.0460600963179
ACH-000037,-0.143503089237
ACH-000039,-0.116339749375
ACH-000040,-0.0527495740128
ACH-000041,-0.086247617897
ACH-000042,0.0656353522471
ACH-000045,-0.00080610600438
ACH-000047,-0.082079667234
ACH-000052,0.327386427225
ACH-000053,-0.0702433805461
ACH-000054,0.020065603273400002
ACH-000055,0.07830115241610001
ACH-000060,0.14402576831299999
ACH-000067,-0.013552875572799999
ACH-000070,-0.03725649310180001
ACH-000075,-0.0862537464116
ACH-000078,0.0330995171911
ACH-000082,-0.236780376809
ACH-000085,0.10380127616599999
ACH-000086,-0.0238931962402
ACH-000087,-0.18396086373599999
ACH-000092,-0.0064564245997800005
ACH-000095,-0.184666632998
ACH-000097,-0.0713527381018
ACH-000098,-0.262973150065
ACH-000099,-0.007702827699760001
ACH-000108,0.128234250162
ACH-000113,-0.206087799969
ACH-000115,-0.104069341413
ACH-000116,-0.12136165991499999
ACH-000118,-0.0258842002055
ACH-000120,-0.0527198758072
ACH-000123,-0.0332908976617
ACH-000127,-0.106345613959
ACH-000128,0.341223219432
ACH-000132,-0.0600534552563
ACH-000133,0.0365220481596
ACH-000137,0.0138672084152
ACH-000138,-0.062689846994
ACH-000142,0.066206857302
ACH-000143,0.0009232831136830001
ACH-000146,-0.228724238217
ACH-000148,-0.117763113641
ACH-000150,-0.232211100713
ACH-000152,-0.019733743893799997
ACH-000153,0.10524962872600001
ACH-000159,-0.083998502631
ACH-000160,-0.0752495799578
ACH-000163,0.09552650193250001
ACH-000167,-0.405971144476
ACH-000168,-0.0290254057384
ACH-000169,0.04399441780780001
ACH-000178,0.043097621347699996
ACH-000182,-0.0743049696232
ACH-000183,-0.328330846154
ACH-000188,-0.0102577964675
ACH-000189,0.106543105875
ACH-000190,0.159119389326
ACH-000198,-0.19850390456099998
ACH-000204,-0.131249932457
ACH-000206,0.14915131590800002
ACH-000207,-0.00145456685493
ACH-000211,-0.0691494772591
ACH-000215,0.000943214443954
ACH-000221,-0.169283357664
ACH-000222,-0.0705958688318
ACH-000223,0.0243642269539
ACH-000226,0.039762560708300004
ACH-000227,-0.300057431978
ACH-000228,-0.000231898440557
ACH-000231,-0.0613281794417
ACH-000232,-0.0625688692289
ACH-000233,-0.0665302601108
ACH-000234,0.0665101416252
ACH-000235,-0.0420194213862
ACH-000237,-0.0629450647604
ACH-000238,0.0266656736865
ACH-000243,-0.046910698279099994
ACH-000244,0.046393789037
ACH-000246,0.0303883335072
ACH-000248,0.018586539912400002
ACH-000250,-0.07452683679889999
ACH-000251,0.160424688216
ACH-000253,0.0738009200046
ACH-000255,-0.032578362444700006
ACH-000256,-0.08534421485639998
ACH-000257,-0.399502405186
ACH-000258,-0.0787243612504
ACH-000259,0.0276672876008
ACH-000260,-0.060797505748399996
ACH-000261,0.339895239752
ACH-000262,-0.0656589793875
ACH-000263,-0.268389205896
ACH-000264,-0.156830558085
ACH-000265,-0.179269854607
ACH-000266,0.08050188449819999
ACH-000272,0.012508405318100001
ACH-000273,0.04431678838880001
ACH-000274,-0.00956111237817
ACH-000277,-0.136359888983
ACH-000278,-0.0185000312913
ACH-000279,-0.0921706316267
ACH-000280,-0.0927036090085
ACH-000281,0.0821689610212
ACH-000288,-0.06812960537690001
ACH-000291,-0.152336697482
ACH-000293,0.0752005003865
ACH-000294,-0.145156038938
