,FKBP1B (2281)
ACH-000004,0.121644501277
ACH-000007,0.22672734839400002
ACH-000009,0.08942795804220001
ACH-000011,0.09177086527660001
ACH-000012,0.148227237278
ACH-000013,0.09107882919669999
ACH-000014,0.120190970985
ACH-000015,0.116930478595
ACH-000017,0.20000249873
ACH-000018,0.05954245202240001
ACH-000019,0.0282416793615
ACH-000021,0.12724538738500002
ACH-000022,0.132547570001
ACH-000025,0.150182382054
ACH-000028,0.154491795
ACH-000030,0.0305507194685
ACH-000035,0.15734058390699998
ACH-000036,0.122381137268
ACH-000037,-0.00659978874007
ACH-000039,0.030380994153400002
ACH-000040,0.0706202059837
ACH-000041,0.0803929060912
ACH-000042,0.110555749914
ACH-000045,0.171482169711
ACH-000047,0.18199007909
ACH-000052,0.277273775253
ACH-000053,0.0367778298926
ACH-000054,0.117048276822
ACH-000055,0.156562808823
ACH-000060,0.11358679951400001
ACH-000067,0.12757821847200002
ACH-000070,0.257442060967
ACH-000075,0.007646453277189999
ACH-000078,0.144201109843
ACH-000082,0.157752880768
ACH-000085,-0.12121001876599999
ACH-000086,0.176422472344
ACH-000087,0.162343079679
ACH-000092,-0.034663041647300004
ACH-000095,0.0144189295684
ACH-000097,0.245656415583
ACH-000098,0.12612341947
ACH-000099,0.137188392404
ACH-000108,0.11372923617399999
ACH-000113,0.0928548208089
ACH-000115,-0.029163508559400003
ACH-000116,0.134724386854
ACH-000118,0.227844129078
ACH-000120,0.010021083084200001
ACH-000123,0.157760980867
ACH-000127,0.180621946756
ACH-000128,0.410457015819
ACH-000132,0.227227773829
ACH-000133,0.07496320316819999
ACH-000137,0.19334553485199998
ACH-000138,0.11752179075
ACH-000142,0.299064015894
ACH-000143,0.21827551494800002
ACH-000146,0.09853823286129999
ACH-000148,0.236854869829
ACH-000150,0.296561958079
ACH-000152,0.113638721388
ACH-000153,0.282383262817
ACH-000159,0.06749868788800001
ACH-000160,-0.000992838772392
ACH-000163,0.23653538648800002
ACH-000167,0.23504770327100002
ACH-000168,0.10043408089500001
ACH-000169,0.195647955077
ACH-000178,0.13014301430199998
ACH-000182,0.110127940426
ACH-000183,0.19285165230300003
ACH-000188,0.18412341309500002
ACH-000189,0.161797170656
ACH-000190,0.113841912234
ACH-000198,0.0826261140289
ACH-000204,0.350549965656
ACH-000206,0.07972193668589998
ACH-000207,0.328447007748
ACH-000211,0.0951804992506
ACH-000215,0.052194475094800005
ACH-000221,0.277739022987
ACH-000222,0.330073098409
ACH-000223,0.168166482857
ACH-000226,-0.0385367240907
ACH-000227,-0.14764647005
ACH-000228,0.0578277981144
ACH-000231,0.0593161842441
ACH-000232,0.09373273541430001
ACH-000233,0.0830981038127
ACH-000234,0.10408875092599999
ACH-000235,0.0179772378868
ACH-000237,0.121346697271
ACH-000238,0.217481809452
ACH-000243,0.081933364441
ACH-000244,0.0902782634002
ACH-000246,0.21977330861900002
ACH-000248,0.17576836571600002
ACH-000250,0.17378756688900002
ACH-000251,0.38667227902400003
ACH-000253,-0.005623228381810001
ACH-000255,0.212141454137
ACH-000256,0.200397487278
ACH-000257,0.33773529549000003
ACH-000258,0.185761032488
ACH-000259,0.0705809154204
ACH-000260,0.0796865305931
ACH-000261,0.0952333048996
ACH-000262,0.012166930723000001
ACH-000263,0.032393646801100004
ACH-000264,0.11454905969799999
ACH-000265,0.233935325359
ACH-000266,0.088371590044
ACH-000272,0.047472141264800004
ACH-000273,0.139204873947
ACH-000274,0.137839307485
ACH-000277,0.157941763628
ACH-000278,0.05220077452880001
ACH-000279,0.102108028455
ACH-000280,0.097346204191
ACH-000281,0.20842673560400002
ACH-000288,0.0662504286756
ACH-000291,0.21444707031399998
ACH-000293,0.380637573772
ACH-000294,0.0237406806868
