,C8G (733)
ACH-000004,-0.170937364915
ACH-000007,0.06188928094380001
ACH-000009,-0.249832345034
ACH-000011,-0.18595827569200002
ACH-000012,-0.24810783460799998
ACH-000013,-0.270945238239
ACH-000014,-0.16492718688400002
ACH-000015,-0.312485939754
ACH-000017,-0.0747486322046
ACH-000018,-0.309636170773
ACH-000019,-0.0795826217749
ACH-000021,-0.11913993748
ACH-000022,-0.248666442794
ACH-000025,-0.12350721859099999
ACH-000028,-0.118977979043
ACH-000030,-0.16315670923599998
ACH-000035,-0.227152510779
ACH-000036,-0.022560407678
ACH-000037,-0.0720671295381
ACH-000039,-0.274197508651
ACH-000040,-0.174402450675
ACH-000041,-0.320580312161
ACH-000042,-0.27532180708799997
ACH-000045,-0.223735507506
ACH-000047,0.0168000536634
ACH-000052,-0.23729957860800002
ACH-000053,-0.176738344067
ACH-000054,-0.145763241777
ACH-000055,-0.256042208385
ACH-000060,-0.265048740873
ACH-000067,-0.271379131094
ACH-000070,-0.137569130722
ACH-000075,0.0025525721779200003
ACH-000078,-0.5269985076179999
ACH-000082,0.054971386890199994
ACH-000085,-0.158169774816
ACH-000086,-0.283019229057
ACH-000087,-0.143644115441
ACH-000092,0.0137785275316
ACH-000095,-0.222919063362
ACH-000097,-0.0761089325336
ACH-000098,-0.00764311430024
ACH-000099,-0.405711980122
ACH-000108,-0.210209109029
ACH-000113,-0.181271247357
ACH-000115,-0.133476261268
ACH-000116,-0.25324477643000004
ACH-000118,-0.262506634731
ACH-000120,0.101004449651
ACH-000123,-0.262295842174
ACH-000127,-0.0768628623878
ACH-000128,-0.237187139419
ACH-000132,-0.292844795858
ACH-000133,-0.141110464114
ACH-000137,-0.149499781404
ACH-000138,-0.252420558001
ACH-000142,-0.0815743067232
ACH-000143,-0.09974973248999999
ACH-000146,-0.0445861624936
ACH-000148,-0.194360522683
ACH-000150,-0.13341842421800001
ACH-000152,-0.167195580874
ACH-000153,-0.0170673334064
ACH-000159,-0.323873744833
ACH-000160,-0.20794083717
ACH-000163,-0.18295413886700002
ACH-000167,-0.5782980502839999
ACH-000168,-0.006083648406359999
ACH-000169,-0.198953082511
ACH-000178,-0.272765230598
ACH-000182,-0.17835406324099998
ACH-000183,-0.274785915212
ACH-000188,-0.245168452921
ACH-000189,-0.455793863727
ACH-000190,-0.04315179453919999
ACH-000198,-0.10624944749
ACH-000204,-0.25888909440900004
ACH-000206,-0.09721494521749999
ACH-000207,-0.19605271659200002
ACH-000211,-0.15663474403799998
ACH-000215,-0.286043826839
ACH-000221,-0.12068274954000002
ACH-000222,-0.349221864406
ACH-000223,-0.181611412622
ACH-000226,-0.0675900697425
ACH-000227,-0.036703640017300004
ACH-000228,-0.319531803946
ACH-000231,-0.0344675818985
ACH-000232,-0.0826766125726
ACH-000233,-0.23992339742600002
ACH-000234,-0.268525355119
ACH-000235,-0.23050889580699999
ACH-000237,-0.214775398673
ACH-000238,-0.421183838389
ACH-000243,-0.17955525272199999
ACH-000244,-0.016604092446399998
ACH-000246,-0.183150577046
ACH-000248,-0.23024906771899997
ACH-000250,-0.330589288571
ACH-000251,-0.285666351662
ACH-000253,-0.277256035517
ACH-000255,-0.18524650709899998
ACH-000256,0.134126137334
ACH-000257,-0.0421967150304
ACH-000258,-0.224411130272
ACH-000259,-0.230372609194
ACH-000260,-0.388800610752
ACH-000261,-0.240200684496
ACH-000262,-0.29677184403
ACH-000263,-0.537889859054
ACH-000264,-0.28636497465
ACH-000265,-0.17517684098900002
ACH-000266,-0.294576044234
ACH-000272,-0.306736029034
ACH-000273,-0.301767610636
ACH-000274,-0.16256145290500001
ACH-000277,-0.37708151813699997
ACH-000278,-0.168572835351
ACH-000279,-0.114604166783
ACH-000280,-0.30582489197900004
ACH-000281,-0.263337082432
ACH-000288,-0.046584804186699996
ACH-000291,-0.344022476508
ACH-000293,-0.00587859520334
ACH-000294,-0.192176245332
ACH-000295,0.0495104996464
ACH-000296,-0.0572530212354
ACH-000302,-0.170727681299
ACH-000304,0.116558772674
ACH-000307,-0.271247645822
ACH-000308,-0.112447400692
ACH-000310,-0.23184741749499999
ACH-000311,-0.197510693178
ACH-000312,-0.384249923697
ACH-000315,-0.221525713038
ACH-000316,-0.288861090853
ACH-000317,-0.36898243062200003
ACH-000318,-0.12385630071499999
ACH-000319,-0.207522885795
ACH-000320,-0.403200975146
ACH-000322,-0.21478616876200002
ACH-000323,-0.34612647530900004
ACH-000324,-0.335358034816
ACH-000329,-0.249223437079
ACH-000330,-0.20647170847600002
ACH-000331,-0.0912871929352
ACH-000332,-0.326694836353
ACH-000334,-0.128239192453
ACH-000335,-0.0291007837263
ACH-000336,-0.291582298589
ACH-000337,-0.13392435543099998
ACH-000339,-0.187250383071
ACH-000341,-0.734544584571
ACH-000348,-0.30200049678
ACH-000350,-0.213761235645
ACH-000352,-0.110913399486
ACH-000356,0.08454126983850001
ACH-000361,0.00385280375571
ACH-000362,-0.178559955985
ACH-000363,-0.17215527416999998
ACH-000364,-0.105265991667
ACH-000365,-0.158689991478
ACH-000366,-0.252993128939
ACH-000368,-0.0597002971103
ACH-000374,-0.198246304098
ACH-000375,-0.0893829543299
ACH-000376,-0.17814019268800002
ACH-000381,-0.25922595203800003
ACH-000383,-0.260475455177
ACH-000387,-0.143434654829
ACH-000389,-0.126392172002
ACH-000390,-0.0357319859159
ACH-000393,-0.22836210978399998
ACH-000395,-0.277783088733
ACH-000397,-0.24436948694400001
ACH-000401,0.23783628495499998
ACH-000402,0.37387511722499994
ACH-000403,-0.153030080964
ACH-000404,0.06607201967019999
ACH-000406,-0.150015529834
ACH-000407,-0.12133451150699999
ACH-000408,-0.141417951691
ACH-000410,-0.336539329181
ACH-000411,-0.293000542223
ACH-000414,-0.263252817555
ACH-000415,-0.184569559494
ACH-000416,-0.14031371147299998
ACH-000420,-0.194864178636
ACH-000421,-0.17972282655900002
ACH-000424,-0.13669586164699998
ACH-000425,-0.156812648359
ACH-000426,-0.10456624225
ACH-000427,-0.471755095696
ACH-000433,-0.395909127085
ACH-000436,-0.360659373902
ACH-000444,-0.237266139564
ACH-000445,-0.270284993704
ACH-000448,-0.161719299796
ACH-000450,-0.23457100232500003
ACH-000452,-0.136250996399
ACH-000454,-0.17849946861
ACH-000458,-0.128788007989
ACH-000459,-0.15682936545
ACH-000460,-0.289483475723
ACH-000461,-0.337064658213
ACH-000463,-0.0630095550038
ACH-000464,-0.07005039775569999
ACH-000466,-0.437364681188
ACH-000467,-0.141613045591
ACH-000468,-0.151312810311
ACH-000469,-0.36692978668399995
ACH-000470,-0.213511427401
ACH-000471,-0.00877752925494
ACH-000472,-0.273873299329
ACH-000473,-0.320178632006
ACH-000475,-0.21514039355099998
ACH-000476,-0.38248881942699997
ACH-000477,-0.013186423526000001
ACH-000480,-0.16106477302799999
ACH-000481,-0.193525605719
ACH-000483,-0.0802397636425
ACH-000484,-0.153265599841
ACH-000485,-0.201833329097
ACH-000486,-0.244786835093
ACH-000487,-0.25373263384399997
ACH-000488,-0.20003388379700002
ACH-000490,-0.29926015608
ACH-000491,-0.141768965418
ACH-000495,-0.256035770995
ACH-000496,-0.31184638963100003
ACH-000499,-0.206859054144
ACH-000500,0.037094101329800004
ACH-000502,-0.168805727476
ACH-000503,-0.119987479463
ACH-000505,-0.146634190853
ACH-000507,-0.104335081363
ACH-000510,-0.10541123936699999
ACH-000511,-0.23797019843699999
ACH-000512,-0.0649015630103
ACH-000516,-0.08318424801049999
ACH-000517,-0.156608133883
ACH-000518,-0.22709162302299998
ACH-000520,-0.34919268619000005
ACH-000521,-0.311181467852
ACH-000522,-0.025772907842900004
ACH-000524,-0.0817250407753
ACH-000527,-0.056674283062300004
ACH-000528,-0.18035229837699998
ACH-000537,-0.184974426315
ACH-000541,-0.315207882659
ACH-000542,-0.150539998027
ACH-000544,0.0384388811808
ACH-000545,-0.313633928126
ACH-000547,-0.246624557861
ACH-000548,-0.10143767783299999
ACH-000549,-0.11551402379899998
ACH-000550,-0.250882630175
ACH-000552,-0.140923199726
ACH-000556,-0.10105468676200001
ACH-000557,-0.239152687945
ACH-000570,-0.22452378578999999
ACH-000571,-0.377238991227
ACH-000573,-0.0406671568054
ACH-000576,-0.226262074375
ACH-000580,-0.124528196723
ACH-000584,-0.27223035248599997
ACH-000585,-0.08843731215389998
ACH-000588,-0.192321361627
ACH-000589,-0.19766270872400002
ACH-000591,-0.451611991647
ACH-000593,-0.19176278869199997
ACH-000600,-0.00240273310848
ACH-000601,-0.198376006414
ACH-000604,-0.19038527430100002
ACH-000605,-0.225787197755
ACH-000606,-0.0644497038691
ACH-000608,-0.203204345183
ACH-000614,0.0937385605582
ACH-000616,-0.09685232162280001
ACH-000618,-0.140032335905
ACH-000619,-0.699911992834
ACH-000620,-0.11649533783800001
ACH-000621,-0.199029392996
ACH-000622,-0.364530287014
ACH-000623,0.00868848575309
ACH-000624,-0.166367136166
ACH-000627,-0.32058495871
ACH-000630,-0.0863228571813
ACH-000632,0.004777936293979999
ACH-000633,-0.33908295198399996
ACH-000637,-0.36581806224299995
ACH-000638,-0.214889506449
ACH-000646,-0.122362875769
ACH-000647,-0.278722617983
ACH-000648,-0.13709091660999997
ACH-000649,-0.182728030017
ACH-000651,-0.0458575523654
ACH-000652,-0.47881276541100004
ACH-000653,-0.10301369632000001
ACH-000657,-0.192610706448
ACH-000658,-0.38121728838200003
ACH-000661,-0.160654207299
ACH-000662,-0.150945817993
ACH-000663,-0.06239940119969999
ACH-000665,-0.20556498911899998
ACH-000671,-0.121983673904
ACH-000673,-0.206712005236
ACH-000676,-0.218802295849
ACH-000677,-0.0490748820158
ACH-000681,-0.258500370215
ACH-000682,-0.227514572731
ACH-000683,-0.265355499718
ACH-000684,-0.239379928889
