,TNRC6C (57690)
ACH-000004,-0.16948899345600002
ACH-000007,0.034817423255
ACH-000009,-0.023578898435499998
ACH-000011,-0.00430287164166
ACH-000012,-0.145331184413
ACH-000013,-0.0415097735706
ACH-000014,-0.058613645588100005
ACH-000015,-0.0470878533431
ACH-000017,-0.0042843033701600005
ACH-000018,-0.175748641639
ACH-000019,-0.017826847413599998
ACH-000021,-0.0811138835653
ACH-000022,-0.120934934281
ACH-000025,0.11062775736
ACH-000028,0.05757025857419999
ACH-000030,-0.0100191584934
ACH-000035,-0.196012792753
ACH-000036,-0.21152561894299998
ACH-000037,-0.209674904173
ACH-000039,0.130654124406
ACH-000040,0.0284982739569
ACH-000041,-0.104110377873
ACH-000042,-0.167176144212
ACH-000045,-0.0070913995733400004
ACH-000047,0.0893027561177
ACH-000052,-0.221729899545
ACH-000053,-0.315719864651
ACH-000054,0.09517111504
ACH-000055,-0.0339331339304
ACH-000060,0.0302163210318
ACH-000067,-0.04505094119940001
ACH-000070,-0.132401976432
ACH-000075,-0.122068218732
ACH-000078,-0.101607531386
ACH-000082,-0.09791608719650001
ACH-000085,-0.0927622128674
ACH-000086,-0.00749488072726
ACH-000087,0.125469889842
ACH-000092,0.12286278468900001
ACH-000095,0.00026942248006299994
ACH-000097,-0.000996443883562
ACH-000098,-0.08788619136339999
ACH-000099,-0.042558611656300004
ACH-000108,-0.12863623377699998
ACH-000113,-0.049464582479
ACH-000115,0.301554222891
ACH-000116,0.00166659341522
ACH-000118,-0.09417997461100001
ACH-000120,-0.174679563601
ACH-000123,0.0921829327365
ACH-000127,-0.26011268965900003
ACH-000128,0.014993225160100002
ACH-000132,-0.034617846142599995
ACH-000133,-0.031928932609799995
ACH-000137,-0.027044956520500003
ACH-000138,-0.08986035625189999
ACH-000142,-0.345025254959
ACH-000143,0.238130875724
ACH-000146,0.148416009517
ACH-000148,-0.0731534414273
ACH-000150,-0.218770583973
ACH-000152,-0.280280656403
ACH-000153,-0.209028977442
ACH-000159,0.061353442829
ACH-000160,-0.0608760633536
ACH-000163,-0.130522561281
ACH-000167,-0.546775690154
ACH-000168,-0.253621112473
ACH-000169,-0.119689434974
ACH-000178,-5.56062921984e-05
ACH-000182,-0.166373534862
ACH-000183,-0.105106176795
ACH-000188,-0.18780450674600002
ACH-000189,0.06728139309100001
ACH-000190,0.0812963266005
ACH-000198,-0.0754330231123
ACH-000204,-0.00938768866075
ACH-000206,-0.374369582539
ACH-000207,-0.621258418493
ACH-000211,-0.17555110742
ACH-000215,-0.088772343147
ACH-000221,0.119745789683
ACH-000222,-0.00679492483996
ACH-000223,-0.10286947421499999
ACH-000226,0.000948479547233
ACH-000227,-0.156583596887
ACH-000228,-0.0632734782426
ACH-000231,-0.139326796523
ACH-000232,0.037643501799199994
ACH-000233,-0.0435404568755
ACH-000234,-0.028309434277499997
ACH-000235,-0.0913872083824
ACH-000237,0.05977031231840001
ACH-000238,-0.22656789509599998
ACH-000243,-0.13420370972
ACH-000244,-0.0328409699113
ACH-000246,-0.133755344059
ACH-000248,-0.319662627606
ACH-000250,-0.142050682192
ACH-000251,-0.282562471105
ACH-000253,-0.24252340186299998
ACH-000255,-0.09431269257480002
ACH-000256,-0.24100175638399998
ACH-000257,0.047729595307
ACH-000258,-0.11724684614499999
ACH-000259,-0.16808637924000003
ACH-000260,0.030817222615299997
ACH-000261,-0.148288128652
ACH-000262,-0.0347307691171
ACH-000263,-0.0857008173463
ACH-000264,-0.341725051441
ACH-000265,-0.0559567622442
ACH-000266,-0.0972199755507
ACH-000272,-0.07736722675360001
ACH-000273,-0.086375645161
ACH-000274,-0.22322399012
ACH-000277,0.142405029114
ACH-000278,0.00943985295182
ACH-000279,-0.138638305313
ACH-000280,-0.288245515593
ACH-000281,-0.20222805030699997
ACH-000288,-0.210576847023
ACH-000291,0.0146583314946
ACH-000293,0.196747560888
ACH-000294,0.032488868497
ACH-000295,-0.100562270278
ACH-000296,-0.022207438478900002
ACH-000302,-0.11179500637499999
ACH-000304,0.043647267781600003
ACH-000307,-0.054941328602900005
ACH-000308,-0.021150302891000002
ACH-000310,-0.284251304965
ACH-000311,-0.10909473109300001
ACH-000312,-0.011249228040200001
ACH-000315,-0.22952268009399998
ACH-000316,0.13090578576300002
ACH-000317,0.0988072015144
ACH-000318,-0.0480025889199
ACH-000319,-0.011564175076
ACH-000320,0.004086706178340001
ACH-000322,-0.133947572871
ACH-000323,-0.45444653675200003
ACH-000324,0.034564235087
ACH-000329,-0.028385425372799998
ACH-000330,0.020331272054700002
ACH-000331,-0.0032976415016499998
ACH-000332,-0.034404304285800005
ACH-000334,0.130407685292
ACH-000335,-0.029529301842999997
ACH-000336,-0.0034420002180200002
ACH-000337,-0.47718326039399994
ACH-000339,-0.09025041047560001
ACH-000341,0.150781713722
ACH-000348,-0.147502708063
ACH-000350,0.128050201202
ACH-000352,-0.14429579411
ACH-000356,0.064038477858
ACH-000361,-0.270672236954
ACH-000362,0.0217123688622
ACH-000363,-0.28786943861
ACH-000364,0.13443190806500002
ACH-000365,-0.23430308847
ACH-000366,-0.09303750872130001
ACH-000368,0.0494435298637
ACH-000374,-0.21892405888799998
ACH-000375,-0.0778020785273
ACH-000376,-0.0466753926681
ACH-000381,-0.18850817433400002
ACH-000383,-0.08563913190400001
ACH-000387,-0.208444457304
ACH-000389,0.193622558553
ACH-000390,0.11524577307
ACH-000393,0.025197259891
ACH-000395,-0.0910319703321
ACH-000397,-0.0395112173006
ACH-000401,-0.274338570981
ACH-000402,-0.10844121308900001
ACH-000403,-0.07847377392030001
ACH-000404,-0.159646003048
ACH-000406,0.0499631292783
ACH-000407,-0.223058735312
ACH-000408,0.0327206151119
ACH-000410,-0.0229249066212
ACH-000411,-0.115880298084
ACH-000414,0.0405011324301
ACH-000415,-0.214074750925
ACH-000416,-0.0860074657945
ACH-000420,0.0170834142361
ACH-000421,-0.0285975665067
ACH-000424,-0.295266549344
ACH-000425,-0.06752766960300001
ACH-000426,0.200245434861
ACH-000427,0.0192529604038
ACH-000433,-0.142084230654
ACH-000436,-0.0801136166404
ACH-000444,-0.07118597309710001
ACH-000445,0.167725241372
ACH-000448,-0.0466404067642
ACH-000450,-0.254454591085
ACH-000452,-0.20545599848299997
ACH-000454,0.36755555410400004
ACH-000458,-0.22865227269900001
ACH-000459,-0.17332350386
