,ECHDC2 (55268)
ACH-000004,-0.243577287773
ACH-000007,-0.116950909508
ACH-000009,-0.163376559862
ACH-000011,-0.0910793847427
ACH-000012,-0.247060849785
ACH-000013,-0.24571513479600002
ACH-000014,-0.161298166249
ACH-000015,-0.146588266381
ACH-000017,-0.209905048077
ACH-000018,-0.254961187656
ACH-000019,-0.21112806183
ACH-000021,-0.0116851387191
ACH-000022,-0.0544600794055
ACH-000025,-0.000616214328987
ACH-000028,-0.249141063416
ACH-000030,-0.150456458291
ACH-000035,-0.383210119292
ACH-000036,-0.185460451429
ACH-000037,0.0035833477670400003
ACH-000039,-0.0767847070247
ACH-000040,-0.015015385087500001
ACH-000041,-0.13759956914899998
ACH-000042,-0.038659414742400006
ACH-000045,0.0479874252176
ACH-000047,-0.0137737289477
ACH-000052,-0.40374846141500004
ACH-000053,-0.154890145063
ACH-000054,-0.0997917850935
ACH-000055,-0.20028893927299998
ACH-000060,-0.308994567652
ACH-000067,-0.167558104015
ACH-000070,0.029391881858799998
ACH-000075,-0.214836354806
ACH-000078,-0.09997182371860001
ACH-000082,-0.201746932341
ACH-000085,-0.126580181248
ACH-000086,-0.197361740764
ACH-000087,-0.0630997464271
ACH-000092,-0.269070606657
ACH-000095,-0.09990229254289999
ACH-000097,-0.0897094683453
ACH-000098,-0.254632245519
ACH-000099,-0.00447787210537
ACH-000108,0.0830028569882
ACH-000113,-0.08891560467080001
ACH-000115,0.020967164442200002
ACH-000116,-0.047305097715300004
ACH-000118,-0.118075431491
ACH-000120,0.029995524511099998
ACH-000123,-0.14433514875700001
ACH-000127,-0.192422309241
ACH-000128,-0.033057001094999997
ACH-000132,-0.196008385372
ACH-000133,-0.028144094946
ACH-000137,-0.291429293196
ACH-000138,-0.0465616984836
ACH-000142,-0.151052809573
ACH-000143,-0.316909806873
ACH-000146,-0.0514863058556
ACH-000148,-0.216348143929
ACH-000150,-0.262272824125
ACH-000152,-0.504681677131
ACH-000153,-0.345512826698
ACH-000159,-0.178437779582
ACH-000160,-0.14609530733599999
ACH-000163,-0.25967080085099997
ACH-000167,-0.0916511440138
ACH-000168,0.0551265548795
ACH-000169,-0.0424926977463
ACH-000178,-0.12923578644300002
ACH-000182,0.0433686352618
ACH-000183,-0.489199879344
ACH-000188,-0.103795784757
ACH-000189,-0.54333519693
ACH-000190,-0.25991910967099996
ACH-000198,-0.0762092855594
ACH-000204,-0.313931967181
ACH-000206,-0.124450817015
ACH-000207,-0.457797259256
ACH-000211,-0.058842232622100005
ACH-000215,-0.191826286781
ACH-000221,-0.180489845595
ACH-000222,-0.303544192264
ACH-000223,-0.158489460279
ACH-000226,-0.197624616523
ACH-000227,-0.186614529661
ACH-000228,-0.22199830331999998
ACH-000231,-0.070956817975
ACH-000232,-0.201713212334
ACH-000233,-0.203984428678
ACH-000234,-0.256607609746
ACH-000235,-0.138405398754
ACH-000237,-0.0481101688338
ACH-000238,-0.107962399042
ACH-000243,-0.097093088042
ACH-000244,0.0802348160892
ACH-000246,-0.251875540819
ACH-000248,-0.303232385484
ACH-000250,-0.191847124354
ACH-000251,-0.196220760639
ACH-000253,-0.0403756485233
ACH-000255,-0.246295179104
ACH-000256,-0.054908637532599995
ACH-000257,-0.0789775564351
ACH-000258,-0.314252384993
ACH-000259,-0.09503684832329999
ACH-000260,-0.0792418374809
ACH-000261,-0.105084478482
ACH-000262,-0.39935887087399996
ACH-000263,-0.393801360311
ACH-000264,-0.20373995619600002
ACH-000265,-0.122386105452
ACH-000266,0.011856459876000001
ACH-000272,-0.37349832849
ACH-000273,-0.05570921966569999
ACH-000274,-0.246040522516
ACH-000277,-1.45941216423e-07
ACH-000278,-0.058998419091999994
ACH-000279,-0.218249256417
ACH-000280,0.11266243265
ACH-000281,-0.0438925693388
ACH-000288,-0.172432133175
ACH-000291,-0.20875750326099998
ACH-000293,-0.0819124093227
ACH-000294,0.04146332779
ACH-000295,-0.49658383918000004
ACH-000296,-0.173210221451
ACH-000302,-0.19873716093899998
ACH-000304,0.09661172949310001
ACH-000307,-0.044796198383900004
ACH-000308,-0.051492850443400004
ACH-000310,0.0520357687297
ACH-000311,-0.16747570827400002
ACH-000312,-0.30290907392599997
ACH-000315,0.130734967743
ACH-000316,-0.239031536133
ACH-000317,-0.301567731996
ACH-000318,-0.214204950255
ACH-000319,-0.167472329128
ACH-000320,-0.313172715547
ACH-000322,-0.148972507833
ACH-000323,-0.265942912271
ACH-000324,-0.160364794445
ACH-000329,-0.19945435588500002
ACH-000330,-0.35216040427
ACH-000331,-0.04720291551130001
ACH-000332,-0.222506151988
ACH-000334,-0.327072319128
ACH-000335,-0.0888097605353
ACH-000336,-0.252354062082
ACH-000337,-0.11350381721
ACH-000339,0.009821722717370002
ACH-000341,-0.300040768055
ACH-000348,-0.254030512566
ACH-000350,-0.121540547151
ACH-000352,0.0146295555954
ACH-000356,-0.24947546355900002
ACH-000361,-0.166514466512
ACH-000362,-0.182678808646
ACH-000363,-0.199087116048
ACH-000364,-0.213588644963
ACH-000365,-0.141836429997
ACH-000366,-0.252612044605
ACH-000368,-0.41283421238799994
ACH-000374,-0.00554052450196
ACH-000375,-0.20452655211399998
ACH-000376,-0.07136244988589999
ACH-000381,-0.234120725625
ACH-000383,-0.17565736326099998
ACH-000387,-0.139475820469
ACH-000389,-0.302956909795
ACH-000390,-0.23816257062100002
ACH-000393,-0.38565360581600006
ACH-000395,-0.00912639925069
ACH-000397,-0.20093762376200003
ACH-000401,-0.43859418453500004
ACH-000402,-0.257125344326
ACH-000403,-0.13639323822799998
ACH-000404,0.107753116827
ACH-000406,-0.131972243569
ACH-000407,-0.357656226619
ACH-000408,0.08810658550889999
ACH-000410,-0.223243344664
ACH-000411,-0.08477838041710001
ACH-000414,0.0621214654165
ACH-000415,-0.200890399666
ACH-000416,-0.0506524969509
ACH-000420,-0.20818028557999999
ACH-000421,0.032151369570200004
ACH-000424,-0.540249007253
ACH-000425,-0.157894680357
ACH-000426,0.14801566965500002
ACH-000427,-0.014574256459899999
ACH-000433,0.11470164099300001
ACH-000436,0.027310801829400003
ACH-000444,-0.0748405388039
ACH-000445,-0.09315480084439999
ACH-000448,-0.103987596914
ACH-000450,-0.165407821197
ACH-000452,-0.13406253211400002
ACH-000454,-0.374877688624
ACH-000458,0.124996007807
ACH-000459,-0.0158398053735
ACH-000460,-0.126052720433
ACH-000461,-0.06982664179560001
ACH-000463,-0.115806506748
ACH-000464,-0.0719314142662
ACH-000466,0.0215394367001
ACH-000467,0.047154118055099996
ACH-000468,-0.200731957587
ACH-000469,-0.322484161739
ACH-000470,0.0771930278075
ACH-000471,-0.09291727255789999
ACH-000472,-0.163118682302
ACH-000473,-0.224402945271
ACH-000475,-0.148680127439
ACH-000476,-0.253175535451
ACH-000477,-0.103244832708
ACH-000480,-0.0225959714016
ACH-000481,-0.259661680934
ACH-000483,-0.0186080545885
ACH-000484,-0.162067328485
ACH-000485,-0.211050294423
ACH-000486,-0.223943454414
ACH-000487,-0.137271975942
ACH-000488,-0.164102041072
ACH-000490,-0.330656705224
ACH-000491,-0.11962286232899999
ACH-000495,-0.225800906523
ACH-000496,-0.0330689967405
ACH-000499,-0.203112054191
ACH-000500,0.453761623236
