,DONSON (29980)
ACH-000665,-1.7897963933099996
ACH-000671,-1.6947824135299998
ACH-000673,-1.7026834693000001
ACH-000676,-1.5531779510600001
ACH-000677,-1.9197777518
ACH-000681,-2.14182508344
ACH-000682,-1.74435339143
ACH-000683,-1.9200878658099998
ACH-000684,-1.6283081153499999
ACH-000688,-2.00534767592
ACH-000693,-1.8211342488
ACH-000694,-1.9086631426599998
ACH-000695,-1.8811621526700002
ACH-000696,-1.79780838262
ACH-000697,-1.7415125297599998
ACH-000699,-2.27792626969
ACH-000701,-2.27768958005
ACH-000706,-1.8576566560299999
ACH-000711,-1.71490027739
ACH-000713,-1.49395752776
ACH-000714,-1.95128600341
ACH-000718,-2.06471675945
ACH-000720,-1.9343734549200002
ACH-000721,-2.0055971658400003
ACH-000724,-2.7277132463599996
ACH-000725,-2.3883336103
ACH-000732,-1.7196152870200003
ACH-000734,-1.96577866698
ACH-000735,-1.8084287507199999
ACH-000736,-1.8919252652400003
ACH-000738,-1.7050785052500002
ACH-000746,-1.8414563541599998
ACH-000747,-1.73386968343
ACH-000748,-1.92755109215
ACH-000753,-1.7229780651900002
ACH-000756,-1.74884890665
ACH-000757,-1.72972988414
ACH-000758,-1.55734871759
ACH-000760,-1.76309414842
ACH-000763,-1.8501615573400003
ACH-000764,-1.37225921338
ACH-000765,-1.45328964651
ACH-000766,-1.8789074819299998
ACH-000767,-2.28369764151
ACH-000768,-1.67553825789
ACH-000769,-1.8454182776499999
ACH-000770,-1.99501768727
ACH-000771,-1.84275838595
ACH-000773,-1.94109032646
ACH-000776,-1.83043654213
ACH-000777,-1.8051250199000002
ACH-000778,-2.8712212402599997
ACH-000781,-1.70948894274
ACH-000782,-1.7522762159
ACH-000783,-1.94366949907
ACH-000784,-1.81510191455
ACH-000785,-2.12368998568
ACH-000787,-1.8501788879499999
ACH-000788,-1.8785739680900002
ACH-000791,-1.8784761428999999
ACH-000792,-1.80896201689
ACH-000794,-1.7866521247299998
ACH-000796,-1.7540404948599997
ACH-000799,-1.54314271169
ACH-000800,-1.9877652828599999
ACH-000802,-2.06576177771
ACH-000804,-1.7985776019400002
ACH-000805,-1.74568111058
ACH-000809,-1.7511977891900004
ACH-000810,-1.4507925119299998
ACH-000811,-1.9857765297599999
ACH-000817,-1.4215859981799999
ACH-000819,-1.68646646984
ACH-000820,-1.51505988581
ACH-000821,-2.4219762016
ACH-000822,-2.2734607265599998
ACH-000823,-1.72925874105
ACH-000824,-2.16337853321
ACH-000827,-1.5570080310799999
ACH-000829,-1.9096015012
ACH-000831,-1.6585825301100001
ACH-000832,-1.45769641757
ACH-000833,-2.08700849974
ACH-000834,-1.70371853025
ACH-000835,-1.7593053019599998
ACH-000836,-1.92797560182
ACH-000837,-1.79334424655
ACH-000838,-1.94828940789
ACH-000839,-1.77944774937
ACH-000840,-1.7466877793
ACH-000841,-1.9532905273199999
ACH-000843,-1.8354793941099998
ACH-000846,-1.22270779165
ACH-000847,-1.5699625057299997
ACH-000848,-1.7611437946000001
ACH-000849,-1.3096808019700001
ACH-000851,-1.63539303175
ACH-000855,-1.8535242644099998
ACH-000856,-2.00805332181
ACH-000858,-1.7907069174099999
ACH-000859,-1.76494803127
ACH-000861,-1.8050361684599998
ACH-000862,-1.78072887768
ACH-000865,-1.84792147064
ACH-000866,-1.82037670901
ACH-000867,-1.96189048705
ACH-000869,-1.7375411073599998
ACH-000872,-1.41297282222
ACH-000873,-1.5079593454
ACH-000876,-2.14100882064
ACH-000878,-1.8954872756299999
ACH-000880,-1.86697530835
ACH-000881,-1.8468152566799998
ACH-000882,-1.76431560152
ACH-000884,-1.8651726416999999
ACH-000885,-1.8761624439400002
ACH-000887,-1.77475265994
ACH-000888,-2.02905435906
ACH-000889,-1.9123210358900002
ACH-000890,-1.8828382235099999
ACH-000896,-1.5874076826899999
ACH-000898,-2.11629946013
ACH-000900,-1.8491765251900003
ACH-000901,-1.9440106946900002
ACH-000905,-1.66285319007
ACH-000906,-1.9580292742200003
ACH-000907,-1.4525617092899998
ACH-000910,-1.8852278896999999
ACH-000911,-1.7352456104
ACH-000912,-1.7125432321399998
ACH-000913,-1.7295014198599996
ACH-000915,-1.88619567613
ACH-000916,-1.4977552901700002
ACH-000917,-1.70640112684
ACH-000921,-1.5729999170200002
ACH-000924,-1.56978914038
ACH-000926,-2.2018056415
ACH-000928,-1.6764327126299998
ACH-000929,-1.77476044648
ACH-000932,-1.7857940526
ACH-000935,-1.44950437197
ACH-000936,-1.63680123176
ACH-000937,-2.10942785132
ACH-000938,-1.77464719197
ACH-000939,-2.3397306148099997
ACH-000941,-2.07056948448
ACH-000943,-1.69007548611
ACH-000946,-1.7443232583200001
ACH-000947,-1.9732486485099998
ACH-000948,-1.93405041868
ACH-000950,-1.6769616779299998
ACH-000953,-2.03830955173
ACH-000957,-1.63849712378
ACH-000958,-2.1893787833099996
ACH-000960,-2.19395077595
ACH-000963,-2.52286058699
ACH-000968,-1.6001379119799999
ACH-000969,-1.8915973438
ACH-000973,-1.8503307101599997
ACH-000974,-1.6551873834399997
ACH-000975,-1.73392347013
ACH-000976,-1.6497509999999997
ACH-000978,-2.3720482830700003
ACH-000980,-2.06942206746
ACH-000984,-1.7488293958400003
ACH-000986,-1.7432207742400003
ACH-000988,-1.65172332208
ACH-000993,-2.03642765304
ACH-000994,-2.0224337878400003
ACH-000996,-1.62481409389
ACH-001001,-1.95038569301
ACH-001020,-1.99356637088
ACH-001028,-1.9555069804400003
ACH-001031,-1.8640407953099998
ACH-001038,-1.8446621017099998
ACH-001048,-1.6762245331999999
ACH-001050,-1.4367824329799999
ACH-001053,-1.8017608391599997
ACH-001054,-1.73246150102
ACH-001061,-1.4562826438299998
ACH-001067,-1.8310676319299999
ACH-001075,-1.65672336515
ACH-001096,-2.09497062536
ACH-001128,-2.04629768078
ACH-001134,-1.8491720344999998
ACH-001151,-1.93317879536
ACH-001163,-1.61271379488
ACH-001164,-1.77907112729
ACH-001173,-1.71184067364
ACH-001183,-1.28668026412
ACH-001184,-2.01859939523
ACH-001190,-1.30470700759
ACH-001192,-2.01888518974
ACH-001193,-1.4033892634399998
ACH-001196,-1.4039011796
ACH-001197,-2.02957105144
ACH-001205,-1.50965007733
ACH-001211,-1.81271294724
ACH-001212,-1.60016268175
ACH-001228,-1.65863034914
ACH-001232,-1.6257681417899998
ACH-001239,-1.9298991831299999
ACH-001274,-1.79408276307
ACH-001275,-1.5078569827500001
ACH-001277,-1.52035796692
ACH-001278,-1.82174312227
ACH-001280,-2.32792137664
ACH-001283,-1.77399937562
ACH-001289,-2.0156193923099996
ACH-001295,-1.74071925567
ACH-001300,-1.81282879057
ACH-001301,-1.63136749554
ACH-001302,-1.80324769215
ACH-001303,-1.92308745593
ACH-001306,-1.44566175935
ACH-001318,-1.62712089082
ACH-001322,-1.50843717449
ACH-001328,-1.5826412948700002
ACH-001332,-1.39095331259
ACH-001333,-1.94414237161
ACH-001336,-1.54403878484
ACH-001340,-1.8678412816299999
ACH-001346,-1.9493975391099998
ACH-001353,-1.9910768129599998
ACH-001354,-1.7242068178299998
ACH-001367,-1.6434279734700001
ACH-001368,-1.8708446508400003
ACH-001374,-1.50321301996
ACH-001375,-1.7390997008700002
ACH-001377,-1.98731370212
ACH-001380,-1.8164423233200002
ACH-001391,-2.15171886033
ACH-001407,-1.67023943345
ACH-001408,-1.87896643453
ACH-001413,-1.6803581870500002
ACH-001430,-1.5232973977700002
ACH-001431,-1.74873705375
ACH-001450,-1.7455329448599997
ACH-001496,-1.90385703026
ACH-001500,-1.73763873507
ACH-001521,-1.6408225412900002
ACH-001523,-1.9239973182299999
ACH-001532,-1.9853731080500001
ACH-001536,-1.9357811973299999
ACH-001550,-2.35878308378
ACH-001552,-1.63511207326
ACH-001554,-2.06672919718
ACH-001645,-1.67316230115
ACH-001654,-1.8745699429
ACH-001715,-1.4441584475100002
ACH-001735,-1.89131559525
ACH-001736,-1.89687573254
ACH-001737,-1.19418199823
ACH-001740,-1.8627549045099998
ACH-001745,-1.8348439957499998
ACH-001750,-1.5856332245200002
ACH-001765,-1.82405059278
ACH-001956,-1.8473599416799997
ACH-001957,-1.6941402766299998
