,GYPA (2993)
ACH-000550,-0.268926181545
ACH-000552,-0.00028719826566699997
ACH-000556,-0.06021572874580001
ACH-000557,-0.18034154109900002
ACH-000570,-0.129621410412
ACH-000571,-0.0476659932705
ACH-000573,-0.067581708927
ACH-000576,0.0159719754876
ACH-000580,-0.0145095898123
ACH-000584,-0.219704611114
ACH-000585,-0.106888381161
ACH-000588,-0.161737724142
ACH-000589,-0.201080168764
ACH-000591,-0.10557410224300001
ACH-000593,-0.184722390471
ACH-000600,-0.184043368193
ACH-000601,-0.196867085086
ACH-000604,-0.147787677273
ACH-000605,-0.20665509008000002
ACH-000606,-0.035026464044
ACH-000608,-0.138048880244
ACH-000614,-0.11019775499399999
ACH-000616,-0.24197631483100002
ACH-000618,-0.119979014981
ACH-000619,-0.190827899465
ACH-000620,-0.170905586562
ACH-000621,-0.114690182184
ACH-000622,-0.08332589688469999
ACH-000623,-0.054033333277900004
ACH-000624,0.10544479810599999
ACH-000627,-0.227390163048
ACH-000630,-0.15062566957499998
ACH-000632,-0.0513328035089
ACH-000633,-0.0833712917122
ACH-000637,-0.10732290917300001
ACH-000638,-0.09039509010989999
ACH-000646,-0.272257383923
ACH-000647,-0.185150681661
ACH-000648,-0.12965062733899999
ACH-000649,-0.221002607269
ACH-000651,0.00787649296661
ACH-000652,0.0985005574602
ACH-000653,-0.0782906478177
ACH-000657,-0.0458826861432
ACH-000658,-0.026000382740700004
ACH-000661,-0.41254829037699997
ACH-000662,0.0071725239156499995
ACH-000663,-0.0211826875288
ACH-000665,-0.0648263566936
ACH-000671,-0.127078774666
ACH-000673,-0.139639935493
ACH-000676,-0.12622960580999998
ACH-000677,-0.216153661195
ACH-000681,-0.251681709951
ACH-000682,-0.0757711174122
ACH-000683,-0.206148500211
ACH-000684,-0.152983290913
ACH-000688,-0.0487692940234
ACH-000693,-0.09169553430260001
ACH-000694,-0.178160297874
ACH-000695,-0.18325995263
ACH-000696,-0.07766693697
ACH-000697,-0.290251185074
ACH-000699,-0.118218403083
ACH-000701,-0.148967832438
ACH-000706,-0.00647154797182
ACH-000711,-0.09408365778370001
ACH-000713,-0.192780251934
ACH-000714,-0.072718516044
ACH-000718,-0.015647621020299998
ACH-000720,-0.125896732822
ACH-000721,-0.0633011726132
ACH-000724,0.0335109075426
ACH-000725,0.0119826917316
ACH-000732,0.0122928191588
ACH-000734,-0.121214307024
ACH-000735,-0.0180972650162
ACH-000736,-0.269963826074
ACH-000738,-0.133470914311
ACH-000746,-0.0751871918677
ACH-000747,-0.184323706468
ACH-000748,-0.13661619886499998
ACH-000753,-0.0783388070338
ACH-000756,-0.259092911213
ACH-000757,-0.245700011364
ACH-000758,-0.042066214565199996
ACH-000760,-0.127064097898
ACH-000763,-0.192645414976
ACH-000764,-0.21280145751200003
ACH-000765,-0.150812283663
ACH-000766,-0.23491842608600003
ACH-000767,-0.122024169068
ACH-000768,0.13475143626
ACH-000769,-0.0704032037711
ACH-000770,-0.0588215860563
ACH-000771,-0.121292787728
ACH-000773,-0.144405989188
ACH-000776,-0.0178507975402
ACH-000777,-0.0940140279933
ACH-000778,-0.0273479632732
ACH-000781,-0.204620578907
ACH-000782,0.146459459331
ACH-000783,0.00961921357227
ACH-000784,-0.107491699864
ACH-000785,-0.220261331531
ACH-000787,0.00378764401118
ACH-000788,-0.125739279392
ACH-000791,-0.0833714603922
ACH-000792,-0.232445279865
ACH-000794,-0.154288546967
ACH-000796,-0.233101675661
ACH-000799,-0.16105190737800001
ACH-000800,0.0467629745465
ACH-000802,-0.074158097989
ACH-000804,0.0188130645891
ACH-000805,0.0497025380448
ACH-000809,-0.0633247872277
ACH-000810,-0.0088936957043
ACH-000811,0.0493849366941
ACH-000817,0.174040609584
ACH-000819,-0.126684851734
ACH-000820,-0.111706189387
ACH-000821,0.0942715929353
ACH-000822,-0.030969498956299996
ACH-000823,-0.160446439763
ACH-000824,-0.19022186612599998
ACH-000827,-0.06905256778510001
ACH-000829,-0.159881502605
ACH-000831,-0.0809465264708
ACH-000832,-0.19948637743500003
ACH-000833,-0.0764530737158
ACH-000834,-0.09534294895019998
ACH-000835,-0.191187619964
ACH-000836,-0.248311436878
ACH-000837,-0.186699109408
ACH-000838,-0.139024796092
ACH-000839,-0.022911503913199998
ACH-000840,0.261398297994
ACH-000841,-0.12549939484
ACH-000843,-0.0307953641373
ACH-000846,0.018293842421900002
ACH-000847,-0.164151760296
ACH-000848,-0.04610998637969999
ACH-000849,-0.169569775947
ACH-000851,-0.09041016911949999
ACH-000855,-0.40296018338100004
ACH-000856,-0.104408812481
ACH-000858,-0.0846165408578
ACH-000859,-0.10839313140000001
ACH-000861,-0.0265762528603
ACH-000862,-0.05510789193440001
ACH-000865,-0.105644827223
ACH-000866,0.00707991695407
ACH-000867,-0.079675543635
ACH-000869,-0.111163013988
ACH-000872,-0.10414052597300001
ACH-000873,-0.111611332169
ACH-000876,-0.10437231622300001
ACH-000878,-0.224594828904
ACH-000880,0.0286434655751
ACH-000881,-0.0748780553103
ACH-000882,-0.044831919331599995
ACH-000884,-0.046411836874599995
ACH-000885,-0.026658371798099996
ACH-000887,-0.116629331085
ACH-000888,-0.103953707971
ACH-000889,-0.044192123335699995
ACH-000890,-0.133561171216
ACH-000896,-0.18901084604
ACH-000898,-0.127761866689
ACH-000900,-0.277766907529
ACH-000901,-0.14462061783299998
ACH-000905,-0.152042544157
ACH-000906,-0.10838624842700001
ACH-000907,-0.133927558049
ACH-000910,-0.119600353457
ACH-000911,0.045624776774300005
ACH-000912,0.027102718248
ACH-000913,0.0020910562574400003
ACH-000915,-0.0742948799669
ACH-000916,-0.0982768993781
ACH-000917,-0.0383340530431
ACH-000921,-0.0561179201767
ACH-000924,-0.158251813514
ACH-000926,-0.116359253703
ACH-000928,-0.021335024267700002
ACH-000929,-0.102795815527
ACH-000932,-0.0650758049837
ACH-000935,-0.009312904887209998
ACH-000936,0.013243979808200001
ACH-000937,0.08127889777969999
ACH-000938,0.0784511983179
ACH-000939,0.0564351142636
ACH-000941,-0.0273006523625
ACH-000943,-0.0134712936656
ACH-000946,0.172992951839
ACH-000947,0.0779638024087
ACH-000948,0.056696273052699996
ACH-000950,0.0360146936445
ACH-000953,0.0515663116672
ACH-000957,-0.13358065867900001
ACH-000958,0.251649329915
ACH-000960,-0.0850319263517
ACH-000963,0.046921973148
ACH-000968,-0.0142220557463
ACH-000969,0.369922225564
ACH-000973,-0.0664539941668
ACH-000974,0.13742370445399998
ACH-000975,-0.034292188673799996
ACH-000976,-0.0774695048429
ACH-000978,0.020057523672599997
ACH-000980,-0.0571880662445
ACH-000984,-0.0466625058296
ACH-000986,-0.06604533326430001
ACH-000988,-0.121325814324
ACH-000993,-0.137309422899
ACH-000994,-0.171775708299
ACH-000996,-0.213363779765
ACH-001001,-0.0383219002858
ACH-001020,-0.08475884908220001
ACH-001028,-0.16721907857999999
ACH-001031,-0.0210441994635
ACH-001038,-0.25551196906
ACH-001048,-0.17657594806899998
ACH-001050,-0.096683330567
ACH-001053,-0.0802658061787
ACH-001054,-0.18979230333799998
ACH-001061,0.019234794289
ACH-001067,-0.128259058654
ACH-001075,-0.038756453491699996
ACH-001096,-0.138508905049
ACH-001128,-0.0583967979226
ACH-001134,-0.211034652994
ACH-001151,-0.139049995684
ACH-001163,-0.09944434035790001
ACH-001164,0.044656227002400004
ACH-001173,-0.126491502141
ACH-001183,0.0260368863498
ACH-001184,-0.191190544791
ACH-001190,-0.0530881431424
ACH-001192,-0.119424211309
ACH-001193,-0.007699866188449999
ACH-001196,-0.0948232848958
ACH-001197,0.00454049165908
ACH-001205,-0.10715435690300001
ACH-001211,-0.17970934310699999
ACH-001212,-0.17461196916299998
ACH-001228,-0.178955787082
ACH-001232,-0.306368750847
ACH-001239,-0.181785350731
ACH-001274,-0.149350197135
ACH-001275,-0.264851305601
ACH-001277,0.012741991409400001
ACH-001278,-0.107258619264
ACH-001280,-0.0338496987505
ACH-001283,-0.0081051742963
ACH-001289,-0.114157910637
ACH-001295,-0.171828150629
ACH-001300,-0.17346839619899998
ACH-001301,-0.198599677782
ACH-001302,-0.19913231143100002
ACH-001303,-0.18088514337699999
ACH-001306,0.035199413176000005
ACH-001318,-0.144851286203
ACH-001322,-0.064792031856
ACH-001328,-0.06634783000149999
ACH-001332,-0.358333283963
ACH-001333,-0.09230268664560001
ACH-001336,0.09899306507339999
ACH-001340,-0.12331017759299999
ACH-001346,-0.206059686268
ACH-001353,-0.17541281912599999
ACH-001354,0.27712259937100003
ACH-001367,-0.116222046781
ACH-001368,0.009255898491610001
ACH-001374,0.0130909202736
ACH-001375,-0.11485461748800001
ACH-001377,-0.077619098749
ACH-001380,-0.109852294811
ACH-001391,0.0756678048615
ACH-001407,-0.0725146985101
ACH-001408,0.00214865932893
ACH-001413,-0.08873322841669999
ACH-001430,-0.165355122569
ACH-001431,-0.0637819813495
ACH-001450,-0.0365617562598
ACH-001496,-0.139363231827
ACH-001500,-0.12545858087
ACH-001521,0.0199068465804
ACH-001523,-0.0982085680915
ACH-001532,-0.252087714797
ACH-001536,-0.155304914361
ACH-001550,-0.127884363991
ACH-001552,0.046093836731
ACH-001554,-0.09787024648219998
ACH-001645,-0.213542965096
ACH-001654,0.0285304900564
ACH-001715,-0.227470657892
ACH-001735,0.11428667918199999
ACH-001736,-0.195659311003
ACH-001737,-0.308440769432
ACH-001740,-0.08287762495739999
ACH-001745,-0.169589513953
ACH-001750,-0.11561798625900001
ACH-001765,-0.148791075056
ACH-001956,-0.27078744979200003
ACH-001957,-0.220042642971
