,POLR2G (5436)
ACH-000004,-0.917857996432
ACH-000007,-1.00760225656
ACH-000009,-1.28904087495
ACH-000011,-1.06495235627
ACH-000012,-1.18432446425
ACH-000013,-1.09246372491
ACH-000014,-1.07340175168
ACH-000015,-0.885155037378
ACH-000017,-1.20123949439
ACH-000018,-1.0233325958600001
ACH-000019,-1.4405259405200002
ACH-000021,-0.9707326984389999
ACH-000022,-1.3091742873999999
ACH-000025,-1.0550359306000001
ACH-000028,-1.08782042008
ACH-000030,-1.00622408116
ACH-000035,-1.03136909641
ACH-000036,-1.44561140454
ACH-000037,-1.48325509889
ACH-000039,-0.756205187906
ACH-000040,-0.974780122694
ACH-000041,-0.9756451992890001
ACH-000042,-1.29203586576
ACH-000045,-1.20036011183
ACH-000047,-1.06176898331
ACH-000052,-1.0288686975499999
ACH-000053,-1.2757160920200001
ACH-000054,-1.3537307437600001
ACH-000055,-1.1007473534899999
ACH-000060,-1.32289498509
ACH-000067,-1.37959589428
ACH-000070,-1.05063786948
ACH-000075,-1.09886578986
ACH-000078,-1.07962607463
ACH-000082,-1.3677708262700001
ACH-000085,-0.9369589576890001
ACH-000086,-1.35396829699
ACH-000087,-1.09757081929
ACH-000092,-1.27517480806
ACH-000095,-1.35630907863
ACH-000097,-1.4750249642700002
ACH-000098,-1.29778150323
ACH-000099,-0.9843231245309999
ACH-000108,-1.0910655168899999
ACH-000113,-1.01185010401
ACH-000115,-1.4140759545
ACH-000116,-1.24018335287
ACH-000118,-1.0751980219
ACH-000120,-1.2193959230299998
ACH-000123,-1.00006006306
ACH-000127,-1.36745770356
ACH-000128,-1.1982095201
ACH-000132,-1.12619862966
ACH-000133,-1.0954171389
ACH-000137,-1.34246990053
ACH-000138,-1.15787513827
ACH-000142,-1.23467986256
ACH-000143,-1.17359358038
ACH-000146,-1.3554193803
ACH-000148,-0.922198483496
ACH-000150,-0.926502547499
ACH-000152,-1.32047450838
ACH-000153,-0.7176123417810001
ACH-000159,-1.12549387484
ACH-000160,-0.832016094229
ACH-000163,-1.06958280157
ACH-000167,-0.811875735838
ACH-000168,-1.24338834113
ACH-000169,-1.1708330083
ACH-000178,-0.9073416350749999
ACH-000182,-1.1109352814
ACH-000183,-1.45256807541
ACH-000188,-1.28592759509
ACH-000189,-1.3753046547
ACH-000190,-0.744165262467
ACH-000198,-1.2417833227600001
ACH-000204,-1.27590998309
ACH-000206,-1.13370106161
ACH-000207,-1.46386308017
ACH-000211,-1.39586997338
ACH-000215,-1.27323836895
ACH-000221,-1.20544726341
ACH-000222,-0.9729892466500001
ACH-000223,-1.3801317493399998
ACH-000226,-1.0980431793899998
ACH-000227,-1.25033040249
ACH-000228,-1.23665450266
ACH-000231,-1.23790545576
ACH-000232,-1.1684415689299998
ACH-000233,-1.38368171566
ACH-000234,-1.3162381227200002
ACH-000235,-1.30100528745
ACH-000237,-0.9646715595440001
ACH-000238,-0.944737939361
ACH-000243,-1.1079743364799999
ACH-000244,-0.9003787847020001
ACH-000246,-1.1398130468799998
ACH-000248,-1.0290414744499998
ACH-000250,-1.27745848683
ACH-000251,-1.34850730433
ACH-000253,-1.18553927341
ACH-000255,-1.14531730934
ACH-000256,-0.849121980245
ACH-000257,-1.76031634402
ACH-000258,-1.39553101305
ACH-000259,-1.1157404113200002
ACH-000260,-1.0677606971100002
ACH-000261,-1.07074944417
ACH-000262,-0.780801602142
ACH-000263,-1.41551131061
ACH-000264,-1.01240969055
ACH-000265,-1.18411891526
ACH-000266,-1.27449270565
ACH-000272,-1.0069758661
ACH-000273,-1.3950222099599998
ACH-000274,-1.4848939127599998
ACH-000277,-1.3158274347799999
ACH-000278,-1.02125331188
ACH-000279,-0.582766426474
ACH-000280,-1.0570919186799999
ACH-000281,-1.19038416216
ACH-000288,-1.0788971240799998
ACH-000291,-1.29907107989
ACH-000293,-1.54794330099
ACH-000294,-1.2324990771700002
ACH-000295,-1.1506124421500001
ACH-000296,-1.3425453114800001
ACH-000302,-0.9960407639569999
ACH-000304,-1.18045238802
ACH-000307,-1.08340910734
ACH-000308,-1.14693711463
ACH-000310,-1.15999601941
ACH-000311,-1.29863607112
ACH-000312,-1.11299474046
ACH-000315,-0.796183339982
ACH-000316,-1.0010944206899999
ACH-000317,-0.945000590473
ACH-000318,-1.179804183
ACH-000319,-0.983666732359
ACH-000320,-1.08488820417
ACH-000322,-1.02256124311
ACH-000323,-1.3853353287099999
ACH-000324,-1.08169101949
ACH-000329,-1.20678224481
ACH-000330,-1.1582355093
ACH-000331,-1.17738912463
ACH-000332,-1.3129864358299999
ACH-000334,-1.43690542746
ACH-000335,-0.8619067210770001
ACH-000336,-1.27505251406
ACH-000337,-1.37026655734
ACH-000339,-1.2348284688700002
ACH-000341,-1.3843557427000002
ACH-000348,-1.1739907041600002
ACH-000350,-1.0437973469600001
ACH-000352,-1.00478129182
ACH-000356,-1.22725017367
ACH-000361,-1.23857912149
ACH-000362,-1.39559987732
ACH-000363,-1.3321198317
ACH-000364,-1.15635063553
ACH-000365,-1.38739254973
ACH-000366,-1.18438584945
ACH-000368,-1.01605344425
ACH-000374,-0.8984998921520001
ACH-000375,-1.04281343327
ACH-000376,-1.1769285861399998
ACH-000381,-1.34020138361
ACH-000383,-1.70678739736
ACH-000387,-1.15812899668
ACH-000389,-1.36341656114
ACH-000390,-1.14915893414
ACH-000393,-1.19543324695
ACH-000395,-1.1721458517
ACH-000397,-1.40059898447
ACH-000401,-1.22963063575
ACH-000402,-1.37749681842
ACH-000403,-1.4753455228
ACH-000404,-0.958554412317
ACH-000406,-1.13282141764
ACH-000407,-1.32824008115
ACH-000408,-1.01192624239
ACH-000410,-1.0046124651700001
ACH-000411,-1.21875016205
ACH-000414,-1.10214834686
ACH-000415,-0.9670404247959999
ACH-000416,-1.1852821675
ACH-000420,-1.28674964292
ACH-000421,-1.44936160121
ACH-000424,-1.3279643862200001
ACH-000425,-1.04526155562
ACH-000426,-1.45862320907
ACH-000427,-1.32890497854
ACH-000433,-1.1108621537299999
ACH-000436,-1.26436915738
ACH-000444,-1.0621438730700001
ACH-000445,-1.28772130974
ACH-000448,-1.18973244385
ACH-000450,-1.49741925882
ACH-000452,-1.23556610473
ACH-000454,-0.987580242243
ACH-000458,-0.98593769574
ACH-000459,-0.5244861630919999
ACH-000460,-1.11972931465
ACH-000461,-0.784335340209
ACH-000463,-1.03631521966
ACH-000464,-0.7065389386830001
ACH-000466,-1.30111313497
ACH-000467,-1.11066922881
