,BMS1 (9790)
ACH-000601,-1.1226365060299999
ACH-000604,-1.03811636231
ACH-000605,-1.19921473692
ACH-000606,-1.1001739098
ACH-000608,-1.47192608924
ACH-000614,-1.52316980727
ACH-000616,-1.31014459576
ACH-000618,-0.9990644925200001
ACH-000619,-1.08133679104
ACH-000620,-1.11503533548
ACH-000621,-1.02228365603
ACH-000622,-1.15011844962
ACH-000623,-1.50651063361
ACH-000624,-1.00548023281
ACH-000627,-1.16335705284
ACH-000630,-1.20831727435
ACH-000632,-1.55284111542
ACH-000633,-1.11520725569
ACH-000637,-1.46452509159
ACH-000638,-1.29210199485
ACH-000646,-0.8709027373980001
ACH-000647,-1.0822888701
ACH-000648,-0.941085134556
ACH-000649,-1.08820865916
ACH-000651,-1.1819321033499999
ACH-000652,-1.05391521487
ACH-000653,-1.38353850516
ACH-000657,-1.14418238779
ACH-000658,-1.1378171475299999
ACH-000661,-1.41025986287
ACH-000662,-1.35053081184
ACH-000663,-1.25370591345
ACH-000665,-1.16059032379
ACH-000671,-1.29577988153
ACH-000673,-1.19746200357
ACH-000676,-1.30261279036
ACH-000677,-1.30321623156
ACH-000681,-1.22403473461
ACH-000682,-0.983940448077
ACH-000683,-1.4888351763999998
ACH-000684,-1.16197316988
ACH-000688,-1.2359391096799999
ACH-000693,-1.20330480003
ACH-000694,-1.2508040402399998
ACH-000695,-1.3151110254
ACH-000696,-1.06565832732
ACH-000697,-1.41603476676
ACH-000699,-0.734237118043
ACH-000701,-1.5902853026100001
ACH-000706,-1.26542431043
ACH-000711,-1.22833450018
ACH-000713,-0.873289939154
ACH-000714,-1.05875848364
ACH-000718,-1.2953110453899999
ACH-000720,-0.9659593914219999
ACH-000721,-1.1041997951
ACH-000724,-1.6171752325
ACH-000725,-0.828097520352
ACH-000732,-1.0357501062799999
ACH-000734,-1.2029627472600002
ACH-000735,-1.20027902566
ACH-000736,-1.3218937097399999
ACH-000738,-1.17968427686
ACH-000746,-1.06906858186
ACH-000747,-1.16133815634
ACH-000748,-1.33432748557
ACH-000753,-0.695720681013
ACH-000756,-1.01751387062
ACH-000757,-1.26319057619
ACH-000758,-1.08331757503
ACH-000760,-1.1945974462200002
ACH-000763,-1.1508113442799999
ACH-000764,-1.3661789716600001
ACH-000765,-1.15444582687
ACH-000766,-1.37418732425
ACH-000767,-1.54337839935
ACH-000768,-1.2514019414700002
ACH-000769,-1.16639559802
ACH-000770,-1.07971958343
ACH-000771,-1.17966043537
ACH-000773,-1.38701175991
ACH-000776,-1.5162726790999999
ACH-000777,-1.11709564534
ACH-000778,-0.87212416616
ACH-000781,-1.2155249445799998
ACH-000782,-1.11320967002
ACH-000783,-1.2446192033
ACH-000784,-1.0952097574
ACH-000785,-1.4667725218
ACH-000787,-1.11548343857
ACH-000788,-1.29284789901
ACH-000791,-1.12305006593
ACH-000792,-0.865922815381
ACH-000794,-1.1206309782600001
ACH-000796,-1.0484952249600001
ACH-000799,-1.16230791439
ACH-000800,-1.5801479157
ACH-000802,-1.00990796059
ACH-000804,-0.957293496679
ACH-000805,-1.1210135295299999
ACH-000809,-1.16367797863
ACH-000810,-1.02584215348
ACH-000811,-1.17703919999
ACH-000817,-1.0847392986
ACH-000819,-1.45928860466
ACH-000820,-1.21279403046
ACH-000821,-1.4886640158000002
ACH-000822,-1.1748969727299998
ACH-000823,-1.06500750093
ACH-000824,-1.27945292781
ACH-000827,-1.17474322214
ACH-000829,-1.21287359572
ACH-000831,-1.19921892725
ACH-000832,-1.13618907575
ACH-000833,-1.11859028528
ACH-000834,-1.39023596596
ACH-000835,-1.23089176905
ACH-000836,-1.23207816662
ACH-000837,-1.15444417618
ACH-000838,-1.44820431811
ACH-000839,-1.08100392645
ACH-000840,-1.0227955570799998
ACH-000841,-1.14256079767
ACH-000843,-1.15928602239
ACH-000846,-1.0929028679200001
ACH-000847,-1.2623215403499999
ACH-000848,-1.18067387965
ACH-000849,-0.9934374456880001
ACH-000851,-0.9232351489399999
ACH-000855,-1.124209425
ACH-000856,-1.0429560526200001
ACH-000858,-1.2233082442299998
ACH-000859,-1.15473992201
ACH-000861,-1.24228945584
ACH-000862,-1.22598150203
ACH-000865,-1.1630652169600002
ACH-000866,-1.16432051249
ACH-000867,-1.5253663959600001
ACH-000869,-1.29365366358
ACH-000872,-1.22748709997
ACH-000873,-1.26290448006
ACH-000876,-1.0906192411700002
ACH-000878,-1.15563760034
ACH-000880,-1.32135738546
ACH-000881,-1.1919859651
ACH-000882,-1.2633633984000001
ACH-000884,-1.31183435221
ACH-000885,-1.2238496734
ACH-000887,-1.45760725174
ACH-000888,-1.11346943049
ACH-000889,-1.4333127861500001
ACH-000890,-1.20989297138
ACH-000896,-1.14121786567
ACH-000898,-1.29515320006
ACH-000900,-1.1215649692299998
ACH-000901,-1.16220559388
ACH-000905,-1.35472086846
ACH-000906,-1.0487828819399998
ACH-000907,-1.31395117062
ACH-000910,-1.03888324172
ACH-000911,-1.0718545551899998
ACH-000912,-1.17894951588
ACH-000913,-1.03762820996
ACH-000915,-1.33494750889
ACH-000916,-1.2816133873200002
ACH-000917,-1.4314763869999998
ACH-000921,-1.23110340414
ACH-000924,-1.31551973517
ACH-000926,-1.3645885010699998
ACH-000928,-1.0437606252299998
ACH-000929,-1.4023594557799999
ACH-000932,-1.14173827557
ACH-000935,-1.0923167522600001
ACH-000936,-1.06813454484
ACH-000937,-0.982472624366
ACH-000938,-1.0506229093700001
ACH-000939,-1.03665255091
ACH-000941,-1.31505369562
ACH-000943,-1.14404600876
ACH-000946,-1.1920475192
ACH-000947,-1.03668197825
ACH-000948,-1.12688959494
ACH-000950,-1.1929815730700002
ACH-000953,-0.8614414899639999
ACH-000957,-1.41853844722
ACH-000958,-1.11407886464
ACH-000960,-0.91122738096
ACH-000963,-1.42652612137
ACH-000968,-1.24008296777
ACH-000969,-0.9976018841609999
ACH-000973,-1.2598655627200002
ACH-000974,-1.23840708338
ACH-000975,-1.3918300375600001
ACH-000976,-1.32884973687
ACH-000978,-1.58543997586
ACH-000980,-1.17116160993
ACH-000984,-1.34749893572
ACH-000986,-1.25228931898
ACH-000988,-1.16111779534
ACH-000993,-1.1737124084100001
ACH-000994,-1.2781785819
ACH-000996,-1.09245456665
ACH-001001,-1.07140771286
ACH-001020,-1.2051704617299999
ACH-001028,-1.31674722995
ACH-001031,-1.2544187953200001
ACH-001038,-1.11412389107
ACH-001048,-1.42884170902
ACH-001050,-1.0733507126000001
ACH-001053,-1.1245394699
ACH-001054,-1.1654584165100002
ACH-001061,-1.2818719041700002
ACH-001067,-1.30346514711
ACH-001075,-1.0810141794600001
ACH-001096,-1.2963681564
ACH-001128,-1.7181469807700003
ACH-001134,-1.43724605106
ACH-001151,-1.15913464794
ACH-001163,-0.9980042412190001
ACH-001164,-1.05537752956
ACH-001173,-1.12515713221
ACH-001183,-1.03029402878
ACH-001184,-0.9711773858580001
ACH-001190,-1.22779282426
ACH-001192,-1.20771499615
ACH-001193,-1.27029670767
ACH-001196,-1.0868774428899999
ACH-001197,-1.4661474179
ACH-001205,-0.975413517473
ACH-001211,-1.50349201893
ACH-001212,-1.0979386738299999
ACH-001228,-1.06596228815
ACH-001232,-1.4559256911200003
ACH-001239,-1.25310454482
ACH-001274,-1.24129863198
ACH-001275,-1.10787240907
ACH-001277,-1.16432619848
ACH-001278,-1.25490011452
ACH-001280,-1.25588065037
ACH-001283,-1.01713336455
ACH-001289,-1.17742243589
ACH-001295,-1.09458446143
ACH-001300,-1.11503973575
ACH-001301,-1.2234220681399999
ACH-001302,-1.2691559689
ACH-001303,-0.9137329412270001
ACH-001306,-1.40459786593
ACH-001318,-1.3283664748000001
ACH-001322,-1.26679003858
ACH-001328,-1.08578015131
ACH-001332,-1.4592591282
ACH-001333,-1.09087972592
ACH-001336,-0.983580990756
ACH-001340,-1.01158298746
ACH-001346,-1.27042714285
ACH-001353,-1.0486693754
ACH-001354,-1.16371995067
ACH-001367,-1.05629788148
ACH-001368,-1.13751079904
ACH-001374,-1.4270633211300001
ACH-001375,-0.977434972222
ACH-001377,-1.34971429267
ACH-001380,-1.16406203573
ACH-001391,-1.30858558023
ACH-001407,-1.2478709027200001
ACH-001408,-1.0538509624099999
ACH-001413,-1.10858093249
ACH-001430,-1.38896166727
ACH-001431,-1.35746026213
ACH-001450,-1.2796951480299998
ACH-001496,-1.07665150332
ACH-001500,-1.19758914345
ACH-001521,-1.1720827252500001
ACH-001523,-1.1157480873899999
ACH-001532,-1.09692371004
ACH-001536,-1.19680150216
ACH-001550,-1.46701613449
ACH-001552,-1.47137374788
ACH-001554,-1.10797465624
ACH-001645,-1.3451155548
ACH-001654,-1.3769794861000002
ACH-001715,-1.39201672519
ACH-001735,-1.0682050521200002
ACH-001736,-0.91616168013
ACH-001737,-0.8892849825720001
ACH-001740,-1.12319237986
ACH-001745,-1.23615049615
ACH-001750,-1.08844298816
ACH-001765,-0.933039661833
ACH-001956,-1.3437777793799999
ACH-001957,-1.15375361429
