,ELL3 (80237)
ACH-000004,-0.22230623243099998
ACH-000007,-0.19232731222399999
ACH-000009,-0.331657269102
ACH-000011,-0.371289019275
ACH-000012,-0.364441760783
ACH-000013,-0.20698907262699998
ACH-000014,-0.354161986022
ACH-000015,-0.21747842952399998
ACH-000017,-0.0412417324073
ACH-000018,-0.122319453907
ACH-000019,-0.19152710105300003
ACH-000021,-0.194542113977
ACH-000022,-0.325838374631
ACH-000025,-0.551179684973
ACH-000028,-0.136544881594
ACH-000030,-0.388693115432
ACH-000035,-0.436605307185
ACH-000036,-0.299302587849
ACH-000037,-0.141826483511
ACH-000039,-0.128548954677
ACH-000040,-0.130582541996
ACH-000041,-0.254588323003
ACH-000042,-0.261268607125
ACH-000045,-0.30979502288800004
ACH-000047,-0.348751942684
ACH-000052,-0.178172575981
ACH-000053,-0.243683722163
ACH-000054,-0.219572679637
ACH-000055,-0.42107649927599994
ACH-000060,-0.214234326946
ACH-000067,-0.21969241038400003
ACH-000070,-0.068174413123
ACH-000075,-0.19250522526099997
ACH-000078,-0.398154217977
ACH-000082,-0.28603338505
ACH-000085,-0.223937699421
ACH-000086,-0.37766984124499997
ACH-000087,-0.513788551751
ACH-000092,-0.160802445529
ACH-000095,-0.35116591818000004
ACH-000097,-0.27281109976
ACH-000098,-0.07049652012860001
ACH-000099,-0.283103315385
ACH-000108,-0.27991012257
ACH-000113,-0.24265149289000001
ACH-000115,-0.034455754305599995
ACH-000116,-0.341389010711
ACH-000118,-0.276870312596
ACH-000120,-0.21743054977899998
ACH-000123,-0.377574717752
ACH-000127,-0.16830280938499997
ACH-000128,-0.0775865752222
ACH-000132,-0.534138620156
ACH-000133,-0.190992696935
ACH-000137,-0.09262682939740001
ACH-000138,-0.17081232896200002
ACH-000142,-0.368054433173
ACH-000143,-0.117959381019
ACH-000146,-0.13629026932
ACH-000148,-0.23804270722100002
ACH-000150,-0.23907520794300002
ACH-000152,-0.126790607179
ACH-000153,-0.169302406543
ACH-000159,-0.304683030816
ACH-000160,0.196202907667
ACH-000163,-0.313370698061
ACH-000167,0.32792654161
ACH-000168,-0.226178966345
ACH-000169,-0.146689670833
ACH-000178,-0.35089509460699997
ACH-000182,-0.198231222507
ACH-000183,-0.18181136888399999
ACH-000188,-0.22671529681699998
ACH-000189,-0.288247258814
ACH-000190,-0.0952142341983
ACH-000198,-0.185272382274
ACH-000204,-0.300546929549
ACH-000206,-0.24844569422899998
ACH-000207,-0.624754236909
ACH-000211,-0.186095613534
ACH-000215,-0.141529810152
ACH-000221,-0.25870350520700003
ACH-000222,-0.43112269425899996
ACH-000223,-0.34143091147699994
ACH-000226,-0.311626470223
ACH-000227,-0.299600498564
ACH-000228,-0.35144836897500004
ACH-000231,-0.300987665134
ACH-000232,-0.273447045484
ACH-000233,-0.305784578036
ACH-000234,-0.20794914047899998
ACH-000235,-0.330271322632
ACH-000237,-0.11303869439200001
ACH-000238,-0.391528061113
ACH-000243,-0.445996404412
ACH-000244,-0.516836254993
ACH-000246,-0.217656343588
ACH-000248,-0.183960294102
ACH-000250,-0.27140540258699997
ACH-000251,-0.334323112597
ACH-000253,-0.258259822681
ACH-000255,-0.32190029375100004
ACH-000256,-0.34438636346199997
ACH-000257,-0.282449372122
ACH-000258,-0.47806803273599996
ACH-000259,-0.264851549816
ACH-000260,-0.312814660064
ACH-000261,-0.406633524792
ACH-000262,-0.376215148918
ACH-000263,0.07319956499210001
ACH-000264,-0.300268993839
ACH-000265,-0.487308628267
ACH-000266,-0.36944030502499997
ACH-000272,-0.30462367588100003
ACH-000273,-0.216566163036
ACH-000274,-0.396053763814
ACH-000277,-0.367888244626
ACH-000278,-0.272974073019
ACH-000279,-0.275541766733
ACH-000280,-0.05366936385
ACH-000281,-0.41119226526999997
ACH-000288,-0.263618404707
ACH-000291,-0.135241359935
ACH-000293,-0.120089937286
ACH-000294,-0.45206251191200003
ACH-000295,0.023405058301
ACH-000296,-0.381101984832
ACH-000302,-0.310027811018
ACH-000304,-0.278909278394
ACH-000307,-0.327305745079
ACH-000308,-0.256841332838
ACH-000310,-0.612921876455
ACH-000311,-0.52571201648
ACH-000312,-0.450379352468
ACH-000315,-0.31984960788600003
ACH-000316,-0.373529659413
ACH-000317,-0.222706333055
ACH-000318,-0.404848370424
ACH-000319,-0.268129951957
ACH-000320,-0.334617959739
ACH-000322,-0.527255081204
ACH-000323,-0.295290795079
ACH-000324,-0.245819062781
ACH-000329,-0.108402375545
ACH-000330,-0.33206933144699996
ACH-000331,-0.258451318643
ACH-000332,-0.306034295127
ACH-000334,-0.142894100706
ACH-000335,-0.249680770986
ACH-000336,-0.14843602410999998
ACH-000337,-0.276874632335
ACH-000339,-0.474690187451
ACH-000341,0.0103252588226
ACH-000348,-0.306560272433
ACH-000350,-0.30054175631499996
ACH-000352,-0.24770616128400003
ACH-000356,-0.377068216157
ACH-000361,-0.10833060337400001
ACH-000362,-0.287598189928
ACH-000363,-0.21631475236699998
ACH-000364,-0.332155393664
ACH-000365,-0.19133416202700002
ACH-000366,-0.231521291574
ACH-000368,-0.267591515953
ACH-000374,-0.179172401404
ACH-000375,-0.363802048485
ACH-000376,-0.264284717525
ACH-000381,-0.344708532837
ACH-000383,-0.318206154362
ACH-000387,-0.18835781312600003
ACH-000389,-0.134375234638
ACH-000390,-0.37962779495099996
ACH-000393,-0.156484945748
ACH-000395,-0.17312454581700001
ACH-000397,-0.0625186539541
ACH-000401,-0.512480684675
ACH-000402,-0.5344270152430001
ACH-000403,-0.47595795453199996
ACH-000404,-0.0652327187205
ACH-000406,-0.21121282412099998
ACH-000407,-0.518653529313
ACH-000408,-0.322457611958
ACH-000410,-0.396755635876
ACH-000411,-0.153158523954
ACH-000414,-0.37424670181
ACH-000415,-0.25501565548099997
ACH-000416,-0.290883723636
ACH-000420,-0.196146462704
ACH-000421,-0.236309098384
ACH-000424,-0.5839364267530001
ACH-000425,-0.495547339759
ACH-000426,-0.00850645601285
ACH-000427,-0.407601033507
ACH-000433,-0.583989034901
ACH-000436,-0.1543198827
ACH-000444,-0.23504026512899998
ACH-000445,-0.279485640617
ACH-000448,-0.33617884907799994
ACH-000450,-0.5180897465300001
ACH-000452,-0.374128521919
ACH-000454,-0.42246469115199997
ACH-000458,-0.17508609745200002
ACH-000459,-0.24291727046999997
ACH-000460,-0.34122935413000005
ACH-000461,-0.263891850208
ACH-000463,-0.221457555709
ACH-000464,-0.25751426640700004
ACH-000466,-0.51458793483
ACH-000467,-0.502666907132
ACH-000468,-0.47466793953599995
ACH-000469,-0.282144102875
ACH-000470,-0.36846150519599996
ACH-000471,-0.310305876099
ACH-000472,-0.114330172588
ACH-000473,-0.143174958298
ACH-000475,-0.08036002779410001
ACH-000476,-0.126022571443
ACH-000477,-0.596825338014
ACH-000480,-0.16872868517900003
ACH-000481,-0.60443777595
ACH-000483,-0.472567496509
ACH-000484,-0.0354903984042
ACH-000485,-0.192189892685
ACH-000486,-0.419636594193
ACH-000487,-0.328439786919
ACH-000488,-0.359674393579
ACH-000490,-0.301146291157
ACH-000491,-0.41019570830799995
ACH-000495,-0.523005350087
ACH-000496,-0.510956188947
ACH-000499,-0.41377413236199995
ACH-000500,-0.640227590097
ACH-000502,-0.316142586239
ACH-000503,-0.275664827958
ACH-000505,-0.35690124785300004
ACH-000507,-0.24833065431600002
ACH-000510,-0.312414123693
ACH-000511,-0.289248112924
ACH-000512,-0.353589540095
ACH-000516,-0.125829182081
ACH-000517,-0.284968052404
ACH-000518,-0.33054410261100003
ACH-000520,-0.576553454925
ACH-000521,-0.304379627734
ACH-000522,-0.35416794232
ACH-000524,-0.286761798165
ACH-000527,-0.311019838062
ACH-000528,-0.311827077067
ACH-000537,-0.460944755692
ACH-000541,-0.338018315234
ACH-000542,-0.29893958791700004
ACH-000544,-0.295748600591
ACH-000545,-0.265754784001
ACH-000547,-0.42695229027599996
ACH-000548,-0.229374263904
ACH-000549,-0.34025277660400005
ACH-000550,-0.022649867311299997
