,ABCE1 (6059)
ACH-000261,-1.1807189942899998
ACH-000262,-1.1884356815200001
ACH-000263,-1.16228203771
ACH-000264,-1.3249554158499999
ACH-000265,-0.9945106088410001
ACH-000266,-1.15437066491
ACH-000272,-1.2564668807200001
ACH-000273,-1.21384731259
ACH-000274,-1.42008116502
ACH-000277,-0.9634078106280001
ACH-000278,-0.982823737259
ACH-000279,-1.29970623155
ACH-000280,-1.2055103546400001
ACH-000281,-1.07908603472
ACH-000288,-1.15582366096
ACH-000291,-1.11084826555
ACH-000293,-1.02028857152
ACH-000294,-0.603874344846
ACH-000295,-0.827907592238
ACH-000296,-1.2164309847499999
ACH-000302,-1.03722156961
ACH-000304,-1.34362752998
ACH-000307,-0.9793147339
ACH-000308,-1.63514102489
ACH-000310,-1.51588781384
ACH-000311,-0.923933341273
ACH-000312,-0.9221806422059999
ACH-000315,-0.7789143461679999
ACH-000316,-0.876905167875
ACH-000317,-0.9114238390080001
ACH-000318,-0.8360854052109999
ACH-000319,-1.05085106752
ACH-000320,-0.9134029577130001
ACH-000322,-1.38512046611
ACH-000323,-1.2503807301899998
ACH-000324,-1.2163447921600001
ACH-000329,-1.2178903315799998
ACH-000330,-0.919818078283
ACH-000331,-0.8586377652509999
ACH-000332,-1.0370587478
ACH-000334,-1.3986581808899998
ACH-000335,-0.8381215053569999
ACH-000336,-1.05617735143
ACH-000337,-1.1707520808399998
ACH-000339,-1.11781884151
ACH-000341,-1.26765152178
ACH-000348,-1.2109204577200001
ACH-000350,-1.00085168938
ACH-000352,-0.94412880327
ACH-000356,-1.13997344198
ACH-000361,-1.1434735979100001
ACH-000362,-1.0007841795499999
ACH-000363,-1.2769884995999998
ACH-000364,-1.0676750640200001
ACH-000365,-1.08509085705
ACH-000366,-1.1021560502299999
ACH-000368,-0.975968448102
ACH-000374,-1.1158298926899999
ACH-000375,-1.25723856464
ACH-000376,-1.14172917427
ACH-000381,-1.2391941064799998
ACH-000383,-1.6977489010100002
ACH-000387,-0.996284707815
ACH-000389,-1.07918678145
ACH-000390,-1.20582255908
ACH-000393,-0.971941225158
ACH-000395,-1.5150639368099998
ACH-000397,-1.2221418882700001
ACH-000401,-1.0599882405399998
ACH-000402,-1.34158573059
ACH-000403,-1.5065215053999998
ACH-000404,-1.27758246817
ACH-000406,-0.786927733677
ACH-000407,-1.1744087429899999
ACH-000408,-1.02511699838
ACH-000410,-1.04139347826
ACH-000411,-0.869219685608
ACH-000414,-0.846516862651
ACH-000415,-1.0168882776600001
ACH-000416,-1.06930747836
ACH-000420,-1.1486591482200001
ACH-000421,-0.861082180959
ACH-000424,-1.2108277208700002
ACH-000425,-1.14373904763
ACH-000426,-0.926793658625
ACH-000427,-1.39815805694
ACH-000433,-1.09978561366
ACH-000436,-1.00575778416
ACH-000444,-1.11501218487
ACH-000445,-1.02684293296
ACH-000448,-1.34860119339
ACH-000450,-1.07866125879
ACH-000452,-0.957466398682
ACH-000454,-0.7527341471160001
ACH-000458,-0.986982035185
ACH-000459,-0.9457052382179999
ACH-000460,-1.1024322659999999
ACH-000461,-0.6806492234360001
ACH-000463,-1.0485558328
ACH-000464,-1.07247610534
ACH-000466,-0.9696642048980001
ACH-000467,-1.2381622917200001
ACH-000468,-1.3631630197100002
ACH-000469,-1.07556575892
ACH-000470,-1.55752773549
ACH-000471,-1.13647212752
ACH-000472,-1.34092760731
ACH-000473,-0.8864242353120001
ACH-000475,-1.25699103668
ACH-000476,-1.2588024718000002
ACH-000477,-0.732197162749
ACH-000480,-0.8830716421250001
ACH-000481,-1.10194627819
ACH-000483,-0.9207656706380001
ACH-000484,-1.5089365194600002
ACH-000485,-1.14359181511
ACH-000486,-1.0213927419700002
ACH-000487,-1.15487998668
ACH-000488,-1.02802946611
ACH-000490,-1.10181382308
ACH-000491,-0.6867941052600001
ACH-000495,-1.0729978642
ACH-000496,-0.877513048306
ACH-000499,-1.08057799277
ACH-000500,-1.06070788762
ACH-000502,-0.991674246186
ACH-000503,-0.786880136673
ACH-000505,-1.18716506749
ACH-000507,-1.02906092552
ACH-000510,-1.3480559248299997
ACH-000511,-1.1858946182799999
ACH-000512,-1.00325781929
ACH-000516,-1.1333909651799998
ACH-000517,-1.29814481576
ACH-000518,-1.0167102238099999
ACH-000520,-1.2127805904200002
ACH-000521,-1.03748527843
ACH-000522,-1.30454728795
ACH-000524,-1.16591192963
ACH-000527,-1.08220924737
ACH-000528,-0.8550439001279999
ACH-000537,-0.983713482843
ACH-000541,-1.1979322325200001
ACH-000542,-1.22701520913
ACH-000544,-1.21226237455
ACH-000545,-0.942134914375
ACH-000547,-1.47039050365
ACH-000548,-1.05986914906
ACH-000549,-1.16702972971
ACH-000550,-1.25024459251
ACH-000552,-0.890160283118
ACH-000556,-1.4021874537099999
ACH-000557,-1.17808976295
ACH-000570,-1.1711073050799998
ACH-000571,-1.46890367361
ACH-000573,-0.966843480095
ACH-000576,-0.9428835849189999
ACH-000580,-1.05320723835
ACH-000584,-0.906130841959
ACH-000585,-0.7118015093279999
ACH-000588,-0.584373143799
ACH-000589,-0.9792251201700001
ACH-000591,-0.97188172991
ACH-000593,-1.22311197044
ACH-000600,-1.28542313722
ACH-000601,-1.19779338487
ACH-000604,-0.879443635787
ACH-000605,-0.994005545248
ACH-000606,-1.12579373577
ACH-000608,-1.66192631743
ACH-000614,-0.9350668750769999
ACH-000616,-0.9672052978650001
ACH-000618,-0.866431872585
ACH-000619,-1.0009455799299998
ACH-000620,-1.0710525799600001
ACH-000621,-1.1366136745
ACH-000622,-1.3694250683000002
ACH-000623,-0.907485037736
ACH-000624,-1.1332838436700001
ACH-000627,-1.11474819337
ACH-000630,-1.10771078204
ACH-000632,-1.03785815156
ACH-000633,-1.3859645847600002
ACH-000637,-0.8803919736110001
ACH-000638,-0.850770235405
ACH-000646,-1.4275796789200002
ACH-000647,-1.21202660056
ACH-000648,-1.2667210573899998
ACH-000649,-1.1127526669
ACH-000651,-0.9898988378039999
ACH-000652,-1.22631899496
ACH-000653,-1.36556237591
ACH-000657,-1.22415393392
ACH-000658,-1.0433461755700002
ACH-000661,-0.9704710929639999
ACH-000662,-0.9422301348459999
ACH-000663,-0.8652619400049999
ACH-000665,-0.9947309642640001
ACH-000671,-1.2714271283499998
ACH-000673,-1.2196734910299998
ACH-000676,-1.1519734854600001
ACH-000677,-1.2002596507799999
ACH-000681,-0.930807639302
ACH-000682,-1.1051516465200002
ACH-000683,-1.0993361538500002
ACH-000684,-1.2795552750399999
ACH-000688,-1.75090282195
ACH-000693,-0.982357159173
ACH-000694,-0.982231560146
ACH-000695,-1.16250197449
ACH-000696,-1.0653648153200002
ACH-000697,-1.1640370138200002
ACH-000699,-1.0770990679
ACH-000701,-0.9740436007969999
ACH-000706,-0.9519643888179999
ACH-000711,-1.31437116
ACH-000713,-1.14564687082
ACH-000714,-1.0
ACH-000718,-1.48812434042
ACH-000720,-1.12964792562
ACH-000721,-1.4743415497699999
ACH-000724,-1.67660896701
ACH-000725,-0.914375731196
ACH-000732,-1.1797231023399999
ACH-000734,-1.25188244299
ACH-000735,-1.4848102240399998
ACH-000736,-1.01286139973
ACH-000738,-1.15244543984
ACH-000746,-1.14292078052
ACH-000747,-1.03307240989
ACH-000748,-1.14360306191
ACH-000753,-0.944442887613
ACH-000756,-1.3832029344799999
ACH-000757,-1.00533568662
ACH-000758,-0.8385793357100001
ACH-000760,-1.21572700428
ACH-000763,-1.05411594337
ACH-000764,-1.16436641686
ACH-000765,-1.0008003481999999
ACH-000766,-1.39040003711
ACH-000767,-1.2464378431999998
ACH-000768,-0.8193929372609999
ACH-000769,-1.2114193997299998
ACH-000770,-1.24416968536
ACH-000771,-1.0555421579000002
ACH-000773,-1.2432138020899999
ACH-000776,-1.2930843326600001
ACH-000777,-1.13921705131
ACH-000778,-1.1080284601200001
ACH-000781,-0.9391477832999999
ACH-000782,-0.994649328396
ACH-000783,-0.953269344419
ACH-000784,-1.11322506406
ACH-000785,-0.883623585325
ACH-000787,-0.826004023787
ACH-000788,-1.0338204683299999
ACH-000791,-1.00236109023
ACH-000792,-0.8711669020720001
ACH-000794,-1.28772106198
ACH-000796,-1.54933929518
ACH-000799,-1.2256154141600002
ACH-000800,-1.12941869955
ACH-000802,-1.2195398157100001
ACH-000804,-1.19041116486
ACH-000805,-1.13781076428
ACH-000809,-1.06568160565
ACH-000810,-1.37181011914
ACH-000811,-1.1461228717
ACH-000817,-1.15513473971
ACH-000819,-0.9468758666320001
ACH-000820,-1.20526529749
ACH-000821,-1.1440289482600001
ACH-000822,-1.39872963489
ACH-000823,-1.07856153587
ACH-000824,-1.14657952499
ACH-000827,-1.0258777186799999
ACH-000829,-0.897683364554
ACH-000831,-1.02074583475
ACH-000832,-1.18791648561
ACH-000833,-1.1304159101
ACH-000834,-0.966688673759
ACH-000835,-1.07044787571
ACH-000836,-1.51497402623
ACH-000837,-0.919604177353
ACH-000838,-1.12316783022
ACH-000839,-1.10564105299
ACH-000840,-0.991540438157
ACH-000841,-0.9016674812119999
ACH-000843,-1.0212308003100001
ACH-000846,-1.32893585915
ACH-000847,-1.04953347165
ACH-000848,-0.856017987049
ACH-000849,-1.2543790965000001
ACH-000851,-1.08586013379
ACH-000855,-0.919429768546
ACH-000856,-1.13388918003
ACH-000858,-1.0836810488500002
ACH-000859,-1.27223784175
ACH-000861,-0.958310926014
ACH-000862,-1.0135642003
ACH-000865,-1.0523357518
ACH-000866,-1.11775181625
ACH-000867,-0.908361260305
ACH-000869,-1.03125464271
ACH-000872,-0.8644637582870001
ACH-000873,-1.1794130195399999
ACH-000876,-0.939248287496
ACH-000878,-0.7914192983759999
ACH-000880,-1.06336543139
ACH-000881,-0.9932937313179999
ACH-000882,-1.23806448207
ACH-000884,-1.12047681784
ACH-000885,-1.11247635614
ACH-000887,-1.04813930479
ACH-000888,-1.23822130412
ACH-000889,-1.08334456823
ACH-000890,-1.05503522101
ACH-000896,-1.04167922439
ACH-000898,-1.1307902567
ACH-000900,-1.2146630622299999
ACH-000901,-1.14221782151
ACH-000905,-1.15263850634
ACH-000906,-1.23113119626
ACH-000907,-1.2011731323100001
ACH-000910,-1.0857118213099999
ACH-000911,-1.06538064612
ACH-000912,-0.779227243205
ACH-000913,-0.901308713904
ACH-000915,-1.5376629166999998
ACH-000916,-1.0690085146
ACH-000917,-0.9968053520319999
ACH-000921,-0.9945647077159999
ACH-000924,-1.14072969734
ACH-000926,-1.1754631475
ACH-000928,-1.24191385721
ACH-000929,-1.2969749209399999
ACH-000932,-1.15831455582
ACH-000935,-1.22814237856
ACH-000936,-1.09057973419
ACH-000937,-1.3538080699500001
ACH-000938,-1.3915861063400001
ACH-000939,-1.01135694802
ACH-000941,-1.25286085646
ACH-000943,-0.92998648161
ACH-000946,-0.95218690511
ACH-000947,-1.06164622772
ACH-000948,-0.906237972881
ACH-000950,-1.13439179111
ACH-000953,-1.56666710643
ACH-000957,-1.24725664214
ACH-000958,-1.0663974352299999
ACH-000960,-1.46953975604
ACH-000963,-1.26378721714
ACH-000968,-0.876559029178
ACH-000969,-1.0898812352200002
ACH-000973,-1.16439925728
ACH-000974,-1.02258875334
ACH-000975,-1.11494348866
ACH-000976,-0.980130195845
ACH-000978,-0.9747926859810001
ACH-000980,-1.02260410089
ACH-000984,-1.0821897006399999
ACH-000986,-1.0889442461399998
ACH-000988,-0.8878567743060001
ACH-000993,-0.980556586403
ACH-000994,-1.0
ACH-000996,-1.2864037877399999
ACH-001001,-1.14283832158
ACH-001020,-1.44519893433
ACH-001028,-1.4777137989200002
ACH-001031,-0.869264014931
ACH-001038,-1.1765634111799999
ACH-001048,-1.12149978274
ACH-001050,-1.19891208219
ACH-001053,-1.03299854098
ACH-001054,-1.11094951585
ACH-001061,-1.0029412585600002
ACH-001067,-1.41298413823
ACH-001075,-0.809220073399
ACH-001096,-1.0046045262899999
ACH-001128,-1.5706965412
ACH-001134,-1.34134633105
ACH-001151,-1.06365141474
ACH-001163,-1.26507494145
ACH-001164,-0.914919882539
ACH-001173,-1.2232053864499999
ACH-001183,-1.1439483260799999
ACH-001184,-0.98593062691
ACH-001190,-1.27088219223
ACH-001192,-0.8924040780670001
ACH-001193,-1.4743138221799998
ACH-001196,-0.854780036818
ACH-001197,-1.24003559548
ACH-001205,-1.29781688545
ACH-001211,-1.20862678507
ACH-001212,-1.48565354345
ACH-001228,-1.27411813296
ACH-001232,-0.912518481672
ACH-001239,-1.04929051376
ACH-001274,-1.4109019316
ACH-001275,-0.997388151595
ACH-001277,-1.13265798587
ACH-001278,-0.993434258283
ACH-001280,-1.0112422479799998
ACH-001283,-0.8739592913240001
ACH-001289,-1.0073844027399999
ACH-001295,-1.33528105454
ACH-001300,-1.17455976596
ACH-001301,-0.93619432237
ACH-001302,-0.866998474882
ACH-001303,-1.14497862966
ACH-001306,-1.17570259748
ACH-001318,-0.961807644778
ACH-001322,-0.936225908892
ACH-001328,-1.24147346391
ACH-001332,-1.00274253335
ACH-001333,-1.05719547151
ACH-001336,-1.17103523381
ACH-001340,-1.13954924164
ACH-001346,-1.08512930549
ACH-001353,-1.19245683595
ACH-001354,-0.9517694292100001
ACH-001367,-1.02890681153
ACH-001368,-1.07663545114
ACH-001374,-1.2519939241700002
ACH-001375,-1.03664714268
ACH-001377,-1.0289040573100001
ACH-001380,-1.18196221101
ACH-001391,-1.44891122998
ACH-001407,-1.1539138222799998
ACH-001408,-0.961260189024
ACH-001413,-1.56435119525
ACH-001430,-1.6003876217299997
ACH-001431,-0.9178266811820001
ACH-001450,-0.891892265793
ACH-001496,-1.11485805592
ACH-001500,-1.26124043988
ACH-001521,-1.2474357296
ACH-001523,-0.87921782266
ACH-001532,-1.12572620004
ACH-001536,-1.0590159833600001
ACH-001550,-1.16358181168
ACH-001552,-1.21491942533
ACH-001554,-0.8264468317579999
ACH-001645,-1.3551556033899999
ACH-001654,-1.0249746306
ACH-001715,-1.01858909752
ACH-001735,-1.04841811221
ACH-001736,-1.2547767102
ACH-001737,-1.7636537282499998
ACH-001740,-0.974623687384
ACH-001745,-0.935647498814
ACH-001750,-1.09514725911
ACH-001765,-1.27414385871
ACH-001956,-0.794881476612
ACH-001957,-1.05690075566
