,AKT1S1 (84335)
ACH-000004,0.004494524781569999
ACH-000007,-0.05878568073340001
ACH-000009,0.0278685011027
ACH-000011,0.205538225194
ACH-000012,0.00951128567057
ACH-000013,-0.0711681312597
ACH-000014,0.00537856213672
ACH-000015,-0.0439825283913
ACH-000017,0.192138953154
ACH-000018,0.118992865935
ACH-000019,0.22841190552700003
ACH-000021,0.0702798887968
ACH-000022,0.014607489651200001
ACH-000025,-0.09144516935000001
ACH-000028,-0.0578869469301
ACH-000030,-0.0321055147062
ACH-000035,0.13467318582
ACH-000036,0.108772610715
ACH-000037,0.127766361755
ACH-000039,-0.202335367739
ACH-000040,0.104235926111
ACH-000041,0.0523378237546
ACH-000042,0.274659631855
ACH-000045,0.010390965582200002
ACH-000047,0.067531408212
ACH-000052,-0.157695499202
ACH-000053,-0.0427349800017
ACH-000054,-0.196101843631
ACH-000055,0.0818480788858
ACH-000060,-0.046150319626599996
ACH-000067,-0.0988399482337
ACH-000070,0.11636798795600001
ACH-000075,0.09291314560910001
ACH-000078,0.138995787336
ACH-000082,-0.00263857198065
ACH-000085,-0.10335589062799999
ACH-000086,-0.152479519189
ACH-000087,0.0586265701479
ACH-000092,-0.18126547003899998
ACH-000095,0.115746793468
ACH-000097,-0.0033085307655
ACH-000098,0.0301359162328
ACH-000099,0.13188445763599999
ACH-000108,0.0112746771999
ACH-000113,0.0616549630523
ACH-000115,0.06392599842069999
ACH-000116,0.08387969662480001
ACH-000118,0.12474665975400001
ACH-000120,-0.0396631312825
ACH-000123,-0.0536533772369
ACH-000127,0.0914761886598
ACH-000128,0.00872460716553
ACH-000132,-0.06090861900359999
ACH-000133,0.00737290984397
ACH-000137,0.069915129838
ACH-000138,0.146022333856
ACH-000142,-0.10327069706900001
ACH-000143,-0.0531051883306
ACH-000146,-0.16361485081399998
ACH-000148,0.0362151092671
ACH-000150,-0.041308831995900006
ACH-000152,-0.31218669356600004
ACH-000153,-0.147267661526
ACH-000159,0.09364985808660001
ACH-000160,-0.010852919223299999
ACH-000163,0.0987630158409
ACH-000167,-0.154926404474
ACH-000168,-0.0025186648516500004
ACH-000169,0.023728242724799998
ACH-000178,0.014398824858600001
ACH-000182,-0.0994280843137
ACH-000183,0.16604616012099999
ACH-000188,-0.013079978693899999
ACH-000189,-0.23209702538899998
ACH-000190,0.11302095196900001
ACH-000198,0.20558032752799998
ACH-000204,-0.00723299636178
ACH-000206,0.10596506946499999
ACH-000207,0.0137100307477
ACH-000211,-0.0971660021301
ACH-000215,-0.0637463507333
ACH-000221,0.0314074475556
ACH-000222,0.08525896246510001
ACH-000223,-0.00364859999106
ACH-000226,-0.00824197943427
ACH-000227,0.0708191226689
ACH-000228,-0.0970996224698
ACH-000231,0.0348227148788
ACH-000232,0.108564052513
ACH-000233,0.0980366882917
ACH-000234,0.249320639714
ACH-000235,-0.012357797091700002
ACH-000237,0.0176447385288
ACH-000238,0.183804444863
ACH-000243,0.221831847012
ACH-000244,0.0996228038378
ACH-000246,0.0123120340152
ACH-000248,0.0354066188463
ACH-000250,-0.032836985208400005
ACH-000251,-0.06728770220340001
ACH-000253,-0.0708532720595
ACH-000255,0.107187715461
ACH-000256,0.0677905185152
ACH-000257,0.128510739759
ACH-000258,-0.0409545832959
ACH-000259,0.9404887924200002
ACH-000260,0.0364414173013
ACH-000261,0.0988044871198
ACH-000262,-0.258306869778
ACH-000263,-0.13900092125900002
ACH-000264,0.119347213692
ACH-000265,0.010823234187300001
ACH-000266,0.0532437429478
ACH-000272,0.0721155112515
ACH-000273,0.07248276598680001
ACH-000274,-0.00162649477588
ACH-000277,0.07418050016080001
ACH-000278,-0.163124741436
ACH-000279,0.131574466024
ACH-000280,0.237237888454
ACH-000281,0.23273453966999996
ACH-000288,0.168062398935
ACH-000291,0.0699432447233
ACH-000293,-0.0412025451436
ACH-000294,-0.203555632879
ACH-000295,-0.0630795282958
ACH-000296,-0.0639117935167
ACH-000302,0.012714550096
ACH-000304,-0.10795174012499999
ACH-000307,0.12794697277699998
ACH-000308,0.0011957232703399998
ACH-000310,0.117293997192
ACH-000311,0.21800908032400002
ACH-000312,0.12489598945000001
ACH-000315,0.0491190344467
ACH-000316,0.142206246822
ACH-000317,0.058250776679499995
ACH-000318,0.09290427443810001
ACH-000319,0.0138476241835
ACH-000320,0.7615043278010001
ACH-000322,-0.0181108419848
ACH-000323,-0.0691700662405
ACH-000324,0.06256037719549999
ACH-000329,0.135573674717
ACH-000330,0.20166059958000002
ACH-000331,0.351916030035
ACH-000332,-0.0294067755563
ACH-000334,0.10158683476500001
ACH-000335,0.0621598585107
ACH-000336,0.0787312977304
ACH-000337,0.24345615117699998
ACH-000339,-0.0113761475345
ACH-000341,0.0493154464818
ACH-000348,0.104081716452
ACH-000350,0.042287733669999994
ACH-000352,0.0521020753092
ACH-000356,-0.060211974809699996
ACH-000361,-0.251924050827
ACH-000362,0.00875738768622
ACH-000363,-0.07835703400119999
ACH-000364,0.0951862583765
ACH-000365,0.157067931261
ACH-000366,-0.157669027843
ACH-000368,-0.142281138719
ACH-000374,0.0326853968114
ACH-000375,0.169491711642
ACH-000376,0.044155473159300004
ACH-000381,0.0633344252436
ACH-000383,-0.152848141644
ACH-000387,-0.09983226634960002
ACH-000389,-0.175292346677
ACH-000390,0.019938923389400003
ACH-000393,0.187535254163
ACH-000395,0.329328129221
ACH-000397,-0.00769649360423
ACH-000401,0.012038290537100002
ACH-000402,0.056861299704700004
ACH-000403,0.04493240887680001
ACH-000404,0.09189350798410001
ACH-000406,0.0640708454789
ACH-000407,0.23031349792599998
ACH-000408,-0.23986431992499999
ACH-000410,-0.087698094888
ACH-000411,0.0574568157658
ACH-000414,0.26650381863899997
ACH-000415,0.0171480681687
ACH-000416,0.0393587327641
ACH-000420,-0.0311096208181
ACH-000421,-0.061306819911599995
ACH-000424,0.17169022793299998
ACH-000425,0.035412871871800006
ACH-000426,-0.0760501770889
ACH-000427,0.0601289808463
ACH-000433,0.0228560779857
ACH-000436,-0.131905835997
ACH-000444,0.167144223922
ACH-000445,-0.133226806123
ACH-000448,-0.08348420424769999
ACH-000450,0.0143614885106
ACH-000452,-0.0036233124139
ACH-000454,0.0319973273864
ACH-000458,0.00321634337564
ACH-000459,0.0588416771511
ACH-000460,0.0277475414475
ACH-000461,0.09912671990589998
ACH-000463,-0.187043726131
ACH-000464,-0.09089695338989999
ACH-000466,0.195044257204
ACH-000467,0.18609758243500002
ACH-000468,-0.0504197871239
ACH-000469,-0.14507323111
ACH-000470,0.056615802226599996
ACH-000471,0.123099736733
ACH-000472,-0.102628237202
ACH-000473,0.0960286834793
ACH-000475,0.0945726229335
ACH-000476,0.0758953231569
ACH-000477,-0.133153868568
ACH-000480,0.024401328394700002
ACH-000481,0.0412349781534
ACH-000483,0.15187609965999999
ACH-000484,-0.0941733004548
ACH-000485,-0.0694558730885
ACH-000486,-0.134548255065
ACH-000487,-0.0487170094566
ACH-000488,0.0826945498755
ACH-000490,0.0532875164353
ACH-000491,0.136082264565
ACH-000495,0.09620626999660001
ACH-000496,0.46283591769500004
