,KDM4E (390245)
ACH-000004,0.17334511942000003
ACH-000007,-0.0392356739041
ACH-000009,0.0954004388313
ACH-000011,0.0517789319206
ACH-000012,0.0875598170586
ACH-000013,0.0335821834099
ACH-000014,0.32274490064100003
ACH-000015,0.0545003693
ACH-000017,0.122982196122
ACH-000018,0.00170308282294
ACH-000019,0.0610732791443
ACH-000021,0.0543254846083
ACH-000022,0.14420769601199998
ACH-000025,0.103413464002
ACH-000028,0.0392513873041
ACH-000030,0.106741874188
ACH-000035,0.255974980856
ACH-000036,0.339379300179
ACH-000037,-0.245014255864
ACH-000039,-0.0212997236872
ACH-000040,0.10434165007099999
ACH-000041,0.12636811592299999
ACH-000042,0.157916372814
ACH-000045,-0.10595919199100001
ACH-000047,0.101725982534
ACH-000052,-0.129992957363
ACH-000053,0.037151907716
ACH-000054,0.016953426400799998
ACH-000055,0.0366019686862
ACH-000060,0.18299059446600002
ACH-000067,0.262602464551
ACH-000070,-0.0556280684649
ACH-000075,0.32440575474
ACH-000078,0.0232680838253
ACH-000082,0.027323824346500002
ACH-000085,0.168061643288
ACH-000086,-0.21207174665800002
ACH-000087,0.167240320405
ACH-000092,0.111702950944
ACH-000095,-0.0782332981798
ACH-000097,-0.0694830771022
ACH-000098,0.195420070828
ACH-000099,-0.0443281100742
ACH-000108,0.11270258604599999
ACH-000113,-0.0911016069655
ACH-000115,0.09919035515119999
ACH-000116,-0.09330112668940001
ACH-000118,-0.0719534468911
ACH-000120,0.00161309755639
ACH-000123,-0.049185482993099994
ACH-000127,0.121827760447
ACH-000128,-0.0727394478193
ACH-000132,-0.033131971394599995
ACH-000133,-0.058525390785600005
ACH-000137,-0.0808527653987
ACH-000138,-0.111497054981
ACH-000142,-0.116808644121
ACH-000143,0.215550949789
ACH-000146,0.07510939432330001
ACH-000148,0.026190271976400004
ACH-000150,-0.006501619190560001
ACH-000152,-0.15038499119100002
ACH-000153,-0.127882146794
ACH-000159,0.0517873789011
ACH-000160,0.635701934192
ACH-000163,0.0843062673015
ACH-000167,0.46551739075900006
ACH-000168,-0.225493735607
ACH-000169,-0.0335252361549
ACH-000178,-0.021766514679600002
ACH-000182,0.0327241540562
ACH-000183,-0.18415966434
ACH-000188,-0.136579190026
ACH-000189,-0.236135392282
ACH-000190,0.5222534871060001
ACH-000198,-0.0859178349657
ACH-000204,0.23222512511100002
ACH-000206,0.09898713690639999
ACH-000207,-0.243911667024
ACH-000211,0.035383318406500004
ACH-000215,0.0244889135184
ACH-000221,0.0523853390798
ACH-000222,0.036875510645800004
ACH-000223,0.09364911947630002
ACH-000226,0.00358972142301
ACH-000227,-0.023371569841900003
ACH-000228,-0.0059809787681699995
ACH-000231,-0.09957640179060001
ACH-000232,-0.0158297317539
ACH-000233,0.0074657376285
ACH-000234,0.050798722148400005
ACH-000235,0.082370124488
ACH-000237,-0.0385907754664
