,GAN (8139)
ACH-000004,-0.510337915395
ACH-000007,-0.22393839727200002
ACH-000009,-0.0253249636945
ACH-000011,-0.40232677445200005
ACH-000012,-0.189986831272
ACH-000013,-0.0747854420343
ACH-000014,-0.010510146981799999
ACH-000015,-0.0698871403644
ACH-000017,-0.122750522312
ACH-000018,-0.32119958852499997
ACH-000019,-0.0223089905321
ACH-000021,-0.0987936006457
ACH-000022,-0.170141946833
ACH-000025,-0.595826447069
ACH-000028,-0.094653413696
ACH-000030,-0.034226238668
ACH-000035,-0.09143956577649999
ACH-000036,-0.11897107274499999
ACH-000037,-0.163864644137
ACH-000039,-0.317407495601
ACH-000040,-0.170396004406
ACH-000041,0.0647009094196
ACH-000042,0.022255438632799995
ACH-000045,-0.008311764800100001
ACH-000047,-0.163699635142
ACH-000052,-0.07663011767439999
ACH-000053,-0.034191286029400005
ACH-000054,-0.180009161164
ACH-000055,-0.07151232556260001
ACH-000060,-0.00439734531717
ACH-000067,-0.11306277924000001
ACH-000070,-0.138203021535
ACH-000075,-0.048286549629199996
ACH-000078,-0.111940827162
ACH-000082,-0.13947607098099998
ACH-000085,0.0502523332474
ACH-000086,-0.0653572364478
ACH-000087,-0.139613604707
ACH-000092,-0.225117867127
ACH-000095,-0.224793538606
ACH-000097,-0.0866854645078
ACH-000098,-0.310793907593
ACH-000099,-0.0126362921436
ACH-000108,-0.131026694505
ACH-000113,-0.0999901845063
ACH-000115,0.032391423037900005
ACH-000116,0.046972808940699995
ACH-000118,-0.12359503712000001
ACH-000120,0.04733790380419999
ACH-000123,0.0693128642957
ACH-000127,-0.09955151541719999
ACH-000128,0.10055472497500001
ACH-000132,-0.142924371814
ACH-000133,-0.15625985104100001
ACH-000137,-0.368864935863
ACH-000138,-0.301759834772
ACH-000142,0.015923929860399998
ACH-000143,-0.352353944631
ACH-000146,-0.143885795217
ACH-000148,-0.023470340706599997
ACH-000150,-0.32347822477899996
ACH-000152,-0.0419077114592
ACH-000153,0.051500795435199996
ACH-000159,-0.14783791662999998
ACH-000160,-0.148472481594
ACH-000163,-0.0634546452545
ACH-000167,0.000551031983371
ACH-000168,-0.22732658196199998
ACH-000169,-0.21277376289299998
ACH-000178,-0.18106868345
ACH-000182,-0.11489989203800001
ACH-000183,-0.39704713715499995
ACH-000188,-0.0637660260235
ACH-000189,-0.18421085848000002
ACH-000190,-0.40855967623000006
ACH-000198,-0.04454483083190001
ACH-000204,-0.250760436356
ACH-000206,-0.004732059288890001
ACH-000207,-0.346520168668
ACH-000211,-0.34540844803099996
ACH-000215,-0.28465897239300003
ACH-000221,-0.38227505568099995
ACH-000222,-0.0657268985946
ACH-000223,0.12862906112
ACH-000226,0.0244861114655
ACH-000227,0.12492243315099999
ACH-000228,0.11892448316
ACH-000231,-0.120013935472
ACH-000232,-0.131430551047
ACH-000233,-0.110653742349
ACH-000234,-0.416572833719
ACH-000235,-0.0906637919761
ACH-000237,-0.257519259744
ACH-000238,0.0245195463414
ACH-000243,-0.117617950923
ACH-000244,0.0106873757568
ACH-000246,0.0238674301107
ACH-000248,-0.199282722626
ACH-000250,-0.178343776039
ACH-000251,0.0327145361745
ACH-000253,-0.118479575299
ACH-000255,-0.35379412539000005
ACH-000256,-0.160020472251
ACH-000257,-0.572509738197
ACH-000258,-0.044073291679300006
ACH-000259,-0.086807220053
ACH-000260,0.0007090974537449999
ACH-000261,-0.18923312364
ACH-000262,-0.171915976086
ACH-000263,0.169554290807
ACH-000264,-0.08458286840289998
ACH-000265,-0.124456554369
ACH-000266,-0.139281694113
ACH-000272,-0.118057489814
ACH-000273,-0.033474196159099995
ACH-000274,0.07781736442139998
ACH-000277,-0.414456333134
ACH-000278,-0.210080289034
ACH-000279,-0.170458183196
ACH-000280,-0.249390567559
ACH-000281,-0.173341454051
ACH-000288,-0.23143489792
ACH-000291,-0.12976805517999998
ACH-000293,-0.0315280834035
ACH-000294,-0.298407568216
ACH-000295,-0.332294893109
ACH-000296,0.0503994794348
ACH-000302,0.04209483111719999
ACH-000304,-0.318830444923
ACH-000307,-0.05377463224330001
ACH-000308,-0.0800879223664
ACH-000310,0.0762717322281
ACH-000311,-0.44629973870899997
ACH-000312,0.0227737734567
ACH-000315,-0.09649388558460001
ACH-000316,-0.36154101034599995
ACH-000317,-0.09289105062010002
ACH-000318,0.0445141514413
ACH-000319,-0.376363492144
ACH-000320,-0.0571970563019
ACH-000322,-0.137455405133
ACH-000323,-0.11252600642300001
ACH-000324,-0.106907748386
