,TPH2 (121278)
ACH-000004,-0.2332625938
ACH-000007,-0.286054466339
ACH-000009,-0.3733181891
ACH-000011,-0.156665310148
ACH-000012,-0.22940176446600002
ACH-000013,-0.288453241288
ACH-000014,-0.0788020451593
ACH-000015,-0.29259364481
ACH-000017,-0.244539332578
ACH-000018,-0.108443987038
ACH-000019,-0.506088982707
ACH-000021,-0.441230570704
ACH-000022,-0.290487602664
ACH-000025,-0.487518319454
ACH-000028,-0.381851596243
ACH-000030,-0.338349098867
ACH-000035,-0.226296248728
ACH-000036,-0.461459487926
ACH-000037,-0.47008384310199997
ACH-000039,-0.33717529245300004
ACH-000040,-0.419842681581
ACH-000041,-0.44713534492
ACH-000042,-0.425390199773
ACH-000045,-0.38345360320200006
ACH-000047,-0.33821186325900005
ACH-000052,-0.234123074399
ACH-000053,-0.22229274035
ACH-000054,-0.19821778462200002
ACH-000055,-0.238792616103
ACH-000060,-0.133384880321
ACH-000067,-0.278317413241
ACH-000070,-0.34336851644
ACH-000075,-0.05936959026380001
ACH-000078,-0.251807471602
ACH-000082,-0.520168634219
ACH-000085,-0.0687415595908
ACH-000086,-0.524935434798
ACH-000087,-0.548468805123
ACH-000092,-0.295647495961
ACH-000095,-0.198800315831
ACH-000097,-0.329265756637
ACH-000098,-0.366003119579
ACH-000099,-0.42543818676600004
ACH-000108,-0.253180011331
ACH-000113,-0.216352035485
ACH-000115,-0.149759159442
ACH-000116,-0.356472016283
ACH-000118,-0.380370737273
ACH-000120,-0.325897370041
ACH-000123,-0.324066525957
ACH-000127,-0.29036697617699997
ACH-000128,-0.300818684542
ACH-000132,-0.358342496804
ACH-000133,-0.181768086563
ACH-000137,-0.348477390711
ACH-000138,-0.5258157557859999
ACH-000142,-0.49808400955399995
ACH-000143,-0.303832905795
ACH-000146,-0.221356683008
ACH-000148,-0.272258111832
ACH-000150,-0.36882398419600004
ACH-000152,-0.39938013968900005
ACH-000153,-0.146665521666
ACH-000159,-0.28050107847
ACH-000160,-0.45791929600500003
ACH-000163,-0.543462773666
ACH-000167,-0.313680244915
ACH-000168,-0.32120804165399996
ACH-000169,-0.295582985757
ACH-000178,-0.365193605456
ACH-000182,-0.314376293948
ACH-000183,-0.316033441188
ACH-000188,-0.146044554153
ACH-000189,-0.426684087168
ACH-000190,-0.36084169763400004
ACH-000198,-0.217043653299
ACH-000204,-0.440719857017
ACH-000206,-0.27060053211
ACH-000207,-0.0203576810299
ACH-000211,-0.417052346607
ACH-000215,-0.332266526613
ACH-000221,-0.241153087496
ACH-000222,-0.257868794374
ACH-000223,-0.319077293168
ACH-000226,-0.399260130167
ACH-000227,-0.606883441684
ACH-000228,-0.27836406153
ACH-000231,-0.281803683695
ACH-000232,-0.402475022381
ACH-000233,-0.290203930374
ACH-000234,-0.369468392729
ACH-000235,-0.376884283336
ACH-000237,-0.452132999604
ACH-000238,-0.33081467306999995
ACH-000243,-0.382851171802
ACH-000244,-0.475219525058
ACH-000246,-0.41450673023199996
ACH-000248,-0.527639886461
ACH-000250,-0.342749715248
ACH-000251,-0.42590154387100004
ACH-000253,-0.424626267179
ACH-000255,-0.21601239043900003
ACH-000256,-0.306164609572
ACH-000257,-0.0106840941032
ACH-000258,-0.558193243138
ACH-000259,-0.332380316133
ACH-000260,-0.43745249681299997
ACH-000261,-0.329674251907
ACH-000262,-0.184953705143
ACH-000263,-0.0623879743929
ACH-000264,-0.333777158737
ACH-000265,-0.39372156380900003
ACH-000266,-0.374943512629
ACH-000272,-0.0545722395718
ACH-000273,-0.324316472825
ACH-000274,-0.184791814076
ACH-000277,-0.343543016146
ACH-000278,-0.6015646199620001
ACH-000279,-0.304967572086
ACH-000280,-0.24356165552700001
ACH-000281,-0.525967180097
ACH-000288,-0.239340597029
ACH-000291,-0.408121032258
ACH-000293,-0.239235063574
ACH-000294,0.019376486589400003
ACH-000295,-0.313319381206
ACH-000296,-0.393810231325
ACH-000302,-0.261688549591
ACH-000304,-0.509180351249
ACH-000307,-0.41739911311899996
ACH-000308,-0.44064281850000003
ACH-000310,-0.47165246647299996
ACH-000311,-0.50567838211
ACH-000312,-0.401572532777
ACH-000315,0.19475863338899999
ACH-000316,-0.37998600455
ACH-000317,-0.29959305186
ACH-000318,-0.398759796108
ACH-000319,-0.491412304781
ACH-000320,-0.538116637173
ACH-000322,-0.35625340112899995
ACH-000323,-0.207611567005
ACH-000324,-0.195228862191
ACH-000329,-0.218637648219
ACH-000330,-0.454455845375
ACH-000331,-0.452144088358
ACH-000332,-0.35476338375
ACH-000334,-0.36988584832599997
ACH-000335,-0.615994181442
ACH-000336,-0.06424084763480001
ACH-000337,-0.170447901849
ACH-000339,-0.344780379495
ACH-000341,-0.321517714977
ACH-000348,-0.400403946435
ACH-000350,-0.231077496105
ACH-000352,-0.31773925313
ACH-000356,-0.352036443535
ACH-000361,-0.35665124340599996
ACH-000362,-0.19256443500599998
ACH-000363,-0.200436531266
ACH-000364,-0.294543031814
ACH-000365,-0.42491586384700003
ACH-000366,-0.288371746692
ACH-000368,-0.34188364588500003
ACH-000374,-0.451417983161
ACH-000375,-0.359755856818
ACH-000376,-0.235700126572
ACH-000381,-0.294128334378
ACH-000383,-0.27067320046300003
ACH-000387,-0.330440816642
ACH-000389,-0.25807809835900003
ACH-000390,-0.265130988945
ACH-000393,-0.49768220453999995
ACH-000395,-0.339109690721
ACH-000397,-0.270928300865
ACH-000401,0.047497551054499994
ACH-000402,-0.7663812787950001
ACH-000403,-0.31390054786800003
ACH-000404,-0.986630610762
ACH-000406,-0.22513604738200002
ACH-000407,-0.183378283297
ACH-000408,-0.326849216462
ACH-000410,-0.393635523411
ACH-000411,-0.41873083374
ACH-000414,-0.622974337123
ACH-000415,-0.26511805485999995
ACH-000416,-0.319160853032
ACH-000420,-0.380550864719
ACH-000421,-0.327512316402
ACH-000424,-0.529784130113
ACH-000425,-0.22623316834600002
ACH-000426,-0.111462281767
ACH-000427,-0.330210420746
ACH-000433,-0.221659479065
ACH-000436,-0.272223418843
ACH-000444,-0.489387189784
ACH-000445,-0.63607040587
ACH-000448,-0.298378112221
ACH-000450,-0.45242853110500003
ACH-000452,-0.390001671321
ACH-000454,-0.471631152372
ACH-000458,-0.201243587458
ACH-000459,-0.22629822833799998
ACH-000460,-0.45165652308999993
ACH-000461,-0.155886272128
ACH-000463,-0.367861390659
ACH-000464,-0.287620718592
ACH-000466,-0.149710971694
ACH-000467,-0.40109758591600003
ACH-000468,-0.568465854645
ACH-000469,-0.29500564770300003
ACH-000470,-0.341822183508
ACH-000471,-0.31514127061
ACH-000472,-0.400538464762
ACH-000473,-0.279198822021
ACH-000475,-0.174848402321
ACH-000476,-0.374036520656
ACH-000477,-0.0717141041275
ACH-000480,-0.42918968061499996
ACH-000481,-0.296567710246
ACH-000483,-0.36073898941699994
ACH-000484,-0.269500225866
ACH-000485,-0.38028767701300004
ACH-000486,-0.398962934404
ACH-000487,-0.143357164713
ACH-000488,-0.42258910303400005
ACH-000490,-0.357590845876
ACH-000491,-0.059450577462099995
ACH-000495,-0.013394313578999999
ACH-000496,-0.854598292088
ACH-000499,-0.6763932117810001
ACH-000500,0.0017054287052
ACH-000502,-0.436300721828
ACH-000503,-0.263208745651
ACH-000505,-0.366349796483
ACH-000507,-0.248221896169
ACH-000510,-0.35365751988399996
ACH-000511,-0.445650411419
ACH-000512,-0.144285427502
ACH-000516,-0.407426445911
