,HIST2H2AB (317772)
ACH-000004,-0.0425322415159
ACH-000007,0.0409116744731
ACH-000009,-0.26653449162099996
ACH-000011,-0.20208999395
ACH-000012,-0.206295249086
ACH-000013,0.037115647220699995
ACH-000014,-0.030149413107
ACH-000015,-0.0503916295762
ACH-000017,0.0495185364349
ACH-000018,-0.0564377113338
ACH-000019,-0.321149053572
ACH-000021,-0.0276560785505
ACH-000022,-0.0923101114758
ACH-000025,-0.232718201025
ACH-000028,-0.450866116271
ACH-000030,-0.0674396675271
ACH-000035,-0.270220176985
ACH-000036,0.0074267711475900005
ACH-000037,0.0597442159736
ACH-000039,-0.484775851263
ACH-000040,-0.0455902072466
ACH-000041,-0.0170403124106
ACH-000042,0.0375743313254
ACH-000045,-0.0404097363768
ACH-000047,0.124281869221
ACH-000052,-0.167166462774
ACH-000053,-0.231363264293
ACH-000054,-0.00391233085351
ACH-000055,-0.158230709813
ACH-000060,-0.11576637957800001
ACH-000067,0.0959635654002
ACH-000070,-0.026486102206599995
ACH-000075,-0.42378881571800003
ACH-000078,-0.278274898455
ACH-000082,-0.107916562818
ACH-000085,0.0131003954433
ACH-000086,-0.309233353168
ACH-000087,0.151010982624
ACH-000092,0.0029483503497699996
ACH-000095,-0.043317471489500006
ACH-000097,-0.136922884531
ACH-000098,-0.133025914027
ACH-000099,-0.0550851162027
ACH-000108,0.08224908573919999
ACH-000113,-0.147663115177
ACH-000115,0.0662409095501
ACH-000116,-0.04627937798119999
ACH-000118,-0.10821687402
ACH-000120,-0.0755948149499
ACH-000123,-0.248632345031
ACH-000127,-0.0843125163793
ACH-000128,-0.16444102863500001
ACH-000132,-0.000476454540717
ACH-000133,-0.186285703624
ACH-000137,0.0333418432515
ACH-000138,-0.12280212944499999
ACH-000142,-0.024962754240599995
ACH-000143,-0.0656276177668
ACH-000146,-0.181967584461
ACH-000148,-0.07333207694919999
ACH-000150,0.0976059643283
ACH-000152,-0.166822354388
ACH-000153,-0.21157775595800002
ACH-000159,-0.0785804839575
ACH-000160,0.151676781693
ACH-000163,-0.32466556539999997
ACH-000167,0.0839424661444
ACH-000168,-0.0684271308856
ACH-000169,-0.08657130647280001
ACH-000178,0.0927110919991
ACH-000182,0.102886959057
ACH-000183,-0.164263261362
ACH-000188,-0.055539312562999994
ACH-000189,0.0840996341891
ACH-000190,0.131277858794
ACH-000198,0.021601984128400004
ACH-000204,-0.08261878521049999
ACH-000206,-0.013856905042299998
ACH-000207,0.13637122986300002
ACH-000211,-0.00046626650747
ACH-000215,-0.023255329513099998
ACH-000221,-0.00474208845361
ACH-000222,-0.0206973532505
ACH-000223,-0.138304923257
ACH-000226,-0.139039141454
ACH-000227,0.261575921997
ACH-000228,-0.16930885132800003
ACH-000231,-0.0861693063242
ACH-000232,-0.212189675979
ACH-000233,0.13393884197699998
ACH-000234,-0.104293966011
ACH-000235,-0.207492579708
ACH-000237,0.0579860381507
ACH-000238,0.07421708714360001
ACH-000243,0.144322551875
ACH-000244,0.0862259836566
ACH-000246,-0.0657274288991
ACH-000248,0.0994860451719
ACH-000250,0.07229668437739999
ACH-000251,-0.236950784319
ACH-000253,0.0931549515218
ACH-000255,0.030328083675799998
ACH-000256,0.07456564864910001
ACH-000257,0.291439348712
ACH-000258,0.0247936844048
ACH-000259,-0.08067666203360001
ACH-000260,-0.10986167980999999
ACH-000261,-0.07160884672210001
ACH-000262,0.14909738913599999
ACH-000263,-0.0991660355187
ACH-000264,-0.284614851013
ACH-000265,0.035278296371
ACH-000266,-0.0246473292593
ACH-000272,-0.237104064546
ACH-000273,-0.204586939001
ACH-000274,-0.0204797685948
ACH-000277,0.0196144454285
ACH-000278,-0.20039553115800002
ACH-000279,-0.0363742831462
ACH-000280,-0.08231887861439999
ACH-000281,0.12226784806
ACH-000288,-0.06641000607309999
ACH-000291,-0.059839927655499996
ACH-000293,0.000136628479672
ACH-000294,-0.061806349824599996
ACH-000295,0.0245871596374
ACH-000296,-0.07827075719860001
ACH-000302,0.06478736818559999
ACH-000304,0.0272173005936
ACH-000307,-0.0573541933775
ACH-000308,-0.0297956443785
ACH-000310,-0.058193223546400004
ACH-000311,-0.08913276897510002
ACH-000312,-0.0401764178744
ACH-000315,0.018811571934
ACH-000316,0.024859159317900004
ACH-000317,0.216729887639
ACH-000318,-0.195270785704
ACH-000319,-0.103241076483
ACH-000320,0.115988366481
ACH-000322,-0.29357730442200003
ACH-000323,-0.026751919800999998
ACH-000324,0.015129341566000001
ACH-000329,-0.0732098569279
ACH-000330,0.0586042542078
ACH-000331,-0.0766723669822
ACH-000332,0.0158657967459
ACH-000334,0.101489051457
ACH-000335,-0.216783288754
ACH-000336,-0.134008062519
ACH-000337,-0.08432077215360001
ACH-000339,0.0530017623238
ACH-000341,-0.0672678256348
ACH-000348,-0.0735278024425
ACH-000350,0.230306266139
ACH-000352,0.031963525470599996
