,VRTN (55237)
ACH-000004,0.0313688397385
ACH-000007,0.023372849950599996
ACH-000009,-0.026065533608800002
ACH-000011,-0.11400462951300001
ACH-000012,-0.0293681678168
ACH-000013,-0.187969677053
ACH-000014,-0.13286013107699998
ACH-000015,-0.13804564374000003
ACH-000017,-0.237512709761
ACH-000018,0.103869065632
ACH-000019,-0.312968356204
ACH-000021,-0.057432275272000004
ACH-000022,-0.11068867375399999
ACH-000025,-0.0716815731387
ACH-000028,0.0160071086934
ACH-000030,0.0225357705847
ACH-000035,-0.044431186216299996
ACH-000036,-0.0866316998555
ACH-000037,-0.147969368007
ACH-000039,-0.047898251029
ACH-000040,-0.395930476678
ACH-000041,-0.0603874670742
ACH-000042,-0.13590613632200002
ACH-000045,-0.0381773041357
ACH-000047,-0.160660644667
ACH-000052,0.116192385511
ACH-000053,-0.0973242086207
ACH-000054,-0.276438841147
ACH-000055,-0.09212339531910001
ACH-000060,-0.53538537554
ACH-000067,-0.0486246527084
ACH-000070,-0.18182347475299998
ACH-000075,-0.0377790194469
ACH-000078,0.041140040248
ACH-000082,-0.23256398018399999
ACH-000085,-0.192087727333
ACH-000086,-0.205362123327
ACH-000087,-0.124620581319
ACH-000092,-0.14186939462
ACH-000095,-0.164284741671
ACH-000097,-0.107688295099
ACH-000098,-0.153969110785
ACH-000099,-0.06795292479
ACH-000108,-0.137389738719
ACH-000113,-0.0769328824278
ACH-000115,-0.0657769782362
ACH-000116,-0.12063818422900001
ACH-000118,-0.22045493618599998
ACH-000120,-0.222667875108
ACH-000123,-0.15162580502800002
ACH-000127,-0.059386742421800004
ACH-000128,-0.344317095075
ACH-000132,-0.0844538590106
ACH-000133,-0.0525637068061
ACH-000137,-0.0373980518451
ACH-000138,0.0173009223479
ACH-000142,-0.166047071125
ACH-000143,-0.04211825078649999
ACH-000146,-0.0434975160202
ACH-000148,-0.203069583451
ACH-000150,-0.12611015827
ACH-000152,0.0
ACH-000153,-0.11172613121899999
ACH-000159,-0.107236999477
ACH-000160,-0.233846564002
ACH-000163,-0.0618858952404
ACH-000167,-0.020857171462299998
ACH-000168,0.09335589738089999
ACH-000169,-0.00947237201896
ACH-000178,-0.064747039232
ACH-000182,-0.08595575995060001
ACH-000183,-0.268457125708
ACH-000188,-0.20022909737199998
ACH-000189,-0.523852373091
ACH-000190,-0.278763296922
ACH-000198,-0.179400283433
ACH-000204,-0.41129653143
ACH-000206,-0.115550939852
ACH-000207,-0.248212501433
ACH-000211,-0.21331339103
ACH-000215,-0.119915121283
ACH-000221,-0.204545621259
