,PPA2 (27068)
ACH-000004,-0.5892282221949999
ACH-000007,-1.0253750955399998
ACH-000009,-0.7029429200599999
ACH-000011,-0.668477763513
ACH-000012,-0.285466371028
ACH-000013,-0.8084720597939999
ACH-000014,-0.8872174705060001
ACH-000015,-1.15361496925
ACH-000017,-0.48908497669699996
ACH-000018,-1.06283642515
ACH-000019,-0.491539037521
ACH-000021,-0.653536689081
ACH-000022,-0.9624423798620001
ACH-000025,-0.719264528961
ACH-000028,-0.5741189390779999
ACH-000030,-0.782320815768
ACH-000035,-0.39855290936099996
ACH-000036,-0.10645056832999998
ACH-000037,-0.460430843659
ACH-000039,-0.624243110326
ACH-000040,-0.293669967362
ACH-000041,-0.8899286209270001
ACH-000042,-0.464211819661
ACH-000045,-0.662847963712
ACH-000047,-0.388017172801
ACH-000052,-0.769834213511
ACH-000053,-0.519673799281
ACH-000054,-0.170579286984
ACH-000055,-0.26262131432700003
ACH-000060,-0.583075814198
ACH-000067,-0.9122424559100001
ACH-000070,-0.471230802648
ACH-000075,-0.18273770982299997
ACH-000078,-0.141281316724
ACH-000082,-0.362041648992
ACH-000085,-0.7859338909379999
ACH-000086,-0.869491000679
ACH-000087,-0.9544843188950001
ACH-000092,-0.49247380801000007
ACH-000095,-0.412277059019
ACH-000097,-0.107892423003
ACH-000098,-0.827418676997
ACH-000099,-0.493172210682
ACH-000108,-0.45237671367700005
ACH-000113,-0.879867961189
ACH-000115,-0.473074619447
ACH-000116,-0.80433271865
ACH-000118,-0.7704130099519999
ACH-000120,-0.5458428248699999
ACH-000123,-0.664525530242
ACH-000127,-0.570586240201
ACH-000128,-0.6983857092899999
ACH-000132,-0.413428892372
ACH-000133,-0.381852253337
ACH-000137,-0.777544099648
ACH-000138,-0.43755231350199997
ACH-000142,-0.573466998711
ACH-000143,-1.10201444555
ACH-000146,-0.256827257922
ACH-000148,-0.621268091592
ACH-000150,-0.590458679831
ACH-000152,-0.561068592898
ACH-000153,-0.62991523506
ACH-000159,-0.611029996917
ACH-000160,-0.586060238905
ACH-000163,-0.355146699414
ACH-000167,-0.547362221346
ACH-000168,-0.35845558798
ACH-000169,-0.606658329332
ACH-000178,-0.661930054353
ACH-000182,-0.437068254169
ACH-000183,-0.8051837066449999
ACH-000188,-1.01468372453
ACH-000189,-0.5431914729890001
ACH-000190,-1.4355937235
ACH-000198,-0.425228710111
ACH-000204,-0.47216690334899997
ACH-000206,-0.899785780881
ACH-000207,-1.02832524574
ACH-000211,-0.563477041049
ACH-000215,-0.658962909085
ACH-000221,-0.983801740268
ACH-000222,-0.47225084094700004
ACH-000223,-0.36788503211499995
ACH-000226,-0.454373284841
ACH-000227,-0.7063325151150001
ACH-000228,-0.40589042253700003
ACH-000231,-0.32791151253899997
ACH-000232,-0.959358980434
ACH-000233,-0.7286931514499999
ACH-000234,-0.627890719038
ACH-000235,-0.280442038221
ACH-000237,-1.0396435689599999
