,PHGDH (26227)
ACH-000004,-0.0396946487873
ACH-000007,-0.590354463119
ACH-000009,-0.0962570950013
ACH-000011,0.175883127905
ACH-000012,-0.173098886257
ACH-000013,-0.0795477075078
ACH-000014,-0.24012559449499998
ACH-000015,-0.395918657896
ACH-000017,0.0322554829511
ACH-000018,0.0400671187869
ACH-000019,-0.5660134823740001
ACH-000021,0.09096610047430001
ACH-000022,0.0850004057363
ACH-000025,-0.26211406440699997
ACH-000028,-0.284954965616
ACH-000030,-0.044487304324000006
ACH-000035,-0.137050558329
ACH-000036,-0.174508327926
ACH-000037,-0.128347821461
ACH-000039,-0.340190955124
ACH-000040,-0.20563826878199998
ACH-000041,0.024340203787099998
ACH-000042,-0.0436773899258
ACH-000045,0.021533330816099996
ACH-000047,0.0967423831444
ACH-000052,-0.122554236575
ACH-000053,-0.130416262614
ACH-000054,-0.120946998485
ACH-000055,-0.0548762061692
ACH-000060,-0.242298342596
ACH-000067,-0.135855914903
ACH-000070,-0.056119818477999996
ACH-000075,0.0229671469166
ACH-000078,-0.141728589578
ACH-000082,0.0144272060045
ACH-000085,0.303415901504
ACH-000086,-0.0880311203105
ACH-000087,0.0449153624853
ACH-000092,-0.0175724208509
ACH-000095,-0.0295930731749
ACH-000097,-0.10450595042300001
ACH-000098,-0.132984169301
ACH-000099,0.06349225758299999
ACH-000108,0.163849361328
ACH-000113,0.0307189798184
ACH-000115,0.106118097486
ACH-000116,-0.0141807390351
ACH-000118,0.09490761893680001
ACH-000120,-0.0653992856011
ACH-000123,-0.151947426466
ACH-000127,-0.0248880152709
ACH-000128,-0.113629894123
ACH-000132,0.0188126383357
ACH-000133,-0.0476583352511
ACH-000137,-0.331419417595
ACH-000138,0.124331005767
ACH-000142,-0.161450673335
ACH-000143,-0.102820461326
ACH-000146,-0.19937482761199998
ACH-000148,0.11719589543199999
ACH-000150,-0.158465781822
ACH-000152,-0.11001020135
ACH-000153,-0.250007163066
ACH-000159,-0.120302085198
ACH-000160,0.5260244362
ACH-000163,0.12946011938899998
ACH-000167,0.27253187768599996
ACH-000168,-0.0623444475521
ACH-000169,-0.0633207051657
ACH-000178,0.021491162055799998
ACH-000182,0.0284112971448
ACH-000183,0.0304716374737
ACH-000188,-0.0745507218717
ACH-000189,-0.0312969734662
ACH-000190,0.257999574909
ACH-000198,-0.22603998772199999
ACH-000204,-0.229708136417
ACH-000206,-0.106573657771
ACH-000207,-1.00114205716
ACH-000211,-0.237569716608
ACH-000215,-0.19115352391399998
ACH-000221,-0.0349338851705
ACH-000222,-0.10414972943800001
ACH-000223,-0.107848614088
ACH-000226,-0.114015766037
ACH-000227,0.35519166077200004
ACH-000228,0.034395166812499996
ACH-000231,0.094649134743
ACH-000232,0.11151558485200001
ACH-000233,-0.0023043573876999996
ACH-000234,0.18523036535300003
ACH-000235,-0.0509283959808
ACH-000237,0.051353357828599996
ACH-000238,0.0413135512749
