,DPEP2 (64174)
ACH-000004,-0.0590341875898
ACH-000007,-0.191767556528
ACH-000009,0.0545098755361
ACH-000011,-0.159611759041
ACH-000012,-0.24570067451699998
ACH-000013,-0.18731148487100002
ACH-000014,0.0418778421829
ACH-000015,0.12537184331700002
ACH-000017,-0.036405513437
ACH-000018,0.0759157067523
ACH-000019,0.06338963456550001
ACH-000021,0.017463540618099998
ACH-000022,-0.0750922236198
ACH-000025,-0.153389935506
ACH-000028,-0.049189604559599996
ACH-000030,-0.0889906208358
ACH-000035,0.014744222980000003
ACH-000036,-0.270086231308
ACH-000037,-0.162414063159
ACH-000039,-0.18022510265299999
ACH-000040,-0.0600766085785
ACH-000041,0.178152907304
ACH-000042,-0.10284400199100001
ACH-000045,-0.0134245649984
ACH-000047,-0.0947546340267
ACH-000052,0.214859152136
ACH-000053,0.0311820907338
ACH-000054,0.0785864127964
ACH-000055,0.122980152404
ACH-000060,-0.154389379022
ACH-000067,0.109611919326
ACH-000070,0.022042505077400004
ACH-000075,-0.039460869642
ACH-000078,-0.00984434911181
ACH-000082,-0.144547391398
ACH-000085,-0.240504947199
ACH-000086,-0.162591991331
ACH-000087,-0.0314691027502
ACH-000092,-0.0583762814022
ACH-000095,-0.0525492281926
ACH-000097,-0.159326568171
ACH-000098,-0.0788714958242
ACH-000099,-0.0855936853053
ACH-000108,-0.138286435955
ACH-000113,-0.117751651141
ACH-000115,0.0769187759959
ACH-000116,-0.07720784406310001
ACH-000118,-0.07963574091810001
ACH-000120,-0.152055773068
ACH-000123,-0.00447777917287
ACH-000127,-0.0993249657265
ACH-000128,-0.177400429403
ACH-000132,-0.574826557485
ACH-000133,-0.156576495167
ACH-000137,-0.0614053177699
ACH-000138,0.0341909900908
ACH-000142,-0.172931620689
ACH-000143,-0.022266731591500003
ACH-000146,-0.0815695113018
ACH-000148,-0.0670318013872
ACH-000150,0.0923531104817
ACH-000152,-0.148015761218
ACH-000153,-0.0816208250601
ACH-000159,-0.12284782325200001
ACH-000160,-0.163459482988
ACH-000163,0.0652443232613
ACH-000167,-0.257804196424
ACH-000168,0.280636352386
ACH-000169,-0.09955367698239999
ACH-000178,-0.112100927552
ACH-000182,-0.0452938364705
ACH-000183,-0.012776480827399999
ACH-000188,-0.108611169737
ACH-000189,-0.0856200192487
ACH-000190,-0.11558443480399999
ACH-000198,-0.082321746557
ACH-000204,-0.035457455490999996
ACH-000206,-0.161200275
ACH-000207,-0.134082048393
ACH-000211,-0.0197087863878
ACH-000215,0.026290502873
ACH-000221,0.09565452558010001
ACH-000222,0.0141742751369
ACH-000223,-0.157142208408
ACH-000226,-0.0677060836483
ACH-000227,-0.377116516086
ACH-000228,-0.21680445920400002
ACH-000231,-0.046673843689199995
ACH-000232,-0.057247783328099995
ACH-000233,-0.22040404384799997
ACH-000234,-0.172171663473
ACH-000235,-0.10760930963099999
ACH-000237,-0.0924042241918
ACH-000238,-0.020810975410099998
ACH-000243,0.039945453833199994
ACH-000244,-0.0661024334754
ACH-000246,-0.00871365209869
ACH-000248,-0.086777481898
ACH-000250,-0.138527398379
ACH-000251,-0.0580803009112
ACH-000253,0.046739020305000004
ACH-000255,0.0902844993698
ACH-000256,0.105783140011
ACH-000257,0.255892420561
ACH-000258,-0.316935228512
ACH-000259,-0.005560934033529999
ACH-000260,-0.111936129846
ACH-000261,-0.137610092112
ACH-000262,-0.161737631195
ACH-000263,0.037654451371
ACH-000264,-0.187122653083
ACH-000265,0.0616121429785
ACH-000266,-0.08542265440999999
ACH-000272,0.0524387522743
ACH-000273,-0.053320469792999994
ACH-000274,-0.08531764149450001
ACH-000277,-0.087878956773
ACH-000278,-0.13883243093699998
ACH-000279,0.0675445409308
ACH-000280,-0.0018806312452400002
ACH-000281,-0.150799188841
ACH-000288,-0.1501647932
ACH-000291,0.06549915353680001
ACH-000293,-0.183551654732
ACH-000294,-0.25319514776999996
ACH-000295,0.12000102981699999
ACH-000296,0.157320171427
ACH-000302,0.043387500986
