,GCKR (2646)
ACH-000004,-0.007433706962819999
ACH-000007,-0.0466868212473
ACH-000009,0.00191431190235
ACH-000011,0.30255411751
ACH-000012,0.169628754857
ACH-000013,0.06005492848019999
ACH-000014,0.19554445927
ACH-000015,0.049169824321
ACH-000017,-0.0439643151241
ACH-000018,0.19029161280499998
ACH-000019,0.08487045473200001
ACH-000021,0.00871004837699
ACH-000022,-0.042619828655900006
ACH-000025,0.136324295557
ACH-000028,0.0820472675717
ACH-000030,0.0973543852187
ACH-000035,0.029509360716400004
ACH-000036,-0.0323427110557
ACH-000037,0.0240341266873
ACH-000039,-0.15528217609099998
ACH-000040,0.0482633603826
ACH-000041,-0.013206376899600001
ACH-000042,0.00185821942977
ACH-000045,0.025826808631299998
ACH-000047,-0.025264800736599997
ACH-000052,0.0245335775613
ACH-000053,0.04795877977469999
ACH-000054,0.130912075057
ACH-000055,0.0314996816318
ACH-000060,0.21635181458799999
ACH-000067,0.10208820182600001
ACH-000070,0.0018104717598199998
ACH-000075,0.0273337027511
ACH-000078,-0.0923658130404
ACH-000082,0.16149816965999997
ACH-000085,0.16060923484
ACH-000086,0.147674610244
ACH-000087,0.127487349198
ACH-000092,-0.0684503375148
ACH-000095,0.0436605110657
ACH-000097,0.0387592464335
ACH-000098,0.0585169946138
ACH-000099,0.09222255379000001
ACH-000108,0.0174939681125
ACH-000113,0.048258645262
ACH-000115,-0.047325925152699996
ACH-000116,0.0488746867117
ACH-000118,0.101374133289
ACH-000120,0.173917082615
ACH-000123,0.0708939638365
ACH-000127,0.0951018797287
ACH-000128,0.0361378671568
ACH-000132,0.0244753477826
ACH-000133,0.020091915677200003
ACH-000137,0.0972064796023
ACH-000138,-0.0519311062617
ACH-000142,0.019999412907
ACH-000143,0.136906334968
ACH-000146,-0.0420684331276
ACH-000148,0.138038848387
ACH-000150,0.239788201692
ACH-000152,-0.0326015401335
ACH-000153,-0.0100823319025
ACH-000159,0.140222700905
ACH-000160,0.047231498593499996
ACH-000163,0.0824831342114
ACH-000167,-0.17669953529899998
ACH-000168,-0.05080657635269999
ACH-000169,0.14732078193
ACH-000178,0.11803575162699999
ACH-000182,0.0813370258555
ACH-000183,-0.01799337892
ACH-000188,0.13326903223099998
ACH-000189,-0.0646318477213
