,RTN3 (10313)
ACH-000004,-0.10642347969900001
ACH-000007,-0.021455651954099996
ACH-000009,-0.418758206945
ACH-000011,-0.243293887467
ACH-000012,-0.30953125648400004
ACH-000013,-0.04730568087690001
ACH-000014,-0.127109015268
ACH-000015,-0.222670795276
ACH-000017,-0.373499388714
ACH-000018,-0.585512771962
ACH-000019,-0.434867264565
ACH-000021,-0.202346678255
ACH-000022,-0.41572581443400003
ACH-000025,-0.189926917837
ACH-000028,-0.17691519840300002
ACH-000030,-0.286227188041
ACH-000035,-0.233834692598
ACH-000036,-0.363842989705
ACH-000037,-0.659014086843
ACH-000039,-0.507648618832
ACH-000040,-0.24466267881999998
ACH-000041,-0.356883898591
ACH-000042,-0.40674376786399996
ACH-000045,-0.126567062895
ACH-000047,-0.206601012693
ACH-000052,-0.41094648170599996
ACH-000053,-0.29508515533
ACH-000054,-0.360209347299
ACH-000055,-0.257880251093
ACH-000060,-0.29382323517
ACH-000067,-0.30471853578
ACH-000070,-0.345666440339
ACH-000075,-0.472808519586
ACH-000078,-0.266058240577
ACH-000082,-0.21269788776
ACH-000085,-0.302615254151
ACH-000086,-0.326944051513
ACH-000087,-0.10868170619
ACH-000092,-0.246475581397
ACH-000095,-0.390819970212
ACH-000097,-0.243616265022
ACH-000098,-0.233149901323
ACH-000099,-0.10099340324999999
ACH-000108,-0.33338635323800003
ACH-000113,-0.19084994888700002
ACH-000115,-0.379689058382
ACH-000116,-0.42359802928199997
ACH-000118,-0.39459122088799997
ACH-000120,-0.224401343856
ACH-000123,-0.328941847016
ACH-000127,-0.194379719205
ACH-000128,-0.278024698183
ACH-000132,-0.225998883873
ACH-000133,-0.180208290946
ACH-000137,-0.257918432435
ACH-000138,-0.37513947930299996
ACH-000142,-0.37566165138499996
ACH-000143,-0.187089812719
ACH-000146,-0.36270867876900004
ACH-000148,-0.360625639088
ACH-000150,-0.0947732516408
ACH-000152,-0.143411972831
ACH-000153,-0.249952943545
ACH-000159,-0.27241123593899996
ACH-000160,-0.264265948082
ACH-000163,-0.433013838877
ACH-000167,-0.615676892307
ACH-000168,-0.21217787762899998
ACH-000169,-0.310056391399
ACH-000178,-0.297111418384
ACH-000182,-0.10633206842399999
ACH-000183,-0.29054333018
ACH-000188,-0.245593230735
ACH-000189,-0.864282416972
ACH-000190,-0.190313999735
ACH-000198,-0.348578616501
ACH-000204,-0.30761081184300004
ACH-000206,-0.367766458596
ACH-000207,-0.517576185874
ACH-000211,-0.43148867576300004
ACH-000215,-0.259253445428
ACH-000221,-0.208837366355
ACH-000222,-0.238906030179
ACH-000223,-0.368243374432
ACH-000226,-0.242678549465
ACH-000227,-0.382138524829
ACH-000228,-0.584661415411
ACH-000231,-0.339367678418
ACH-000232,-0.302409874994
ACH-000233,0.071348724625
ACH-000234,-0.0635191453056
ACH-000235,-0.272471845629
ACH-000237,-0.33890747246299996
ACH-000238,-0.123718536164
ACH-000243,-0.252976204339
ACH-000244,-0.10894150586200001
ACH-000246,-0.132119860566
ACH-000248,-0.160450692147
ACH-000250,-0.355567843929
ACH-000251,-0.148796766392
ACH-000253,-0.146176852643
ACH-000255,-0.255663539624
ACH-000256,-0.542008350344
ACH-000257,-0.09729075657680002
ACH-000258,-0.0282963101136
ACH-000259,-0.16651017477399999
ACH-000260,-0.35263177619499997
ACH-000261,-0.336835181402
ACH-000262,-0.337963574406
ACH-000263,-0.579316889011
ACH-000264,-0.30636286501800003
ACH-000265,-0.457390999875
ACH-000266,-0.287425412292
ACH-000272,-0.0967195732479
ACH-000273,-0.280899236037
ACH-000274,-0.17550134900199998
ACH-000277,-0.109091390296
ACH-000278,-0.054723775557599996
ACH-000279,-0.22026710788400003
ACH-000280,-0.12008931846200001
ACH-000281,-0.43879504936700003
ACH-000288,-0.294757681624
ACH-000291,-0.18933823253499998
ACH-000293,-0.175793825896
ACH-000294,-0.341447918798
ACH-000295,-0.183309568485
ACH-000296,-0.44174098592600003
ACH-000302,-0.195386363008
ACH-000304,0.168596847847
ACH-000307,-0.297968265952
ACH-000308,-0.348397757452
ACH-000310,-0.158953032099
ACH-000311,-0.25428657113200004
ACH-000312,-0.224502806312
ACH-000315,-0.385884715419
ACH-000316,-0.312304598904
ACH-000317,-0.6868218817689999
ACH-000318,-0.586726352298
ACH-000319,-0.521509894961
ACH-000320,-0.07979981116820001
ACH-000322,-0.06913776165539999
ACH-000323,-0.526829054286
ACH-000324,-0.25678757643800004
ACH-000329,-0.0315463925681
ACH-000330,-0.165966771904
ACH-000331,-0.21954828356800002
ACH-000332,-0.370465209605
ACH-000334,-0.45982558221299996
ACH-000335,-0.35842133519
ACH-000336,-0.014431974405700002
ACH-000337,-0.39797833668000004
ACH-000339,-0.309456407408
ACH-000341,-0.829946861121
ACH-000348,-0.125234880091
ACH-000350,-0.282647343684
ACH-000352,-0.366068938023
ACH-000356,-0.129736701008
ACH-000361,-0.302166350852
ACH-000362,-0.267184898762
ACH-000363,-0.33195369849
ACH-000364,-0.363658309995
ACH-000365,-0.263796332894
ACH-000366,-0.432530373679
ACH-000368,-0.308653881671
ACH-000374,-0.493016039389
ACH-000375,-0.23641016830400002
ACH-000376,-0.336105371014
ACH-000381,-0.285085779956
ACH-000383,-0.340327396863
ACH-000387,-0.308977741356
ACH-000389,-0.165409311979
ACH-000390,-0.352752452367
ACH-000393,-0.5867651123
ACH-000395,-0.398790471063
ACH-000397,-0.25313079874600003
ACH-000401,0.027665840507999997
ACH-000402,-0.260163357867
ACH-000403,-0.152498224307
ACH-000404,-0.0178827884613
ACH-000406,-0.190468728526
ACH-000407,-0.29603047583500003
ACH-000408,-0.35491549949
ACH-000410,-0.291055992199
ACH-000411,-0.195853576285
ACH-000414,-0.24935276386
ACH-000415,-0.35992255362099995
ACH-000416,-0.294023157232
ACH-000420,-0.42357526367299997
ACH-000421,-0.383000838077
ACH-000424,-0.261959603652
ACH-000425,-0.133421714207
ACH-000426,-0.367946525701
ACH-000427,-0.127548190095
ACH-000433,-0.553146291943
ACH-000436,-0.15534517320900001
ACH-000444,-0.23416527409600002
ACH-000445,-0.17432711993
ACH-000448,-0.285164264494
ACH-000450,-0.029698243550700002
ACH-000452,-0.278338150785
ACH-000454,-0.329042440204
ACH-000458,-0.560500607067
ACH-000459,0.09143740871780001
ACH-000460,-0.247245111761
ACH-000461,-0.380200736234
ACH-000463,0.06932161477570001
ACH-000464,-0.40355988764
ACH-000466,-0.303803763699
ACH-000467,-0.20615931046500002
ACH-000468,-0.27428715993
ACH-000469,-0.35383670778899995
ACH-000470,-0.455489651558
ACH-000471,-0.192497470311
ACH-000472,-0.16855481739999997
ACH-000473,-0.0747167053008
ACH-000475,-0.24764512904199998
ACH-000476,-0.24536565078000003
ACH-000477,-0.49113845524800004
ACH-000480,-0.23806461434
ACH-000481,-0.35518241420999996
ACH-000483,-0.10147152622500001
ACH-000484,-0.14404342192
ACH-000485,-0.28903626547
ACH-000486,-0.641668301672
ACH-000487,-0.339680865388
ACH-000488,-0.40878223842
ACH-000490,-0.255582348633
ACH-000491,-0.25729893485800004
ACH-000495,-0.10698711731899999
ACH-000496,-0.47484202487899996
ACH-000499,-0.36875946484899996
ACH-000500,-0.067853370105
ACH-000502,-0.352835560972
ACH-000503,-0.584238134231
ACH-000505,-0.288959576533
ACH-000507,-0.339271053836
ACH-000510,-0.292372600912
ACH-000511,-0.38057261684199994
ACH-000512,-0.580425711457
ACH-000516,-0.136405338683
ACH-000517,-0.303325482893
ACH-000518,-0.253252909472
ACH-000520,-0.402437519399
ACH-000521,-0.15892458439
ACH-000522,-0.223460364681
ACH-000524,-0.263109104713
ACH-000527,-0.210930096876
ACH-000528,-0.20347371026
ACH-000537,-0.439981332303
ACH-000541,-0.0855007568038
ACH-000542,-0.332868981379
ACH-000544,-0.423066551881
ACH-000545,-0.505490878093
ACH-000547,-0.302202107604
ACH-000548,-0.255286868602
ACH-000549,-0.48193672391099995
ACH-000550,-0.165636518269
ACH-000552,-0.0901755038987
ACH-000556,-0.27750086011999997
ACH-000557,-0.208766673844
ACH-000570,-0.44862005217600004
ACH-000571,-0.30766820447099996
ACH-000573,-0.330069568232
ACH-000576,-0.151498826734
ACH-000580,-0.5022933973229999
ACH-000584,-0.349910207135
ACH-000585,-0.15469311369000002
ACH-000588,-0.255363198457
ACH-000589,-0.275298975925
ACH-000591,-0.221105200148
ACH-000593,-0.275363989268
ACH-000600,-0.43602516983999995
ACH-000601,-0.23109744576900002
ACH-000604,-0.0362009197818
ACH-000605,-0.242348166253
ACH-000606,-0.330123688854
ACH-000608,-0.684302603197
ACH-000614,-0.288332084534
ACH-000616,-0.352922451889
ACH-000618,-0.280446613269
ACH-000619,-0.33590390844499995
ACH-000620,-0.146283488474
ACH-000621,-0.279877215943
ACH-000622,-0.0735595656164
ACH-000623,-0.318627431813
ACH-000624,-0.264554071646
ACH-000627,-0.21661396510699998
ACH-000630,-0.291935414751
ACH-000632,-0.356856916513
ACH-000633,-0.10831452498
ACH-000637,-0.192829922179
ACH-000638,-0.28435084060800003
ACH-000646,-0.269271815659
ACH-000647,-0.436435902563
