,CTU1 (90353)
ACH-000004,-0.404192525463
ACH-000007,-0.580467520316
ACH-000009,-0.040737079441999995
ACH-000011,-0.7750701295739999
ACH-000012,-0.19257728169100002
ACH-000013,-0.632940614551
ACH-000014,-0.545486651349
ACH-000015,-0.645203917653
ACH-000017,-0.8395512677600001
ACH-000018,-0.505220291672
ACH-000019,-0.249860093367
ACH-000021,-0.41587889686499996
ACH-000022,-0.35754004076800006
ACH-000025,-0.613932321856
ACH-000028,-0.40153080593
ACH-000030,-0.5384800460670001
ACH-000035,-0.533972848708
ACH-000036,-0.6336566097349999
ACH-000037,-0.528145872378
ACH-000039,-0.402587100071
ACH-000040,-0.638916964237
ACH-000041,-0.796118888247
ACH-000042,-0.21935065601700002
ACH-000045,-0.678305300674
ACH-000047,-0.353186584741
ACH-000052,-0.444843163699
ACH-000053,-0.6050372929
ACH-000054,-0.534662805746
ACH-000055,-0.646294163304
ACH-000060,-0.592458979888
ACH-000067,0.305262850733
ACH-000070,-1.14967715393
ACH-000075,-0.47368872017499997
ACH-000078,-0.12383930102900001
ACH-000082,-0.40347533796999996
ACH-000085,-0.863390170229
ACH-000086,-0.7341017567039999
ACH-000087,-0.989217252147
ACH-000092,-0.760878348161
ACH-000095,-0.689296160352
ACH-000097,-0.192638100378
ACH-000098,-0.7695951804860001
ACH-000099,-0.37642987221199997
ACH-000108,-0.247142420352
ACH-000113,-0.5293638140779999
ACH-000115,-0.564294653583
ACH-000116,-0.19065436789299997
ACH-000118,-0.048300274151300004
ACH-000120,-0.419133115307
ACH-000123,-0.599251855903
ACH-000127,-0.562074299816
ACH-000128,-0.161079718481
ACH-000132,-0.48585771502400005
ACH-000133,-0.689162354617
ACH-000137,-0.548843800515
ACH-000138,-0.587167212035
ACH-000142,-0.515477916153
ACH-000143,-0.438646221959
ACH-000146,0.0253304834987
ACH-000148,-0.483490789665
ACH-000150,-0.538455362942
ACH-000152,-0.299129346368
ACH-000153,-0.48616276975
ACH-000159,-0.48309021775399996
ACH-000160,-0.38466691246699997
ACH-000163,-0.5022106128
ACH-000167,-0.8444360445739999
ACH-000168,-0.841779351334
ACH-000169,-0.403476382817
ACH-000178,-0.530855697668
ACH-000182,-0.24566930305
ACH-000183,-0.524272502457
ACH-000188,-0.27985605644
ACH-000189,-0.33617191079000003
ACH-000190,-0.910549155777
ACH-000198,-0.319426968429
ACH-000204,0.011346093753500002
ACH-000206,-0.512335095056
ACH-000207,-0.690739986729
ACH-000211,-0.662647467316
ACH-000215,-0.5875440397739999
ACH-000221,-0.7301095979440001
ACH-000222,-0.137640757261
ACH-000223,-0.249114323735
ACH-000226,-0.22405107180599998
ACH-000227,-0.483277126658
ACH-000228,-0.26171307386
ACH-000231,-0.615177756585
ACH-000232,-0.626423372445
ACH-000233,-0.507083424114
ACH-000234,-0.6100803124499999
ACH-000235,-0.32745706505399996
ACH-000237,-0.300707712322
ACH-000238,-0.316268491698
ACH-000243,-0.32097790126200004
ACH-000244,-0.803430126909
ACH-000246,-0.512992216261
ACH-000248,-0.424427312839
ACH-000250,-0.514221688778
ACH-000251,-0.457626273184
ACH-000253,-0.521877561884
ACH-000255,-0.640638264957
ACH-000256,-0.45242363712399997
ACH-000257,-0.283413817117
ACH-000258,-0.399498284604
ACH-000259,-0.45153563863300006
ACH-000260,-0.589783916851
ACH-000261,-0.48182969414800003
ACH-000262,-0.45884193867299994
ACH-000263,-0.572770773899
ACH-000264,-0.6158718364970001
ACH-000265,-0.5695621861819999
ACH-000266,-0.168988503473
ACH-000272,-0.38427661607
ACH-000273,-0.42394620035999997
ACH-000274,-0.656941021743
ACH-000277,-0.305256647666
ACH-000278,-0.43090046809199994
ACH-000279,-0.631915894302
ACH-000280,-0.368925357117
ACH-000281,-0.501724032161
ACH-000288,-0.689292092595
ACH-000291,-0.24703542634700001
ACH-000293,-0.72891244787
ACH-000294,-0.405474790757
ACH-000295,-0.415698026532
ACH-000296,-0.283599097616
ACH-000302,-0.353387234193
ACH-000304,-0.7442719481899999
ACH-000307,-0.641611269136
ACH-000308,-0.46119055107100004
ACH-000310,0.0024901151994499997
ACH-000311,0.0971490265962
ACH-000312,-0.316503669428
ACH-000315,-0.790331608459
ACH-000316,-0.609803828856
ACH-000317,-0.192217854852
ACH-000318,-0.519565687174
ACH-000319,-1.0053406628100001
ACH-000320,-0.00384873833294
ACH-000322,-0.710451259268
ACH-000323,-0.808283950118
ACH-000324,-0.5956912639899999
ACH-000329,-0.0794943022136
ACH-000330,-0.8048649109899999
ACH-000331,-0.6477988376079999
ACH-000332,-0.6386161058600001
ACH-000334,-0.17521511947700003
ACH-000335,-0.592702694691
ACH-000336,-0.283881773344
ACH-000337,-0.148663506703
ACH-000339,-0.50169951316
ACH-000341,-0.791157410967
ACH-000348,-0.183261214591
ACH-000350,-0.62199490975
ACH-000352,-0.422261999566
ACH-000356,-0.677285324771
ACH-000361,-0.624448961483
ACH-000362,-0.354674885359
ACH-000363,-0.342431849397
ACH-000364,-0.807102941163
ACH-000365,-0.499399056999
ACH-000366,-0.73588152896
ACH-000368,-0.590367501273
ACH-000374,-0.251035103306
ACH-000375,-0.591980886158
ACH-000376,-0.568041452702
