,LETM1 (3954)
ACH-000004,-1.22785217011
ACH-000007,-1.21051052826
ACH-000009,-1.3316136608600002
ACH-000011,-1.4292050247799999
ACH-000012,-1.07542772564
ACH-000013,-1.06904378098
ACH-000014,-1.3268841417200001
ACH-000015,-1.2885571439599999
ACH-000017,-1.38848517693
ACH-000018,-1.4711705050200001
ACH-000019,-1.48145575088
ACH-000021,-0.811936690067
ACH-000022,-1.4428691849000002
ACH-000025,-1.128096575
ACH-000028,-1.20886935954
ACH-000030,-1.15933833619
ACH-000035,-1.29597417824
ACH-000036,-0.983045913422
ACH-000037,-0.9327731444349999
ACH-000039,-1.3664097522799998
ACH-000040,-1.3000421702299998
ACH-000041,-1.39695394145
ACH-000042,-1.21203105865
ACH-000045,-0.924252462436
ACH-000047,-1.08634280054
ACH-000052,-1.1154736001999999
ACH-000053,-1.33903515204
ACH-000054,-0.9694857954180001
ACH-000055,-1.2518469026799999
ACH-000060,-1.1714335162
ACH-000067,-1.08665869363
ACH-000070,-1.23538935964
ACH-000075,-0.82696531683
ACH-000078,-1.32223057416
ACH-000082,-0.524396434796
ACH-000085,-1.0572064837000001
ACH-000086,-1.1969718044600002
ACH-000087,-1.1745028305
ACH-000092,-0.49636963166000003
ACH-000095,-1.1266699737299999
ACH-000097,-0.908356250782
ACH-000098,-1.1199012382
ACH-000099,-1.1791907754200002
ACH-000108,-1.22932394769
ACH-000113,-0.963711171012
ACH-000115,-1.1249920015100001
ACH-000116,-1.1370585382
ACH-000118,-1.1997670957100002
ACH-000120,-1.08546803591
ACH-000123,-1.06686945081
ACH-000127,-1.17187398904
ACH-000128,-1.6652603516100002
ACH-000132,-0.93727330096
ACH-000133,-1.0009414531299998
ACH-000137,-1.2665568419700002
ACH-000138,-1.2507526457200002
ACH-000142,-1.4566862431999998
ACH-000143,-1.05646157009
ACH-000146,-1.12081142922
ACH-000148,-1.50688082068
ACH-000150,-1.23743180453
ACH-000152,-1.47550223004
ACH-000153,-0.994497442217
ACH-000159,-1.30345078082
ACH-000160,-1.87347904573
ACH-000163,-1.5007434197100002
ACH-000167,-1.04491283714
ACH-000168,-1.42762985222
ACH-000169,-1.22986897762
ACH-000178,-1.10934048838
ACH-000182,-1.2631356678399999
ACH-000183,-1.05609597954
ACH-000188,-1.0907088464399999
ACH-000189,-1.04972337484
ACH-000190,-1.08587881031
ACH-000198,-0.782161016277
ACH-000204,-0.9574886725990001
ACH-000206,-1.14993179711
ACH-000207,-0.893532507035
ACH-000211,-1.26268116764
ACH-000215,-1.2425374496
ACH-000221,-1.1969845311299998
ACH-000222,-1.25841766628
ACH-000223,-1.46779779665
ACH-000226,-1.1127282326299999
ACH-000227,-1.03443299032
ACH-000228,-0.9112999101360001
ACH-000231,-1.24466675341
ACH-000232,-1.29048843284
ACH-000233,-1.10739954245
ACH-000234,-0.584280481047
ACH-000235,-1.09051128659
ACH-000237,-1.13767559058
ACH-000238,-1.30510613784
ACH-000243,-1.2156096109899999
ACH-000244,-0.799694052228
ACH-000246,-1.2054135426200001
ACH-000248,-1.11426325842
ACH-000250,-1.12962128701
ACH-000251,-1.14720884587
ACH-000253,-1.33637634804
ACH-000255,-0.9658240161499999
ACH-000256,-1.3533650520700002
ACH-000257,-1.21793923893
ACH-000258,-1.0496536462100001
ACH-000259,-1.4240115378799998
ACH-000260,-1.1649598666
ACH-000261,-1.00565926216
ACH-000262,-1.27301564304
ACH-000263,-1.2840474395
ACH-000264,-1.36422793989
ACH-000265,-1.1087122752
ACH-000266,-0.867508835757
ACH-000272,-1.2245617906
ACH-000273,-1.19973728394
ACH-000274,-0.40718840779700005
ACH-000277,-0.9750820866069999
ACH-000278,-1.44669143149
ACH-000279,-1.13121835327
ACH-000280,-1.4676790640200001
ACH-000281,-1.35062195059
ACH-000288,-1.32972161121
ACH-000291,-1.17951491258
ACH-000293,-1.09570415163
ACH-000294,-1.1013931505399999
ACH-000295,-1.41275602769
ACH-000296,-1.2556270701299999
ACH-000302,-1.5949039046399998
ACH-000304,-1.5135660749000002
ACH-000307,-1.27046141673
ACH-000308,-0.921733473237
ACH-000310,-0.8265648327320001
ACH-000311,-1.1212341864700002
ACH-000312,-1.12544574331
ACH-000315,-1.40698289844
ACH-000316,-1.37161104643
ACH-000317,-1.7535091610799998
ACH-000318,-1.6246042802
ACH-000319,-0.908108390086
ACH-000320,-1.2632388481799999
ACH-000322,-1.24160087207
ACH-000323,-1.2372491881
ACH-000324,-1.2117939197399998
ACH-000329,-0.9846194503360001
ACH-000330,-1.3798798068399998
ACH-000331,-1.2301862512700001
ACH-000332,-1.2651660102700002
ACH-000334,-1.0546505931999999
ACH-000335,-1.11707230739
ACH-000336,-1.41553052288
ACH-000337,-1.54582215282
ACH-000339,-1.2035779663700001
ACH-000341,-1.1684676465600001
ACH-000348,-1.4137578853400001
ACH-000350,-1.1100274028000001
ACH-000352,-1.5188131118000001
ACH-000356,-1.24516938406
ACH-000361,-1.7457979873099998
ACH-000362,-0.785648290755
ACH-000363,-0.8165154526530001
ACH-000364,-1.3266119355500001
ACH-000365,-1.2483539743799998
ACH-000366,-1.28626806454
ACH-000368,-1.14354778573
ACH-000374,-1.27083329302
ACH-000375,-1.45447544074
ACH-000376,-0.960936367411
ACH-000381,-1.31679501293
ACH-000383,-1.34926892784
ACH-000387,-1.25225850933
ACH-000389,-1.2880561878299999
ACH-000390,-1.3507211481499999
ACH-000393,-0.487878704926
ACH-000395,-0.8981191188750001
ACH-000397,-1.23709132876
ACH-000401,-1.29136028466
ACH-000402,-1.3389656000399999
ACH-000403,-1.11843944808
ACH-000404,-1.5363090033200002
ACH-000406,-1.1923593375200001
ACH-000407,-1.0131278549
ACH-000408,-1.47919053229
ACH-000410,-1.24669789663
ACH-000411,-1.22739292448
ACH-000414,-1.21474863059
ACH-000415,-1.4993974805899999
ACH-000416,-1.2057913703
ACH-000420,-1.0838624890700002
ACH-000421,-0.425564922602
ACH-000424,-1.1828698066
ACH-000425,-1.07509920401
ACH-000426,-0.865327244939
ACH-000427,-1.16183363959
ACH-000433,-0.959428141972
ACH-000436,-1.08734762345
ACH-000444,-1.12928565369
ACH-000445,-1.0512913632799998
ACH-000448,-1.23816016991
ACH-000450,-1.31497723606
ACH-000452,-1.37362022618
ACH-000454,-1.3661632822499998
ACH-000458,-1.30458912826
ACH-000459,-1.4251369707100001
ACH-000460,-1.23529398906
ACH-000461,-1.16878684943
ACH-000463,-1.31014261682
ACH-000464,-1.12775657618
ACH-000466,-1.52926819275
ACH-000467,-1.4313458385
ACH-000468,-1.12843173357
ACH-000469,-1.42084448146
ACH-000470,-1.26042805449
ACH-000471,-1.26167323285
ACH-000472,-1.23993240306
ACH-000473,-1.3750504658200002
ACH-000475,-1.42777020341
ACH-000476,-1.11068409714
ACH-000477,-1.31265411088
ACH-000480,-1.5007133186300001
ACH-000481,-1.39699286997
ACH-000483,-0.827798821452
ACH-000484,-1.06707219259
ACH-000485,-1.12106011116
ACH-000486,-1.19153421249
ACH-000487,-0.823700368838
ACH-000488,-1.2369149249299998
ACH-000490,-1.18432857077
ACH-000491,-1.50722293291
ACH-000495,-1.3104305679700001
ACH-000496,-1.04572286953
ACH-000499,-1.21059460544
ACH-000500,-1.6150244540799998
ACH-000502,-1.2982918884899999
ACH-000503,-1.33364492527
ACH-000505,-1.1625945285
ACH-000507,-1.05558194651
ACH-000510,-1.06021096396
ACH-000511,-1.43797387151
ACH-000512,-1.1126903885700001
ACH-000516,-0.7630854034829999
ACH-000517,-1.10386399458
ACH-000518,-1.5024515487
ACH-000520,-1.00364664086
ACH-000521,-1.1865186279
ACH-000522,-1.31358538687
ACH-000524,-1.01248464193
ACH-000527,-1.3511310324099999
ACH-000528,-1.04891807753
ACH-000537,-0.9968227054790001
ACH-000541,-1.1979397240799998
ACH-000542,-1.27488148264
ACH-000544,-1.17998597181
ACH-000545,-1.15883900513
ACH-000547,-1.09986205734
ACH-000548,-1.08012187857
ACH-000549,-1.39831172334
ACH-000550,-1.3673984597
ACH-000552,-1.30203750325
ACH-000556,-1.2005199645
ACH-000557,-1.3412815913200002
ACH-000570,-1.3849874635100001
ACH-000571,-1.12205467126
ACH-000573,-1.1781740373
ACH-000576,-1.09842492425
ACH-000580,-0.993077800361
ACH-000584,-1.5063349205
ACH-000585,-1.37652639854
ACH-000588,-1.2609325331499999
ACH-000589,-1.3787156351199998
ACH-000591,-1.14065724815
ACH-000593,-1.3665367595200002
ACH-000600,-0.796656583165
ACH-000601,-1.07183354763
ACH-000604,-1.33088690125
ACH-000605,-1.64911189164
ACH-000606,-1.38036056917
ACH-000608,-0.865701758418
ACH-000614,-1.56225794891
ACH-000616,-1.26050051579
ACH-000618,-1.54465612796
ACH-000619,-1.52531429224
ACH-000620,-1.2761401165100001
ACH-000621,-1.37307345009
ACH-000622,-0.7135940816099999
ACH-000623,-1.5359639470200002
ACH-000624,-1.34454959705
ACH-000627,-1.15846794015
ACH-000630,-1.18025959
ACH-000632,-1.2769772944700002
ACH-000633,-0.9448455974339999
ACH-000637,-0.9840686859209999
ACH-000638,-1.2519892029200002
ACH-000646,-0.621598823278
ACH-000647,-1.27943116764
ACH-000648,-1.5008675169499999
ACH-000649,-1.2106383409200001
ACH-000651,-1.2666832930399998
ACH-000652,-1.5170220553600002
ACH-000653,-1.0552640575399999
ACH-000657,-1.0795119241
ACH-000658,-1.10923039689
ACH-000661,-1.6759944158700002
ACH-000662,-1.3928376332899999
ACH-000663,-1.23010049259
ACH-000665,-0.875574303583
ACH-000671,-1.16847528817
ACH-000673,-1.14820425189
ACH-000676,-1.2018560217799998
ACH-000677,-0.8912801768449999
ACH-000681,-1.41702319789
ACH-000682,-1.2193288953399999
ACH-000683,-1.67375745135
ACH-000684,-1.41433844287
ACH-000688,-1.1925100585700001
ACH-000693,-1.19776402334
ACH-000694,-1.30994037435
ACH-000695,-1.3203569469499998
ACH-000696,-1.29016809605
ACH-000697,-0.75555951479
ACH-000699,-0.9398441183700001
ACH-000701,-0.965556452879
ACH-000706,-1.45314359163
ACH-000711,-1.0059245557799998
ACH-000713,-1.3745357154299997
ACH-000714,-1.30385361162
ACH-000718,-1.1264405349200002
ACH-000720,-1.17526080122
ACH-000721,-1.02629599186
ACH-000724,-1.38032206116
ACH-000725,-1.1656919322200001
ACH-000732,-1.23106353605
ACH-000734,-1.2368685704
ACH-000735,-1.16218373104
ACH-000736,-1.13712008506
ACH-000738,-1.35498648067
ACH-000746,-1.31785720003
ACH-000747,-1.16052921637
ACH-000748,-1.48456031125
ACH-000753,-1.23077366279
ACH-000756,-0.9099788687450001
ACH-000757,-1.21768891109
ACH-000758,-1.22208906805
ACH-000760,-1.47274135834
ACH-000763,-0.986625810714
ACH-000764,-1.19395373709
ACH-000765,-1.66846959384
ACH-000766,-1.26187560449
ACH-000767,-1.28611660152
ACH-000768,-1.22009025577
ACH-000769,-1.20038465003
ACH-000770,-1.0634406435400001
ACH-000771,-1.2177596896
ACH-000773,-1.01209482624
ACH-000776,-1.16874623286
ACH-000777,-1.24845023275
ACH-000778,-1.09261944017
ACH-000781,-1.3716866781600001
ACH-000782,-0.965294038912
ACH-000783,-0.705660572017
ACH-000784,-1.28981441269
ACH-000785,-0.897539017457
ACH-000787,-1.23722919967
ACH-000788,-1.25072958998
ACH-000791,-1.12552494994
ACH-000792,-1.57432946889
ACH-000794,-1.3837873696399998
ACH-000796,-1.13342001403
ACH-000799,-0.7312310923819999
ACH-000800,-1.2528581815000002
ACH-000802,-1.2001683835999999
ACH-000804,-1.48039612409
ACH-000805,-1.0010051253
ACH-000809,-1.5340128153
ACH-000810,-1.23245613093
ACH-000811,-0.580697510997
ACH-000817,-1.3764493837399998
ACH-000819,-1.3843500135
ACH-000820,-1.2378921011200001
ACH-000821,-1.34537141988
ACH-000822,-0.5489485414899999
ACH-000823,-1.43691524829
ACH-000824,-1.65985446474
ACH-000827,-1.2616137240799998
ACH-000829,-1.0854998227700001
ACH-000831,-1.24692681513
ACH-000832,-1.11138612971
ACH-000833,-1.57721158189
ACH-000834,-1.48537479185
ACH-000835,-1.3104594430299998
ACH-000836,-1.2014400115000001
ACH-000837,-1.05118625094
ACH-000838,-1.5090018130899998
ACH-000839,-1.15021794655
ACH-000840,-0.816460648101
ACH-000841,-1.40112246192
ACH-000843,-1.55366103245
ACH-000846,-1.3061773195
ACH-000847,-1.29152724925
ACH-000848,-1.1143794215
ACH-000849,-1.26416878877
ACH-000851,-1.2470610035299998
ACH-000855,-1.79683871885
ACH-000856,-1.5155147062399998
ACH-000858,-1.3819119747600002
ACH-000859,-1.6011803742500001
ACH-000861,-1.82473453473
ACH-000862,-1.27806943857
ACH-000865,-1.40000379288
ACH-000866,-1.20970528409
