,TGDS (23483)
ACH-000004,0.0825888292589
ACH-000007,0.0784816298845
ACH-000009,0.0789652107226
ACH-000011,-0.24049898848499998
ACH-000012,-0.0189837097272
ACH-000013,-0.0104478262145
ACH-000014,0.199734531658
ACH-000015,0.0540764981558
ACH-000017,-0.014385797787799998
ACH-000018,0.12590716095
ACH-000019,-0.07190669605380001
ACH-000021,0.134776615836
ACH-000022,0.0353394845119
ACH-000025,0.110611737931
ACH-000028,0.114773130784
ACH-000030,-0.0070840104697
ACH-000035,0.139130936262
ACH-000036,-0.046469069573999995
ACH-000037,-0.040956533050699996
ACH-000039,-0.0791047260967
ACH-000040,0.0109888265091
ACH-000041,-0.292225992105
ACH-000042,-0.0854029800657
ACH-000045,0.0082208599287
ACH-000047,0.07740888322049999
ACH-000052,-0.00804568187613
ACH-000053,-0.07047035153560001
ACH-000054,-0.133907864211
ACH-000055,0.26876921485599997
ACH-000060,-0.293888311596
ACH-000067,-0.182899581056
ACH-000070,0.19946611422600002
ACH-000075,-0.020015799953999998
ACH-000078,-0.102820720406
ACH-000082,-0.134274985637
ACH-000085,-0.12526446280200002
ACH-000086,-0.10287142502699999
ACH-000087,0.178105832242
ACH-000092,0.0308938695523
ACH-000095,-0.185865458777
ACH-000097,0.09093247658749999
ACH-000098,0.054037116328099995
ACH-000099,0.052456947579
ACH-000108,0.0711335504324
ACH-000113,-0.18676186823399998
ACH-000115,-0.125804717023
ACH-000116,-0.0840975003816
ACH-000118,-0.005980497088549999
ACH-000120,-0.148879198844
ACH-000123,0.135611766612
ACH-000127,0.0794239749003
ACH-000128,-0.043633334328800004
ACH-000132,-0.10723206155300001
ACH-000133,0.0684014056676
ACH-000137,0.0482246637409
ACH-000138,0.0497051860062
ACH-000142,0.07204468019480001
ACH-000143,-0.153598798145
ACH-000146,-0.116591986229
ACH-000148,-0.0327939303487
ACH-000150,-0.0755618691231
ACH-000152,-0.0694270510266
ACH-000153,-0.0302765426497
ACH-000159,-0.044461837601399996
ACH-000160,-0.13793036371300002
ACH-000163,-0.118684028071
ACH-000167,-0.05154870626830001
ACH-000168,0.0348743531905
ACH-000169,-0.128708677168
ACH-000178,-0.13960789115900002
ACH-000182,-0.022584561543200002
ACH-000183,0.232559128257
ACH-000188,-0.0986442646335
ACH-000189,0.0848903853355
ACH-000190,-0.018405938560799997
ACH-000198,0.117561799689
ACH-000204,-0.12972716130999998
ACH-000206,-0.291049550082
ACH-000207,-0.14444933828099998
ACH-000211,0.0250630225611
ACH-000215,-0.0304151927808
ACH-000221,-0.0111824862195
ACH-000222,-0.05592871855690001
ACH-000223,0.0307741733853
ACH-000226,0.0115757441607
ACH-000227,-0.0653847812055
ACH-000228,-0.161693461514
ACH-000231,-0.0604072006059
ACH-000232,-0.0233706762464
ACH-000233,-0.248318087194
ACH-000234,-0.14084754674900002
ACH-000235,0.00445746266802
ACH-000237,-0.0739992828173
ACH-000238,-0.08532576076469998
ACH-000243,0.0883572646761
ACH-000244,-0.21923917817400002
ACH-000246,-0.111719723671
ACH-000248,-0.201926913041
ACH-000250,-0.0218326369653
ACH-000251,0.08486312430950001
ACH-000253,-0.0649372632245
ACH-000255,0.04323019213669999
ACH-000256,0.103823949857
ACH-000257,-0.20898337223700003
ACH-000258,0.0892451851908
ACH-000259,-0.0346474408338
ACH-000260,-0.0325948109081
ACH-000261,-0.0762315574455
ACH-000262,-0.137971814354
ACH-000263,0.021570399478
ACH-000264,-0.101273000184
ACH-000265,0.0311298981313
ACH-000266,-0.117641188382
ACH-000272,0.00110969875069
ACH-000273,0.0278217976609
ACH-000274,-0.185063835449
ACH-000277,-0.0655792867012
ACH-000278,-0.006517719372520001
ACH-000279,-0.0118410071988
ACH-000280,-0.151782598189
ACH-000281,0.14707980539899998
ACH-000288,-0.0754097674975
ACH-000291,0.0360462732614
ACH-000293,0.0194047811882
ACH-000294,0.656595905995
ACH-000295,-0.33117528162500004
ACH-000296,0.109359304526
ACH-000302,-0.018075427857400003
ACH-000304,0.010994146242
ACH-000307,-0.11002709967299999
ACH-000308,0.0267539007265
ACH-000310,-0.173542597132
ACH-000311,0.00549949599239
ACH-000312,-0.09492303194060002
ACH-000315,-0.38451549778399996
ACH-000316,-0.23694766604000003
ACH-000317,0.08184038987060001
ACH-000318,-0.07166054572000001
ACH-000319,0.06322537460199999
ACH-000320,0.16119872002
ACH-000322,0.165128014771
ACH-000323,-0.17548336105300003
ACH-000324,0.135306204418
ACH-000329,0.021397760674900002
ACH-000330,0.088818773078
ACH-000331,-0.156193492665
ACH-000332,0.0694443720588
ACH-000334,-0.362543843033
ACH-000335,-0.173804198607
ACH-000336,-0.0145691218974
ACH-000337,0.0743960861424
ACH-000339,-0.022674000381999997
ACH-000341,-0.254175779912
ACH-000348,-0.175600728933
ACH-000350,0.257810419351
ACH-000352,-0.015265885962700001
ACH-000356,0.0770971325519
ACH-000361,-0.022845525905
ACH-000362,0.059314825953299996
ACH-000363,-0.06396398222
ACH-000364,0.0433893788396
ACH-000365,-0.20413587377999998
ACH-000366,-0.024400919316099997
ACH-000368,0.0230555354195
ACH-000374,-0.11202452110500001
ACH-000375,-0.106487586895
ACH-000376,-0.0673865314672
ACH-000381,0.104008349163
ACH-000383,-0.042501298515300004
ACH-000387,-0.0370587106284
ACH-000389,0.0103063855634
ACH-000390,0.0502465990092
ACH-000393,-0.100260870109
ACH-000395,0.218940787447
ACH-000397,-0.0700438635855
ACH-000401,-0.0413847627044
ACH-000402,-0.182850575502
ACH-000403,-0.228124120968
ACH-000404,-0.21130120339800001
ACH-000406,0.039564959426
ACH-000407,0.079090408323
ACH-000408,0.0633466044813
ACH-000410,-0.060688108847500005
ACH-000411,-0.18816132680999997
ACH-000414,-0.22830043390000002
ACH-000415,-0.0356217642211
ACH-000416,-0.11796542138800001
ACH-000420,-0.18768006219900002
ACH-000421,-0.0169814159166
ACH-000424,-0.171788092537
ACH-000425,-0.0500928461081
ACH-000426,-1.5249412414899999
ACH-000427,0.0378676162092
ACH-000433,0.317347828631
ACH-000436,-0.00109042255447
ACH-000444,0.028875913774200002
ACH-000445,-0.272272819961
ACH-000448,0.039084511622300006
ACH-000450,0.477516978718
ACH-000452,-0.0832306428458
ACH-000454,0.119841928345
ACH-000458,0.00733722803056
ACH-000459,0.0681266038072
ACH-000460,-0.049275386763500004
ACH-000461,-0.08792144051680001
ACH-000463,-0.166065217817
ACH-000464,-0.213477604661
ACH-000466,0.0394620323547
ACH-000467,-0.203304331043
ACH-000468,0.090286913532
ACH-000469,-0.0903200358068
ACH-000470,-0.103132669204
ACH-000471,-0.18931444256700003
ACH-000472,-0.121402430007
ACH-000473,-0.067810131022
ACH-000475,0.0381142239966
ACH-000476,-0.212559180718
ACH-000477,-0.049713901307
ACH-000480,0.0226222055493
