,CSK (1445)
ACH-000004,-0.13674618863399998
ACH-000007,0.556943609049
ACH-000009,-0.0450343228847
ACH-000011,-0.492502538435
ACH-000012,-0.0381758026669
ACH-000013,-0.739370031326
ACH-000014,-0.0175778258558
ACH-000015,-0.120706284987
ACH-000017,-0.09312311842019999
ACH-000018,0.136948168071
ACH-000019,0.14331237835000002
ACH-000021,0.02019260252
ACH-000022,-0.17703419591699998
ACH-000025,-0.0408248861917
ACH-000028,0.13219058450500001
ACH-000030,0.0826288323406
ACH-000035,0.027765854263900002
ACH-000036,-0.124679547282
ACH-000037,-0.25443586230099996
ACH-000039,-0.030578731959799998
ACH-000040,0.00309426028092
ACH-000041,0.0461143416909
ACH-000042,0.17715697701699998
ACH-000045,0.07479929681910001
ACH-000047,-0.050533962576099996
ACH-000052,-0.33564213371299995
ACH-000053,0.110089908399
ACH-000054,-0.0627539169336
ACH-000055,0.540985542121
ACH-000060,-0.11747136977
ACH-000067,-0.392227948882
ACH-000070,-0.22045066208500003
ACH-000075,-0.08691918647539999
ACH-000078,0.325837430316
ACH-000082,-0.128210171922
ACH-000085,-0.0250041883954
ACH-000086,0.10036593398600001
ACH-000087,-0.255734585838
ACH-000092,-0.0958844018182
ACH-000095,0.180781982304
ACH-000097,-0.249581666482
ACH-000098,0.21200852057100003
ACH-000099,0.19362306091499998
ACH-000108,0.181481433445
ACH-000113,0.102169066921
ACH-000115,0.0202333158076
ACH-000116,0.0600491252805
ACH-000118,-0.183434656656
ACH-000120,-0.214696998374
ACH-000123,-0.0134029404749
ACH-000127,-0.296905728674
ACH-000128,-0.17036027073399998
ACH-000132,-0.838768185171
ACH-000133,-0.422379245933
ACH-000137,-0.301056296445
ACH-000138,0.6911776464980001
ACH-000142,0.228840033607
ACH-000143,0.06794310163049999
ACH-000146,-0.08472078608830001
ACH-000148,0.21451937368500001
ACH-000150,0.105801131683
ACH-000152,-0.0532828980824
ACH-000153,-0.27449792987300003
ACH-000159,0.068008760746
ACH-000160,0.0709390100413
ACH-000163,-0.133405950917
ACH-000167,-0.0160981245502
ACH-000168,0.0244424526728
ACH-000169,-0.033008631564
ACH-000178,0.012414813218200002
ACH-000182,0.09247685804610001
ACH-000183,0.0500545027532
ACH-000188,0.239876867052
ACH-000189,0.00467475596191
ACH-000190,-0.026802128718099998
ACH-000198,-0.641994214369
ACH-000204,-0.522489053385
ACH-000206,0.00517626240246
ACH-000207,0.23496825186099998
ACH-000211,0.09903130794119999
ACH-000215,0.156112743518
ACH-000221,-0.019114357240400004
ACH-000222,0.288039215028
ACH-000223,-0.0507124993906
ACH-000226,0.173358167581
ACH-000227,-0.229936720018
ACH-000228,-0.07127087374180001
ACH-000231,-0.0833048315015
ACH-000232,0.915839178865
ACH-000233,-0.010343365473
ACH-000234,-0.119106640481
ACH-000235,0.00948729808163
ACH-000237,0.359061516709
ACH-000238,-0.026504565523299998
ACH-000243,-0.239504223229
ACH-000244,-0.30699145708299996
ACH-000246,-0.765771464401
