,TXNDC17 (84817)
ACH-000004,-0.231285825942
ACH-000007,-0.30422638108399996
ACH-000009,-0.449517694361
ACH-000011,-0.328842586008
ACH-000012,-0.457878803445
ACH-000013,-0.315354644082
ACH-000014,-0.257022812088
ACH-000015,-0.5654463427149999
ACH-000017,-0.17321135229600002
ACH-000018,-0.29311313744600004
ACH-000019,-0.14599416265999998
ACH-000021,-0.22917038731800002
ACH-000022,-0.21498847246
ACH-000025,-0.537248090458
ACH-000028,-0.46318100913099997
ACH-000030,-0.324755342635
ACH-000035,-0.209973094428
ACH-000036,-0.445486255002
ACH-000037,-0.424499369998
ACH-000039,-0.647565797211
ACH-000040,-0.531926377035
ACH-000041,-0.5166827170880001
ACH-000042,-0.230566492058
ACH-000045,-0.40720603781099995
ACH-000047,-0.221111188602
ACH-000052,-0.7807197142290001
ACH-000053,-0.595240566791
ACH-000054,-0.419586402134
ACH-000055,-0.34818652974200004
ACH-000060,-0.30188041093400003
ACH-000067,-0.474446439158
ACH-000070,-0.28644675289099997
ACH-000075,-0.567145067364
ACH-000078,-0.44042889046000006
ACH-000082,-0.272132933219
ACH-000085,-0.375884125903
ACH-000086,-0.526192675635
ACH-000087,-0.48521913750600004
ACH-000092,-0.026844509339
ACH-000095,-0.2072926852
ACH-000097,-0.34366258334600003
ACH-000098,-0.116182719163
ACH-000099,-0.299284936132
ACH-000108,-0.224144192938
ACH-000113,-0.33078331336
ACH-000115,-0.19106093507599997
ACH-000116,-0.5891896953119999
ACH-000118,-0.21399697028200002
ACH-000120,-0.47824422177299997
ACH-000123,-0.350814447761
ACH-000127,-0.596673149933
ACH-000128,-0.212946787024
ACH-000132,-0.259909891709
ACH-000133,-0.734373302328
ACH-000137,-0.21729601915600003
ACH-000138,-0.312223090235
ACH-000142,-0.103574778631
ACH-000143,-0.183200919353
ACH-000146,-0.25383940799800003
ACH-000148,-0.510806520498
ACH-000150,-0.292119875491
ACH-000152,-0.47511781951300003
ACH-000153,-0.275664814112
ACH-000159,-0.34335990235799996
ACH-000160,-0.314974888941
ACH-000163,-0.579353576519
ACH-000167,-0.484736583859
ACH-000168,-0.312972364979
ACH-000169,-0.215356182379
ACH-000178,-0.376957681789
ACH-000182,-0.267812818798
ACH-000183,-0.029904667322599998
ACH-000188,-0.48184514251000005
ACH-000189,0.026133997856099996
ACH-000190,-0.566534568833
ACH-000198,-0.073189011101
ACH-000204,-0.40226607335299996
ACH-000206,-0.26781256165600004
ACH-000207,-0.175962602012
ACH-000211,-0.476983975034
ACH-000215,-0.16894606254500003
ACH-000221,-0.930319568589
ACH-000222,-0.297597642532
ACH-000223,-0.25565366159499997
ACH-000226,-0.570183043169
ACH-000227,-0.314350334816
ACH-000228,-0.3910323953
ACH-000231,-0.248464272159
ACH-000232,-0.11498149065600001
ACH-000233,-0.238670464362
ACH-000234,-0.22708440871
ACH-000235,-0.06104914653869999
ACH-000237,-0.240010147557
ACH-000238,-0.273195125173
ACH-000243,-0.477543874724
ACH-000244,-0.557642370202
ACH-000246,-0.2505755012
ACH-000248,-0.12283200978700001
ACH-000250,-0.475277784181
ACH-000251,-0.375621568812
ACH-000253,-0.19927400151299998
ACH-000255,-0.8661134606399999
ACH-000256,-0.659047590623
ACH-000257,-0.320657854304
ACH-000258,-0.375064966116
ACH-000259,-0.251981806371
ACH-000260,-0.68822518591
ACH-000261,-0.7149903156209999
ACH-000262,-0.42552681849299995
ACH-000263,-0.152658682594
ACH-000264,-0.448644415172
ACH-000265,-0.364064424774
ACH-000266,-0.15090441825099998
ACH-000272,-0.321849895621
ACH-000273,-0.243150709482
ACH-000274,-0.308911662784
ACH-000277,-0.259773960324
ACH-000278,-0.45536908758199995
ACH-000279,-0.633101353045
ACH-000280,-0.13985545452099998
ACH-000281,0.0623297137491
ACH-000288,-0.509088872881
ACH-000291,-0.270124082865
ACH-000293,-0.37700240708599997
ACH-000294,-0.179129359218
ACH-000295,-0.217828734771
ACH-000296,-0.260920388561
ACH-000302,-0.225069477963
ACH-000304,-0.393199112395
ACH-000307,-0.196397150033
ACH-000308,-0.288241376128
ACH-000310,-0.07470232719330001
ACH-000311,-0.329644361859
ACH-000312,-0.178711779892
ACH-000315,-0.177791397579
ACH-000316,-0.865423319241
ACH-000317,-0.159104572561
ACH-000318,-0.127801084817
ACH-000319,-0.36943793185199997
ACH-000320,-0.131009476271
ACH-000322,-0.521180806811
ACH-000323,-0.647946016891
ACH-000324,-0.273057352243
ACH-000329,-0.138989448495
ACH-000330,-0.36714219542599996
ACH-000331,-0.584743422061
ACH-000332,-0.20112896829
ACH-000334,-0.33491003190499996
ACH-000335,-0.688303377633
ACH-000336,-0.22461771936299998
ACH-000337,-0.286743020244
ACH-000339,-0.37535806280100004
ACH-000341,-0.353869386845
ACH-000348,-0.104039910471
ACH-000350,0.051121432065099996
ACH-000352,-0.22211969136100002
ACH-000356,-0.326393301863
ACH-000361,-0.6435102039370001
ACH-000362,-0.09279178588819999
ACH-000363,-0.21359123128600002
ACH-000364,-0.540134597481
ACH-000365,-0.185602765335
ACH-000366,-0.309078907665
ACH-000368,-0.00878216356812
ACH-000374,-0.320953359998
ACH-000375,-0.517543405765
ACH-000376,-0.209382040242
ACH-000381,-0.21090964812899998
ACH-000383,-0.36907543463
ACH-000387,-0.216965538774
ACH-000389,-0.746356057974
ACH-000390,-0.0991445433714
ACH-000393,-0.5572798266879999
ACH-000395,-0.283409357185
ACH-000397,-0.553911919256
ACH-000401,-0.5408791053600001
ACH-000402,-0.0774759011612
ACH-000403,-0.18981770048799998
ACH-000404,-0.623200272094
ACH-000406,-0.279984460118
ACH-000407,-0.456918170728
ACH-000408,-0.477074880994
ACH-000410,-0.407222019168
ACH-000411,-0.299071593376
ACH-000414,-0.07811888462210001
ACH-000415,-0.32395126870499996
ACH-000416,-0.28359185316700003
ACH-000420,-0.135153346461
ACH-000421,-0.19784314957199997
ACH-000424,-0.601761168301
ACH-000425,-0.425451175243
ACH-000426,-0.386769808029
ACH-000427,-0.238054424863
ACH-000433,-0.235704870878
ACH-000436,-0.39927792204999996
ACH-000444,-0.18707381857900002
ACH-000445,-0.667398700794
ACH-000448,-0.336443116919
ACH-000450,-0.20838467664700003
ACH-000452,-0.15313855084699998
ACH-000454,-0.12595929284000001
ACH-000458,-0.348150496601
ACH-000459,-0.233930610931
ACH-000460,-0.18322300598000002
ACH-000461,-0.0617690154928
ACH-000463,-0.36301179305299996
ACH-000464,-0.551607201641
ACH-000466,-0.311666624527
ACH-000467,-0.222969130044
ACH-000468,-0.48569196318499996
ACH-000469,-0.478292365802
ACH-000470,-0.251807906182
ACH-000471,0.06972999604749999
ACH-000472,-0.524696820925
ACH-000473,-0.209208093327
ACH-000475,-0.278218261013
ACH-000476,-0.481437373419
ACH-000477,-0.284595138223
ACH-000480,-0.09826613898900001
ACH-000481,-0.5333284869899999
ACH-000483,-0.600088973848
ACH-000484,-0.857782937929
ACH-000485,-0.243781674132
ACH-000486,-0.5905297854479999
ACH-000487,-0.359047789212
ACH-000488,-0.327282782603
ACH-000490,-0.19972702126699998
ACH-000491,-0.36302362391099996
ACH-000495,-0.473057945456
ACH-000496,-0.210287298087
ACH-000499,-0.436949888193
ACH-000500,0.198658532423
ACH-000502,-0.42282504111999997
ACH-000503,-0.5614728309529999
ACH-000505,-0.33163765640299997
ACH-000507,-0.05123394978
