,PDHB (5162)
ACH-000004,0.177630055249
ACH-000007,-0.119907462366
ACH-000009,-0.0777988839949
ACH-000011,0.165818987108
ACH-000012,0.117479621193
ACH-000013,0.0184687600726
ACH-000014,0.0167848412382
ACH-000015,0.257900172283
ACH-000017,0.10169155477
ACH-000018,0.165756364189
ACH-000019,-0.556808789435
ACH-000021,-0.0163653768801
ACH-000022,0.0764290771341
ACH-000025,-0.322269579719
ACH-000028,-0.955847608758
ACH-000030,0.15968890072
ACH-000035,0.19578910847800002
ACH-000036,0.172398819417
ACH-000037,0.053061707020100005
ACH-000039,0.129513068712
ACH-000040,-0.0378064230571
ACH-000041,0.32503446675500003
ACH-000042,0.0560846396225
ACH-000045,0.0550024936142
ACH-000047,-0.162155649929
ACH-000052,0.24925326945
ACH-000053,0.0902084398831
ACH-000054,-0.033804085753
ACH-000055,0.174288174346
ACH-000060,0.00329316002864
ACH-000067,-0.276024621985
ACH-000070,-0.167685935505
ACH-000075,0.0601266622822
ACH-000078,0.09726301474369999
ACH-000082,-0.0658073970323
ACH-000085,0.161451154812
ACH-000086,0.106409743466
ACH-000087,-0.09078176053130001
ACH-000092,-0.08595639852800001
ACH-000095,-0.0746449630573
ACH-000097,-0.0184167416178
ACH-000098,0.00323995975386
ACH-000099,0.617230691746
ACH-000108,-0.232819791598
ACH-000113,-0.19832181242199998
ACH-000115,0.234290797
ACH-000116,0.0630095666576
ACH-000118,-0.3483747253
ACH-000120,0.185821072909
ACH-000123,0.0953925744627
ACH-000127,-0.0732309073907
ACH-000128,0.049838121736199996
ACH-000132,0.025973006507
ACH-000133,-0.195506818268
ACH-000137,0.00339351884136
ACH-000138,-0.303109187579
ACH-000142,0.0044641337009600005
ACH-000143,0.177922581329
ACH-000146,-0.0482374191615
ACH-000148,-0.0761390381258
ACH-000150,0.0136119044124
ACH-000152,0.0690948504818
ACH-000153,-0.10857440250499999
ACH-000159,0.00301756517514
ACH-000160,0.122325485511
ACH-000163,0.0476479457632
ACH-000167,-0.0950804883998
ACH-000168,-0.042759574245300004
ACH-000169,-0.0571460397169
ACH-000178,0.145862692978
ACH-000182,-0.300695048551
ACH-000183,0.016301341331
ACH-000188,-0.149640057315
ACH-000189,-0.212191423174
ACH-000190,-0.0820007508079
ACH-000198,-0.09739823663200001
ACH-000204,0.243348797424
ACH-000206,-0.038612017109199995
ACH-000207,0.8141247033460001
ACH-000211,0.03508811989919999
ACH-000215,0.00583753135803
ACH-000221,0.25894705363000003
ACH-000222,-0.18048552362300002
ACH-000223,0.0666657593473
ACH-000226,0.0737330511187
ACH-000227,0.13282073697799998
ACH-000228,-0.057801137569500005
ACH-000231,0.038477561974
ACH-000232,0.16942075517299998
ACH-000233,-0.13560622770400002
ACH-000234,-0.17326177865800002
