,MCM2 (4171)
ACH-000004,-1.29459127676
ACH-000007,-1.30172166779
ACH-000009,-1.30964933662
ACH-000011,-1.4691914396899999
ACH-000012,-1.20275938953
ACH-000013,-1.05598149619
ACH-000014,-1.4591160428999999
ACH-000015,-1.24993983661
ACH-000017,-1.67227918507
ACH-000018,-1.2416957560600002
ACH-000019,-1.3795295703400001
ACH-000021,-1.28347020339
ACH-000022,-1.4069591182799999
ACH-000025,-1.2397792539
ACH-000028,-1.31648834996
ACH-000030,-1.22438988877
ACH-000035,-1.18789745404
ACH-000036,-1.26230669661
ACH-000037,-1.4115813082
ACH-000039,-1.2612945936
ACH-000040,-1.4574928349899998
ACH-000041,-1.4078954358000002
ACH-000042,-1.25948931502
ACH-000045,-1.3079213456
ACH-000047,-1.30287188267
ACH-000052,-1.3112177619499998
ACH-000053,-1.3654326858899999
ACH-000054,-1.37273658447
ACH-000055,-1.33386136261
ACH-000060,-1.3006412853799998
ACH-000067,-1.37594557419
ACH-000070,-1.46743394528
ACH-000075,-1.29269579601
ACH-000078,-1.53329563362
ACH-000082,-1.6156811516
ACH-000085,-1.54254698211
ACH-000086,-1.5306146117500001
ACH-000087,-1.1192590354
ACH-000092,-1.21140327817
ACH-000095,-1.39821100794
ACH-000097,-1.4230051145299998
ACH-000098,-1.31745295245
ACH-000099,-1.40668308936
ACH-000108,-1.2231408854299999
ACH-000113,-1.40064681518
ACH-000115,-1.8644102086099996
ACH-000116,-1.2032712922700002
ACH-000118,-1.1571956936799999
ACH-000120,-1.3650665397200001
ACH-000123,-1.46432567092
ACH-000127,-1.40165537162
ACH-000128,-1.16936250812
ACH-000132,-1.32545769437
ACH-000133,-1.32757366858
ACH-000137,-1.2989429342
ACH-000138,-1.3047709995799999
ACH-000142,-1.4465453102099999
ACH-000143,-1.29613482252
ACH-000146,-1.5807092885499998
ACH-000148,-1.65038803079
ACH-000150,-1.2485679753899999
ACH-000152,-1.4144463338600002
ACH-000153,-1.4375308252599999
ACH-000159,-1.6524764604299997
ACH-000160,-1.14944111635
ACH-000163,-1.34177522249
ACH-000167,-1.5120845982
ACH-000168,-1.21437202685
ACH-000169,-1.2126445187000001
ACH-000178,-1.37904919779
ACH-000182,-1.13569781191
