,CLDND2 (125875)
ACH-000004,0.272874704129
ACH-000007,0.0371479297739
ACH-000009,0.240793746966
ACH-000011,0.00976785880581
ACH-000012,0.0681047321387
ACH-000013,0.0963597837851
ACH-000014,0.0561690851674
ACH-000015,0.004631872412579999
ACH-000017,0.232341695442
ACH-000018,0.13541848402
ACH-000019,-0.011425907616
ACH-000021,0.0168123142877
ACH-000022,0.153163660824
ACH-000025,0.274901746704
ACH-000028,0.00315496298694
ACH-000030,0.0403551763556
ACH-000035,0.135614414593
ACH-000036,0.07853922112719999
ACH-000037,0.00514504819782
ACH-000039,0.153932123498
ACH-000040,0.09337270663799999
ACH-000041,0.140624172101
ACH-000042,0.0840465663009
ACH-000045,-0.0741025603965
ACH-000047,0.0233774410353
ACH-000052,0.15483015857000001
ACH-000053,0.240095652525
ACH-000054,0.0497639624307
ACH-000055,0.127843151528
ACH-000060,0.33288210424000003
ACH-000067,0.0548959437601
ACH-000070,0.0030355454627399997
ACH-000075,-0.013086806088299999
ACH-000078,0.460984867711
ACH-000082,0.08519171027180002
ACH-000085,0.21024509271800002
ACH-000086,-0.010940704439100002
ACH-000087,0.040948816820099994
ACH-000092,0.0449106466766
ACH-000095,0.104828482934
ACH-000097,0.0283753420633
ACH-000098,0.188341894531
ACH-000099,0.155912206592
ACH-000108,-0.0408298203596
ACH-000113,0.0657158617315
ACH-000115,-0.182327961713
ACH-000116,0.141712339554
ACH-000118,0.11129139254100001
ACH-000120,-0.0270690817897
ACH-000123,0.131120380192
ACH-000127,0.0639642670672
ACH-000128,0.295660895501
ACH-000132,-0.00923719460082
ACH-000133,0.150923258166
ACH-000137,-0.0397618151958
ACH-000138,-0.0104995383958
ACH-000142,0.0671894892832
ACH-000143,0.127969903419
ACH-000146,0.194805373855
ACH-000148,0.149242406367
ACH-000150,0.202323578832
ACH-000152,0.173539836138
ACH-000153,-0.146010882761
ACH-000159,-0.0452283432381
ACH-000160,0.052076814242599995
ACH-000163,0.17482666396899998
ACH-000167,0.353785928283
ACH-000168,-0.04710113372219999
ACH-000169,0.143387676401
ACH-000178,0.0439744186665
ACH-000182,0.0426356383549
ACH-000183,0.120977495088
ACH-000188,0.044357069418
ACH-000189,0.19028656269900002
ACH-000190,0.022666117624
ACH-000198,0.166167416482
ACH-000204,-0.0981513631377
ACH-000206,0.191175532346
ACH-000207,0.0755754416489
ACH-000211,0.149400023496
ACH-000215,0.117429586725
