,THBD (7056)
ACH-000004,-0.08351782332010001
ACH-000007,-0.0346665090432
ACH-000009,0.0262448804936
ACH-000011,-0.137984570843
ACH-000012,-0.027431496082700003
ACH-000013,-0.0553577772965
ACH-000014,0.0866456380943
ACH-000015,0.135691063072
ACH-000017,-0.18667713561500002
ACH-000018,-0.00398747430712
ACH-000019,-0.0816919613885
ACH-000021,0.0280853731769
ACH-000022,-0.13044393069000002
ACH-000025,0.027950221464400002
ACH-000028,-0.169996059801
ACH-000030,-0.0684225954585
ACH-000035,-0.348951251537
ACH-000036,-0.0615496057768
ACH-000037,-0.22795307605700002
ACH-000039,-0.135149343496
ACH-000040,-0.148785287471
ACH-000041,-0.160291388309
ACH-000042,-0.059950968914700004
ACH-000045,0.0404124281541
ACH-000047,-0.212742733113
ACH-000052,-0.160248246511
ACH-000053,-0.077661537581
ACH-000054,-0.100601504085
ACH-000055,-0.12263350975500001
ACH-000060,-0.102557275352
ACH-000067,-0.366041752707
ACH-000070,-0.08303481707669999
ACH-000075,-0.0359864785695
ACH-000078,0.104332603784
ACH-000082,-0.158043707223
ACH-000085,-0.42612034294
ACH-000086,-0.0530489047521
ACH-000087,-0.36670371520499995
ACH-000092,-0.120892927149
ACH-000095,-0.0309623309994
ACH-000097,-0.19098130234700003
ACH-000098,-0.26426699811099996
ACH-000099,-0.161848339831
ACH-000108,-0.128082019892
ACH-000113,-0.10864732542300001
ACH-000115,-0.0655033687965
ACH-000116,-0.0065893534703
ACH-000118,-0.185676959007
ACH-000120,-0.132804275231
ACH-000123,0.156706388357
ACH-000127,-0.15915003824500001
ACH-000128,-0.084779273396
ACH-000132,-0.043305606756999994
ACH-000133,-0.342798295034
ACH-000137,-0.27953724373399996
ACH-000138,0.0701664182358
ACH-000142,0.162800740783
ACH-000143,0.022249432271500003
ACH-000146,-0.281491709867
ACH-000148,-0.270127265904
ACH-000150,-0.285159443346
ACH-000152,-0.12830982439000002
ACH-000153,-0.040970200641300004
ACH-000159,-0.0612255870187
ACH-000160,-0.233896844588
ACH-000163,-0.331458699778
ACH-000167,0.0857924177455
ACH-000168,-0.44537194040600003
ACH-000169,-0.0462778521806
ACH-000178,-0.159914628792
ACH-000182,-0.0678370401461
ACH-000183,0.0668462194484
ACH-000188,0.0628759272114
ACH-000189,-0.33613184366099996
ACH-000190,-0.0272533476782
ACH-000198,-0.030554921648900002
ACH-000204,-0.0424097974564
ACH-000206,-0.279747159703
ACH-000207,-0.0489756836951
ACH-000211,-0.146224302723
ACH-000215,-0.287954926982
ACH-000221,-0.07926687570589999
ACH-000222,0.11643871059000001
ACH-000223,-0.13212469664999998
ACH-000226,-0.119377689551
ACH-000227,-0.0125785546502
ACH-000228,-0.0582866999201
ACH-000231,-0.218064713912
ACH-000232,-0.10389088417199999
ACH-000233,0.17484283250100002
ACH-000234,-0.0415396474408
ACH-000235,-0.23115392268399998
ACH-000237,-0.149330382704
ACH-000238,-0.00599332369358
ACH-000243,-0.201325268048
ACH-000244,-0.280371997784
ACH-000246,-0.043939512674900004
ACH-000248,-0.119589337733
ACH-000250,-0.030011860246099996
ACH-000251,0.036133623880099996
ACH-000253,-0.122529355265
ACH-000255,-0.126839284788
ACH-000256,0.011907057063200001
ACH-000257,-0.0811825267303
ACH-000258,0.077403400924
ACH-000259,-0.138805189998
ACH-000260,-0.10280504778100001
ACH-000261,-0.102403690373
ACH-000262,-0.0128836834203
ACH-000263,-0.2408448795
ACH-000264,-0.174738493898
ACH-000265,-0.28315024507
ACH-000266,-0.08825454398970001
ACH-000272,-0.192089222396
ACH-000273,-0.0924333133697
ACH-000274,-0.0556524836277
ACH-000277,-0.05999105001709999
ACH-000278,-0.374115933834
ACH-000279,-0.105446397907
ACH-000280,-0.143717731019
ACH-000281,-0.05528513109640001
ACH-000288,-0.0878555101262
ACH-000291,-0.148334634834
ACH-000293,-0.0318445615754
ACH-000294,-0.215448079038
ACH-000295,0.19921906084399998
ACH-000296,-0.105453814223
ACH-000302,-0.0678899893782
ACH-000304,-0.198923573125
ACH-000307,-0.141192271261
ACH-000308,-0.0245248421705
ACH-000310,0.00111931675444
ACH-000311,-0.152912782517
ACH-000312,-0.10930697771
ACH-000315,-0.135999619794
ACH-000316,0.022261221334000002
ACH-000317,-0.208246357419
ACH-000318,-0.151762352798
ACH-000319,-0.159633557504
ACH-000320,-0.43686075749
ACH-000322,0.0638678375055
ACH-000323,-0.0490925488722
ACH-000324,-0.100698284614
ACH-000329,-0.09591788820939999
ACH-000330,-0.103421565945
ACH-000331,-0.198360360178
ACH-000332,-0.008169586961779999
ACH-000334,0.233698101838
ACH-000335,0.100635492794
ACH-000336,-0.207803922073
ACH-000337,-0.204089909054
ACH-000339,-0.314362268577
ACH-000341,0.490211660185
ACH-000348,-0.158794952143
ACH-000350,-0.18203694057300002
ACH-000352,-0.12222549649700001
ACH-000356,-0.362373858851
ACH-000361,-0.0653849464572
ACH-000362,-0.271010138899
ACH-000363,-0.139035431973
ACH-000364,0.00970012749321
ACH-000365,0.062397811872600004
ACH-000366,0.0342642102191
ACH-000368,-0.471497864023
ACH-000374,-0.362989753403
ACH-000375,-0.431310599255
ACH-000376,-0.12164818478299999
ACH-000381,0.010168219867299998
ACH-000383,-0.00016813107370599998
ACH-000387,-0.197184144798
ACH-000389,-0.122617326342
ACH-000390,0.0235785963911
ACH-000393,0.00889890079002
ACH-000395,-0.041363047016099996
ACH-000397,-0.0057933643835499996
ACH-000401,-0.162448123608
ACH-000402,-0.722503241361
ACH-000403,-0.130722102689
ACH-000404,-0.193720124009
ACH-000406,0.0540016478055
ACH-000407,-0.06843849952890001
ACH-000408,-0.257527003726
ACH-000410,-0.116683757786
ACH-000411,-0.0210382414004
ACH-000414,-0.0832452468493
ACH-000415,-0.192911911694
ACH-000416,-0.07257209426260001
ACH-000420,-0.13217613862299998
ACH-000421,-0.17156455039500002
ACH-000424,0.052121518662900004
ACH-000425,-0.0762144604647
ACH-000426,-0.366898232494
ACH-000427,0.08044211894989999
ACH-000433,-0.254230856628
ACH-000436,-0.17206367513
ACH-000444,0.0158511756069
ACH-000445,0.0168858857474
ACH-000448,-0.26204314486499997
ACH-000450,0.18991683857099997
ACH-000452,-0.00729375421296
ACH-000454,0.0166116133352
ACH-000458,-0.261319602485
ACH-000459,0.122923453505
ACH-000460,-0.04608255301249999
ACH-000461,-0.138015129637
ACH-000463,-0.293283873136
ACH-000464,-0.19090100659
ACH-000466,-0.0964057297789
ACH-000467,-0.111681379743
ACH-000468,0.08611948102330001
ACH-000469,-0.137913807917
ACH-000470,-0.137219945911
ACH-000471,-0.39750183434299996
ACH-000472,-0.207044198542
ACH-000473,-0.22821316796
ACH-000475,-0.11534014971100001
ACH-000476,-0.13761067734000001
ACH-000477,-0.00470903229982
ACH-000480,-0.037052218451699995
ACH-000481,-0.0533774361264
ACH-000483,-0.206667398597
ACH-000484,-0.278351886965
ACH-000485,-0.0301467856207
ACH-000486,-0.448081416048
ACH-000487,-0.11123673845000001
ACH-000488,-0.131075196677
ACH-000490,-0.183194345332
ACH-000491,-0.310113321426
ACH-000495,-0.021969824336799997
ACH-000496,-0.16283637138499998
ACH-000499,-0.10567251625099999
ACH-000500,-0.469091358834
ACH-000502,-0.142287354291
ACH-000503,-0.21291006148400002
ACH-000505,0.0467945295837
ACH-000507,-0.11986189255
ACH-000510,-0.051091373028800006
ACH-000511,-0.238453765122
ACH-000512,-0.0009345661025269999
ACH-000516,-0.170085458381
ACH-000517,-0.14403817939000002
ACH-000518,-0.166858104642
ACH-000520,-0.20323031914999998
ACH-000521,-0.12056366465500001
ACH-000522,-0.19731960561999998
ACH-000524,-0.132935509807
ACH-000527,-0.038762212754800004
ACH-000528,-0.145158435858
ACH-000537,-0.16821666462499998
