,SRD5A1 (6715)
ACH-000004,-0.13686379485300001
ACH-000007,0.157016179359
ACH-000009,-0.0195753501715
ACH-000011,-0.086551745777
ACH-000012,0.280368424641
ACH-000013,-0.035296631273
ACH-000014,0.021687008012599995
ACH-000015,-0.0202945140422
ACH-000017,-0.145838353999
ACH-000018,0.0386979566362
ACH-000019,0.11032992389799999
ACH-000021,0.0544220904573
ACH-000022,-0.057368278249500006
ACH-000025,-0.0935194765935
ACH-000028,0.0381466050877
ACH-000030,0.104028696076
ACH-000035,0.012544689399700002
ACH-000036,0.00907139884471
ACH-000037,-0.21588630745999998
ACH-000039,-0.36195729225
ACH-000040,-0.021586142308099996
ACH-000041,-0.170073195563
ACH-000042,-0.05097920551530001
ACH-000045,0.024973372859099997
ACH-000047,-0.062153675714999995
ACH-000052,-0.187147367647
ACH-000053,-0.0200452790772
ACH-000054,-0.05244511149140001
ACH-000055,0.364833623374
ACH-000060,-0.167072719728
ACH-000067,0.0876634850909
ACH-000070,-0.0904070125843
ACH-000075,0.0023486983563800004
ACH-000078,0.00116151495507
ACH-000082,-0.08519029731210001
ACH-000085,0.247708442506
ACH-000086,-0.0221962386322
ACH-000087,-0.229160132107
ACH-000092,0.045279425107000004
ACH-000095,-0.0149412390769
ACH-000097,-0.0322680835487
ACH-000098,-0.174164315034
ACH-000099,0.0572624086192
ACH-000108,-0.0996980367949
ACH-000113,-0.16820357937
ACH-000115,-0.11203741658199999
ACH-000116,-0.0336372118324
ACH-000118,-0.0365833911665
ACH-000120,-0.00455818679464
ACH-000123,-0.12607704796
ACH-000127,-0.15314674326
ACH-000128,-0.0302350383178
ACH-000132,-0.18217555640299998
ACH-000133,0.012896047975999999
ACH-000137,0.102518153787
ACH-000138,-0.016333803627799997
ACH-000142,-0.0219883576085
ACH-000143,0.0191993618097
ACH-000146,-0.186502909302
ACH-000148,-0.108513640826
ACH-000150,-0.24505028600900003
ACH-000152,-0.11276860093499999
ACH-000153,0.0114053878819
ACH-000159,-0.121069511415
ACH-000160,-0.177522330871
ACH-000163,-0.065625479508
ACH-000167,-0.246957566983
ACH-000168,-0.282833936764
ACH-000169,-0.11410127451799999
ACH-000178,-0.19105507349599998
ACH-000182,0.17600572103700002
ACH-000183,0.0293053383402
ACH-000188,-0.178298396886
ACH-000189,-0.190268968808
ACH-000190,-0.0286997083676
ACH-000198,-0.0168100310558
ACH-000204,-0.0292236434093
ACH-000206,0.0845473004249
ACH-000207,0.35625746824500004
ACH-000211,-0.11506823300699999
ACH-000215,-0.08753743118230001
ACH-000221,0.04795027415130001
ACH-000222,0.053512048021
ACH-000223,-0.258965368824
ACH-000226,0.113576977674
ACH-000227,0.020083918211099998
ACH-000228,-0.170590948596
ACH-000231,-0.150562818365
ACH-000232,-0.11017419544700001
ACH-000233,-0.08167469127669999
ACH-000234,-0.0508082852828
ACH-000235,-0.06819543164580001
ACH-000237,0.146041723002
ACH-000238,0.0838859959828
ACH-000243,0.09922538853690001
ACH-000244,-0.192007086026
ACH-000246,-0.17146541077799998
ACH-000248,0.0675731740257
ACH-000250,-0.154522355418
ACH-000251,-0.292979156412
ACH-000253,-0.124449770512
ACH-000255,0.107214919158
ACH-000256,-0.046000831848900005
ACH-000257,0.199637463737
ACH-000258,0.015852576291200002
ACH-000259,-0.108502772271
ACH-000260,-0.0361034628746
ACH-000261,-0.138857878172
ACH-000262,-0.410004096166
ACH-000263,0.252973928002
ACH-000264,-0.18158884092500002
ACH-000265,0.072797178207
ACH-000266,-0.131089738749
ACH-000272,-0.121854954439
ACH-000273,-0.0832877515595
ACH-000274,-0.0670732264322
ACH-000277,-0.0107658090129
ACH-000278,0.161836786215
ACH-000279,-0.17015827252500001
ACH-000280,0.045536191549
ACH-000281,-0.0923532694038
ACH-000288,-0.20342002436599999
ACH-000291,0.0340290659718
ACH-000293,0.09363700870689999
ACH-000294,-0.09958712591669999
ACH-000295,-0.035581753601800006
ACH-000296,-0.0630668755859
ACH-000302,-0.0652960517214
ACH-000304,-0.287233654876
ACH-000307,-0.06637200131070001
ACH-000308,-0.11893467849600001
ACH-000310,-0.108464875099
ACH-000311,0.00834614442385
ACH-000312,0.013893929046200001
ACH-000315,0.18405539717
ACH-000316,0.0278954186208
ACH-000317,0.09232751886530001
ACH-000318,-0.017250861777599998
ACH-000319,-0.272078894835
ACH-000320,0.191679514485
ACH-000322,-0.048643393333900005
ACH-000323,-0.0759819038483
ACH-000324,-0.0285657575747
ACH-000329,-0.106490707313
ACH-000330,-0.142201808024
ACH-000331,0.012359244663200002
ACH-000332,-0.06932644968639999
ACH-000334,0.068680719871
ACH-000335,-0.157883527443
ACH-000336,-0.314268891683
ACH-000337,0.024628711018099998
ACH-000339,-0.136636508929
ACH-000341,0.429932333605
ACH-000348,-0.043520301219999995
ACH-000350,-0.0644036710907
ACH-000352,0.09633463393439999
ACH-000356,0.25933753142
ACH-000361,0.147294988104
