,TRAPPC6B (122553)
ACH-000004,-0.22083476976100003
ACH-000007,-0.24765863401500002
ACH-000009,-0.23862458805300002
ACH-000011,-0.532577229981
ACH-000012,-0.11597895115800001
ACH-000013,-0.21506333591999996
ACH-000014,-0.353850779335
ACH-000015,-0.128035214445
ACH-000017,-0.19533187962
ACH-000018,-0.533861145881
ACH-000019,-0.228747182374
ACH-000021,-0.11271161834599999
ACH-000022,-0.39291112401600004
ACH-000025,-0.298476124908
ACH-000028,-0.107325922697
ACH-000030,-0.141494541586
ACH-000035,-0.0290599815923
ACH-000036,-0.31939225343
ACH-000037,-0.177523207038
ACH-000039,-0.013788253995999998
ACH-000040,-0.446840633858
ACH-000041,-0.271699830461
ACH-000042,-0.177626140135
ACH-000045,-0.211449984071
ACH-000047,-0.233278276272
ACH-000052,-0.0530988466304
ACH-000053,-0.189633731595
ACH-000054,-0.308489081253
ACH-000055,-0.18838528852699998
ACH-000060,-0.32325726007800004
ACH-000067,-0.35196060318800004
ACH-000070,-0.15414288761199998
ACH-000075,-0.0351993086216
ACH-000078,-0.00231646197129
ACH-000082,-0.42948349430699995
ACH-000085,-0.364940342948
ACH-000086,-0.172918671084
ACH-000087,-0.19190275696400003
ACH-000092,-0.340080901103
ACH-000095,-0.25218843312100003
ACH-000097,-0.299123740247
ACH-000098,-0.367648567782
ACH-000099,-0.109615952332
ACH-000108,-0.037132302407900004
ACH-000113,-0.139935527936
ACH-000115,-0.191041815381
ACH-000116,-0.25218908262
ACH-000118,-0.0635640467869
ACH-000120,-0.261007953809
ACH-000123,0.00547295333975
ACH-000127,-0.204697129499
ACH-000128,-0.31717598839
ACH-000132,-0.09359417537489999
ACH-000133,-0.33711296634599996
ACH-000137,-0.0328621592348
ACH-000138,-0.0608831573506
ACH-000142,-0.164376852534
ACH-000143,-0.242772839456
ACH-000146,-0.23901297990200002
ACH-000148,-0.331640967358
ACH-000150,-0.25297734860800003
ACH-000152,-0.14831813981699998
ACH-000153,-0.13214774577
ACH-000159,-0.181387735655
ACH-000160,-0.46009888792
ACH-000163,-0.21248753773600002
ACH-000167,-0.548251065673
ACH-000168,-0.0995394162559
ACH-000169,-0.109470187648
ACH-000178,-0.263160934638
ACH-000182,-0.26435023915100003
ACH-000183,-0.32269499899799997
ACH-000188,-0.221699574483
ACH-000189,-0.30003170021
ACH-000190,-0.40911458428
ACH-000198,-0.145866252357
ACH-000204,-0.41182297434799997
ACH-000206,-0.39967855358300003
ACH-000207,-0.280407330152
ACH-000211,-0.228443237412
ACH-000215,-0.335137305785
ACH-000221,-0.08850534159330001
ACH-000222,-0.0926430646292
ACH-000223,-0.355118346381
ACH-000226,-0.41583243987199997
ACH-000227,-0.349785282064
ACH-000228,-0.273060373488
ACH-000231,-0.31415706879099997
ACH-000232,-0.412387824313
ACH-000233,-0.0830502889529
ACH-000234,-0.206801753748
ACH-000235,-0.24015350648000003
ACH-000237,-0.0716214934602
ACH-000238,-0.042660089094
ACH-000243,-0.243905609701
ACH-000244,-0.0753033566457
ACH-000246,-0.284112058148
ACH-000248,-0.22290204230799998
ACH-000250,-0.28514405536
ACH-000251,0.0701336392122
ACH-000253,0.0201976987207
ACH-000255,-0.159540513916
ACH-000256,-0.168457479689
ACH-000257,-0.31414130206199997
ACH-000258,0.201511047661
ACH-000259,-0.21344193622299998
