,LY6D (8581)
ACH-000004,-0.156860421508
ACH-000007,-0.0220330333951
ACH-000009,-0.05850998666130001
ACH-000011,0.14505992035499998
ACH-000012,0.202969851569
ACH-000013,0.239694090658
ACH-000014,0.15353177588199998
ACH-000015,0.23712630829700002
ACH-000017,0.07156858369300001
ACH-000018,0.0066653073382
ACH-000019,0.39353941117700003
ACH-000021,0.20418685623
ACH-000022,0.22844996944899998
ACH-000025,0.05595149678690001
ACH-000028,0.195716440099
ACH-000030,0.14348440767200002
ACH-000035,0.108245539265
ACH-000036,0.120798669583
ACH-000037,-0.134504249738
ACH-000039,0.148091616586
ACH-000040,-0.0204446159166
ACH-000041,0.0920697907339
ACH-000042,0.0260162597577
ACH-000045,0.302651332504
ACH-000047,0.158581431228
ACH-000052,-0.0281982483193
ACH-000053,-0.0101716000441
ACH-000054,-0.0993659657354
ACH-000055,0.18720619853
ACH-000060,0.111705625373
ACH-000067,-0.011633055516299999
ACH-000070,0.214404459637
ACH-000075,-0.0211008765014
ACH-000078,0.10726122325099999
ACH-000082,0.123480993903
ACH-000085,0.228439287022
ACH-000086,0.130439351854
ACH-000087,0.201724619091
ACH-000092,0.024618194795400002
ACH-000095,0.32174891740899997
ACH-000097,0.207252094125
ACH-000098,0.276389422277
ACH-000099,0.10115617360200001
ACH-000108,0.014659958248299998
ACH-000113,0.0686222043662
ACH-000115,0.037740714394699997
ACH-000116,0.190570902672
ACH-000118,0.260998140641
ACH-000120,0.0270166351095
ACH-000123,0.0568799258829
ACH-000127,0.138953488845
ACH-000128,0.207042790413
ACH-000132,0.28906908859499997
ACH-000133,0.259798362153
ACH-000137,0.0195020567255
ACH-000138,0.47316184945900003
ACH-000142,0.497598457634
ACH-000143,0.290614747457
ACH-000146,0.316268661506
ACH-000148,0.164917478031
ACH-000150,-0.147168573978
ACH-000152,0.37798524398
ACH-000153,0.172632459493
ACH-000159,0.030345601185499997
ACH-000160,0.298280999677
ACH-000163,0.274684471649
ACH-000167,0.0483077850216
ACH-000168,0.0647214140816
ACH-000169,0.235248099465
ACH-000178,0.158523879626
ACH-000182,0.333733471057
ACH-000183,0.344372747478
ACH-000188,0.243206282705
ACH-000189,0.13805716906999999
ACH-000190,0.542719726225
ACH-000198,0.143808173075
ACH-000204,0.263395609568
ACH-000206,0.206887432737
ACH-000207,0.23713722880399998
ACH-000211,0.141269910536
ACH-000215,0.148787228277
ACH-000221,0.174659809132
ACH-000222,0.209079343261
ACH-000223,0.266446881088
ACH-000226,0.0697910946649
ACH-000227,0.192897020017
ACH-000228,0.415698734471
ACH-000231,0.26744503215
ACH-000232,0.159507014453
ACH-000233,0.0387091455502
ACH-000234,0.07743683629669999
ACH-000235,0.10161490781400001
ACH-000237,0.005529102809029999
ACH-000238,0.071305331832
ACH-000243,0.222642607389
ACH-000244,-0.314015029599
ACH-000246,0.04060465396330001
ACH-000248,0.138808869844
ACH-000250,0.061878338134199996
ACH-000251,0.7917457734639999
ACH-000253,-0.0213305369176
ACH-000255,0.181330938545
ACH-000256,-0.247439612953
ACH-000257,0.243829594381
ACH-000258,0.0337089940267
ACH-000259,0.08066057537810001
ACH-000260,0.0630208096026
ACH-000261,0.200170816807
ACH-000262,0.0731876627047
ACH-000263,0.254006100494
ACH-000264,0.149577152948
ACH-000265,0.18339590464000002
ACH-000266,0.251386276091
ACH-000272,0.130502059515
ACH-000273,0.13358446810900002
ACH-000274,0.31872602812600004
ACH-000277,-0.0128162762223
ACH-000278,0.128650944988
ACH-000279,0.154216395693
ACH-000280,0.035336112374
ACH-000281,0.400059662343
ACH-000288,0.24922480765000002
ACH-000291,0.462712541463
ACH-000293,0.09339927372080001
ACH-000294,0.169976964147
ACH-000295,-0.22529641731
ACH-000296,0.300559674993
ACH-000302,0.164200166432
ACH-000304,-0.07137226201510001
ACH-000307,0.20339058171399998
ACH-000308,0.16867350677200002
ACH-000310,0.037606273282199995
ACH-000311,0.26331769177700004
ACH-000312,0.310792968842
ACH-000315,-0.047907928054
ACH-000316,0.12892601638499998
ACH-000317,0.165598730137
ACH-000318,0.13015064113500002
ACH-000319,0.181477174851
ACH-000320,0.430723889406
ACH-000322,0.30071030412
ACH-000323,0.26908955656
ACH-000324,0.16414816649800001
ACH-000329,-0.061024806028699995
ACH-000330,0.1570569436
ACH-000331,-0.000467211688715
ACH-000332,0.242490817531
ACH-000334,0.0473266514623
ACH-000335,0.045406749265999996
ACH-000336,-0.0237721095884
ACH-000337,0.019776294391999998
ACH-000339,0.254808027258
ACH-000341,0.0861579834757
ACH-000348,0.230877237099
ACH-000350,0.397862939728
ACH-000352,0.0347702128667
ACH-000356,0.27531440578
ACH-000361,0.307656230152
ACH-000362,0.097434711556
ACH-000363,0.184534888271
ACH-000364,0.274395975262
ACH-000365,0.199296946268
ACH-000366,0.261352521647
ACH-000368,-0.043139174423000005
ACH-000374,0.234506607367
ACH-000375,0.143162153695
ACH-000376,0.08346591330360001
ACH-000381,0.223088768229
ACH-000383,0.16972613907499998
ACH-000387,0.10228579886700001
ACH-000389,0.306600536775
ACH-000390,0.126420031995
ACH-000393,-0.06671444345630001
ACH-000395,-0.189750171161
ACH-000397,0.159564427805
ACH-000401,0.316741401323
ACH-000402,-0.022338791938099997
ACH-000403,0.0968815984994
ACH-000404,-0.0382767735145
ACH-000406,0.227227641989
ACH-000407,0.12418788125199999
ACH-000408,0.347629887531
ACH-000410,0.22809144567899997
ACH-000411,0.301402846006
ACH-000414,0.04721988642080001
ACH-000415,0.208920973314
ACH-000416,0.126864965519
ACH-000420,0.40961467752700004
ACH-000421,0.30889676016199996
ACH-000424,0.463280790305
ACH-000425,0.0666977393558
ACH-000426,0.0327658827289
ACH-000427,0.22496809881700003
ACH-000433,0.254062672625
ACH-000436,-0.07013201097739999
ACH-000444,0.32351213313
ACH-000445,0.18882265160300002
ACH-000448,-0.011867895653899998
ACH-000450,0.112495991347
ACH-000452,0.0366981823042
ACH-000454,0.10766261037999998
ACH-000458,0.0821242169493
ACH-000459,0.342816391973
ACH-000460,0.21147560388300002
ACH-000461,0.21273129811799998
ACH-000463,0.229969943859
ACH-000464,0.132476998259
ACH-000466,0.180964414326
ACH-000467,-0.0186014413442
ACH-000468,0.184301972232
ACH-000469,0.106664592458
ACH-000470,0.126750587001
ACH-000471,0.264747845227
ACH-000472,0.0735461769657
ACH-000473,-0.10631187817500001
ACH-000475,0.04343705658480001
ACH-000476,0.293929671442
ACH-000477,-0.22669419421
ACH-000480,0.218589933021
ACH-000481,0.0433420447516
ACH-000483,0.24152560777399998
ACH-000484,0.30519330888
ACH-000485,0.24726338172899998
ACH-000486,0.22809966164099998
ACH-000487,0.328933777815
ACH-000488,0.236837050227
ACH-000490,-0.0178469852231
ACH-000491,-0.0022399742743200004
ACH-000495,-0.026859246457500003
ACH-000496,0.43982600307499997
ACH-000499,0.41381779858499995
ACH-000500,-0.09007832438880001
ACH-000502,0.135153606628
ACH-000503,0.0314980647133
ACH-000505,0.0790403113084
ACH-000507,0.16148664867
ACH-000510,0.0912424859351
ACH-000511,0.19915094817600001
ACH-000512,0.256825713789
ACH-000516,0.116113878656
ACH-000517,0.0822209497936
ACH-000518,0.10657189984899999
ACH-000520,0.252025665438
ACH-000521,0.227887226263
ACH-000522,0.289118731316
ACH-000524,0.052378588366
ACH-000527,0.142231050869
ACH-000528,0.252223683912
ACH-000537,0.23257420499200002
ACH-000541,-0.0691652275626
ACH-000542,0.120212603602
ACH-000544,0.0423474499399
ACH-000545,0.10525938607100001
ACH-000547,0.383870636175
ACH-000548,0.123435356777
ACH-000549,0.186420780048
ACH-000550,0.281221625127
ACH-000552,-0.032062761137399996
ACH-000556,0.0663647697949
ACH-000557,-0.286263415159
ACH-000570,-0.112046511175
ACH-000571,0.121324841297
ACH-000573,0.179892325237
ACH-000576,-0.143684553228
ACH-000580,-0.104849002444
ACH-000584,0.203086608728
ACH-000585,0.145661606947
ACH-000588,0.04298054331119999
ACH-000589,0.15519818322999998
ACH-000591,0.35337339468400003
ACH-000593,-0.00611577727155
ACH-000600,0.146671917308
ACH-000601,0.137952559783
ACH-000604,0.497114173073
ACH-000605,0.193578434608
ACH-000606,0.351539617298
ACH-000608,-0.011035207973899999
ACH-000614,0.0636799627591
ACH-000616,0.188375292502
ACH-000618,0.166605389218
ACH-000619,0.141415266824
ACH-000620,0.238196906526
ACH-000621,0.12948994340999997
ACH-000622,-0.0017451244157900001
ACH-000623,0.23201917343400003
ACH-000624,0.21341839759599998
ACH-000627,0.09517728915
ACH-000630,0.0684840087
ACH-000632,0.0969722094143
ACH-000633,0.0898927808026
ACH-000637,0.108192788942
ACH-000638,0.33152126519499997
ACH-000646,0.196767004239
ACH-000647,0.105684845332
ACH-000648,-0.00989087494744
ACH-000649,0.156071684235
ACH-000651,0.221701897515
ACH-000652,0.0828446879427
ACH-000653,0.102296413876
ACH-000657,0.138117582925
ACH-000658,-0.354884841972
ACH-000661,0.110609437481
ACH-000662,0.157217449428
ACH-000663,0.12498447417400001
ACH-000665,0.22598913629200001
ACH-000671,0.18159304943100002
ACH-000673,0.120127373849
ACH-000676,0.147849207884
ACH-000677,-0.0182367289705
ACH-000681,0.0654646939316
ACH-000682,0.26945156352
ACH-000683,0.0317579663143
ACH-000684,0.29743029955
ACH-000688,0.0877374917389
ACH-000693,0.287785814989
ACH-000694,0.19912753369199998
ACH-000695,-0.031191175093400005
ACH-000696,0.272401425623
ACH-000697,0.384885664063
ACH-000699,0.107094189734
ACH-000701,0.46894649553400003
ACH-000706,0.270680730808
ACH-000711,0.151428046446
ACH-000713,0.10508894153300001
ACH-000714,0.145105346527
ACH-000718,0.176575506706
ACH-000720,0.009596435037110001
ACH-000721,0.166418548948
