,FOXP1 (27086)
ACH-000004,-0.14251578252699998
ACH-000007,-0.29780008584199996
ACH-000009,0.0650261713193
ACH-000011,0.10029472563200001
ACH-000012,-0.15114666902999999
ACH-000013,0.018909019606000003
ACH-000014,-0.256674532857
ACH-000015,-0.228965559795
ACH-000017,-0.106658264201
ACH-000018,-0.311828065043
ACH-000019,-0.22079869376999997
ACH-000021,-0.09839328746659999
ACH-000022,-0.00656171092147
ACH-000025,-0.147773418991
ACH-000028,-0.039096592084199994
ACH-000030,-0.060853801085099996
ACH-000035,0.038025308783
ACH-000036,-0.0948878607773
ACH-000037,-0.19102550738899998
ACH-000039,-0.231391895801
ACH-000040,-0.0563830474463
ACH-000041,-0.46066508715599996
ACH-000042,-0.26356099760699997
ACH-000045,-0.171696179619
ACH-000047,-0.131065111052
ACH-000052,-0.140229334115
ACH-000053,-0.050692536422300004
ACH-000054,-0.309273730987
ACH-000055,-0.016878856871599998
ACH-000060,-0.054464261463099996
ACH-000067,-0.37587456770800004
ACH-000070,0.20525107307
ACH-000075,-0.40532499087800006
ACH-000078,-0.33935954038500005
ACH-000082,-0.017486907356
ACH-000085,-0.218475254756
ACH-000086,-0.0596415216093
ACH-000087,-0.209758036736
ACH-000092,-0.167796984314
ACH-000095,-0.079424808347
ACH-000097,-0.116552543684
ACH-000098,-0.11452521897
ACH-000099,-0.30412322627099997
ACH-000108,-0.148738595734
ACH-000113,-0.278810644389
ACH-000115,-0.0664836737662
ACH-000116,-0.09929994163730001
ACH-000118,-0.10773812855699999
ACH-000120,-0.13152187602499998
ACH-000123,-0.16881543562800003
ACH-000127,-0.0249563830318
ACH-000128,-0.0705856515947
ACH-000132,0.301466861332
ACH-000133,-0.257973523193
ACH-000137,-0.09034157924630001
ACH-000138,-0.141845301957
ACH-000142,-0.035438841025
ACH-000143,-0.135483938839
ACH-000146,-0.314401931058
ACH-000148,-0.274995066058
ACH-000150,-0.320794751687
ACH-000152,-0.155314114912
ACH-000153,-0.407140493208
ACH-000159,-0.146537300791
ACH-000160,-0.048758511627000005
ACH-000163,-0.29797571089
ACH-000167,-0.08928918155089999
ACH-000168,0.061734925238600004
ACH-000169,0.009824223449340001
ACH-000178,-0.360559519619
ACH-000182,-0.00797171870335
ACH-000183,0.127012063113
ACH-000188,-0.121671133769
ACH-000189,-0.047409151022300006
ACH-000190,-0.189126931315
ACH-000198,-0.24308155449700003
ACH-000204,0.10690043108899999
ACH-000206,-0.215100723922
ACH-000207,-0.159037758993
ACH-000211,-0.264431790853
ACH-000215,-0.11185991645400001
ACH-000221,-0.0452113916344
ACH-000222,-0.0416661887412
ACH-000223,-0.0355388288034
ACH-000226,-0.10376882826099999
ACH-000227,-0.102682435308
ACH-000228,-0.0709512434895
ACH-000231,0.0472697460348
ACH-000232,0.033294789976300004
ACH-000233,-0.13488077950400001
ACH-000234,-0.052705394531399996
ACH-000235,-0.0847764716492
ACH-000237,-0.0516158897069
ACH-000238,-0.204799398039
ACH-000243,-0.0624861863188
ACH-000244,-0.0965371274706
ACH-000246,-0.216400486965
ACH-000248,-0.22936802847399998
ACH-000250,-0.028523889659099997
ACH-000251,-0.292738058591
ACH-000253,-0.05813301242869999
ACH-000255,-0.0551852218635
ACH-000256,0.100960890105
ACH-000257,-0.130372746367
ACH-000258,0.0454649987225
ACH-000259,-0.103918404814
ACH-000260,-0.117561277787
ACH-000261,-0.040596673527699995
ACH-000262,-0.5848239452790001
ACH-000263,-0.46483220608099995
ACH-000264,-0.127120445108
ACH-000265,-0.253792570294
ACH-000266,-0.166452168587
ACH-000272,-0.10925036374399999
ACH-000273,-0.09620503790410001
ACH-000274,0.16397392523
ACH-000277,0.058910392708
ACH-000278,0.0062406447248
ACH-000279,-0.104612763482
ACH-000280,-0.0654146167229
ACH-000281,-0.0646829527095
ACH-000288,-0.034568370641400004
ACH-000291,-0.13343224215500002
ACH-000293,-0.150672477709
ACH-000294,-0.18719882513
ACH-000295,-0.12482669880200001
ACH-000296,-0.216670674773
ACH-000302,-0.006870035861010001
ACH-000304,0.07613581962760001
ACH-000307,-0.0449224019312
ACH-000308,-0.147027952247
ACH-000310,-0.162599219955
ACH-000311,0.018965911189599997
ACH-000312,-0.0428997699644
ACH-000315,-0.387994479645
ACH-000316,-0.126793489205
ACH-000317,-0.0605449724376
ACH-000318,-0.020815508872
ACH-000319,0.056016454149699996
ACH-000320,-0.138342778177
ACH-000322,-0.47584372410400005
ACH-000323,-0.17065549354100001
ACH-000324,-0.050590388286300005
ACH-000329,-0.0648907636184
ACH-000330,-0.122396097614
ACH-000331,-0.303662977181
ACH-000332,-0.23431722988899997
ACH-000334,0.185852623069
ACH-000335,-0.21126098943100002
ACH-000336,-0.204841183191
ACH-000337,-0.12079537370200001
ACH-000339,-0.145111155313
ACH-000341,0.230436441356
ACH-000348,0.035595613553400005
ACH-000350,-0.0499927803302
ACH-000352,-0.116348679377
ACH-000356,-0.0651367915653
ACH-000361,-0.163367707138
ACH-000362,-0.18395465346700002
ACH-000363,0.0137069403437
ACH-000364,-0.296827044049
ACH-000365,-0.0905793197863
ACH-000366,-0.023122286027900004
ACH-000368,-0.423547843831
ACH-000374,-0.19929641760699998
ACH-000375,-0.0567493167022
ACH-000376,-0.0007430301633530001
ACH-000381,-0.0050350081731
ACH-000383,-0.130159997832
ACH-000387,-0.25809406063900003
ACH-000389,0.0170785865662
ACH-000390,-0.0563719562089
ACH-000393,-0.0460788366132
ACH-000395,-0.346674372289
ACH-000397,-0.25162373407099997
ACH-000401,-0.166496517579
ACH-000402,-0.14340199594699998
ACH-000403,-0.0907933398281
ACH-000404,0.128775660176
ACH-000406,-0.143315202944
ACH-000407,-0.113605102192
ACH-000408,-0.164759048828
ACH-000410,-0.10479611397399999
ACH-000411,-0.0242661413109
ACH-000414,-0.155906822636
ACH-000415,-0.206793418413
ACH-000416,0.0213184983022
ACH-000420,-0.0323383799527
ACH-000421,-0.007053168125989999
ACH-000424,-0.161251574527
ACH-000425,-0.21249029472800002
ACH-000426,0.0622977721617
ACH-000427,-0.047706175324200004
ACH-000433,0.0483496341431
ACH-000436,0.0342361784622
ACH-000444,0.0924263412828
ACH-000445,-0.11957435481899999
ACH-000448,-0.17492378397
ACH-000450,0.255645547129
ACH-000452,-0.23641855137499998
ACH-000454,-0.582406342226
ACH-000458,-0.0833983703468
ACH-000459,0.11989229886
ACH-000460,-0.16863656636399998
ACH-000461,-0.288074782302
ACH-000463,-0.108541858984
ACH-000464,-0.316931012524
ACH-000466,0.005512693480260001
ACH-000467,-0.0293036313337
ACH-000468,0.088093222438
ACH-000469,-0.234845471916
ACH-000470,-0.0933110437342
ACH-000471,-0.0951096253558
ACH-000472,-0.18282672374000003
ACH-000473,-0.007345598482479999
ACH-000475,-0.0140477420044
ACH-000476,-0.027526893960500003
ACH-000477,0.07017245784489999
ACH-000480,-0.194716770972
ACH-000481,0.0687212007993
ACH-000483,0.106308380866
ACH-000484,0.142967776281
ACH-000485,-0.07777660225439999
ACH-000486,-0.108334616897
ACH-000487,-0.22920858902199998
ACH-000488,-0.027189918538799998
ACH-000490,-0.110485398029
ACH-000491,-0.0796482135767
ACH-000495,-0.034631150963400005
ACH-000496,-0.273176505495
ACH-000499,0.16723652907199998
ACH-000500,0.060061244656
ACH-000502,-0.114876257849
ACH-000503,-0.284717840101
ACH-000505,-0.113320252842
ACH-000507,0.08081298422010001
ACH-000510,-0.0605522389173
ACH-000511,-0.046364377910900006
ACH-000512,-0.48552926449699996
ACH-000516,-0.033184113023200006
ACH-000517,-0.16152668875499998
ACH-000518,0.0831152295194
ACH-000520,-0.10172506966700001
ACH-000521,-0.21972570208
ACH-000522,-0.234804981729
ACH-000524,-0.12491642485
ACH-000527,-0.0282639516567
ACH-000528,-0.0691919800453
ACH-000537,-0.041387508139
ACH-000541,0.414429142376
ACH-000542,-0.19077539671
ACH-000544,-0.251303185616
ACH-000545,-0.20446662642400001
ACH-000547,0.0430522682323
ACH-000548,-0.018890595525599997
ACH-000549,0.029174464689500003
ACH-000550,-0.19347078580200003
ACH-000552,0.00610730354334
ACH-000556,-0.13294806057800002
ACH-000557,0.00974355418553
ACH-000570,-0.0261771380812
ACH-000571,-0.328569533231
ACH-000573,-0.0674418390925
ACH-000576,-0.122022643962
ACH-000580,-0.160839520241
ACH-000584,-0.148890855412
ACH-000585,0.0383611273269
ACH-000588,-0.047228601910300004
ACH-000589,-0.11201779455999998
ACH-000591,0.0951702315668
ACH-000593,-0.102019966631
ACH-000600,0.0910792834843
ACH-000601,-0.112712322892
ACH-000604,0.19227866880600003
ACH-000605,0.0140421504556
ACH-000606,-0.155082092467
ACH-000608,-0.14385840022
ACH-000614,0.059431922128800004
ACH-000616,-0.154197059399
ACH-000618,0.08630064623770001
ACH-000619,-0.0378547664782
ACH-000620,-0.018472794429
ACH-000621,-0.0838443226423
ACH-000622,-0.0945127725223
ACH-000623,0.044501322896600005
ACH-000624,-0.07943045025039999
ACH-000627,-0.154328409132
ACH-000630,-0.0182913622201
ACH-000632,-0.0411820252194
ACH-000633,-0.152427047905
ACH-000637,-0.126833173583
ACH-000638,-0.0653924388668
ACH-000646,-0.152219756487
ACH-000647,-0.127222740045
ACH-000648,0.18429042948600002
ACH-000649,-0.255736040392
ACH-000651,-0.139854815347
ACH-000652,-0.125837129487
ACH-000653,0.022464081992700002
ACH-000657,-0.0806203948131
ACH-000658,-0.0151257365384
ACH-000661,0.00742439230795
ACH-000662,-0.11258064053200001
ACH-000663,0.09656908580639999
ACH-000665,-0.132986494671
ACH-000671,-0.401375447197
ACH-000673,0.010998425705500001
ACH-000676,-0.23500731212200002
ACH-000677,-0.040655281452300004
ACH-000681,-0.166009410906
ACH-000682,-0.138559187137
ACH-000683,-0.127249386838
ACH-000684,-0.246807686956
ACH-000688,-0.29935623992800003
ACH-000693,-0.136901928974
ACH-000694,-0.0403441668312
ACH-000695,-0.102001208086
ACH-000696,-0.06438614564730001
ACH-000697,-0.0074309720105
ACH-000699,-0.170700366554
ACH-000701,0.0040168080500200005
ACH-000706,-0.18901702214699997
ACH-000711,-0.0353142279621
ACH-000713,-0.35240492165299997
ACH-000714,0.0992703544558
ACH-000718,-0.0742134548619
ACH-000720,-0.0924434418427
ACH-000721,-0.157792817661
ACH-000724,-0.146164024754
ACH-000725,-0.245330207243
ACH-000732,0.145716757354
ACH-000734,-0.0430349695976
ACH-000735,0.015396576563799998
ACH-000736,-0.0900971867948
ACH-000738,-0.124369028093
ACH-000746,-0.10927472602600001
ACH-000747,-0.008563265523350001
ACH-000748,-0.0856421435016
ACH-000753,-0.0634085868828
ACH-000756,-0.187291357263
ACH-000757,-0.141833383365
ACH-000758,-0.024252851622000002
ACH-000760,-0.112815607247
ACH-000763,0.239283114947
ACH-000764,0.106652363878
ACH-000765,-0.262770403808
ACH-000766,-0.128673337668
ACH-000767,0.0307856528059
ACH-000768,-0.200058182619
ACH-000769,-0.648233079475
ACH-000770,-0.189450186709
ACH-000771,-8.55578738291e-05
ACH-000773,-0.0608930314554
ACH-000776,-0.127197004386
ACH-000777,1.1728818628e-05
