,HYDIN (54768)
ACH-000004,-0.219852888787
ACH-000007,-0.0992884885843
ACH-000009,-0.398043789203
ACH-000011,-0.355779385077
ACH-000012,-0.22657795753600002
ACH-000013,-0.21536330182100002
ACH-000014,-0.21176999769299998
ACH-000015,-0.395277957177
ACH-000017,-0.23851914589499998
ACH-000018,-0.247551352907
ACH-000019,-0.590921474997
ACH-000021,-0.358176628197
ACH-000022,-0.19318636728500002
ACH-000025,-0.319713121647
ACH-000028,-0.388631507617
ACH-000030,-0.215361351357
ACH-000035,-0.51951508745
ACH-000036,-0.138438404822
ACH-000037,-0.0983176589699
ACH-000039,-0.239826025624
ACH-000040,0.027924310443000002
ACH-000041,-0.33358831162700003
ACH-000042,-0.344221355216
ACH-000045,-0.364585458001
ACH-000047,-0.20181588244399998
ACH-000052,-0.260585544013
ACH-000053,-0.479218240979
ACH-000054,-0.250741040968
ACH-000055,-0.399786684102
ACH-000060,-0.261884847288
ACH-000067,0.00921340429529
ACH-000070,-0.32919165989
ACH-000075,-0.349119076718
ACH-000078,-0.512051325018
ACH-000082,-0.304938984433
ACH-000085,-0.178188684035
ACH-000086,-0.272960941068
ACH-000087,-0.304819941888
ACH-000092,-0.181177098379
ACH-000095,-0.35964164494499995
ACH-000097,-0.411166951093
ACH-000098,-0.450837061907
ACH-000099,-0.346583638807
ACH-000108,-0.200419924404
ACH-000113,-0.386064990749
ACH-000115,-0.194349908321
ACH-000116,-0.207045152135
ACH-000118,-0.261120729958
ACH-000120,-0.358263449841
ACH-000123,-0.283393029868
ACH-000127,-0.462896269688
ACH-000128,-0.215197042268
ACH-000132,-0.266981914644
ACH-000133,-0.334730526939
ACH-000137,-0.422212866905
ACH-000138,-0.339616352426
ACH-000142,-0.289590035897
ACH-000143,-0.203360695216
ACH-000146,-0.37803348834399997
ACH-000148,-0.222438448991
ACH-000150,-0.369602993203
ACH-000152,-0.24823125002399998
ACH-000153,-0.171775633431
ACH-000159,-0.146122371228
ACH-000160,-0.104762200674
ACH-000163,-0.24042231887899998
ACH-000167,-0.334275132458
ACH-000168,-0.353561438861
ACH-000169,-0.209242224947
ACH-000178,-0.299914786391
ACH-000182,-0.246613461716
ACH-000183,-0.474986027731
ACH-000188,-0.19116716310899998
ACH-000189,0.108687560172
ACH-000190,-0.43955993443499997
ACH-000198,-0.380964290031
ACH-000204,-0.336865194698
ACH-000206,-0.220122576219
ACH-000207,-0.145589671864
ACH-000211,-0.266279736054
ACH-000215,-0.339624040756
ACH-000221,-0.420993628818
ACH-000222,-0.057105417924499996
ACH-000223,-0.301095468173
ACH-000226,-0.265774132548
ACH-000227,-0.444124440269
ACH-000228,-0.338519408974
ACH-000231,-0.257022298504
ACH-000232,-0.539959856359
ACH-000233,-0.405037731554
ACH-000234,-0.36679319715
ACH-000235,-0.333378819103
ACH-000237,-0.171532851003
ACH-000238,-0.118575886622
ACH-000243,-0.260237198506
ACH-000244,-0.287830442739
ACH-000246,-0.268821526243
ACH-000248,-0.196047166919
ACH-000250,-0.12490160880000001
ACH-000251,-0.248806904589
ACH-000253,-0.253896655302
ACH-000255,-0.266870135146
ACH-000256,-0.244507910132
ACH-000257,-0.27894294369399997
ACH-000258,-0.6559013898
ACH-000259,-0.21543937053800002
ACH-000260,-0.277538112014
ACH-000261,-0.417373485607
ACH-000262,-0.35664687734300005
ACH-000263,-0.0925663966397
ACH-000264,-0.309227217931
ACH-000265,-0.135115662106
ACH-000266,-0.22345317324
ACH-000272,-0.48893156411000005
ACH-000273,-0.22166163826
ACH-000274,-0.0800957697892
ACH-000277,-0.486250393626
ACH-000278,-0.392265418847
ACH-000279,-0.262034737197
ACH-000280,-0.11638995558800001
ACH-000281,-0.393554120277
ACH-000288,-0.17006377434599998
ACH-000291,-0.275904453664
ACH-000293,-0.209947967035
ACH-000294,-0.459167472198
ACH-000295,-0.203336229925
ACH-000296,-0.0682324574578
ACH-000302,-0.194249325623
ACH-000304,-0.068129585115
ACH-000307,-0.298904211708
ACH-000308,-0.187058538146
ACH-000310,-0.29254942862
ACH-000311,-0.303996176073
ACH-000312,-0.25156298699
ACH-000315,0.0573707073094
ACH-000316,-0.31405387920600003
ACH-000317,-0.190421303973
ACH-000318,-0.284093108782
ACH-000319,-0.271277170994
ACH-000320,-0.290285246298
ACH-000322,-0.221915369623
ACH-000323,-0.0309845792003
ACH-000324,-0.315448761884
ACH-000329,-0.30927026927900003
ACH-000330,-0.27837988823800003
ACH-000331,-0.249858793726
ACH-000332,-0.152748386657
ACH-000334,-0.149725960868
ACH-000335,-0.495540582054
ACH-000336,-0.424587585835
ACH-000337,-0.28957098477800003
ACH-000339,-0.286549806643
ACH-000341,-0.24388504705800002
ACH-000348,-0.43149225878700004
ACH-000350,-0.43466634856200004
ACH-000352,-0.229673781185
ACH-000356,-0.288291714481
ACH-000361,-0.39344365763899997
ACH-000362,-0.425527434216
ACH-000363,-0.113477392816
ACH-000364,-0.34988738221999993
ACH-000365,-0.400594904105
ACH-000366,-0.331141928667
ACH-000368,-0.185590207067
ACH-000374,-0.191112551884
ACH-000375,-0.24875008626400003
ACH-000376,-0.20226323999
ACH-000381,-0.25457180558200004
ACH-000383,-0.351716916034
ACH-000387,-0.19820251980099998
ACH-000389,-0.18487202505800002
ACH-000390,-0.37559999261200006
ACH-000393,-0.152969331541
ACH-000395,0.011637721697499999
ACH-000397,-0.355986817222
ACH-000401,-0.28997851789900003
ACH-000402,0.10213687719799999
ACH-000403,-0.21127961073600002
ACH-000404,-0.419018412575
ACH-000406,-0.27508242826900003
ACH-000407,-0.0690686129979
ACH-000408,-0.40422460695100004
ACH-000410,-0.57303034555
ACH-000411,-0.223159120931
ACH-000414,-0.365719682477
ACH-000415,-0.118892919857
ACH-000416,-0.31223057408000005
ACH-000420,-0.592496030395
ACH-000421,-0.297911196011
ACH-000424,-0.279032329666
ACH-000425,-0.328300390666
ACH-000426,-0.36297088888000006
ACH-000427,-0.237627582306
ACH-000433,-0.314149914406
ACH-000436,-0.522438903644
ACH-000444,-0.139211502898
ACH-000445,-0.22428102821899998
ACH-000448,-0.434012127708
ACH-000450,-0.27561965238499997
ACH-000452,-0.211001769997
ACH-000454,-0.29813341169
ACH-000458,-0.15880025435599998
ACH-000459,-0.167438524584
ACH-000460,-0.20508684866500002
ACH-000461,-0.206651151875
ACH-000463,-0.339337967183
ACH-000464,-0.180741005376
ACH-000466,-0.34417457510399996
ACH-000467,-0.328197279266
ACH-000468,-0.332427186301
ACH-000469,-0.348008728169
ACH-000470,-0.195772529665
ACH-000471,-0.12596753326500001
ACH-000472,-0.438833946838
ACH-000473,-0.195966817305
ACH-000475,-0.297088686497
ACH-000476,-0.215388664409
ACH-000477,0.00271347978418
ACH-000480,-0.084565632844
