,DYNC1I1 (1780)
ACH-000004,0.0276031868709
ACH-000007,-0.04385541619530001
ACH-000009,0.041694429041499996
ACH-000011,0.0974684941209
ACH-000012,0.0115786067209
ACH-000013,0.18177442066500002
ACH-000014,0.0606220128214
ACH-000015,0.0580244769216
ACH-000017,0.0635345571183
ACH-000018,0.260179282339
ACH-000019,-0.0817281469454
ACH-000021,-0.052335329231599996
ACH-000022,0.040550302521
ACH-000025,0.078410319856
ACH-000028,0.09603388749700001
ACH-000030,0.192860760543
ACH-000035,0.144102590728
ACH-000036,0.126395788991
ACH-000037,0.08544062066670001
ACH-000039,0.348224681755
ACH-000040,0.0817446285893
ACH-000041,0.184726675964
ACH-000042,0.21314302423300002
ACH-000045,0.205868100726
ACH-000047,0.0833005907379
ACH-000052,0.13204205903
ACH-000053,0.13144003617900002
ACH-000054,0.0755475172344
ACH-000055,0.21811208712299998
ACH-000060,0.117866530986
ACH-000067,0.134787398185
ACH-000070,-0.0514033228429
ACH-000075,0.272819815741
ACH-000078,0.0268367801633
ACH-000082,0.10051314425499999
ACH-000085,0.14787612948599999
ACH-000086,0.182859007414
ACH-000087,-0.149638506929
ACH-000092,0.12367279325099999
ACH-000095,0.0665447276995
ACH-000097,0.056305071182000004
ACH-000098,0.115272467115
ACH-000099,0.13638467151900002
ACH-000108,0.164874662792
ACH-000113,0.043276751814199994
ACH-000115,0.0227857373699
ACH-000116,0.130269775975
ACH-000118,0.13591840055999999
ACH-000120,0.233060921668
ACH-000123,0.124874210586
ACH-000127,0.11644040476
ACH-000128,0.175486747007
ACH-000132,-0.032243071566
ACH-000133,0.0901661943182
ACH-000137,0.113281670996
ACH-000138,0.213132618846
ACH-000142,0.00204088344566
ACH-000143,0.233401824014
ACH-000146,0.0772127775088
ACH-000148,0.06547018552469999
ACH-000150,0.18663166640700002
ACH-000152,0.136851863291
ACH-000153,-0.146973277987
ACH-000159,0.10111614154100002
ACH-000160,0.0479671035885
ACH-000163,0.19724811396699998
ACH-000167,0.165841355337
ACH-000168,0.018545355627099996
ACH-000169,0.32577532372900003
ACH-000178,0.124700256051
ACH-000182,0.200618703855
ACH-000183,0.171294409216
ACH-000188,0.0992653857396
ACH-000189,0.19216834300900001
ACH-000190,0.17529576362399998
ACH-000198,0.130415609805
ACH-000204,-0.0550277614254
ACH-000206,0.15472667582900002
ACH-000207,0.242819699173
ACH-000211,-0.00293253609795
ACH-000215,0.165424005052
ACH-000221,-0.0226063981875
ACH-000222,-0.019698500448599998
ACH-000223,0.19750291837900003
ACH-000226,0.0242033826637
ACH-000227,0.21394258025
ACH-000228,0.258633314337
ACH-000231,0.103743352054
ACH-000232,0.0130670401972
ACH-000233,0.22603809563900001
ACH-000234,0.25259939907900003
ACH-000235,0.202778584839
ACH-000237,0.0997067365415
ACH-000238,0.0401469377007
ACH-000243,0.198388027755
ACH-000244,-0.250775465615
ACH-000246,0.152905263583
ACH-000248,0.124179108037
ACH-000250,0.114246544752
ACH-000251,0.061592235550699995
ACH-000253,0.119953202417
ACH-000255,0.0598424353479
ACH-000256,0.23223031385499998
ACH-000257,0.123184639682
ACH-000258,0.320422193533
ACH-000259,0.12069821115399999
ACH-000260,0.0546708471165
ACH-000261,0.161845386393
ACH-000262,0.011320135568799999
ACH-000263,-0.117725850502
ACH-000264,0.116891694594
ACH-000265,0.16992559744600003
ACH-000266,0.0635371592157
ACH-000272,0.16430021050000002
ACH-000273,0.132478135506
ACH-000274,0.146498377542
ACH-000277,0.194445278301
ACH-000278,0.146994410326
ACH-000279,0.08079083688510001
ACH-000280,0.11303965821699999
ACH-000281,0.31788775555300003
ACH-000288,0.0211628540099
ACH-000291,0.17770412687399997
ACH-000293,-0.0233146194772
ACH-000294,0.215458152779
ACH-000295,0.37913171626000003
ACH-000296,0.150492231106
ACH-000302,0.059202944507099994
ACH-000304,-0.113811931811
ACH-000307,0.185265768312
ACH-000308,0.0782867632978
ACH-000310,0.31205444157699996
ACH-000311,0.07315206222839998
ACH-000312,0.22902900079500002
ACH-000315,0.21185581048799998
ACH-000316,0.14397815720100002
ACH-000317,0.119265836042
ACH-000318,0.07331380107169999
ACH-000319,0.110820298405
ACH-000320,0.259797649451
ACH-000322,0.1603102433
ACH-000323,0.114057717686
ACH-000324,0.0862551273352
ACH-000329,0.0963687757068
ACH-000330,0.0381246867177
ACH-000331,0.192398340655
ACH-000332,0.153354483069
ACH-000334,0.210540659501
ACH-000335,0.0906995523659
ACH-000336,-0.0041058917729999995
ACH-000337,0.106764040726
ACH-000339,0.0664856656857
ACH-000341,0.0191462358072
ACH-000348,0.134244280162
ACH-000350,0.29033476513
ACH-000352,-0.0439624168748
ACH-000356,0.195901662679
ACH-000361,-0.0085945077516
ACH-000362,0.215634214283
ACH-000363,0.102009127024
ACH-000364,0.0324890900295
ACH-000365,0.158518796406
ACH-000366,0.11636845832699999
ACH-000368,0.0263673632975
ACH-000374,-0.010826704447899998
ACH-000375,0.0518823236449
ACH-000376,0.07041228070710001
ACH-000381,0.110882009702
ACH-000383,-0.011045771288
ACH-000387,0.105314528761
ACH-000389,0.14607466849
ACH-000390,0.0826862731366
ACH-000393,0.151393300388
ACH-000395,0.15575325925300001
ACH-000397,0.0870524444833
ACH-000401,0.224682334437
ACH-000402,0.43405740801200005
ACH-000403,0.140768742953
ACH-000404,0.18233739586199998
ACH-000406,0.17391399553
ACH-000407,0.162183971256
ACH-000408,0.10611794809800001
ACH-000410,0.0662069506705
ACH-000411,-0.019830250639500002
ACH-000414,0.09549636775119999
ACH-000415,0.025830132294700003
ACH-000416,-0.0134558610284
ACH-000420,0.220940086609
ACH-000421,0.109448954248
ACH-000424,0.017196939787299997
ACH-000425,0.10501378288100001
ACH-000426,0.158880198516
ACH-000427,0.161894223986
ACH-000433,-0.039164866784399996
ACH-000436,0.0275882898075
ACH-000444,0.011557997449700002
ACH-000445,0.29423798777800003
