,PASK (23178)
ACH-000004,-0.00776201691788
ACH-000007,-0.00533993889353
ACH-000009,-0.118759808605
ACH-000011,0.05537283074990001
ACH-000012,-0.00938397502442
ACH-000013,0.0141792641031
ACH-000014,-0.07864526384829999
ACH-000015,-0.07931774998930001
ACH-000017,-0.16797610033799998
ACH-000018,-0.22426056773400002
ACH-000019,0.041375926335
ACH-000021,-0.137869144039
ACH-000022,-0.0540479965056
ACH-000025,-0.09758098486109999
ACH-000028,0.0929796672931
ACH-000030,0.0650134813836
ACH-000035,0.0359543397931
ACH-000036,-0.28551210874899996
ACH-000037,-0.34328934833400004
ACH-000039,-0.23375955829599998
ACH-000040,-0.158694794519
ACH-000041,-0.08791968384120001
ACH-000042,-0.0901918732165
ACH-000045,0.195479149901
ACH-000047,-0.0683934850806
ACH-000052,-0.08561589618010002
ACH-000053,-0.13836597693299998
ACH-000054,-0.18692192738400001
ACH-000055,-0.22230452147100002
ACH-000060,0.110192150857
ACH-000067,0.0245840115471
ACH-000070,0.274792699416
ACH-000075,-0.09592128401990001
ACH-000078,-0.025390603223299998
ACH-000082,-0.0886494105404
ACH-000085,-0.180925461946
ACH-000086,-0.047209106568599994
ACH-000087,0.346468440912
ACH-000092,-0.0909469803023
ACH-000095,-0.10135062180099999
ACH-000097,-0.14535419128799998
ACH-000098,-0.0123023898988
ACH-000099,-0.163741251606
ACH-000108,0.149598790373
ACH-000113,-0.24404230786699999
ACH-000115,0.082429803399
ACH-000116,-0.0522398302415
ACH-000118,-0.188175999334
ACH-000120,0.0590108194429
ACH-000123,-0.09831955972419999
ACH-000127,-0.0617394847222
ACH-000128,-0.34801768189099996
ACH-000132,0.074715351183
ACH-000133,0.050325761793300006
ACH-000137,0.17579006301199998
ACH-000138,-0.056385381732
ACH-000142,-0.11497648263699999
ACH-000143,-0.077987673105
ACH-000146,-0.12775179457900002
ACH-000148,0.109487691102
ACH-000150,-0.134373470329
ACH-000152,0.023927847765500002
ACH-000153,-0.382324385519
ACH-000159,-0.25243453533000004
ACH-000160,0.177971143463
ACH-000163,-0.0793165373357
ACH-000167,-0.276570907318
ACH-000168,-0.0741559042747
ACH-000169,-0.114751409297
ACH-000178,-0.110035366949
ACH-000182,0.0338223022253
ACH-000183,-0.050102057463499994
ACH-000188,0.00705440325472
ACH-000189,-0.0390819749018
ACH-000190,-0.207266575806
ACH-000198,-0.0969021219238
ACH-000204,-0.28543490764699997
ACH-000206,-0.157364240427
ACH-000207,-0.146146739419
ACH-000211,0.0389624974684
ACH-000215,-0.15923340627399998
ACH-000221,-0.0534288560121
ACH-000222,-0.184321968505
ACH-000223,-0.12933661569399998
ACH-000226,-0.30189282868
ACH-000227,-0.154352972048
ACH-000228,-0.007645737837020001
ACH-000231,-0.203696463387
ACH-000232,-0.07826545651939999
ACH-000233,-0.078790088114
ACH-000234,-0.28603156856999995
ACH-000235,0.0184236561877
ACH-000237,-0.196159232808
ACH-000238,-0.22216124635499998
ACH-000243,-0.039159439088699996
ACH-000244,0.14673668865800002
ACH-000246,-0.119110581917
ACH-000248,0.216719322936
ACH-000250,-0.17180377105
ACH-000251,-0.177146468895
ACH-000253,-0.235498912883
ACH-000255,-0.206101032742
ACH-000256,0.0145851075333
ACH-000257,0.0960120825856
ACH-000258,-0.223747621043
ACH-000259,0.023960417204
ACH-000260,-0.197937322911
ACH-000261,0.036081733237
ACH-000262,-0.008253029891979999
ACH-000263,0.141296819848
ACH-000264,0.010999322341799999
ACH-000265,-0.16251526224
ACH-000266,-0.06928663033969999
ACH-000272,-0.0235525578178
ACH-000273,-0.024668259747900004
ACH-000274,-0.0426754177663
ACH-000277,0.07066165986310001
ACH-000278,-0.14509731626800002
ACH-000279,0.0423970960791
ACH-000280,0.0626080346381
ACH-000281,-0.0179989753882
ACH-000288,-0.09647149699410001
ACH-000291,-0.159417379426
ACH-000293,0.0135478485891
ACH-000294,-0.258672985111
ACH-000295,-0.0006208905855549999
ACH-000296,0.030235975734599997
ACH-000302,0.054751076768699995
ACH-000304,0.030608900513499997
ACH-000307,-0.07487414378110001
ACH-000308,-0.0160587573469
ACH-000310,0.0312972830205
ACH-000311,-0.0699155166285
ACH-000312,0.0275930102379
ACH-000315,-0.0674550125582
ACH-000316,-0.16343137415
ACH-000317,-0.288215419716
ACH-000318,0.0416518900964
ACH-000319,0.17980162144200001
ACH-000320,0.249782329423
ACH-000322,-0.299326282079
ACH-000323,0.10220473490399999
ACH-000324,-0.150920416052
ACH-000329,-0.1952222159
ACH-000330,-0.068497067024
ACH-000331,0.0176676986422
ACH-000332,0.0215621474173
ACH-000334,-0.165350158583
ACH-000335,-0.0111198922806
ACH-000336,0.36439396738799995
ACH-000337,0.33341126316799996
ACH-000339,-0.0078468709229
ACH-000341,-0.237555772502
ACH-000348,0.00499797863767
ACH-000350,0.101269110148
ACH-000352,-0.022549911596499998
ACH-000356,0.0396952292289
ACH-000361,-0.0227301000068
ACH-000362,-0.209886278614
ACH-000363,-0.037979956472999996
ACH-000364,0.0809332714723
ACH-000365,-0.143031689297
ACH-000366,-0.184094923367
ACH-000368,0.124949680134
ACH-000374,0.00432966010405
ACH-000375,-0.156727496573
ACH-000376,-0.230894372138
ACH-000381,0.10219838549
ACH-000383,-0.152840307605
ACH-000387,-0.023472675985900002
ACH-000389,0.0102795887566
ACH-000390,-0.121697077784
ACH-000393,-0.111423049961
ACH-000395,-0.139025327552
ACH-000397,-0.04268870157819999
ACH-000401,-0.0710273100335
ACH-000402,-0.593986279695
ACH-000403,-0.0930502187813
ACH-000404,-0.131620111135
ACH-000406,0.026536419454200003
ACH-000407,-0.125183140816
ACH-000408,-0.07840074963680001
ACH-000410,-0.24149078374699998
ACH-000411,-0.0347728220266
ACH-000414,-0.0748335897593
ACH-000415,-0.15200322628
ACH-000416,-0.013829437685499999
ACH-000420,-0.0127328495114
ACH-000421,-0.114652398618
ACH-000424,0.36677071761600005
ACH-000425,0.0946856791834
ACH-000426,-0.12775717443499998
ACH-000427,-0.17502361829
ACH-000433,0.175620081717
ACH-000436,-0.187919599377
ACH-000444,0.0683605357756
ACH-000445,0.10667530932199999
ACH-000448,-0.233365868409
ACH-000450,-0.552238633927
ACH-000452,0.010425078419
ACH-000454,0.09155728894960001
ACH-000458,0.050001422723900006
ACH-000459,-0.269716981137
ACH-000460,0.061372866779500004
ACH-000461,0.161212373427
ACH-000463,-0.162266706233
ACH-000464,-0.324527198322
ACH-000466,0.178840997815
ACH-000467,-0.0635146958444
ACH-000468,-0.138794226401
ACH-000469,0.0199469934331
ACH-000470,-0.128063228294
ACH-000471,-0.171328129868
ACH-000472,-0.0320321487903
ACH-000473,0.08966002894200001
ACH-000475,-0.0980120354138
ACH-000476,0.0694198378679
ACH-000477,-0.388691908896
ACH-000480,0.033134871731099996
ACH-000481,-0.236814673365
ACH-000483,-0.29820274464200003
ACH-000484,-0.36502398211
ACH-000485,-0.10229396325300001
ACH-000486,-0.11391568365299999
ACH-000487,-0.0549019944898
ACH-000488,-0.05607602383219999
ACH-000490,-0.0519836391993
ACH-000491,-0.312202172033
ACH-000495,0.059535892154699996
ACH-000496,-0.056307019077399996
ACH-000499,-0.390085950832
ACH-000500,-0.483482889864
ACH-000502,-0.041459446551800005
ACH-000503,-0.353659611844
ACH-000505,-0.0930357350675
ACH-000507,0.07034734212089999
ACH-000510,-0.10456560565199999
ACH-000511,-0.0352112958137
ACH-000512,-0.24924819394
ACH-000516,0.128386779832
ACH-000517,-0.24149027647799998
ACH-000518,-0.0547028989799
ACH-000520,-0.0713333386087
ACH-000521,-0.18189290294799998
ACH-000522,0.0206449567855
ACH-000524,-0.0664295829419
ACH-000527,-0.046267792945
ACH-000528,-0.044925246249
ACH-000537,-0.0958789273615
ACH-000541,0.0918576740238
ACH-000542,-0.212703324802
ACH-000544,-0.0604265939839
ACH-000545,-0.146650798376
ACH-000547,-0.232785716555
ACH-000548,-0.0882972447222
ACH-000549,0.04421593908980001
ACH-000550,0.138552274854
ACH-000552,-0.101927698028
ACH-000556,-0.021592741076000004
ACH-000557,0.139278975781
ACH-000570,-0.222539717542
ACH-000571,-0.0649697083057
ACH-000573,-0.135855799342
ACH-000576,0.0125427006232
ACH-000580,-0.12692115448799998
ACH-000584,-0.12249986722999999
ACH-000585,-0.203673036368
ACH-000588,-0.0636037684442
ACH-000589,-0.0908339920845
ACH-000591,-0.139029654878
ACH-000593,-0.046160213550500005
ACH-000600,0.0574523280217
ACH-000601,-0.0513933280903
ACH-000604,-0.0123997278299
ACH-000605,0.13988701250399999
ACH-000606,0.139416623645
ACH-000608,-0.262122380187
ACH-000614,-0.22756872133
ACH-000616,-0.131458729307
ACH-000618,0.101315185953
ACH-000619,0.13935053613099999
ACH-000620,-0.08695355356619999
ACH-000621,-0.0500930739116
ACH-000622,0.018127367866
ACH-000623,-0.105997804234
ACH-000624,-0.156655049254
ACH-000627,-0.158808418942
ACH-000630,-0.0628388566344
ACH-000632,-0.191185637099
ACH-000633,0.0710783594727
ACH-000637,-0.036840748632699996
ACH-000638,0.121406919754
ACH-000646,0.071226529224
