,CEPT1 (10390)
ACH-000004,0.0584075147992
ACH-000007,-1.0072096343999999
ACH-000009,-0.25033713354200005
ACH-000011,-0.19290806401500002
ACH-000012,-0.40570507890199997
ACH-000013,0.027509971304099996
ACH-000014,-0.341931972842
ACH-000015,-0.942027607727
ACH-000017,-0.215062162126
ACH-000018,-0.361992309621
ACH-000019,-0.44679284532799995
ACH-000021,-0.361280345771
ACH-000022,-0.22589464796300002
ACH-000025,-0.548617961956
ACH-000028,-0.604677475948
ACH-000030,-0.48612013030699996
ACH-000035,-0.289486706285
ACH-000036,-0.45892337471699995
ACH-000037,-0.44381991244400004
ACH-000039,-0.204718927875
ACH-000040,-0.9536491759739999
ACH-000041,-0.0646063565048
ACH-000042,-0.215760695429
ACH-000045,-1.18076582804
ACH-000047,-0.187900498444
ACH-000052,-1.0098120718999999
ACH-000053,-0.920346902508
ACH-000054,-0.325019619525
ACH-000055,-0.769348123509
ACH-000060,-0.573221582702
ACH-000067,-0.183303917152
ACH-000070,-0.0613202312355
ACH-000075,-0.894604173021
ACH-000078,-0.937643696068
ACH-000082,-0.31136071472
ACH-000085,-0.342845421279
ACH-000086,-0.9133658489650001
ACH-000087,-0.237183792478
ACH-000092,-0.384912142959
ACH-000095,-0.128459460864
ACH-000097,-0.0667393074271
ACH-000098,-0.495987597976
ACH-000099,-0.585601381686
ACH-000108,-0.163876158877
ACH-000113,-0.10575014980900001
ACH-000115,-0.351234482522
ACH-000116,-0.249766781006
ACH-000118,-0.995212345854
ACH-000120,-0.34453948061899997
ACH-000123,-0.650367412605
ACH-000127,-0.587450004401
ACH-000128,-0.25561836875599997
ACH-000132,-0.31008274998
ACH-000133,-0.307975660804
ACH-000137,-0.46351047039800003
ACH-000138,-0.415376477654
ACH-000142,-0.201099559107
ACH-000143,-0.563920521263
ACH-000146,-0.9531830999690001
ACH-000148,-0.198020746567
ACH-000150,-0.09677733066860002
ACH-000152,-0.340659524684
ACH-000153,-0.379114823067
ACH-000159,-0.146381512852
ACH-000160,-0.119851319656
ACH-000163,-0.590081240481
ACH-000167,-1.16672717545
ACH-000168,-0.35933860064
ACH-000169,-0.17561316422200002
ACH-000178,-0.347981254138
ACH-000182,-0.153146414949
ACH-000183,-0.0496699002331
ACH-000188,-0.368838046603
ACH-000189,-0.270533015616
ACH-000190,-0.464499821976
ACH-000198,-0.0961579168454
ACH-000204,-0.0413052458925
ACH-000206,-0.674800216616
ACH-000207,-0.315443726794
ACH-000211,-0.342365507707
ACH-000215,-0.26426624506900004
ACH-000221,-0.29673462753400004
ACH-000222,-0.229345575413
ACH-000223,-0.374719856865
ACH-000226,-0.10630217705299999
ACH-000227,-0.33233925151099997
ACH-000228,-0.421034979942
ACH-000231,-0.362273918099
ACH-000232,-0.27543933158000006
ACH-000233,-0.24203946483600003
ACH-000234,-0.205419625699
ACH-000235,-0.283991817843
ACH-000237,-0.57232521343
ACH-000238,-0.353827209851
ACH-000243,-0.35313986108400003
ACH-000244,-0.530802678085
ACH-000246,-0.145462747148
ACH-000248,-0.162639458676
ACH-000250,-0.212981731516
ACH-000251,-0.278341196879
ACH-000253,-0.16898136658799998
ACH-000255,-0.0461013172668
ACH-000256,-0.20896735776099998
ACH-000257,-0.36454501396
ACH-000258,-0.17998089278
ACH-000259,-0.292902579993
ACH-000260,-0.0939991272346
ACH-000261,-0.676430055109
ACH-000262,-0.748040477996
ACH-000263,-0.236963259751
ACH-000264,-0.726057300518
ACH-000265,-0.552589897452
ACH-000266,-0.126279152034
ACH-000272,-0.424201354987
ACH-000273,-0.197618968032
ACH-000274,-0.194058908803
ACH-000277,-0.12262691777999998
ACH-000278,-0.274548039369
ACH-000279,-1.0102405706
ACH-000280,-0.358819716717
ACH-000281,-0.421456741349
ACH-000288,-0.419032915817
ACH-000291,-0.5174982785800001
ACH-000293,-0.0285191948912
ACH-000294,-0.221843614374
ACH-000295,0.0029445701923000002
ACH-000296,-0.759228258942
ACH-000302,-0.23313621969700002
ACH-000304,-0.201948146287
ACH-000307,-1.03659918914
ACH-000308,-0.261855878808
ACH-000310,-0.26683098711500003
ACH-000311,0.11133538100099999
ACH-000312,-0.293416672821
ACH-000315,-1.13575713089
ACH-000316,-0.34984249140199997
ACH-000317,-0.358625417514
ACH-000318,-0.277534455897
ACH-000319,-0.289361727016
ACH-000320,-0.362332968842
ACH-000322,0.030771219818000003
ACH-000323,-0.552126364089
ACH-000324,-0.342151228345
ACH-000329,-0.35911537031400004
ACH-000330,-0.697534201788
ACH-000331,-0.261433378869
ACH-000332,-0.19730859741700002
ACH-000334,-0.8987594494700001
ACH-000335,-0.346838474068
ACH-000336,-0.22054913271200002
ACH-000337,0.0028869763349099998
ACH-000339,-0.146378669786
ACH-000341,-0.245134936492
ACH-000348,-0.220972410308
ACH-000350,-0.144530679122
ACH-000352,-0.0761313947288
ACH-000356,-0.0660046315063
ACH-000361,-0.332560775842
ACH-000362,0.39084041651699997
ACH-000363,0.11691979039000001
ACH-000364,-0.193647127581
ACH-000365,-0.927410686118
ACH-000366,-0.794168857823
ACH-000368,-0.5989210052139999
ACH-000374,-0.8462102285940001
ACH-000375,-0.6603985193999999
ACH-000376,-0.313072047179
ACH-000381,-0.047346455736
ACH-000383,-0.268390896543
ACH-000387,-0.160080064522
ACH-000389,-0.294904989369
ACH-000390,-0.227781664076
ACH-000393,-0.356978708948
ACH-000395,-0.37718269143100003
ACH-000397,-0.413257692674
ACH-000401,-0.24406886535100003
ACH-000402,-0.512950981617
ACH-000403,-0.36454198982600006
ACH-000404,-0.046098011211
ACH-000406,-0.313116129258
ACH-000407,-0.391732894243
ACH-000408,-0.332322034563
ACH-000410,-0.275417199551
ACH-000411,-0.8987308572700001
ACH-000414,-0.0156255481543
ACH-000415,-0.5640722742450001
ACH-000416,-0.224480465101
ACH-000420,-0.020268853648
ACH-000421,-0.186271547973
ACH-000424,-0.5579302782109999
ACH-000425,-0.123673298443
ACH-000426,-0.653571686002
ACH-000427,-0.5594092184030001
ACH-000433,-0.517842046336
ACH-000436,0.0638754664821
ACH-000444,-0.24845063173300003
ACH-000445,-0.908335165559
ACH-000448,-0.45325024434699995
ACH-000450,-0.038804686818499995
ACH-000452,-0.355963570652
ACH-000454,-0.455087081118
ACH-000458,-0.08335210723160001
ACH-000459,-0.159526702216
ACH-000460,-0.6855276867769999
ACH-000461,-0.32185961858199996
ACH-000463,-0.408472825725
ACH-000464,-0.704064569867
ACH-000466,-0.608703225378
ACH-000467,-0.49877149754199995
ACH-000468,-0.278669819572
ACH-000469,-0.456877311588
ACH-000470,-0.09044493900879999
ACH-000471,-0.317991837091
ACH-000472,-0.7324638164920001
ACH-000473,-0.563962739712
ACH-000475,-0.18790554858800002
ACH-000476,-0.155357320036
ACH-000477,-0.135979621667
ACH-000480,-0.251656533357
ACH-000481,-0.344107183168
ACH-000483,-0.164141461021
ACH-000484,0.0998016374775
ACH-000485,-0.17679361984099998
ACH-000486,-0.305665643883
ACH-000487,-0.34967299590400003
ACH-000488,-0.488844643696
ACH-000490,-0.631391702433
ACH-000491,-0.296393872579
ACH-000495,0.0257607203073
ACH-000496,-0.23500039395599998
ACH-000499,-0.462048922834
ACH-000500,-0.393914346206
ACH-000502,-0.0411211911674
ACH-000503,-0.54209328392
ACH-000505,-0.372640416571
ACH-000507,-0.050340484873900006
ACH-000510,-0.16824918331900002
ACH-000511,-0.186364413318
ACH-000512,-0.644611112554
