,CCNT1 (904)
ACH-000004,-0.053544894311800005
ACH-000007,-0.34819667889300004
ACH-000009,-0.379206674555
ACH-000011,-0.663091031823
ACH-000012,0.016427124875299997
ACH-000013,-0.313866970594
ACH-000014,-0.5970254345229999
ACH-000015,-0.218982930485
ACH-000017,-0.357858336602
ACH-000018,-0.650752068787
ACH-000019,-0.251203260331
ACH-000021,-0.291185541426
ACH-000022,-0.0930655399822
ACH-000025,-0.530630974764
ACH-000028,-0.261136218625
ACH-000030,-0.230444552018
ACH-000035,-0.263056568815
ACH-000036,0.00989541521358
ACH-000037,-0.234700013704
ACH-000039,-0.31292783731999996
ACH-000040,-0.07020489115260001
ACH-000041,0.054511574442099996
ACH-000042,0.0100709314748
ACH-000045,-0.234635191048
ACH-000047,-0.04730429084340001
ACH-000052,-0.301035244423
ACH-000053,-0.898518549227
ACH-000054,-0.57159300327
ACH-000055,0.249109859072
ACH-000060,-0.05062407581180001
ACH-000067,0.0499524239026
ACH-000070,-0.316395808991
ACH-000075,-0.125583681319
ACH-000078,0.0744726542478
ACH-000082,-0.107293835494
ACH-000085,-0.186201718065
ACH-000086,-0.27219348219
ACH-000087,-0.174175169469
ACH-000092,-0.08540953269339999
ACH-000095,-0.09344400814880001
ACH-000097,-0.126792886207
ACH-000098,-0.190588874063
ACH-000099,-0.168941681425
ACH-000108,-0.35484682311899995
ACH-000113,-0.83903052639
ACH-000115,-0.152288991778
ACH-000116,0.00512943948472
ACH-000118,-0.13503652451
ACH-000120,-0.156648189416
ACH-000123,-0.375396544119
ACH-000127,-0.161836419279
ACH-000128,0.0254190752564
ACH-000132,-0.08207754673449999
ACH-000133,0.00239466269983
ACH-000137,-0.325377426883
ACH-000138,-0.360392478161
ACH-000142,-0.281365831216
ACH-000143,-0.14337557818
ACH-000146,-0.168942649638
ACH-000148,-0.22994199262200002
ACH-000150,-0.41837457150300006
ACH-000152,-0.20905439295400002
ACH-000153,-0.659340990195
ACH-000159,-0.199117433872
ACH-000160,-0.029891245525000002
ACH-000163,-0.228376451879
ACH-000167,-0.18925683039400001
ACH-000168,-0.369933169897
ACH-000169,0.15424824429700001
ACH-000178,-0.35291252868699996
ACH-000182,-0.237665658265
ACH-000183,-0.0994509974852
ACH-000188,0.15409887332900002
ACH-000189,-0.521145962836
ACH-000190,-0.0496295037203
ACH-000198,0.21720402824
ACH-000204,-0.252809992128
ACH-000206,-0.250017429948
ACH-000207,-0.303906258703
ACH-000211,-0.46347475730300003
ACH-000215,-0.15343715851700002
ACH-000221,-0.125012637452
ACH-000222,-0.284688892531
ACH-000223,-0.248658083402
ACH-000226,-0.42437395909500003
ACH-000227,0.018486257972099997
ACH-000228,0.0691604559692
ACH-000231,-0.0456628251429
ACH-000232,-0.18080467916200002
ACH-000233,-0.7056602375769999
ACH-000234,-0.36282252328000003
ACH-000235,-0.14103806638
ACH-000237,0.122127413978
ACH-000238,-0.0129276605966
ACH-000243,-0.149395526721
ACH-000244,0.149735625437
ACH-000246,-0.37867505198299994
ACH-000248,-0.11158236029200001
ACH-000250,-0.0938057453118
ACH-000251,-0.402060389127
ACH-000253,0.012870060066799999
ACH-000255,-0.0713051074967
ACH-000256,-0.21885482323000002
ACH-000257,-0.132181689919
ACH-000258,0.178626251996
