,DCDC2B (149069)
ACH-000004,-0.398719353069
ACH-000007,-0.405909638151
ACH-000009,-0.302557479418
ACH-000011,-0.170228389497
ACH-000012,-0.279002006493
ACH-000013,-0.33838908882200003
ACH-000014,-0.242109038829
ACH-000015,-0.24812870936
ACH-000017,-0.167064854078
ACH-000018,-0.501667683295
ACH-000019,-0.151032227464
ACH-000021,-0.199846496801
ACH-000022,-0.301214353125
ACH-000025,-0.354234394379
ACH-000028,-0.18863155296
ACH-000030,-0.182214392243
ACH-000035,-0.585426558906
ACH-000036,-0.11340167226600001
ACH-000037,-0.250980655904
ACH-000039,-0.274982092106
ACH-000040,-0.24614674811999998
ACH-000041,-0.19932249157600002
ACH-000042,-0.214138587651
ACH-000045,-0.23318987214099998
ACH-000047,-0.420213842491
ACH-000052,-0.06757594195090001
ACH-000053,-0.173081772733
ACH-000054,-0.11072784632200001
ACH-000055,-0.286880447742
ACH-000060,-0.37595312336099995
ACH-000067,-0.325140816152
ACH-000070,-0.325389144894
ACH-000075,-0.526182850438
ACH-000078,-0.19512090655099998
ACH-000082,-0.296134125528
ACH-000085,-0.157295126034
ACH-000086,-0.35452528614699996
ACH-000087,-0.20037298880100002
ACH-000092,-0.43561673838299997
ACH-000095,-0.181815782757
ACH-000097,-0.0915272256427
ACH-000098,-0.337281292882
ACH-000099,-0.0597886524257
ACH-000108,-0.297359379075
ACH-000113,-0.185608921302
ACH-000115,-0.10972021453700001
ACH-000116,-0.316825743216
ACH-000118,-0.342433867743
ACH-000120,-0.00813994376452
ACH-000123,-0.321227908083
ACH-000127,-0.204774705886
ACH-000128,-0.303308446142
ACH-000132,-0.35358099132700005
ACH-000133,-0.340913236826
ACH-000137,-0.343302741227
ACH-000138,-0.297822882135
ACH-000142,-0.274259651447
ACH-000143,-0.30168186267499997
ACH-000146,-0.12237903138499999
ACH-000148,-0.38938875381399995
ACH-000150,-0.484570646875
ACH-000152,-0.44769898478799997
ACH-000153,-0.38457306512100004
ACH-000159,-0.306160545829
ACH-000160,-0.294572446525
ACH-000163,-0.32807593258400003
ACH-000167,-0.613074940681
ACH-000168,-0.234160995845
ACH-000169,-0.326026716072
ACH-000178,-0.143783462346
ACH-000182,-0.14584752212899998
ACH-000183,-0.3646330036
ACH-000188,-0.284831513265
ACH-000189,-0.168304243726
ACH-000190,-0.429363660223
ACH-000198,-0.29317404681299997
ACH-000204,-0.477901098671
ACH-000206,-0.193143639058
ACH-000207,-0.413343780545
ACH-000211,-0.153479224597
ACH-000215,-0.297636863616
ACH-000221,-0.384729004139
ACH-000222,-0.367299040031
ACH-000223,-0.333132127062
ACH-000226,-0.308065816135
ACH-000227,-0.177536729456
ACH-000228,-0.25049639339499996
ACH-000231,-0.25253086581399997
ACH-000232,-0.21141854997099999
ACH-000233,-0.21044822189399998
ACH-000234,-0.282839365917
ACH-000235,-0.210641910252
ACH-000237,-0.37971184340400005
ACH-000238,-0.341573537732
ACH-000243,-0.277377934627
ACH-000244,-0.45588831515699996
ACH-000246,-0.278758891789
ACH-000248,-0.07942316762639999
ACH-000250,-0.381176301457
ACH-000251,-0.153523919608
ACH-000253,-0.38462406646200004
ACH-000255,-0.250310291198
ACH-000256,-0.422949915656
ACH-000257,-0.179251009108
ACH-000258,-0.345552169653
ACH-000259,-0.295217129086
ACH-000260,-0.183688465821
ACH-000261,-0.20352520432799998
ACH-000262,-0.098511866278
ACH-000263,-0.306037459409
ACH-000264,-0.188302717276
ACH-000265,-0.350295992654
ACH-000266,-0.223470637295
ACH-000272,-0.23078593852499998
ACH-000273,-0.37056543586499996
ACH-000274,-0.37491719385899996
ACH-000277,-0.283398285006
ACH-000278,-0.23900137402399999
ACH-000279,-0.298284432442
ACH-000280,-0.26714037566
ACH-000281,-0.007693854597399999
ACH-000288,-0.43764478039800003
ACH-000291,-0.35298718957599995
ACH-000293,-0.506069950162
ACH-000294,-0.115087875984
ACH-000295,-0.210315783768
ACH-000296,-0.125908892966
ACH-000302,-0.38703006923
ACH-000304,-0.467047514509
ACH-000307,-0.35430515791199996
ACH-000308,-0.164382897664
ACH-000310,-0.330658190608
ACH-000311,-0.287173693793
ACH-000312,-0.329781021282
ACH-000315,-0.455585921304
ACH-000316,-0.22941734296100003
ACH-000317,-0.301153360249
ACH-000318,-0.346050975584
ACH-000319,-0.269213323202
ACH-000320,-0.5367778484179999
ACH-000322,-0.367212792014
ACH-000323,-0.508915997214
ACH-000324,-0.370959368995
ACH-000329,-0.49751114408200003
ACH-000330,-0.04456103976430001
ACH-000331,-0.333437315055
ACH-000332,-0.355032418327
ACH-000334,-0.331833435662
ACH-000335,-0.205895076532
ACH-000336,-0.358393309424
ACH-000337,-0.408472699684
ACH-000339,-0.145146181182
ACH-000341,-0.38717526456100004
ACH-000348,-0.186418851116
ACH-000350,-0.0525794168294
ACH-000352,-0.3950665667
ACH-000356,-0.355611675013
ACH-000361,-0.0601120353221
ACH-000362,-0.26186157563
ACH-000363,-0.38404994091399997
ACH-000364,-0.43471716895199997
ACH-000365,-0.42406040108000004
ACH-000366,-0.393303937162
ACH-000368,-0.39238456198700006
ACH-000374,-0.39179340370899995
ACH-000375,-0.0379992574541
ACH-000376,-0.441923084896
ACH-000381,-0.26830907901
ACH-000383,-0.247224696589
ACH-000387,-0.36497690376900005
ACH-000389,-0.240873508101
ACH-000390,-0.266581083095
ACH-000393,-0.210120889714
ACH-000395,-0.5504500583799999
ACH-000397,-0.327540933483
ACH-000401,-0.223378999714
ACH-000402,-0.306553038732
ACH-000403,-0.22074156066599998
ACH-000404,-0.11395221982300001
ACH-000406,-0.17173074141199998
ACH-000407,-0.343433166644
ACH-000408,-0.129248712553
ACH-000410,-0.338686801484
ACH-000411,-0.30397870506499997
ACH-000414,-0.372550573389
ACH-000415,-0.45808170214599997
ACH-000416,-0.241860625859
ACH-000420,-0.372722635387
ACH-000421,-0.291431522825
ACH-000424,-0.152106390923
ACH-000425,-0.287071627115
ACH-000426,0.0193628863225
ACH-000427,-0.12246271625999998
ACH-000433,-0.286058971294
ACH-000436,-0.264048254762
ACH-000444,-0.0016586891603199998
ACH-000445,-0.233322426173
ACH-000448,-0.312864671516
ACH-000450,-0.579846485548
ACH-000452,-0.21968338684799998
ACH-000454,-0.253971028364
ACH-000458,-0.290979540804
ACH-000459,-0.119956487577
ACH-000460,-0.186060749164
ACH-000461,-0.34900562740099994
ACH-000463,-0.27102767590599997
ACH-000464,-0.210168087848
ACH-000466,-0.111579832678
ACH-000467,-0.277056914344
ACH-000468,-0.23779061252300002
ACH-000469,-0.295829991587
ACH-000470,-0.07969348443060001
ACH-000471,-0.24659779251400002
ACH-000472,-0.151883690397
ACH-000473,-0.31788552233399997
ACH-000475,-0.408951945922
ACH-000476,-0.225550933641
ACH-000477,-0.35732781093000004
ACH-000480,-0.22519361745299998
ACH-000481,-0.234672447766
ACH-000483,-0.40714272277099994
ACH-000484,-0.244716670843
ACH-000485,-0.228954775723
ACH-000486,-0.338570393324
ACH-000487,-0.22584933385000003
ACH-000488,-0.274113549549
ACH-000490,-0.12547578705600002
ACH-000491,-0.158960646806
ACH-000495,-0.323308122674
ACH-000496,-0.385550051101
ACH-000499,-0.293541658264
ACH-000500,-0.681166562723
ACH-000502,-0.34623652996699994
ACH-000503,-0.0733896861453
ACH-000505,-0.221180344818
ACH-000507,-0.558399151496
ACH-000510,-0.198497766366
ACH-000511,-0.285896688996
ACH-000512,-0.47866465399700003
ACH-000516,-0.275177925278
ACH-000517,-0.21997382606600002
ACH-000518,-0.31565916620400003
ACH-000520,-0.54242125477
ACH-000521,-0.289821804708
ACH-000522,-0.290770132945
ACH-000524,-0.222018647946
ACH-000527,-0.24836584200999998
ACH-000528,-0.270956991243
ACH-000537,-0.299984268627
ACH-000541,-0.277843790686
ACH-000542,-0.360113628568
ACH-000544,-0.17672156875599998
ACH-000545,-0.22059476421500002
ACH-000547,-0.23365163737
ACH-000548,0.0074197395869100005
ACH-000549,-0.21342903677900002
ACH-000550,-0.725033433682
ACH-000552,-0.207799815688
ACH-000556,-0.149402224028
ACH-000557,-0.17903795453899998
ACH-000570,-0.29134938356600004
ACH-000571,-0.165760283226
ACH-000573,-0.36044972011299997
ACH-000576,-0.426569779499
ACH-000580,-0.228672708978
ACH-000584,-0.0943720696545
ACH-000585,-0.296427786138
ACH-000588,-0.0822387324867
ACH-000589,-0.20950090690099998
ACH-000591,-0.462639139575
ACH-000593,-0.415203457683
ACH-000600,-0.702271879864
ACH-000601,-0.31972877704
ACH-000604,-0.205207594694
ACH-000605,-0.361688660173
ACH-000606,-0.43087309758599995
ACH-000608,-0.186486290025
ACH-000614,-0.322494277066
ACH-000616,-0.176628817528
ACH-000618,-0.266061171168
ACH-000619,-0.299154243966
ACH-000620,-0.421773097044
ACH-000621,-0.37576157797799997
ACH-000622,-0.154113673228
ACH-000623,-0.320573980625
ACH-000624,-0.302172977653
ACH-000627,-0.37125809306
ACH-000630,-0.377605441554
ACH-000632,-0.297723395694
ACH-000633,-0.251411961357
ACH-000637,-0.236642919359
ACH-000638,-0.453132904946
ACH-000646,-0.5255499317450001
ACH-000647,-0.14008177963
ACH-000648,-0.849574635019
ACH-000649,-0.26274497646
ACH-000651,-0.24567566987599998
ACH-000652,-0.189408368993
ACH-000653,-0.37337152601499995
ACH-000657,-0.285442891586
ACH-000658,-0.169519852552
ACH-000661,-0.10408883606699999
ACH-000662,-0.29021892028900004
ACH-000663,-0.278130680574
ACH-000665,-0.204869942777
ACH-000671,-0.333891922575
ACH-000673,-0.309475071157
ACH-000676,-0.391934036859
ACH-000677,-0.42308970190899997
ACH-000681,-0.23471204009799998
ACH-000682,-0.29735478084899997
ACH-000683,-0.31169831256499997
ACH-000684,-0.36427058443899996
ACH-000688,-0.449622012848
ACH-000693,-0.219512465669
ACH-000694,-0.36925252474200004
ACH-000695,-0.606056944956
ACH-000696,-0.297430411953
ACH-000697,-0.45069442529200004
ACH-000699,-0.47395342335600005
ACH-000701,-0.356488393727
ACH-000706,-0.11547810191600001
ACH-000711,-0.354859546199
ACH-000713,-0.221422148554
ACH-000714,-0.33710387525300006
ACH-000718,-0.271129260445
ACH-000720,-0.289572462894
ACH-000721,-0.234962014061
ACH-000724,-0.0262982989634
ACH-000725,0.037171017722
ACH-000732,-0.48270108950400004
ACH-000734,-0.229929243569
ACH-000735,-0.39628063992299994
ACH-000736,-0.40910239287199995
ACH-000738,-0.20164439562199998
ACH-000746,-0.35362203037699996
ACH-000747,-0.297145854229
ACH-000748,-0.385325861567
ACH-000753,-0.298989831651
ACH-000756,-0.136097329912
ACH-000757,-0.534575446886
ACH-000758,-0.366718312039
ACH-000760,-0.321510891384
ACH-000763,0.10064946427999999
ACH-000764,-0.17239688054699998
ACH-000765,-0.5060795352090001
ACH-000766,-0.388571928894
ACH-000767,-0.197119678272
ACH-000768,-0.057302738576
ACH-000769,-0.15105089694
ACH-000770,-0.31606340530099997
ACH-000771,-0.24144360068000004
ACH-000773,-0.143963458597
ACH-000776,-0.177286500957
ACH-000777,-0.174689820787
ACH-000778,-0.394659247746
ACH-000781,-0.271346246889
ACH-000782,-0.35235543784100004
ACH-000783,-0.338047536661
ACH-000784,-0.22802171212699998
ACH-000785,-0.342664422567
ACH-000787,-0.24481704382599997
ACH-000788,-0.19847721606600002
ACH-000791,-0.396264774153
ACH-000792,-0.282456023236
ACH-000794,-0.251045295584
ACH-000796,-0.121978615952
ACH-000799,-0.19240262679099998
ACH-000800,-0.267927723494
ACH-000802,-0.292084347258
ACH-000804,-0.179308133461
ACH-000805,-0.221150455376
ACH-000809,-0.114839932604
ACH-000810,-0.35273618925300004
ACH-000811,-0.415717666196
ACH-000817,-0.5332745532859999
ACH-000819,-0.0721838190456
ACH-000820,-0.48927410849299996
ACH-000821,-0.11145064756300001
ACH-000822,-0.0687194940923
ACH-000823,-0.327408537998
ACH-000824,-0.34921270211800004
ACH-000827,-0.232667345262
ACH-000829,-0.364370164019
ACH-000831,-0.435972534418
ACH-000832,-0.373810874632
ACH-000833,-0.26948793658799997
ACH-000834,-0.238207561024
ACH-000835,-0.153859085419
ACH-000836,-0.23618950096299998
ACH-000837,-0.411297822203
ACH-000838,-0.12195679063100001
ACH-000839,-0.488702457673
ACH-000840,-0.382675429868
ACH-000841,-0.249927445028
ACH-000843,-0.17923003441799998
ACH-000846,-0.245779442154
ACH-000847,-0.353908049586
ACH-000848,-0.23530691638700002
ACH-000849,-0.199278531309
ACH-000851,-0.33912146307499996
ACH-000855,-0.17934705232599998
ACH-000856,-0.246958311267
ACH-000858,-0.24544195362100002
