,DCDC2B (149069)
ACH-000859,-0.152815336574
ACH-000861,-0.169198328706
ACH-000862,0.0556277989116
ACH-000865,-0.199674873981
ACH-000866,-0.309241604892
ACH-000867,-0.202862836644
ACH-000869,-0.05198723149619999
ACH-000872,-0.247005718762
ACH-000873,-0.249415564008
ACH-000876,-0.22506393595
ACH-000878,-0.22107667815499998
ACH-000880,-0.173473861015
ACH-000881,-0.19358073374
ACH-000882,-0.193508725962
ACH-000884,-0.283069653246
ACH-000885,-0.314584233593
ACH-000887,-0.353946544692
ACH-000888,-0.4128998047
ACH-000889,-0.20828480001
ACH-000890,-0.195880426089
ACH-000896,0.00554400967679
ACH-000898,-0.264867895304
ACH-000900,-0.242351849846
ACH-000901,-0.340203052676
ACH-000905,-0.33043771586
ACH-000906,-0.21244324480500001
ACH-000907,-0.362315625303
ACH-000910,-0.24269366438999998
ACH-000911,-0.312062664474
ACH-000912,-0.262827692479
ACH-000913,-0.32187249221500003
ACH-000915,-0.267569647037
ACH-000916,-0.38126464936300003
ACH-000917,-0.410853999202
ACH-000921,-0.340182247482
ACH-000924,-0.279825851265
ACH-000926,-0.17343615078400001
ACH-000928,-0.320509632236
ACH-000929,-0.506847475849
ACH-000932,-0.222754332494
ACH-000935,-0.107121889284
ACH-000936,-0.28054842831599996
ACH-000937,-0.251960084496
ACH-000938,-0.241263330191
ACH-000939,-0.518790878512
ACH-000941,-0.10771032145
ACH-000943,-0.18872586138
ACH-000946,-0.330612780575
ACH-000947,-0.28400859791
ACH-000948,-0.093978088699
ACH-000950,-0.314711237943
ACH-000953,-0.38894318608499995
ACH-000957,-0.38638108509999997
ACH-000958,-0.447287837492
ACH-000960,-0.251500465863
ACH-000963,-0.24179771616700002
ACH-000968,-0.1818270068
ACH-000969,-0.203837169643
ACH-000973,-0.32613631162900003
ACH-000974,-0.11309751740700001
ACH-000975,-0.307997195009
ACH-000976,-0.20280093704500002
ACH-000978,-0.0734750478229
ACH-000980,-0.172619083904
ACH-000984,-0.103685886858
ACH-000986,-0.330408261479
ACH-000988,-0.19183690235599998
ACH-000993,-0.32221292781399996
ACH-000994,-0.332272854975
ACH-000996,-0.560944143069
ACH-001001,-0.231006793112
ACH-001020,-0.525062346862
ACH-001028,-0.277659397432
ACH-001031,-0.17452384571899998
ACH-001038,-0.288015779094
ACH-001048,-0.29064980913000005
ACH-001050,-0.29668660547
ACH-001053,-0.282422502872
ACH-001054,-0.233315345086
ACH-001061,-0.295540997258
ACH-001067,-0.362436852329
ACH-001075,-0.280763624578
ACH-001096,-0.288783169598
ACH-001128,-0.46758119950000004
ACH-001134,-0.277530208919
ACH-001151,-0.17657784011100003
ACH-001163,-0.306459732856
ACH-001164,0.022961254131700002
ACH-001173,-0.163087398674
ACH-001183,-0.11893999898499999
ACH-001184,-0.297036481177
ACH-001190,-0.192498387784
ACH-001192,-0.17929258458099998
ACH-001193,-0.47798610582199996
ACH-001196,-0.668216404546
ACH-001197,-0.353351972952
ACH-001205,-0.188911377449
ACH-001211,-0.328076550345
ACH-001212,-0.38862872063299997
ACH-001228,-0.259740856704
ACH-001232,-0.21902794432300002
ACH-001239,-0.318191369297
ACH-001274,-0.19872930753600002
ACH-001275,-0.262167682242
ACH-001277,-0.303647268257
ACH-001278,-0.217881153258
ACH-001280,-0.59610869171
ACH-001283,-0.057055985643
ACH-001289,-0.0418552697036
ACH-001295,-0.24615217830299999
ACH-001300,-0.242612499203
ACH-001301,-0.250420050733
ACH-001302,-0.13155748258199998
ACH-001303,-0.24691201880199998
ACH-001306,-0.24606377596700002
ACH-001318,-0.17804683732
ACH-001322,-0.207828331612
ACH-001328,-0.290707417293
ACH-001332,-0.424156671728
ACH-001333,-0.240585858834
ACH-001336,-0.355276409089
ACH-001340,-0.312236334346
ACH-001346,-0.279771057056
ACH-001353,-0.16162875574000002
ACH-001354,-0.498233482967
ACH-001367,-0.30691786511700003
ACH-001368,-0.324079658398
ACH-001374,0.144307034233
ACH-001375,-0.375507704001
ACH-001377,-0.234596904696
ACH-001380,-0.300365139786
ACH-001391,-0.0749990030154
ACH-001407,-0.22440246778099998
ACH-001408,-0.278482520726
ACH-001413,-0.470902975769
ACH-001430,0.021576770553599998
ACH-001431,-0.07425753635150001
ACH-001450,-0.21107719173300002
ACH-001496,-0.323407439305
ACH-001500,-0.526435403347
ACH-001521,-0.192387823107
ACH-001523,-0.24514355771
ACH-001532,-0.356702699951
ACH-001536,-0.404083285475
ACH-001550,-0.246022679478
ACH-001552,-0.245235015422
ACH-001554,-0.264377014806
ACH-001645,-0.17645187616500002
ACH-001654,-0.193383423313
ACH-001715,-0.22580842926
ACH-001735,-0.35337272247699997
ACH-001736,-0.270640824622
ACH-001737,0.554641346325
ACH-001740,-0.382129199946
ACH-001745,-0.320767965945
ACH-001750,-0.264379652059
ACH-001765,-0.281234820797
ACH-001956,-0.12986979082
ACH-001957,-0.0905693294011
