,WEE2 (494551)
ACH-000004,0.240748201908
ACH-000007,0.0796635689055
ACH-000009,0.212859579578
ACH-000011,-0.0451509363561
ACH-000012,0.160925549654
ACH-000013,0.205392557766
ACH-000014,-0.323085558756
ACH-000015,0.0156759723142
ACH-000017,0.139669644479
ACH-000018,0.257610288704
ACH-000019,0.129715720652
ACH-000021,-0.10608254257000001
ACH-000022,0.0887798296683
ACH-000025,0.207692396692
ACH-000028,0.10304650807
ACH-000030,0.0326551102299
ACH-000035,-0.019583091568099998
ACH-000036,-0.0281916280684
ACH-000037,0.010964211315899999
ACH-000039,0.245169300269
ACH-000040,-0.0473605445414
ACH-000041,-0.101544395314
ACH-000042,0.14029563066099998
ACH-000045,0.128550566767
ACH-000047,0.21877971141999997
ACH-000052,0.00035220435126199996
ACH-000053,0.113801539959
ACH-000054,-0.014119571197299998
ACH-000055,0.0741113539977
ACH-000060,0.00527137875353
ACH-000067,0.012552852805700001
ACH-000070,0.0325618428521
ACH-000075,0.049812206020800005
ACH-000078,0.132264889202
ACH-000082,0.0384877912178
ACH-000085,-0.005366669964600001
ACH-000086,0.198590366764
ACH-000087,-0.0039531577199499995
ACH-000092,0.136694634253
ACH-000095,0.136337504586
ACH-000097,0.077221398438
ACH-000098,0.12476791743799999
ACH-000099,0.0871501473857
ACH-000108,0.07228771963710001
ACH-000113,0.0660294290164
ACH-000115,0.13639157942299998
ACH-000116,0.17094768204900002
ACH-000118,0.050564301672900006
ACH-000120,0.133088990451
ACH-000123,0.125580876443
ACH-000127,0.0836795616489
ACH-000128,-0.124857584398
ACH-000132,0.060646432485
ACH-000133,0.107266548905
ACH-000137,0.0829036845247
ACH-000138,-0.011733636726899999
ACH-000142,0.130355629502
ACH-000143,0.14528895327299998
ACH-000146,0.131841691532
ACH-000148,0.0127841388757
ACH-000150,0.0665694578492
ACH-000152,0.0775185120175
ACH-000153,0.06751242959130001
ACH-000159,0.0799656997868
ACH-000160,0.236416063954
ACH-000163,0.21392600662300001
ACH-000167,0.116937121031
ACH-000168,0.0635849057495
ACH-000169,0.145862734153
ACH-000178,0.126362491986
ACH-000182,0.00205126632162
ACH-000183,0.122649948652
ACH-000188,0.165899340418
ACH-000189,-0.107762926938
ACH-000190,0.09245162578749999
ACH-000198,0.11057957244000001
ACH-000204,0.0619409444739
ACH-000206,0.20694226888199999
ACH-000207,0.38197664665700004
ACH-000211,0.12326731578
ACH-000215,0.117768277733
ACH-000221,0.111219262937
ACH-000222,-0.00977230251139
ACH-000223,0.227559406048
ACH-000226,-0.0221437853615
ACH-000227,-0.12975210933
ACH-000228,0.297611500072
ACH-000231,0.07582404412589999
ACH-000232,-0.0403325968007
ACH-000233,0.191430465774
ACH-000234,0.00368961846477
ACH-000235,0.0234887021655
ACH-000237,0.042610860608800004
ACH-000238,0.033523947075
ACH-000243,0.153588906058
ACH-000244,-0.173677276583
ACH-000246,0.0645835685901
ACH-000248,0.104896090589
ACH-000250,0.109251404806
ACH-000251,0.00863493315319
ACH-000253,-0.00316624945297
ACH-000255,0.09091924631210001
ACH-000256,-0.0493647573718
ACH-000257,0.468959816796
ACH-000258,-0.0354416202573
ACH-000259,-0.0450821180138
ACH-000260,0.0303360185206
ACH-000261,0.106101120598
ACH-000262,0.022244897928
ACH-000263,0.115432830165
ACH-000264,0.11423972385600001
ACH-000265,0.23426239225200002
ACH-000266,0.10429561029300001
ACH-000272,-0.05140063795369999
ACH-000273,0.11296090536699999
ACH-000274,0.0309958546361
ACH-000277,0.133147644231
ACH-000278,-0.0618060002058
ACH-000279,0.0132370227188
ACH-000280,0.132442799334
ACH-000281,0.0644009270757
ACH-000288,0.0216970935324
ACH-000291,-0.0814259239986
ACH-000293,-0.136673447281
ACH-000294,-0.09114259542000001
ACH-000295,0.328520715472
ACH-000296,0.022386421981599996
ACH-000302,0.0785204773806
ACH-000304,-0.0389596579665
ACH-000307,0.0927489362454
ACH-000308,0.039881815887300005
ACH-000310,0.0548708455231
ACH-000311,-0.0272619394225
ACH-000312,-0.0136803565895
ACH-000315,0.13227774843100001
ACH-000316,-0.00951148742047
